Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyreek Hill (32113580),Tyreek Hill,32113580,WR/FLEX,9400,BUF@MIA 01/07/2024 08:20PM ET,MIA,25.35
RB,Christian McCaffrey (32113236),Christian McCaffrey,32113236,RB/FLEX,9300,LAR@SF 01/07/2024 04:25PM ET,SF,25.89
WR,CeeDee Lamb (32113582),CeeDee Lamb,32113582,WR/FLEX,9300,DAL@WAS 01/07/2024 04:25PM ET,DAL,24.61
WR,A.J. Brown (32113584),A.J. Brown,32113584,WR/FLEX,8700,PHI@NYG 01/07/2024 04:25PM ET,PHI,19.48
WR,Amon-Ra St. Brown (32113586),Amon-Ra St. Brown,32113586,WR/FLEX,8600,MIN@DET 01/07/2024 01:00PM ET,DET,21.9
WR,Justin Jefferson (32113588),Justin Jefferson,32113588,WR/FLEX,8500,MIN@DET 01/07/2024 01:00PM ET,MIN,19.91
QB,Josh Allen (32113137),Josh Allen,32113137,QB,8300,BUF@MIA 01/07/2024 08:20PM ET,BUF,25.04
WR,Stefon Diggs (32113590),Stefon Diggs,32113590,WR/FLEX,8200,BUF@MIA 01/07/2024 08:20PM ET,BUF,17.13
QB,Jalen Hurts (32113138),Jalen Hurts,32113138,QB,8100,PHI@NYG 01/07/2024 04:25PM ET,PHI,24.20
RB,Kyren Williams (32113238),Kyren Williams,32113238,RB/FLEX,8000,LAR@SF 01/07/2024 04:25PM ET,LAR,22.92
WR,Cooper Kupp (32113592),Cooper Kupp,32113592,WR/FLEX,8000,LAR@SF 01/07/2024 04:25PM ET,LAR,14.7
QB,Dak Prescott (32113139),Dak Prescott,32113139,QB,8000,DAL@WAS 01/07/2024 04:25PM ET,DAL,21.42
WR,Davante Adams (32113594),Davante Adams,32113594,WR/FLEX,7900,DEN@LV 01/07/2024 04:25PM ET,LV,16.18
WR,Puka Nacua (32113596),Puka Nacua,32113596,WR/FLEX,7800,LAR@SF 01/07/2024 04:25PM ET,LAR,19.09
WR,Amari Cooper (32113598),Amari Cooper,32113598,WR/FLEX,7700,CLE@CIN 01/07/2024 01:00PM ET,CLE,16.2
WR,Jaylen Waddle (32113600),Jaylen Waddle,32113600,WR/FLEX,7700,BUF@MIA 01/07/2024 08:20PM ET,MIA,14.83
RB,Rachaad White (32113240),Rachaad White,32113240,RB/FLEX,7600,TB@CAR 01/07/2024 01:00PM ET,TB,16.41
WR,Nico Collins (32113604),Nico Collins,32113604,WR/FLEX,7600,HOU@IND 01/06/2024 08:15PM ET,HOU,16.99
WR,Deebo Samuel (32113602),Deebo Samuel,32113602,WR/FLEX,7600,LAR@SF 01/07/2024 04:25PM ET,SF,17.68
WR,Michael Pittman Jr. (32113608),Michael Pittman Jr.,32113608,WR/FLEX,7500,HOU@IND 01/06/2024 08:15PM ET,IND,16.79
WR,Keenan Allen (32113606),Keenan Allen,32113606,WR/FLEX,7500,KC@LAC 01/07/2024 04:25PM ET,LAC,22.68
QB,Tua Tagovailoa (32113140),Tua Tagovailoa,32113140,QB,7500,BUF@MIA 01/07/2024 08:20PM ET,MIA,18.42
RB,Alvin Kamara (32113242),Alvin Kamara,32113242,RB/FLEX,7500,ATL@NO 01/07/2024 01:00PM ET,NO,17.92
WR,Mike Evans (32113610),Mike Evans,32113610,WR/FLEX,7400,TB@CAR 01/07/2024 01:00PM ET,TB,17.89
RB,Jonathan Taylor (32113244),Jonathan Taylor,32113244,RB/FLEX,7400,HOU@IND 01/06/2024 08:15PM ET,IND,14.31
