PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Baker Mayfield,QB,TB,JAX,-142,41.50,-2.50,22.00,6000,14.60,2.4,6.49
Jake Ferguson,TE,DAL,MIA,106,50.00,1.50,24.25,4900,9.79,2.0,6.48
Joe Flacco,QB,CLE,HOU,-153,40.00,-3.00,21.50,5500,14.07,2.6,6.36
Arizona Cardinals,D,ARI,CHI,175,43.00,4.00,19.50,2700,5.85,2.2,6.36
Geno Smith,QB,SEA,TEN,-175,41.50,-3.50,22.50,5800,15.15,2.6,6.22
Chigoziem Okonkwo,TE,TEN,SEA,146,41.50,3.50,19.00,3100,6.90,2.2,6.18
Nico Collins,WR,HOU,CLE,127,40.00,3.00,18.50,6800,13.38,2.0,5.61
Tyler Conklin,TE,NYJ,WAS,-164,37.00,-3.00,20.00,3200,6.45,2.0,5.60
Gardner Minshew,QB,IND,ATL,118,45.00,2.50,21.25,5900,15.84,2.7,5.53
Rondale Moore,WR,ARI,CHI,175,43.00,4.00,19.50,3500,7.79,2.2,5.42
Trevor Lawrence,QB,JAX,TB,119,41.50,2.50,19.50,6600,17.35,2.6,5.41
Tua Tagovailoa,QB,MIA,DAL,-126,50.00,-1.50,25.75,7800,16.11,2.1,5.31
David Montgomery,RB,DET,MIN,-159,47.50,-3.00,25.25,6900,11.42,1.7,5.18
Jared Goff,QB,DET,MIN,-159,47.50,-3.00,25.25,6900,15.44,2.2,5.15
Greg Dortch,WR,ARI,CHI,175,43.00,4.00,19.50,4000,8.86,2.2,5.13
Tyjae Spears,RB,TEN,SEA,146,41.50,3.50,19.00,4700,8.43,1.8,5.07
Brandin Cooks,WR,DAL,MIA,106,50.00,1.50,24.25,4900,8.43,1.7,4.87
Curtis Samuel,WR,WAS,NYJ,138,37.00,3.00,17.00,4800,9.49,2.0,4.83
Cedric Tillman,WR,CLE,HOU,-153,40.00,-3.00,21.50,3300,6.72,2.0,4.82
Dontayvion Wicks,WR,GB,CAR,-223,37.50,-5.00,21.25,4300,9.17,2.1,4.71
Josh Reynolds,WR,DET,MIN,-159,47.50,-3.00,25.25,3300,6.23,1.9,4.66
Cade Otton,TE,TB,JAX,-142,41.50,-2.50,22.00,3300,6.35,1.9,4.55
Case Keenum,QB,HOU,CLE,127,40.00,3.00,18.50,4900,13.06,2.7,4.48
Darnell Mooney,WR,CHI,ARI,-212,43.00,-4.00,23.50,3300,6.00,1.8,4.40
Jahan Dotson,WR,WAS,NYJ,138,37.00,3.00,17.00,4400,9.24,2.1,4.36
Trevor Siemian,QB,NYJ,WAS,-164,37.00,-3.00,20.00,4700,11.43,2.4,4.24
De'Von Achane,RB,MIA,DAL,-126,50.00,-1.50,25.75,7100,10.91,1.5,4.22
Dalton Schultz,TE,HOU,CLE,127,40.00,3.00,18.50,4600,9.07,2.0,4.20
Trey Palmer,WR,TB,JAX,-142,41.50,-2.50,22.00,3100,5.64,1.8,4.18
Jacksonville Jaguars,D,JAX,TB,119,41.50,2.50,19.50,2900,5.73,2.0,4.08
Adam Thielen,WR,CAR,GB,184,37.50,5.00,16.25,5900,9.93,1.7,3.99
Jordan Love,QB,GB,CAR,-223,37.50,-5.00,21.25,6500,15.79,2.4,3.85
Antonio Gibson,RB,WAS,NYJ,138,37.00,3.00,17.00,5200,10.43,2.0,3.76
Romeo Doubs,WR,GB,CAR,-223,37.50,-5.00,21.25,5300,9.74,1.8,3.69
Kyler Murray,QB,ARI,CHI,175,43.00,4.00,19.50,6400,14.34,2.2,3.62
Bryce Young,QB,CAR,GB,184,37.50,5.00,16.25,4700,12.46,2.7,3.60
Jameson Williams,WR,DET,MIN,-159,47.50,-3.00,25.25,3700,6.56,1.8,3.46
DJ Chark,WR,CAR,GB,184,37.50,5.00,16.25,3100,5.49,1.8,3.37
Alec Pierce,WR,IND,ATL,118,45.00,2.50,21.25,4000,7.33,1.8,3.32
Noah Fant,TE,SEA,TEN,-175,41.50,-3.50,22.50,2900,5.00,1.7,3.28
Logan Thomas,TE,WAS,NYJ,138,37.00,3.00,17.00,3500,6.20,1.8,3.24
Durham Smythe,TE,MIA,DAL,-126,50.00,-1.50,25.75,2700,5.26,2.0,3.23
Treylon Burks,WR,TEN,SEA,146,41.50,3.50,19.00,3100,5.49,1.8,2.95
Noah Brown,WR,HOU,CLE,127,40.00,3.00,18.50,5200,8.13,1.6,2.95
Jonnu Smith,TE,ATL,IND,-141,45.00,-2.50,23.75,2900,4.43,1.5,2.90
Josh Downs,WR,IND,ATL,118,45.00,2.50,21.25,5500,8.61,1.6,2.82
Sam Howell,QB,WAS,NYJ,138,37.00,3.00,17.00,6200,13.82,2.2,2.70
Kareem Hunt,RB,CLE,HOU,-153,40.00,-3.00,21.50,4800,7.51,1.6,2.69
Will Levis,QB,TEN,SEA,146,41.50,3.50,19.00,5200,12.83,2.5,2.56
Seattle Seahawks,D,SEA,TEN,-175,41.50,-3.50,22.50,3200,6.97,2.2,2.08
Xavier Gipson,WR,NYJ,WAS,-164,37.00,-3.00,20.00,3100,4.15,1.3,2.04
Kalif Raymond,WR,DET,MIN,-159,47.50,-3.00,25.25,3000,5.04,1.7,1.93
Tennessee Titans,D,TEN,SEA,146,41.50,3.50,19.00,2600,5.56,2.1,1.87
Michael Wilson,WR,ARI,CHI,175,43.00,4.00,19.50,3700,5.82,1.6,1.75
Tyler Allgeier,RB,ATL,IND,-141,45.00,-2.50,23.75,4600,6.48,1.4,1.72
Minnesota Vikings,D,MIN,DET,133,47.50,3.00,22.25,2500,5.25,2.1,1.67
Elijah Higgins,TE,ARI,CHI,175,43.00,4.00,19.50,2700,4.61,1.7,1.65
K.J. Osborn,WR,MIN,DET,133,47.50,3.00,22.25,3900,5.50,1.4,1.64
Roschon Johnson,RB,CHI,ARI,-212,43.00,-4.00,23.50,4800,7.12,1.5,1.59
Houston Texans,D,HOU,CLE,127,40.00,3.00,18.50,3600,7.02,2.0,1.44
Jamal Agnew,WR,JAX,TB,119,41.50,2.50,19.50,3400,6.16,1.8,1.42
AJ Dillon,RB,GB,CAR,-223,37.50,-5.00,21.25,4900,7.73,1.6,1.37
Andrew Beck,RB,HOU,CLE,127,40.00,3.00,18.50,4000,0.56,0.1,1.37
Kylen Granson,TE,IND,ATL,118,45.00,2.50,21.25,2600,3.49,1.3,1.32
Zach Charbonnet,RB,SEA,TEN,-175,41.50,-3.50,22.50,5000,6.94,1.4,1.23
Cedrick Wilson,WR,MIA,DAL,-126,50.00,-1.50,25.75,3200,3.97,1.2,1.19
Tommy Tremble,TE,CAR,GB,184,37.50,5.00,16.25,2600,3.13,1.2,1.18
Atlanta Falcons,D,ATL,IND,-141,45.00,-2.50,23.75,3300,5.83,1.8,1.15
Colby Parkinson,TE,SEA,TEN,-175,41.50,-3.50,22.50,2600,3.54,1.4,1.14
Michael Gallup,WR,DAL,MIA,106,50.00,1.50,24.25,3200,3.79,1.2,1.09
Jeremy Ruckert,TE,NYJ,WAS,-164,37.00,-3.00,20.00,2500,2.88,1.2,1.08
Robert Woods,WR,HOU,CLE,127,40.00,3.00,18.50,4100,5.55,1.4,1.07
David Moore,WR,TB,JAX,-142,41.50,-2.50,22.00,3400,5.39,1.6,1.01
Detroit Lions,D,DET,MIN,-159,47.50,-3.00,25.25,3500,5.93,1.7,1.00
D'Onta Foreman,RB,CHI,ARI,-212,43.00,-4.00,23.50,4700,5.56,1.2,0.99
Cleveland Browns,D,CLE,HOU,-153,40.00,-3.00,21.50,3400,5.76,1.7,0.96
Miles Sanders,RB,CAR,GB,184,37.50,5.00,16.25,4400,5.28,1.2,0.96
Alexander Mattison,RB,MIN,DET,133,47.50,3.00,22.25,5300,6.48,1.2,0.94
Dallas Cowboys,D,DAL,MIA,106,50.00,1.50,24.25,3000,5.34,1.8,0.85
Malik Heath,WR,GB,CAR,-223,37.50,-5.00,21.25,3200,4.36,1.4,0.79
Jalen Tolbert,WR,DAL,MIA,106,50.00,1.50,24.25,3000,3.70,1.2,0.76
Stephen Sullivan,TE,CAR,GB,184,37.50,5.00,16.25,2500,2.73,1.1,0.71
Khalil Herbert,RB,CHI,ARI,-212,43.00,-4.00,23.50,4600,5.17,1.1,0.61
Washington Commanders,D,WAS,NYJ,138,37.00,3.00,17.00,3700,5.88,1.6,0.58
Xavier Hutchinson,WR,HOU,CLE,127,40.00,3.00,18.50,3000,4.06,1.4,0.46
Chris Moore,WR,TEN,SEA,146,41.50,3.50,19.00,3300,3.18,1.0,0.44
Will Dissly,TE,SEA,TEN,-175,41.50,-3.50,22.50,2500,2.00,0.8,0.44
Dameon Pierce,RB,HOU,CLE,127,40.00,3.00,18.50,4500,4.54,1.0,0.43
Josh Whyle,TE,TEN,SEA,146,41.50,3.50,19.00,2500,2.58,1.0,0.41
Luke Farrell,TE,JAX,TB,119,41.50,2.50,19.50,3000,2.68,0.9,0.41
D.J. Montgomery,WR,IND,ATL,118,45.00,2.50,21.25,3300,3.31,1.0,0.37
Josh Oliver,TE,MIN,DET,133,47.50,3.00,22.25,2500,1.79,0.7,0.33
Tyler Scott,WR,CHI,ARI,-212,43.00,-4.00,23.50,3000,2.82,0.9,0.31
John Metchie,WR,HOU,CLE,127,40.00,3.00,18.50,3000,2.44,0.8,0.30
Miami Dolphins,D,MIA,DAL,-126,50.00,-1.50,25.75,2700,5.18,1.9,0.27
Brevin Jordan,TE,HOU,CLE,127,40.00,3.00,18.50,2800,2.00,0.7,0.27
Cordarrelle Patterson,RB,ATL,IND,-141,45.00,-2.50,23.75,4300,4.47,1.0,0.24
Scott Miller,WR,ATL,IND,-141,45.00,-2.50,23.75,3000,2.87,1.0,0.24
Drew Ogletree,TE,IND,ATL,118,45.00,2.50,21.25,2500,2.15,0.9,0.24
Zack Moss,RB,IND,ATL,118,45.00,2.50,21.25,6500,6.19,0.9,0.24
Michael Carter,RB,ARI,CHI,175,43.00,4.00,19.50,4200,5.15,1.2,0.23
Allen Lazard,WR,NYJ,WAS,-164,37.00,-3.00,20.00,3200,2.27,0.7,0.23
Chris Rodriguez,RB,WAS,NYJ,138,37.00,3.00,17.00,4500,4.79,1.1,0.22
MyCole Pruitt,TE,ATL,IND,-141,45.00,-2.50,23.75,2500,1.83,0.7,0.22
Mo Alie-Cox,TE,IND,ATL,118,45.00,2.50,21.25,2500,1.53,0.6,0.22
Brenton Strange,TE,JAX,TB,119,41.50,2.50,19.50,2500,1.09,0.4,0.21
Will Mallory,TE,IND,ATL,118,45.00,2.50,21.25,2500,1.05,0.4,0.21
Zach Pascal,WR,ARI,CHI,175,43.00,4.00,19.50,3000,3.20,1.1,0.20
Rico Dowdle,RB,DAL,MIA,106,50.00,1.50,24.25,4500,3.84,0.9,0.20
Harrison Bryant,TE,CLE,HOU,-153,40.00,-3.00,21.50,2500,1.50,0.6,0.20
Dalvin Cook,RB,NYJ,WAS,-164,37.00,-3.00,20.00,4400,3.45,0.8,0.19
Luke Schoonmaker,TE,DAL,MIA,106,50.00,1.50,24.25,2500,1.68,0.7,0.18
Jordan Akins,TE,CLE,HOU,-153,40.00,-3.00,21.50,2500,1.64,0.7,0.17
Braxton Berrios,WR,MIA,DAL,-126,50.00,-1.50,25.75,3000,2.26,0.8,0.14
Jason Brownlee,WR,NYJ,WAS,-164,37.00,-3.00,20.00,3000,2.53,0.8,0.12
Deven Thompkins,WR,TB,JAX,-142,41.50,-2.50,22.00,3000,2.43,0.8,0.10
Tim Jones,WR,JAX,TB,119,41.50,2.50,19.50,3000,1.76,0.6,0.10
D'Ernest Johnson,RB,JAX,TB,119,41.50,2.50,19.50,4900,4.09,0.8,0.09
Peyton Hendershot,TE,DAL,MIA,106,50.00,1.50,24.25,2500,1.41,0.6,0.09
Chase Edmonds,RB,TB,JAX,-142,41.50,-2.50,22.00,4400,2.87,0.6,0.09
KaVontae Turpin,WR,DAL,MIA,106,50.00,1.50,24.25,3000,1.44,0.5,0.08
John Bates,TE,WAS,NYJ,138,37.00,3.00,17.00,2500,1.24,0.5,0.08
Ian Thomas,TE,CAR,GB,184,37.50,5.00,16.25,2500,0.69,0.3,0.08
Tyler Kroft,TE,MIA,DAL,-126,50.00,-1.50,25.75,2500,0.26,0.1,0.08
Emari Demercado,RB,ARI,CHI,175,43.00,4.00,19.50,4600,3.26,0.7,0.07
KhaDarel Hodge,WR,ATL,IND,-141,45.00,-2.50,23.75,3000,1.70,0.6,0.07
Robert Tonyan,TE,CHI,ARI,-212,43.00,-4.00,23.50,2500,1.23,0.5,0.07
Indianapolis Colts,D,IND,ATL,118,45.00,2.50,21.25,3800,5.92,1.6,0.06
Samori Toure,WR,GB,CAR,-223,37.50,-5.00,21.25,3000,1.69,0.6,0.06
Van Jefferson,WR,ATL,IND,-141,45.00,-2.50,23.75,3000,1.47,0.5,0.06
Marquise Goodwin,WR,CLE,HOU,-153,40.00,-3.00,21.50,3000,1.86,0.6,0.04
Donovan Peoples-Jones,WR,DET,MIN,-159,47.50,-3.00,25.25,3000,1.15,0.4,0.04
Jake Bobo,WR,SEA,TEN,-175,41.50,-3.50,22.50,3300,1.79,0.5,0.03
Chase Claypool,WR,MIA,DAL,-126,50.00,-1.50,25.75,3000,1.20,0.4,0.03
Brandon Powell,WR,MIN,DET,133,47.50,3.00,22.25,3000,1.32,0.4,0.03
Julian Hill,TE,MIA,DAL,-126,50.00,-1.50,25.75,2500,0.67,0.3,0.03
Dyami Brown,WR,WAS,NYJ,138,37.00,3.00,17.00,3000,1.80,0.6,0.02
Byron Pringle,WR,WAS,NYJ,138,37.00,3.00,17.00,3000,1.80,0.6,0.02
Jeff Wilson,RB,MIA,DAL,-126,50.00,-1.50,25.75,4200,2.23,0.5,0.02
Randall Cobb,WR,NYJ,WAS,-164,37.00,-3.00,20.00,3000,1.11,0.4,0.02
River Cracraft,WR,MIA,DAL,-126,50.00,-1.50,25.75,3000,1.04,0.3,0.02
Johnny Mundt,TE,MIN,DET,133,47.50,3.00,22.25,2500,0.52,0.2,0.02
Josiah Deguara,TE,GB,CAR,-223,37.50,-5.00,21.25,2500,0.49,0.2,0.02
Robbie Chosen,WR,MIA,DAL,-126,50.00,-1.50,25.75,3000,0.69,0.2,0.02
Isaiah McKenzie,WR,IND,ATL,118,45.00,2.50,21.25,3000,1.37,0.5,0.01
David Bell,WR,CLE,HOU,-153,40.00,-3.00,21.50,3000,1.10,0.4,0.01
Pierre Strong,RB,CLE,HOU,-153,40.00,-3.00,21.50,4000,1.55,0.4,0.01
Cole Turner,TE,WAS,NYJ,138,37.00,3.00,17.00,2500,0.70,0.3,0.01
Velus Jones,WR,CHI,ARI,-212,43.00,-4.00,23.50,3000,0.56,0.2,0.01
Payne Durham,TE,TB,JAX,-142,41.50,-2.50,22.00,2500,0.52,0.2,0.01
DeeJay Dallas,RB,SEA,TEN,-175,41.50,-3.50,22.50,4300,2.00,0.5,0.00
Kene Nwangwu,RB,MIN,DET,133,47.50,3.00,22.25,4400,1.65,0.4,0.00
Israel Abanikanda,RB,NYJ,WAS,-164,37.00,-3.00,20.00,4000,1.60,0.4,0.00
Raheem Blackshear,RB,CAR,GB,184,37.50,5.00,16.25,4000,1.63,0.4,0.00
Elijah Cooks,WR,JAX,TB,119,41.50,2.50,19.50,3000,0.75,0.3,0.00
Patrick Taylor,RB,GB,CAR,-223,37.50,-5.00,21.25,4400,1.09,0.3,0.00
Trey Sermon,RB,IND,ATL,118,45.00,2.50,21.25,4800,1.59,0.3,0.00
Dee Eskridge,WR,SEA,TEN,-175,41.50,-3.50,22.50,3000,0.77,0.3,0.00
Mack Hollins,WR,ATL,IND,-141,45.00,-2.50,23.75,3300,0.52,0.2,0.00
Tank Bigsby,RB,JAX,TB,119,41.50,2.50,19.50,4500,1.10,0.2,0.00
Rakim Jarrett,WR,TB,JAX,-142,41.50,-2.50,22.00,3000,0.53,0.2,0.00
Ben Sims,TE,GB,CAR,-223,37.50,-5.00,21.25,2500,0.53,0.2,0.00
Dorian Thompson-Robinson,QB,CLE,HOU,-153,40.00,-3.00,21.50,4700,1.06,0.2,0.00
Dare Ogunbowale,RB,HOU,CLE,127,40.00,3.00,18.50,4000,0.73,0.2,0.00
Sean Tucker,RB,TB,JAX,-142,41.50,-2.50,22.00,4000,0.22,0.1,0.00
Terrace Marshall,WR,CAR,GB,184,37.50,5.00,16.25,3000,0.18,0.1,0.00
Trent Taylor,WR,CHI,ARI,-212,43.00,-4.00,23.50,3000,0.28,0.1,0.00
Travis Homer,RB,CHI,ARI,-212,43.00,-4.00,23.50,4000,0.18,0.1,0.00
Chris Brooks,RB,MIA,DAL,-126,50.00,-1.50,25.75,4000,0.42,0.1,0.00
James Proche,WR,CLE,HOU,-153,40.00,-3.00,21.50,3000,0.21,0.1,0.00
Deuce Vaughn,RB,DAL,MIA,106,50.00,1.50,24.25,4000,0.23,0.1,0.00
Ko Kieft,TE,TB,JAX,-142,41.50,-2.50,22.00,2500,0.33,0.1,0.00
Kenny McIntosh,RB,SEA,TEN,-175,41.50,-3.50,22.50,4000,0.20,0.1,0.00
Antoine Green,WR,DET,MIN,-159,47.50,-3.00,25.25,3000,0.35,0.1,0.00
Craig Reynolds,RB,DET,MIN,-159,47.50,-3.00,25.25,4000,0.42,0.1,0.00
Eric Saubert,TE,HOU,CLE,127,40.00,3.00,18.50,2500,0.36,0.1,0.00
Evan Hull,RB,IND,ATL,118,45.00,2.50,21.25,4000,0.00,0.0,0
Mason Kinsey,WR,TEN,SEA,146,41.50,3.50,19.00,3000,0.00,0.0,0
Malik Knowles,WR,MIN,DET,133,47.50,3.00,22.25,3000,0.00,0.0,0
Jesse Matthews,WR,HOU,CLE,127,40.00,3.00,18.50,3000,0.00,0.0,0
Hayden Hurst,TE,CAR,GB,184,37.50,5.00,16.25,2500,0.00,0.0,0
Sam Ehlinger,QB,IND,ATL,118,45.00,2.50,21.25,4600,0.00,0.0,0
Jaren Hall,QB,MIN,DET,133,47.50,3.00,22.25,4600,0.00,0.0,0
Zach Wilson,QB,NYJ,WAS,-164,37.00,-3.00,20.00,4800,0.00,0.0,0
Brett Rypien,QB,NYJ,WAS,-164,37.00,-3.00,20.00,4500,0.00,0.0,0
Dax Milne,WR,WAS,NYJ,138,37.00,3.00,17.00,3000,0.00,0.0,0
Anthony Richardson,QB,IND,ATL,118,45.00,2.50,21.25,4000,0.00,0.0,0
Mike Strachan,WR,CAR,GB,184,37.50,5.00,16.25,3000,0.00,0.0,0
C.J. Beathard,QB,JAX,TB,119,41.50,2.50,19.50,5100,0.00,0.0,0
Marlon Mack,RB,ARI,CHI,175,43.00,4.00,19.50,4000,0.00,0.0,0
Alex Armah,RB,WAS,NYJ,138,37.00,3.00,17.00,4000,0.00,0.0,0
Laviska Shenault,WR,CAR,GB,184,37.50,5.00,16.25,3000,0.00,0.0,0
Christian Kirk,WR,JAX,TB,119,41.50,2.50,19.50,3000,0.00,0.0,0
Jamison Crowder,WR,WAS,NYJ,138,37.00,3.00,17.00,3000,0.00,0.0,0
John Stephens,WR,DAL,MIA,106,50.00,1.50,24.25,3000,0.00,0.0,0
David Durden,WR,DAL,MIA,106,50.00,1.50,24.25,3000,0.00,0.0,0
Jalen Brooks,WR,DAL,MIA,106,50.00,1.50,24.25,3000,0.00,0.0,0
Hunter Luepke,RB,DAL,MIA,106,50.00,1.50,24.25,4000,0.00,0.0,0
Aaron Rodgers,QB,NYJ,WAS,-164,37.00,-3.00,20.00,4000,0.00,0.0,0
Ryan Tannehill,QB,TEN,SEA,146,41.50,3.50,19.00,5000,0.00,0.0,0
Hendon Hooker,QB,DET,MIN,-159,47.50,-3.00,25.25,4000,0.00,0.0,0
Kenny Yeboah,TE,NYJ,WAS,-164,37.00,-3.00,20.00,2500,0.00,0.0,0
Kirk Cousins,QB,MIN,DET,133,47.50,3.00,22.25,4000,0.00,0.0,0
Nick Chubb,RB,CLE,HOU,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
Brady Russell,TE,SEA,TEN,-175,41.50,-3.50,22.50,2500,0.00,0.0,0
Tyler Davis,TE,GB,CAR,-223,37.50,-5.00,21.25,2500,0.00,0.0,0
Teddy Bridgewater,QB,DET,MIN,-159,47.50,-3.00,25.25,4500,0.00,0.0,0
Drew Lock,QB,SEA,TEN,-175,41.50,-3.50,22.50,5100,0.00,0.0,0
Luke Musgrave,TE,GB,CAR,-223,37.50,-5.00,21.25,3900,0.00,0.0,0
Colton Dowell,WR,TEN,SEA,146,41.50,3.50,19.00,3000,0.00,0.0,0
Giovanni Ricci,TE,CAR,GB,184,37.50,5.00,16.25,2500,0.00,0.0,0
Deshaun Watson,QB,CLE,HOU,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
Salvon Ahmed,RB,MIA,DAL,-126,50.00,-1.50,25.75,4000,0.00,0.0,0
Emanuel Wilson,RB,GB,CAR,-223,37.50,-5.00,21.25,4000,0.00,0.0,0
Tyson Bagent,QB,CHI,ARI,-212,43.00,-4.00,23.50,4700,0.00,0.0,0
Sean Clifford,QB,GB,CAR,-223,37.50,-5.00,21.25,4500,0.00,0.0,0
Blake Whiteheart,TE,ARI,CHI,175,43.00,4.00,19.50,2500,0.00,0.0,0
Russell Gage,WR,TB,JAX,-142,41.50,-2.50,22.00,3000,0.00,0.0,0
Mitchell Tinsley,WR,WAS,NYJ,138,37.00,3.00,17.00,3000,0.00,0.0,0
C.J. Uzomah,TE,NYJ,WAS,-164,37.00,-3.00,20.00,2500,0.00,0.0,0
C.J. Stroud,QB,HOU,CLE,127,40.00,3.00,18.50,7000,0.00,0.0,0
Clayton Tune,QB,ARI,CHI,175,43.00,4.00,19.50,4600,0.00,0.0,0
Mike White,QB,MIA,DAL,-126,50.00,-1.50,25.75,4600,0.00,0.0,0
Kearis Jackson,WR,TEN,SEA,146,41.50,3.50,19.00,3000,0.00,0.0,0
Tank Dell,WR,HOU,CLE,127,40.00,3.00,18.50,3000,0.00,0.0,0
Trey Lance,QB,DAL,MIA,106,50.00,1.50,24.25,4000,0.00,0.0,0
Jakeem Grant,WR,CLE,HOU,-153,40.00,-3.00,21.50,3000,0.00,0.0,0
Nick Westbrook-Ikhine,WR,TEN,SEA,146,41.50,3.50,19.00,3400,0.00,0.0,0
