PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Teagan Quitoriano,TE,HOU,CLE,127,40.00,3.00,18.50,2500,0.00,0.0,0
Jason Cabinda,RB,DET,MIN,-159,47.50,-3.00,25.25,4000,0.00,0.0,0
Jelani Woods,TE,IND,ATL,118,45.00,2.50,21.25,2500,0.00,0.0,0
Jacoby Brissett,QB,WAS,NYJ,138,37.00,3.00,17.00,4900,0.00,0.0,0
Brandon Dillon,TE,WAS,NYJ,138,37.00,3.00,17.00,2500,0.00,0.0,0
Nick Muse,TE,MIN,DET,133,47.50,3.00,22.25,2500,0.00,0.0,0
Trevon Wesco,TE,TEN,SEA,146,41.50,3.50,19.00,2500,0.00,0.0,0
Keith Smith,RB,ATL,IND,-141,45.00,-2.50,23.75,4000,0.00,0.0,0
Jalen Nailor,WR,MIN,DET,133,47.50,3.00,22.25,3000,0.00,0.0,0
Christian Watson,WR,GB,CAR,-223,37.50,-5.00,21.25,4700,0.00,0.0,0
Tyler Goodson,RB,IND,ATL,118,45.00,2.50,21.25,4700,0.00,0.0,0
Jonathan Ward,RB,TEN,SEA,146,41.50,3.50,19.00,4000,0.00,0.0,0
John FitzPatrick,TE,ATL,IND,-141,45.00,-2.50,23.75,2500,0.00,0.0,0
Khari Blasingame,RB,CHI,ARI,-212,43.00,-4.00,23.50,4000,0.11,0.0,0.00
Brian Robinson,RB,WAS,NYJ,138,37.00,3.00,17.00,6000,0.00,0.0,0
Desmond Ridder,QB,ATL,IND,-141,45.00,-2.50,23.75,5000,0.00,0.0,0
Avery Williams,RB,ATL,IND,-141,45.00,-2.50,23.75,4000,0.00,0.0,0
Nate Sudfeld,QB,DET,MIN,-159,47.50,-3.00,25.25,4000,0.00,0.0,0
Ashton Dulin,WR,IND,ATL,118,45.00,2.50,21.25,3000,0.00,0.0,0
Jaylon Moore,WR,JAX,TB,119,41.50,2.50,19.50,3000,0.00,0.0,0
Nathan Peterman,QB,CHI,ARI,-212,43.00,-4.00,23.50,4000,0.00,0.0,0
Alec Ingold,RB,MIA,DAL,-126,50.00,-1.50,25.75,4000,0.00,0.0,0
Zay Jones,WR,JAX,TB,119,41.50,2.50,19.50,4200,0.00,0.0,0
Patrick Scales,TE,CHI,ARI,-212,43.00,-4.00,23.50,2500,0.00,0.0,0
John Wolford,QB,TB,JAX,-142,41.50,-2.50,22.00,4000,0.00,0.0,0
Cam Akers,RB,MIN,DET,133,47.50,3.00,22.25,4000,0.00,0.0,0
Marquise Brown,WR,ARI,CHI,175,43.00,4.00,19.50,5000,0.00,0.0,0
Joe Reed,WR,CHI,ARI,-212,43.00,-4.00,23.50,3000,0.00,0.0,0
Andy Dalton,QB,CAR,GB,184,37.50,5.00,16.25,4600,0.00,0.0,0
C.J. Ham,RB,MIN,DET,133,47.50,3.00,22.25,4000,0.00,0.0,0
Brock Wright,TE,DET,MIN,-159,47.50,-3.00,25.25,2500,0.00,0.0,0
Geoff Swaim,TE,ARI,CHI,175,43.00,4.00,19.50,2600,0.00,0.0,0
Troy Hairston,RB,HOU,CLE,127,40.00,3.00,18.50,4000,0.00,0.0,0
Josh Ali,WR,ATL,IND,-141,45.00,-2.50,23.75,3000,0.00,0.0,0
Cooper Rush,QB,DAL,MIA,106,50.00,1.50,24.25,4600,0.00,0.0,0
Sean McKeon,TE,DAL,MIA,106,50.00,1.50,24.25,2500,0.00,0.0,0
Andrew DePaola,TE,MIN,DET,133,47.50,3.00,22.25,2500,0.00,0.0,0
Shane Zylstra,TE,DET,MIN,-159,47.50,-3.00,25.25,2500,0.00,0.0,0
Ihmir Smith-Marsette,WR,CAR,GB,184,37.50,5.00,16.25,3000,0.00,0.0,0
Kyle Trask,QB,TB,JAX,-142,41.50,-2.50,22.00,4600,0.00,0.0,0
Dareke Young,WR,SEA,TEN,-175,41.50,-3.50,22.50,3000,0.00,0.0,0
Marcedes Lewis,TE,CHI,ARI,-212,43.00,-4.00,23.50,2500,0.00,0.0,0
Kevin Rader,TE,TEN,SEA,146,41.50,3.50,19.00,2500,0.00,0.0,0
Irvin Charles,WR,NYJ,WAS,-164,37.00,-3.00,20.00,3000,0.00,0.0,0
Zonovan Knight,RB,DET,MIN,-159,47.50,-3.00,25.25,4000,0.00,0.0,0
Michael Woods,WR,CLE,HOU,-153,40.00,-3.00,21.50,3000,0.00,0.0,0
Logan Woodside,QB,ATL,IND,-141,45.00,-2.50,23.75,4000,0.00,0.0,0
Feleipe Franks,TE,ATL,IND,-141,45.00,-2.50,23.75,2500,0.00,0.0,0
Davis Mills,QB,HOU,CLE,127,40.00,3.00,18.50,4600,0.00,0.0,0
Erik Ezukanma,WR,MIA,DAL,-126,50.00,-1.50,25.75,3000,0.00,0.0,0
Skylar Thompson,QB,MIA,DAL,-126,50.00,-1.50,25.75,4000,0.00,0.0,0
Equanimeous St. Brown,WR,CHI,ARI,-212,43.00,-4.00,23.50,3000,0.00,0.0,0
James Mitchell,TE,DET,MIN,-159,47.50,-3.00,25.25,2500,0.00,0.0,0
Kyle Philips,WR,TEN,SEA,146,41.50,3.50,19.00,3000,0.00,0.0,0
Joshua Dobbs,QB,MIN,DET,133,47.50,3.00,22.25,4600,0.00,0.0,0
Julius Chestnut,RB,TEN,SEA,146,41.50,3.50,19.00,4000,0.00,0.0,0
Hassan Haskins,RB,TEN,SEA,146,41.50,3.50,19.00,4000,0.00,0.0,0
Malik Willis,QB,TEN,SEA,146,41.50,3.50,19.00,4500,0.00,0.0,0
Armani Rogers,TE,WAS,NYJ,138,37.00,3.00,17.00,2500,0.00,0.0,0
Curtis Hodges,TE,WAS,NYJ,138,37.00,3.00,17.00,2500,0.00,0.0,0
Derrick Gore,RB,WAS,NYJ,138,37.00,3.00,17.00,4000,0.00,0.0,0
