Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyreek Hill (30504479),Tyreek Hill,30504479,WR/FLEX,9500,NE@MIA 10/29/2023 01:00PM ET,MIA,28.37
RB,Christian McCaffrey (30504107),Christian McCaffrey,30504107,RB/FLEX,9200,CIN@SF 10/29/2023 04:25PM ET,SF,25.94
WR,Cooper Kupp (30504481),Cooper Kupp,30504481,WR/FLEX,9000,LAR@DAL 10/29/2023 01:00PM ET,LAR,20.17
WR,Stefon Diggs (30504483),Stefon Diggs,30504483,WR/FLEX,8900,TB@BUF 10/26/2023 08:15PM ET,BUF,24.69
WR,Keenan Allen (30504485),Keenan Allen,30504485,WR/FLEX,8500,CHI@LAC 10/29/2023 08:20PM ET,LAC,23.33
QB,Patrick Mahomes (30504007),Patrick Mahomes,30504007,QB,8400,KC@DEN 10/29/2023 04:25PM ET,KC,23.58
TE,Travis Kelce (30505077),Travis Kelce,30505077,TE/FLEX,8400,KC@DEN 10/29/2023 04:25PM ET,KC,21.75
RB,Austin Ekeler (30504109),Austin Ekeler,30504109,RB/FLEX,8300,CHI@LAC 10/29/2023 08:20PM ET,LAC,15.07
QB,Jalen Hurts (30504008),Jalen Hurts,30504008,QB,8200,PHI@WAS 10/29/2023 01:00PM ET,PHI,24.03
WR,Amon-Ra St. Brown (30504487),Amon-Ra St. Brown,30504487,WR/FLEX,8200,LV@DET 10/30/2023 08:15PM ET,DET,22.68
QB,Lamar Jackson (30504009),Lamar Jackson,30504009,QB,8100,BAL@ARI 10/29/2023 04:25PM ET,BAL,22.96
WR,Ja'Marr Chase (30504489),Ja'Marr Chase,30504489,WR/FLEX,8100,CIN@SF 10/29/2023 04:25PM ET,CIN,21.63
QB,Josh Allen (30504010),Josh Allen,30504010,QB,8000,TB@BUF 10/26/2023 08:15PM ET,BUF,24.49
RB,Saquon Barkley (30504111),Saquon Barkley,30504111,RB/FLEX,8000,NYJ@NYG 10/29/2023 01:00PM ET,NYG,17.52
WR,A.J. Brown (30504491),A.J. Brown,30504491,WR/FLEX,8000,PHI@WAS 10/29/2023 01:00PM ET,PHI,23.7
WR,Davante Adams (30504493),Davante Adams,30504493,WR/FLEX,8000,LV@DET 10/30/2023 08:15PM ET,LV,17.11
WR,Puka Nacua (30504495),Puka Nacua,30504495,WR/FLEX,7900,LAR@DAL 10/29/2023 01:00PM ET,LAR,22.51
QB,Justin Herbert (30504011),Justin Herbert,30504011,QB,7800,CHI@LAC 10/29/2023 08:20PM ET,LAC,22.62
QB,Tua Tagovailoa (30504012),Tua Tagovailoa,30504012,QB,7700,NE@MIA 10/29/2023 01:00PM ET,MIA,21.07
RB,Raheem Mostert (30504113),Raheem Mostert,30504113,RB/FLEX,7700,NE@MIA 10/29/2023 01:00PM ET,MIA,21.79
WR,CeeDee Lamb (30504497),CeeDee Lamb,30504497,WR/FLEX,7600,LAR@DAL 10/29/2023 01:00PM ET,DAL,15.93
RB,Derrick Henry (30504115),Derrick Henry,30504115,RB/FLEX,7600,ATL@TEN 10/29/2023 01:00PM ET,TEN,15.05
RB,Tony Pollard (30504117),Tony Pollard,30504117,RB/FLEX,7500,LAR@DAL 10/29/2023 01:00PM ET,DAL,15.93
WR,Jaylen Waddle (30504499),Jaylen Waddle,30504499,WR/FLEX,7500,NE@MIA 10/29/2023 01:00PM ET,MIA,12.95
RB,Alvin Kamara (30504119),Alvin Kamara,30504119,RB/FLEX,7300,NO@IND 10/29/2023 01:00PM ET,NO,21.7
WR,Mike Evans (30504501),Mike Evans,30504501,WR/FLEX,7200,TB@BUF 10/26/2023 08:15PM ET,TB,17.3
RB,Travis Etienne Jr. (30504121),Travis Etienne Jr.,30504121,RB/FLEX,7200,JAX@PIT 10/29/2023 01:00PM ET,JAX,20.14
