ID,Player,Team,Opp,Pos,Salary,Own %
1,Zack Moss,IND,TEN,RB,"$4,600",50.60%
31326617,Tyreek Hill,MIA,WAS,WR,"$9,600",22.30%
31326627,Jaylen Waddle,MIA,WAS,WR,"$7,600",19.80%
31326659,Courtland Sutton,DEN,HOU,WR,"$5,400",18.60%
31326631,Tank Dell,HOU,DEN,WR,"$7,400",17.10%
31326637,Michael Pittman Jr.,IND,TEN,WR,"$7,100",16.70%
31326623,Amon-Ra St. Brown,DET,NO,WR,"$8,500",14.90%
31326657,Terry McLaurin,WAS,MIA,WR,"$5,500",13.00%
31326715,DeVante Parker,NE,LAC,WR,"$3,300",13.00%
31326669,George Pickens,PIT,ARI,WR,"$4,800",13.00%
31326619,Keenan Allen,LAC,NE,WR,"$9,000",11.90%
31326643,Nico Collins,HOU,DEN,WR,"$6,800",11.40%
31326651,DeAndre Hopkins,TEN,IND,WR,"$6,100",11.20%
31326621,A.J. Brown,PHI,SF,WR,"$8,800",11.10%
31326665,Diontae Johnson,PIT,ARI,WR,"$5,000",10.70%
31326633,DeVonta Smith,PHI,SF,WR,"$7,300",8.90%
31326625,Mike Evans,TB,CAR,WR,"$7,700",8.30%
31326641,Chris Olave,NO,DET,WR,"$6,900",6.90%
31326661,Marquise Brown,ARI,PIT,WR,"$5,200",6.90%
31326663,Josh Downs,IND,TEN,WR,"$5,100",6.90%
31326653,Garrett Wilson,NYJ,ATL,WR,"$6,000",6.90%
31326693,Elijah Moore,CLE,LAR,WR,"$3,500",5.70%
31326689,Greg Dortch,ARI,PIT,WR,"$3,700",5.70%
31326635,Brandon Aiyuk,SF,PHI,WR,"$7,200",5.60%
31326649,Deebo Samuel,SF,PHI,WR,"$6,200",5.60%
31326645,Adam Thielen,CAR,TB,WR,"$6,600",5.50%
31326671,Jerry Jeudy,DEN,HOU,WR,"$4,700",4.60%
31326673,Jahan Dotson,WAS,MIA,WR,"$4,600",4.60%
31326681,Curtis Samuel,WAS,MIA,WR,"$4,100",4.60%
31326667,Drake London,ATL,NYJ,WR,"$4,900",4.60%
31326819,Braxton Berrios,MIA,WAS,WR,"$3,000",4.40%
31326629,Cooper Kupp,LAR,CLE,WR,"$7,800",4.10%
31326639,Puka Nacua,LAR,CLE,WR,"$7,000",4.10%
31326691,Jameson Williams,DET,NO,WR,"$3,600",3.00%
31326647,Chris Godwin,TB,CAR,WR,"$6,300",2.80%
31326655,Amari Cooper,CLE,LAR,WR,"$5,700",2.80%
31326709,Jalen Guyton,LAC,NE,WR,"$3,300",2.60%
31326729,JuJu Smith-Schuster,NE,LAC,WR,"$3,200",2.30%
31326719,Trey Palmer,TB,CAR,WR,"$3,200",2.30%
31326703,Jonathan Mingo,CAR,TB,WR,"$3,300",2.30%
31326699,Treylon Burks,TEN,IND,WR,"$3,400",2.30%
31326685,Robert Woods,HOU,DEN,WR,"$3,900",2.30%
31326705,Marvin Mims,DEN,HOU,WR,"$3,300",1.80%
31326717,DJ Chark Jr.,CAR,TB,WR,"$3,200",1.80%
31326687,Tutu Atwell,LAR,CLE,WR,"$3,800",1.80%
31326953,Tyquan Thornton,NE,LAC,WR,"$3,000",1.80%
31326727,Kalif Raymond,DET,NO,WR,"$3,200",1.50%
31326695,Jauan Jennings,SF,PHI,WR,"$3,500",1.20%
