PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Kareem Hunt,RB,CLE,DEN,105,36.00,1.50,17.25,4800,8.71,1.8,3.61
Robert Woods,WR,HOU,JAX,103,47.50,1.50,23.00,4000,7.60,1.9,3.38
Kyle Philips,WR,TEN,CAR,-183,36.50,-3.50,20.00,3000,6.01,2.0,3.37
Jerry Jeudy,WR,DEN,CLE,-125,36.00,-1.50,18.75,4900,8.50,1.7,3.24
Kadarius Toney,WR,KC,LV,-417,43.00,-9.00,26.00,3200,6.65,2.1,3.23
Tee Higgins,WR,CIN,PIT,105,35.50,1.50,17.00,6200,11.61,1.9,3.22
Derek Carr,QB,NO,ATL,-125,41.50,-1.50,21.50,5800,14.71,2.5,3.19
Tanner Hudson,TE,CIN,PIT,105,35.50,1.50,17.00,2700,5.48,2.0,3.05
Tyler Higbee,TE,LAR,ARI,-122,44.50,-1.50,23.00,3500,5.50,1.6,3.01
Russell Wilson,QB,DEN,CLE,-125,36.00,-1.50,18.75,5400,13.06,2.4,2.88
Alec Pierce,WR,IND,TB,-137,44.50,-2.50,23.50,3200,5.40,1.7,2.75
Tyler Allgeier,RB,ATL,NO,105,41.50,1.50,20.00,4600,7.75,1.7,2.72
Matthew Stafford,QB,LAR,ARI,-122,44.50,-1.50,23.00,6300,14.62,2.3,2.71
DeVante Parker,WR,NE,NYG,-183,34.00,-3.50,18.75,3000,6.45,2.2,2.53
Mike Gesicki,TE,NE,NYG,-183,34.00,-3.50,18.75,2500,4.07,1.6,2.40
Mecole Hardman,WR,KC,LV,-417,43.00,-9.00,26.00,3100,6.01,1.9,2.31
JuJu Smith-Schuster,WR,NE,NYG,-183,34.00,-3.50,18.75,3000,5.45,1.8,2.18
Kenny Pickett,QB,PIT,CIN,-124,35.50,-1.50,18.50,4800,10.79,2.3,2.10
Noah Gray,TE,KC,LV,-417,43.00,-9.00,26.00,2500,3.78,1.5,2.10
Jacksonville Jaguars,D,JAX,HOU,-122,47.50,-1.50,24.50,3000,5.74,1.9,2.08
Darius Slayton,WR,NYG,NE,152,34.00,3.50,15.25,3500,5.34,1.5,2.04
Juwan Johnson,TE,NO,ATL,-125,41.50,-1.50,21.50,3000,4.28,1.4,2.02
Jakobi Meyers,WR,LV,KC,325,43.00,9.00,17.00,5800,8.88,1.5,1.93
Reggie Gilliam,RB,BUF,PHI,140,48.50,3.00,22.75,4000,1.09,0.3,1.86
Mac Jones,QB,NE,NYG,-183,34.00,-3.50,18.75,5100,11.97,2.3,1.81
Will Levis,QB,TEN,CAR,-183,36.50,-3.50,20.00,5300,11.93,2.3,1.80
Adam Trautman,TE,DEN,CLE,-125,36.00,-1.50,18.75,2600,3.42,1.3,1.56
Van Jefferson,WR,ATL,NO,105,41.50,1.50,20.00,3100,5.42,1.8,1.45
Hayden Hurst,TE,CAR,TEN,152,36.50,3.50,16.50,2700,3.60,1.3,1.45
Aidan O'Connell,QB,LV,KC,325,43.00,9.00,17.00,5000,9.55,1.9,1.44
Marquez Valdes-Scantling,WR,KC,LV,-417,43.00,-9.00,26.00,3200,4.34,1.4,1.36
Los Angeles Rams,D,LAR,ARI,-122,44.50,-1.50,23.00,2800,5.74,2.1,1.33
Irv Smith,TE,CIN,PIT,105,35.50,1.50,17.00,2600,3.33,1.3,1.33
Ezekiel Elliott,RB,NE,NYG,-183,34.00,-3.50,18.75,5000,6.26,1.3,1.25
Atlanta Falcons,D,ATL,NO,105,41.50,1.50,20.00,2900,5.77,2.0,1.12
Drew Ogletree,TE,IND,TB,-137,44.50,-2.50,23.50,2500,3.12,1.3,1.12
Jack Stoll,TE,PHI,BUF,-168,48.50,-3.00,25.75,3000,2.49,0.8,1.11
Latavius Murray,RB,BUF,PHI,140,48.50,3.00,22.75,4400,6.46,1.5,1.08
Jalin Hyatt,WR,NYG,NE,152,34.00,3.50,15.25,3000,4.18,1.4,1.02
Philadelphia Eagles,D,PHI,BUF,-168,48.50,-3.00,25.75,2900,5.64,1.9,1.00
Buffalo Bills,D,BUF,PHI,140,48.50,3.00,22.75,2700,5.17,1.9,0.97
Samaje Perine,RB,DEN,CLE,-125,36.00,-1.50,18.75,4600,5.86,1.3,0.87
New Orleans Saints,D,NO,ATL,-125,41.50,-1.50,21.50,3600,6.01,1.7,0.85
Drew Sample,TE,CIN,PIT,105,35.50,1.50,17.00,2500,3.17,1.3,0.84
Tommy Tremble,TE,CAR,TEN,152,36.50,3.50,16.50,2600,2.62,1.0,0.79
Jerick McKinnon,RB,KC,LV,-417,43.00,-9.00,26.00,4700,6.06,1.3,0.77
Kenneth Gainwell,RB,PHI,BUF,-168,48.50,-3.00,25.75,4900,6.06,1.2,0.72
Nick Westbrook-Ikhine,WR,TEN,CAR,-183,36.50,-3.50,20.00,3000,3.26,1.1,0.71
Hunter Renfrow,WR,LV,KC,325,43.00,9.00,17.00,3100,3.64,1.2,0.67
Treylon Burks,WR,TEN,CAR,-183,36.50,-3.50,20.00,3400,4.58,1.4,0.66
Miles Sanders,RB,CAR,TEN,152,36.50,3.50,16.50,4400,4.92,1.1,0.55
Laviska Shenault,WR,CAR,TEN,152,36.50,3.50,16.50,3000,3.94,1.3,0.54
Cleveland Browns,D,CLE,DEN,105,36.00,1.50,17.25,3800,7.29,1.9,0.52
Indianapolis Colts,D,IND,TB,-137,44.50,-2.50,23.50,3400,5.96,1.8,0.51
Connor Heyward,TE,PIT,CIN,-124,35.50,-1.50,18.50,2500,1.86,0.7,0.50
Tommy DeVito,QB,NYG,NE,152,34.00,3.50,15.25,5200,7.35,1.4,0.49
Dameon Pierce,RB,HOU,JAX,103,47.50,1.50,23.00,5500,5.52,1.0,0.44
Deonte Harty,WR,BUF,PHI,140,48.50,3.00,22.75,3000,3.15,1.1,0.39
Olamide Zaccheaus,WR,PHI,BUF,-168,48.50,-3.00,25.75,3000,3.37,1.1,0.36
Pharaoh Brown,TE,NE,NYG,-183,34.00,-3.50,18.75,2500,2.07,0.8,0.36
Jaleel McLaughlin,RB,DEN,CLE,-125,36.00,-1.50,18.75,4800,4.97,1.0,0.35
Jordan Akins,TE,CLE,DEN,105,36.00,1.50,17.25,2500,1.97,0.8,0.33
Zack Moss,RB,IND,TB,-137,44.50,-2.50,23.50,4700,3.89,0.8,0.33
Julio Jones,WR,PHI,BUF,-168,48.50,-3.00,25.75,3300,3.37,1.0,0.32
Mack Hollins,WR,ATL,NO,105,41.50,1.50,20.00,3300,3.81,1.2,0.31
Jamaal Williams,RB,NO,ATL,-125,41.50,-1.50,21.50,4200,4.34,1.0,0.31
Arizona Cardinals,D,ARI,LAR,103,44.50,1.50,21.50,3000,5.59,1.9,0.30
Austin Hooper,TE,LV,KC,325,43.00,9.00,17.00,2500,1.73,0.7,0.30
Foster Moreau,TE,NO,ATL,-125,41.50,-1.50,21.50,2500,1.71,0.7,0.27
D'Ernest Johnson,RB,JAX,HOU,-122,47.50,-1.50,24.50,4000,4.07,1.0,0.24
Deven Thompkins,WR,TB,IND,114,44.50,2.50,21.00,3000,2.47,0.8,0.20
Brevin Jordan,TE,HOU,JAX,103,47.50,1.50,23.00,2500,1.55,0.6,0.19
Mo Alie-Cox,TE,IND,TB,-137,44.50,-2.50,23.50,2500,1.24,0.5,0.19
Will Mallory,TE,IND,TB,-137,44.50,-2.50,23.50,2500,1.09,0.4,0.19
Cedric Tillman,WR,CLE,DEN,105,36.00,1.50,17.25,3000,2.58,0.9,0.18
Isaiah McKenzie,WR,IND,TB,-137,44.50,-2.50,23.50,3100,2.45,0.8,0.17
Marvin Mims,WR,DEN,CLE,-125,36.00,-1.50,18.75,3400,1.78,0.5,0.16
Tampa Bay Buccaneers,D,TB,IND,114,44.50,2.50,21.00,3300,5.68,1.7,0.15
Tre Tucker,WR,LV,KC,325,43.00,9.00,17.00,3000,2.57,0.9,0.15
Greg Dortch,WR,ARI,LAR,103,44.50,1.50,21.50,3300,2.07,0.6,0.14
Harrison Bryant,TE,CLE,DEN,105,36.00,1.50,17.25,2500,1.36,0.5,0.14
Grant Calcaterra,TE,PHI,BUF,-168,48.50,-3.00,25.75,2500,1.11,0.4,0.14
Trenton Irwin,WR,CIN,PIT,105,35.50,1.50,17.00,3200,2.04,0.6,0.13
Geoff Swaim,TE,ARI,LAR,103,44.50,1.50,21.50,2500,0.81,0.3,0.13
Josh Whyle,TE,TEN,CAR,-183,36.50,-3.50,20.00,2500,1.23,0.5,0.12
Brenton Strange,TE,JAX,HOU,-122,47.50,-1.50,24.50,2500,1.41,0.6,0.10
Ian Thomas,TE,CAR,TEN,152,36.50,3.50,16.50,2500,1.28,0.5,0.09
Eric Saubert,TE,HOU,JAX,103,47.50,1.50,23.00,2500,0.26,0.1,0.09
Chase Edmonds,RB,TB,IND,114,44.50,2.50,21.00,4300,2.91,0.7,0.08
Emari Demercado,RB,ARI,LAR,103,44.50,1.50,21.50,4400,4.13,0.9,0.07
Chris Moore,WR,TEN,CAR,-183,36.50,-3.50,20.00,3100,1.40,0.4,0.07
Quintin Morris,TE,BUF,PHI,140,48.50,3.00,22.75,2500,0.32,0.1,0.07
Davis Allen,TE,LAR,ARI,-122,44.50,-1.50,23.00,2500,0.14,0.1,0.07
Tank Bigsby,RB,JAX,HOU,-122,47.50,-1.50,24.50,4200,2.45,0.6,0.06
Calvin Austin,WR,PIT,CIN,-124,35.50,-1.50,18.50,3000,1.66,0.6,0.06
Albert Okwuegbunam,TE,PHI,BUF,-168,48.50,-3.00,25.75,2500,0.62,0.3,0.06
Isaiah Hodgins,WR,NYG,NE,152,34.00,3.50,15.25,3200,1.93,0.6,0.05
Allen Robinson,WR,PIT,CIN,-124,35.50,-1.50,18.50,3000,1.03,0.3,0.05
Scotty Miller,WR,ATL,NO,105,41.50,1.50,20.00,3100,2.38,0.8,0.04
Clyde Edwards-Helaire,RB,KC,LV,-417,43.00,-9.00,26.00,4000,2.32,0.6,0.04
Matt Breida,RB,NYG,NE,152,34.00,3.50,15.25,4000,2.52,0.6,0.04
Richie James,WR,KC,LV,-417,43.00,-9.00,26.00,3000,1.41,0.5,0.04
KhaDarel Hodge,WR,ATL,NO,105,41.50,1.50,20.00,3200,1.59,0.5,0.04
Darnell Washington,TE,PIT,CIN,-124,35.50,-1.50,18.50,2500,0.47,0.2,0.03
Blake Bell,TE,KC,LV,-417,43.00,-9.00,26.00,2500,0.39,0.2,0.03
Royce Freeman,RB,LAR,ARI,-122,44.50,-1.50,23.00,4500,1.07,0.2,0.03
Andrei Iosivas,WR,CIN,PIT,105,35.50,1.50,17.00,3000,2.15,0.7,0.02
Jalen Reagor,WR,NE,NYG,-183,34.00,-3.50,18.75,3000,1.74,0.6,0.02
Marquise Goodwin,WR,CLE,DEN,105,36.00,1.50,17.25,3000,1.73,0.6,0.02
Terrace Marshall,WR,CAR,TEN,152,36.50,3.50,16.50,3000,1.70,0.6,0.02
Zach Pascal,WR,ARI,LAR,103,44.50,1.50,21.50,3000,1.44,0.5,0.02
John Metchie,WR,HOU,JAX,103,47.50,1.50,23.00,3000,1.19,0.4,0.02
Payne Durham,TE,TB,IND,114,44.50,2.50,21.00,2500,0.53,0.2,0.02
Ko Kieft,TE,TB,IND,114,44.50,2.50,21.00,2500,0.34,0.1,0.02
Cordarrelle Patterson,RB,ATL,NO,105,41.50,1.50,20.00,4200,2.44,0.6,0.01
Ameer Abdullah,RB,LV,KC,325,43.00,9.00,17.00,4300,1.98,0.5,0.01
Keaontay Ingram,RB,ARI,LAR,103,44.50,1.50,21.50,4100,2.09,0.5,0.01
Zamir White,RB,LV,KC,325,43.00,9.00,17.00,4100,1.60,0.4,0.01
Trayveon Williams,RB,CIN,PIT,105,35.50,1.50,17.00,4400,1.64,0.4,0.01
Trent Sherfield,WR,BUF,PHI,140,48.50,3.00,22.75,3000,1.10,0.4,0.01
Demarcus Robinson,WR,LAR,ARI,-122,44.50,-1.50,23.00,3000,1.16,0.4,0.01
Kendre Miller,RB,NO,ATL,-125,41.50,-1.50,21.50,4000,1.52,0.4,0.01
David Bell,WR,CLE,DEN,105,36.00,1.50,17.25,3000,1.02,0.3,0.01
Tyquan Thornton,WR,NE,NYG,-183,34.00,-3.50,18.75,3000,0.48,0.2,0.01
Brycen Hopkins,TE,LAR,ARI,-122,44.50,-1.50,23.00,2500,0.35,0.1,0.01
Tim Jones,WR,JAX,HOU,-122,47.50,-1.50,24.50,3000,0.43,0.1,0.01
Las Vegas Raiders,D,LV,KC,325,43.00,9.00,17.00,2800,4.63,1.7,0.00
Taysom Hill,TE,NO,ATL,-125,41.50,-1.50,21.50,5000,2.70,0.5,0.00
Pierre Strong,RB,CLE,DEN,105,36.00,1.50,17.25,4000,1.20,0.3,0.00
DeAndre Carter,WR,LV,KC,325,43.00,9.00,17.00,3000,0.96,0.3,0.00
Boston Scott,RB,PHI,BUF,-168,48.50,-3.00,25.75,4300,1.28,0.3,0.00
Charlie Jones,WR,CIN,PIT,105,35.50,1.50,17.00,3000,0.77,0.3,0.00
Zach Evans,RB,LAR,ARI,-122,44.50,-1.50,23.00,4000,1.26,0.3,0.00
Ke'Shawn Vaughn,RB,TB,IND,114,44.50,2.50,21.00,4000,1.34,0.3,0.00
Ty Johnson,RB,BUF,PHI,140,48.50,3.00,22.75,4500,1.12,0.3,0.00
Chris Evans,RB,CIN,PIT,105,35.50,1.50,17.00,4000,0.62,0.2,0.00
Ben Skowronek,WR,LAR,ARI,-122,44.50,-1.50,23.00,3000,0.51,0.2,0.00
Parris Campbell,WR,NYG,NE,152,34.00,3.50,15.25,3000,0.46,0.2,0.00
Mike Boone,RB,HOU,JAX,103,47.50,1.50,23.00,4000,0.59,0.2,0.00
Rashaad Penny,RB,PHI,BUF,-168,48.50,-3.00,25.75,4000,0.65,0.2,0.00
Lil'Jordan Humphrey,WR,DEN,CLE,-125,36.00,-1.50,18.75,3000,0.48,0.2,0.00
Ty Montgomery,RB,NE,NYG,-183,34.00,-3.50,18.75,4000,0.91,0.2,0.00
Lynn Bowden,WR,NO,ATL,-125,41.50,-1.50,21.50,3000,0.72,0.2,0.00
Mitchell Wilcox,TE,CIN,PIT,105,35.50,1.50,17.00,2500,0.48,0.2,0.00
Sterling Shepard,WR,NYG,NE,152,34.00,3.50,15.25,3000,0.29,0.1,0.00
Xavier Hutchinson,WR,HOU,JAX,103,47.50,1.50,23.00,3000,0.32,0.1,0.00
Kayshon Boutte,WR,NE,NYG,-183,34.00,-3.50,18.75,3000,0.31,0.1,0.00
JaMycal Hasty,RB,NE,NYG,-183,34.00,-3.50,18.75,4000,0.44,0.1,0.00
Brandon Bolden,RB,LV,KC,325,43.00,9.00,17.00,4000,0.28,0.1,0.00
Sean Tucker,RB,TB,IND,114,44.50,2.50,21.00,4000,0.22,0.1,0.00
Miles Boykin,WR,PIT,CIN,-124,35.50,-1.50,18.50,3000,0.18,0.1,0.00
Parker Washington,WR,JAX,HOU,-122,47.50,-1.50,24.50,3000,0.17,0.1,0.00
Keith Kirkwood,WR,NO,ATL,-125,41.50,-1.50,21.50,3000,0.33,0.1,0.00
Raheem Blackshear,RB,CAR,TEN,152,36.50,3.50,16.50,4000,0.27,0.1,0.00
Elijah Cooks,WR,JAX,HOU,-122,47.50,-1.50,24.50,3000,0.34,0.1,0.00
Trey Sermon,RB,IND,TB,-137,44.50,-2.50,23.50,4000,0.31,0.1,0.00
Anthony McFarland,RB,PIT,CIN,-124,35.50,-1.50,18.50,4000,0.28,0.1,0.00
Jimmy Graham,TE,NO,ATL,-125,41.50,-1.50,21.50,2500,0.32,0.1,0.00
Elijah Higgins,TE,ARI,LAR,103,44.50,1.50,21.50,2500,0.00,0.0,0
Taylor Heinicke,QB,ATL,NO,105,41.50,1.50,20.00,4600,0.00,0.0,0
Cal Adomitis,TE,CIN,PIT,105,35.50,1.50,17.00,2500,0.00,0.0,0
Greg Dulcich,TE,DEN,CLE,-125,36.00,-1.50,18.75,3100,0.00,0.0,0
Deshaun Watson,QB,CLE,DEN,105,36.00,1.50,17.25,4000,0.00,0.0,0
Ryan Tannehill,QB,TEN,CAR,-183,36.50,-3.50,20.00,4600,0.00,0.0,0
Marlon Mack,RB,ARI,LAR,103,44.50,1.50,21.50,4000,0.00,0.0,0
Jalen Virgil,WR,DEN,CLE,-125,36.00,-1.50,18.75,3000,0.00,0.0,0
Brandon Johnson,WR,DEN,CLE,-125,36.00,-1.50,18.75,3000,0.00,0.0,0
Blake Whiteheart,TE,ARI,LAR,103,44.50,1.50,21.50,2500,0.00,0.0,0
Bryce Ford-Wheaton,WR,NYG,NE,152,34.00,3.50,15.25,3000,0.00,0.0,0
Nate Adkins,TE,DEN,CLE,-125,36.00,-1.50,18.75,2500,0.00,0.0,0
Mitch Trubisky,QB,PIT,CIN,-124,35.50,-1.50,18.50,4600,0.00,0.0,0
Clayton Tune,QB,ARI,LAR,103,44.50,1.50,21.50,4700,0.00,0.0,0
Tanner McKee,QB,PHI,BUF,-168,48.50,-3.00,25.75,4500,0.00,0.0,0
Justin Shorter,WR,BUF,PHI,140,48.50,3.00,22.75,3000,0.00,0.0,0
Daniel Jones,QB,NYG,NE,152,34.00,3.50,15.25,4000,0.00,0.0,0
Rodney Williams,TE,PIT,CIN,-124,35.50,-1.50,18.50,2500,0.00,0.0,0
Stetson Bennett,QB,LAR,ARI,-122,44.50,-1.50,23.00,4000,0.00,0.0,0
C.J. Beathard,QB,JAX,HOU,-122,47.50,-1.50,24.50,4600,0.00,0.0,0
Eric Gray,RB,NYG,NE,152,34.00,3.50,15.25,4000,0.00,0.0,0
Nyheim Hines,RB,BUF,PHI,140,48.50,3.00,22.75,4000,0.00,0.0,0
Rakim Jarrett,WR,TB,IND,114,44.50,2.50,21.00,3000,0.00,0.0,0
Leonard Taylor,TE,JAX,HOU,-122,47.50,-1.50,24.50,2500,0.00,0.0,0
