PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Jaren Hall,QB,MIN,KC,159,53.00,3.50,24.75,4000,0.00,0.0,0
Malik Knowles,WR,MIN,KC,159,53.00,3.50,24.75,3000,0.00,0.0,0
Taylor Heinicke,QB,ATL,HOU,-128,41.50,-1.50,21.50,4500,0.00,0.0,0
Josh Ali,WR,ATL,HOU,-128,41.50,-1.50,21.50,3000,0.00,0.0,0
Nikko Remigio,WR,KC,MIN,-192,53.00,-3.50,28.25,3000,0.00,0.0,0
Tim Boyle,QB,NYJ,DEN,114,43.50,2.50,20.50,4000,0.00,0.0,0
Andy Dalton,QB,CAR,DET,372,44.00,9.50,17.25,4800,0.00,0.0,0
Ihmir Smith-Marsette,WR,CAR,DET,372,44.00,9.50,17.25,3000,0.00,0.0,0
Kenny Yeboah,TE,NYJ,DEN,114,43.50,2.50,20.50,2500,0.00,0.0,0
Stephen Sullivan,TE,CAR,DET,372,44.00,9.50,17.25,2500,0.00,0.0,0
Xavier Gipson,WR,NYJ,DEN,114,43.50,2.50,20.50,3000,0.00,0.0,0
Michael Burton,RB,DEN,NYJ,-136,43.50,-2.50,23.00,4000,0.00,0.0,0
Blaine Gabbert,QB,KC,MIN,-192,53.00,-3.50,28.25,4600,0.00,0.0,0
Jesse Matthews,WR,HOU,ATL,108,41.50,1.50,20.00,3000,0.00,0.0,0
Dare Ogunbowale,RB,HOU,ATL,108,41.50,1.50,20.00,4000,0.08,0.0,0.00
James Winchester,TE,KC,MIN,-192,53.00,-3.50,28.25,2500,0.00,0.0,0
Richie James,WR,KC,MIN,-192,53.00,-3.50,28.25,3000,0.00,0.0,0
Troy Hairston,RB,HOU,ATL,108,41.50,1.50,20.00,4000,0.00,0.0,0
Jody Fortson,TE,KC,MIN,-192,53.00,-3.50,28.25,2500,0.00,0.0,0
Davis Mills,QB,HOU,ATL,108,41.50,1.50,20.00,4400,0.00,0.0,0
Andrew Beck,RB,HOU,ATL,108,41.50,1.50,20.00,4000,0.00,0.0,0
Noah Brown,WR,HOU,ATL,108,41.50,1.50,20.00,3000,0.00,0.0,0
Dwayne Washington,RB,DEN,NYJ,-136,43.50,-2.50,23.00,4000,0.00,0.0,0
Treylon Burks,WR,TEN,IND,-138,43.00,-2.50,22.75,3900,0.00,0.0,0
Chris Manhertz,TE,DEN,NYJ,-136,43.50,-2.50,23.00,2500,0.00,0.0,0
Will Grier,QB,NE,NO,-112,39.00,-1.00,20.00,4000,0.00,0.0,0
Anthony McFarland,RB,PIT,BAL,175,38.00,4.50,16.75,4000,0.00,0.0,0
Pat Freiermuth,TE,PIT,BAL,175,38.00,4.50,16.75,3600,0.00,0.0,0
Jimmy Graham,TE,NO,NE,-107,39.00,1.00,19.00,2500,0.00,0.0,0
Bailey Zappe,QB,NE,NO,-112,39.00,-1.00,20.00,4600,0.00,0.0,0
Tyquan Thornton,WR,NE,NO,-112,39.00,-1.00,20.00,3000,0.00,0.0,0
Tre Nixon,WR,NE,NO,-112,39.00,-1.00,20.00,3000,0.00,0.0,0
Rodney Williams,TE,PIT,BAL,175,38.00,4.50,16.75,2500,0.00,0.0,0
Miles Boykin,WR,PIT,BAL,175,38.00,4.50,16.75,3000,0.00,0.0,0
Alfonzo Graham,RB,PIT,BAL,175,38.00,4.50,16.75,4000,0.00,0.0,0
Matthew Slater,WR,NE,NO,-112,39.00,-1.00,20.00,3000,0.00,0.0,0
Geoff Swaim,TE,ARI,CIN,140,44.50,3.00,20.75,2500,0.00,0.0,0
Marlon Mack,RB,ARI,CIN,140,44.50,3.00,20.75,4000,0.00,0.0,0
Bryce Ford-Wheaton,WR,NYG,MIA,510,47.50,12.50,17.50,3000,0.00,0.0,0
Greg Dortch,WR,ARI,CIN,140,44.50,3.00,20.75,3000,0.13,0.0,0.00
Kyler Murray,QB,ARI,CIN,140,44.50,3.00,20.75,5900,0.00,0.0,0
Gunner Olszewski,WR,PIT,BAL,175,38.00,4.50,16.75,3000,0.12,0.0,0.00
Diontae Johnson,WR,PIT,BAL,175,38.00,4.50,16.75,3000,0.00,0.0,0
Chris Myarick,RB,NYG,MIA,510,47.50,12.50,17.50,4000,0.00,0.0,0
Tyler Huntley,QB,BAL,PIT,-213,38.00,-4.50,21.25,4700,0.00,0.0,0
Keith Smith,RB,ATL,HOU,-128,41.50,-1.50,21.50,4000,0.00,0.0,0
Tyler Ott,TE,BAL,PIT,-213,38.00,-4.50,21.25,2500,0.00,0.0,0
Patrick Ricard,RB,BAL,PIT,-213,38.00,-4.50,21.25,4000,0.00,0.0,0
Juwan Johnson,TE,NO,NE,-107,39.00,1.00,19.00,3000,0.00,0.0,0
Jake Luton,QB,NO,NE,-107,39.00,1.00,19.00,4000,0.00,0.0,0
Lynn Bowden,WR,NO,NE,-107,39.00,1.00,19.00,3000,0.00,0.0,0
J.K. Dobbins,RB,BAL,PIT,-213,38.00,-4.50,21.25,4000,0.00,0.0,0
Eno Benjamin,RB,NO,NE,-107,39.00,1.00,19.00,4000,0.00,0.0,0
Mason Rudolph,QB,PIT,BAL,175,38.00,4.50,16.75,4600,0.00,0.0,0
Tylan Wallace,WR,BAL,PIT,-213,38.00,-4.50,21.25,3000,0.00,0.0,0
Keith Kirkwood,WR,NO,NE,-107,39.00,1.00,19.00,3000,0.00,0.0,0
Keaton Mitchell,RB,BAL,PIT,-213,38.00,-4.50,21.25,4000,0.00,0.0,0
Jamaal Williams,RB,NO,NE,-107,39.00,1.00,19.00,4000,0.00,0.0,0
Zach Wood,TE,NO,NE,-107,39.00,1.00,19.00,2500,0.00,0.0,0
Jameis Winston,QB,NO,NE,-107,39.00,1.00,19.00,4800,0.00,0.0,0
Mitch Trubisky,QB,PIT,BAL,175,38.00,4.50,16.75,5000,0.00,0.0,0
Lawrence Cager,TE,NYG,MIA,510,47.50,12.50,17.50,2500,0.00,0.0,0
Clayton Tune,QB,ARI,CIN,140,44.50,3.00,20.75,4500,0.00,0.0,0
Sam Ehlinger,QB,IND,TEN,116,43.00,2.50,20.25,4000,0.00,0.0,0
Malik Willis,QB,TEN,IND,-138,43.00,-2.50,22.75,4800,0.00,0.0,0
Will Levis,QB,TEN,IND,-138,43.00,-2.50,22.75,4700,0.00,0.0,0
Hassan Haskins,RB,TEN,IND,-138,43.00,-2.50,22.75,4000,0.00,0.0,0
Stetson Bennett,QB,LAR,PHI,169,50.50,4.50,23.00,4000,0.00,0.0,0
Julius Chestnut,RB,TEN,IND,-138,43.00,-2.50,22.75,4000,0.00,0.0,0
Marcus Mariota,QB,PHI,LAR,-205,50.50,-4.50,27.50,4900,0.00,0.0,0
Jake Haener,QB,NO,NE,-107,39.00,1.00,19.00,4000,0.00,0.0,0
Trevon Wesco,TE,TEN,IND,-138,43.00,-2.50,22.75,2500,0.00,0.0,0
Hunter Long,TE,LAR,PHI,169,50.50,4.50,23.00,2500,0.00,0.0,0
Kevin Rader,TE,TEN,IND,-138,43.00,-2.50,22.75,2500,0.00,0.0,0
Evan Hull,RB,IND,TEN,116,43.00,2.50,20.25,4000,0.00,0.0,0
Jelani Woods,TE,IND,TEN,116,43.00,2.50,20.25,2500,0.00,0.0,0
Amari Rodgers,WR,IND,TEN,116,43.00,2.50,20.25,3000,0.00,0.0,0
Grant Calcaterra,TE,PHI,LAR,-205,50.50,-4.50,27.50,2500,0.00,0.0,0
Britain Covey,WR,PHI,LAR,-205,50.50,-4.50,27.50,3000,0.00,0.0,0
Tanner McKee,QB,PHI,LAR,-205,50.50,-4.50,27.50,4000,0.00,0.0,0
Austin Trammell,WR,LAR,PHI,169,50.50,4.50,23.00,3000,0.00,0.0,0
Kearis Jackson,WR,TEN,IND,-138,43.00,-2.50,22.75,3000,0.00,0.0,0
Tommy Sweeney,TE,NYG,MIA,510,47.50,12.50,17.50,2500,0.00,0.0,0
Jeff Wilson,RB,MIA,NYG,-730,47.50,-12.50,30.00,4400,0.00,0.0,0
Elijah Higgins,TE,ARI,CIN,140,44.50,3.00,20.75,2500,0.00,0.0,0
Tyrod Taylor,QB,NYG,MIA,510,47.50,12.50,17.50,4900,0.00,0.0,0
Julian Hill,TE,MIA,NYG,-730,47.50,-12.50,30.00,2500,0.00,0.0,0
Jake Browning,QB,CIN,ARI,-167,44.50,-3.00,23.75,5000,0.00,0.0,0
Skylar Thompson,QB,MIA,NYG,-730,47.50,-12.50,30.00,4000,0.00,0.0,0
Erik Ezukanma,WR,MIA,NYG,-730,47.50,-12.50,30.00,3000,0.00,0.0,0
Alec Ingold,RB,MIA,NYG,-730,47.50,-12.50,30.00,4000,0.00,0.0,0
Cal Adomitis,TE,CIN,ARI,-167,44.50,-3.00,23.75,2500,0.00,0.0,0
Colton Dowell,WR,TEN,IND,-138,43.00,-2.50,22.75,3000,0.00,0.0,0
Kwamie Lassiter,WR,CIN,ARI,-167,44.50,-3.00,23.75,3000,0.00,0.0,0
Charlie Jones,WR,CIN,ARI,-167,44.50,-3.00,23.75,3000,0.00,0.0,0
Andrei Iosivas,WR,CIN,ARI,-167,44.50,-3.00,23.75,3000,0.00,0.0,0
Mike White,QB,MIA,NYG,-730,47.50,-12.50,30.00,4700,0.00,0.0,0
River Cracraft,WR,MIA,NYG,-730,47.50,-12.50,30.00,3000,0.00,0.0,0
Brett Rypien,QB,LAR,PHI,169,50.50,4.50,23.00,4800,0.00,0.0,0
Tyler Kroft,TE,MIA,NYG,-730,47.50,-12.50,30.00,2500,0.00,0.0,0
A.T. Perry,WR,NO,NE,-107,39.00,1.00,19.00,3000,0.00,0.0,0
