PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Dallas Goedert,TE,PHI,LAR,-205,50.50,-4.50,27.50,4200,9.80,2.3,6.60
Sam LaPorta,TE,DET,CAR,-512,44.00,-9.50,26.75,5000,11.10,2.2,6.48
Cooper Kupp,WR,LAR,PHI,169,50.50,4.50,23.00,8600,17.67,2.1,6.41
Kalif Raymond,WR,DET,CAR,-512,44.00,-9.50,26.75,3300,9.60,2.9,6.39
Jonnu Smith,TE,ATL,HOU,-128,41.50,-1.50,21.50,2900,7.02,2.4,6.32
Drake London,WR,ATL,HOU,-128,41.50,-1.50,21.50,4700,10.64,2.3,6.23
Michael Thomas,WR,NO,NE,-107,39.00,1.00,19.00,4900,11.29,2.3,6.17
Jaylen Waddle,WR,MIA,NYG,-730,47.50,-12.50,30.00,7500,14.39,1.9,6.04
Derrick Henry,RB,TEN,IND,-138,43.00,-2.50,22.75,7500,12.16,1.6,5.89
Daniel Jones,QB,NYG,MIA,510,47.50,12.50,17.50,5800,15.61,2.7,5.86
George Pickens,WR,PIT,BAL,175,38.00,4.50,16.75,5200,9.73,1.9,5.80
Rashee Rice,WR,KC,MIN,-192,53.00,-3.50,28.25,3600,8.13,2.3,5.62
Kirk Cousins,QB,MIN,KC,159,53.00,3.50,24.75,6900,18.34,2.7,5.42
Jared Goff,QB,DET,CAR,-512,44.00,-9.50,26.75,6300,17.48,2.8,5.37
Mark Andrews,TE,BAL,PIT,-213,38.00,-4.50,21.25,5500,10.91,2.0,5.27
Anthony Richardson,QB,IND,TEN,116,43.00,2.50,20.25,7000,18.75,2.7,5.26
Chris Olave,WR,NO,NE,-107,39.00,1.00,19.00,6900,13.37,1.9,5.22
Joe Burrow,QB,CIN,ARI,-167,44.50,-3.00,23.75,6200,16.63,2.7,5.09
T.J. Hockenson,TE,MIN,KC,159,53.00,3.50,24.75,6500,11.37,1.8,4.97
Jonathan Mingo,WR,CAR,DET,372,44.00,9.50,17.25,3300,6.93,2.1,4.92
Braxton Berrios,WR,MIA,NYG,-730,47.50,-12.50,30.00,3600,8.62,2.4,4.90
Puka Nacua,WR,LAR,PHI,169,50.50,4.50,23.00,7700,13.59,1.8,4.87
Michael Wilson,WR,ARI,CIN,140,44.50,3.00,20.75,3700,7.93,2.1,4.79
DJ Chark,WR,CAR,DET,372,44.00,9.50,17.25,4000,8.45,2.1,4.74
Jonathan Taylor,RB,IND,TEN,116,43.00,2.50,20.25,6800,11.49,1.7,4.62
Tyler Higbee,TE,LAR,PHI,169,50.50,4.50,23.00,4100,7.81,1.9,4.60
Jaylen Warren,RB,PIT,BAL,175,38.00,4.50,16.75,4900,8.73,1.8,4.60
Tank Dell,WR,HOU,ATL,108,41.50,1.50,20.00,4800,9.44,2.0,4.50
Lamar Jackson,QB,BAL,PIT,-213,38.00,-4.50,21.25,7800,20.37,2.6,4.41
Tyler Conklin,TE,NYJ,DEN,114,43.50,2.50,20.50,3200,6.40,2.0,4.40
Joshua Dobbs,QB,ARI,CIN,140,44.50,3.00,20.75,5200,14.73,2.8,4.39
Hunter Henry,TE,NE,NO,-112,39.00,-1.00,20.00,4400,8.65,2.0,4.31
Darren Waller,TE,NYG,MIA,510,47.50,12.50,17.50,5400,9.34,1.7,4.28
Allen Lazard,WR,NYJ,DEN,114,43.50,2.50,20.50,3900,8.42,2.2,4.17
Ryan Tannehill,QB,TEN,IND,-138,43.00,-2.50,22.75,4900,13.91,2.8,4.10
Rashid Shaheed,WR,NO,NE,-107,39.00,1.00,19.00,3800,8.47,2.2,4.04
C.J. Stroud,QB,HOU,ATL,108,41.50,1.50,20.00,6000,17.14,2.9,4.02
Russell Wilson,QB,DEN,NYJ,-136,43.50,-2.50,23.00,5700,15.77,2.8,3.99
Nick Westbrook-Ikhine,WR,TEN,IND,-138,43.00,-2.50,22.75,3500,7.59,2.2,3.94
Zach Wilson,QB,NYJ,DEN,114,43.50,2.50,20.50,4900,13.43,2.7,3.92
Hayden Hurst,TE,CAR,DET,372,44.00,9.50,17.25,3100,5.92,1.9,3.76
Irv Smith,TE,CIN,ARI,-167,44.50,-3.00,23.75,3100,6.49,2.1,3.72
Jordan Addison,WR,MIN,KC,159,53.00,3.50,24.75,5300,9.98,1.9,3.70
Courtland Sutton,WR,DEN,NYJ,-136,43.50,-2.50,23.00,5400,9.45,1.8,3.67
Rondale Moore,WR,ARI,CIN,140,44.50,3.00,20.75,3200,6.63,2.1,3.66
Zay Flowers,WR,BAL,PIT,-213,38.00,-4.50,21.25,5500,9.64,1.8,3.60
Parris Campbell,WR,NYG,MIA,510,47.50,12.50,17.50,3300,6.01,1.8,3.58
DeVante Parker,WR,NE,NO,-112,39.00,-1.00,20.00,3800,8.21,2.2,3.56
Darius Slayton,WR,NYG,MIA,510,47.50,12.50,17.50,4100,7.84,1.9,3.53
Mac Jones,QB,NE,NO,-112,39.00,-1.00,20.00,5100,14.18,2.8,3.48
Durham Smythe,TE,MIA,NYG,-730,47.50,-12.50,30.00,3000,5.75,1.9,3.39
Connor Heyward,TE,PIT,BAL,175,38.00,4.50,16.75,2500,4.59,1.8,3.27
Chuba Hubbard,RB,CAR,DET,372,44.00,9.50,17.25,4500,7.39,1.6,3.26
Skyy Moore,WR,KC,MIN,-192,53.00,-3.50,28.25,4400,8.30,1.9,3.20
Kadarius Toney,WR,KC,MIN,-192,53.00,-3.50,28.25,4300,8.91,2.1,3.09
Foster Moreau,TE,NO,NE,-107,39.00,1.00,19.00,2500,5.32,2.1,3.06
Gus Edwards,RB,BAL,PIT,-213,38.00,-4.50,21.25,5000,8.10,1.6,3.05
Desmond Ridder,QB,ATL,HOU,-128,41.50,-1.50,21.50,4900,12.73,2.6,3.02
Kylen Granson,TE,IND,TEN,116,43.00,2.50,20.25,3000,5.59,1.9,3.02
Kenny Pickett,QB,PIT,BAL,175,38.00,4.50,16.75,5000,13.35,2.7,2.94
Dalton Schultz,TE,HOU,ATL,108,41.50,1.50,20.00,3400,5.58,1.6,2.90
Jerry Jeudy,WR,DEN,NYJ,-136,43.50,-2.50,23.00,6300,10.62,1.7,2.88
Tee Higgins,WR,CIN,ARI,-167,44.50,-3.00,23.75,6600,11.90,1.8,2.81
Tutu Atwell,WR,LAR,PHI,169,50.50,4.50,23.00,5300,8.27,1.6,2.54
Chigoziem Okonkwo,TE,TEN,IND,-138,43.00,-2.50,22.75,3200,4.97,1.6,2.51
Derek Carr,QB,NO,NE,-107,39.00,1.00,19.00,5300,13.66,2.6,2.50
Tyler Allgeier,RB,ATL,HOU,-128,41.50,-1.50,21.50,4700,6.26,1.3,2.45
Darnell Washington,TE,PIT,BAL,175,38.00,4.50,16.75,2500,4.04,1.6,2.44
Bryce Young,QB,CAR,DET,372,44.00,9.50,17.25,5100,11.66,2.3,2.38
Allen Robinson,WR,PIT,BAL,175,38.00,4.50,16.75,3400,5.58,1.6,2.34
K.J. Osborn,WR,MIN,KC,159,53.00,3.50,24.75,4100,6.87,1.7,2.23
Mike Gesicki,TE,NE,NO,-112,39.00,-1.00,20.00,2700,4.54,1.7,2.22
JuJu Smith-Schuster,WR,NE,NO,-112,39.00,-1.00,20.00,3500,6.33,1.8,2.20
Terrace Marshall,WR,CAR,DET,372,44.00,9.50,17.25,3600,5.59,1.6,2.19
Jameson Williams,WR,DET,CAR,-512,44.00,-9.50,26.75,4000,7.21,1.8,2.06
Mack Hollins,WR,ATL,HOU,-128,41.50,-1.50,21.50,3300,5.60,1.7,2.06
Ezekiel Elliott,RB,NE,NO,-112,39.00,-1.00,20.00,4700,7.29,1.6,2.03
Noah Gray,TE,KC,MIN,-192,53.00,-3.50,28.25,2800,4.17,1.5,1.94
Marvin Jones,WR,DET,CAR,-512,44.00,-9.50,26.75,3000,5.19,1.7,1.77
Adam Prentice,RB,NO,NE,-107,39.00,1.00,19.00,4000,0.48,0.1,1.73
Chris Moore,WR,TEN,IND,-138,43.00,-2.50,22.75,3000,5.82,1.9,1.69
Marvin Mims,WR,DEN,NYJ,-136,43.50,-2.50,23.00,4000,6.28,1.6,1.48
Odell Beckham,WR,BAL,PIT,-213,38.00,-4.50,21.25,4200,8.17,2.0,1.46
Alec Pierce,WR,IND,TEN,116,43.00,2.50,20.25,3400,5.16,1.5,1.37
Kendrick Bourne,WR,NE,NO,-112,39.00,-1.00,20.00,4600,6.20,1.4,1.37
Demario Douglas,WR,NE,NO,-112,39.00,-1.00,20.00,3000,4.95,1.7,1.35
Kenneth Gainwell,RB,PHI,LAR,-205,50.50,-4.50,27.50,4800,6.34,1.3,1.15
Zack Moss,RB,IND,TEN,116,43.00,2.50,20.25,5800,6.64,1.1,1.15
Justin Watson,WR,KC,MIN,-192,53.00,-3.50,28.25,3400,4.74,1.4,1.14
Jerick McKinnon,RB,KC,MIN,-192,53.00,-3.50,28.25,4900,6.54,1.3,1.06
Justice Hill,RB,BAL,PIT,-213,38.00,-4.50,21.25,4400,5.63,1.3,1.03
Drew Ogletree,TE,IND,TEN,116,43.00,2.50,20.25,2700,3.50,1.3,1.03
Tyjae Spears,RB,TEN,IND,-138,43.00,-2.50,22.75,4800,5.22,1.1,0.99
Devin Singletary,RB,HOU,ATL,108,41.50,1.50,20.00,4400,5.69,1.3,0.93
Trey McBride,TE,ARI,CIN,140,44.50,3.00,20.75,2500,2.58,1.0,0.91
Marquez Valdes-Scantling,WR,KC,MIN,-192,53.00,-3.50,28.25,4100,5.15,1.3,0.78
Dalvin Cook,RB,NYJ,DEN,114,43.50,2.50,20.50,5100,5.66,1.1,0.73
Clyde Edwards-Helaire,RB,KC,MIN,-192,53.00,-3.50,28.25,4500,5.53,1.2,0.71
Rashod Bateman,WR,BAL,PIT,-213,38.00,-4.50,21.25,4400,6.98,1.6,0.70
Randall Cobb,WR,NYJ,DEN,114,43.50,2.50,20.50,3000,3.82,1.3,0.69
Samaje Perine,RB,DEN,NYJ,-136,43.50,-2.50,23.00,4800,4.58,0.9,0.68
Adam Trautman,TE,DEN,NYJ,-136,43.50,-2.50,23.00,2700,1.83,0.7,0.67
Jalin Hyatt,WR,NYG,MIA,510,47.50,12.50,17.50,3600,4.03,1.1,0.66
Isaiah Hodgins,WR,NYG,MIA,510,47.50,12.50,17.50,4500,5.22,1.2,0.63
Cam Akers,RB,MIN,KC,159,53.00,3.50,24.75,4900,5.46,1.1,0.55
Josh Oliver,TE,MIN,KC,159,53.00,3.50,24.75,2500,2.02,0.8,0.48
Isaiah Likely,TE,BAL,PIT,-213,38.00,-4.50,21.25,2500,2.33,0.9,0.38
Jaleel McLaughlin,RB,DEN,NYJ,-136,43.50,-2.50,23.00,5000,4.82,1.0,0.28
Laviska Shenault,WR,CAR,DET,372,44.00,9.50,17.25,3000,2.61,0.9,0.24
Ronnie Rivers,RB,LAR,PHI,169,50.50,4.50,23.00,4600,4.16,0.9,0.23
Quez Watkins,WR,PHI,LAR,-205,50.50,-4.50,27.50,3500,4.06,1.2,0.21
Brandon Johnson,WR,DEN,NYJ,-136,43.50,-2.50,23.00,3200,2.88,0.9,0.21
Michael Carter,RB,NYJ,DEN,114,43.50,2.50,20.50,4000,3.51,0.9,0.20
Nelson Agholor,WR,BAL,PIT,-213,38.00,-4.50,21.25,3300,3.05,0.9,0.19
Antoine Green,WR,DET,CAR,-512,44.00,-9.50,26.75,3000,2.71,0.9,0.19
Mo Alie-Cox,TE,IND,TEN,116,43.00,2.50,20.25,2600,0.88,0.3,0.19
Emari Demercado,RB,ARI,CIN,140,44.50,3.00,20.75,4200,3.93,0.9,0.17
Brock Wright,TE,DET,CAR,-512,44.00,-9.50,26.75,2500,0.91,0.4,0.15
Brevin Jordan,TE,HOU,ATL,108,41.50,1.50,20.00,2500,1.45,0.6,0.14
Drew Sample,TE,CIN,ARI,-167,44.50,-3.00,23.75,2500,1.53,0.6,0.14
Brycen Hopkins,TE,LAR,PHI,169,50.50,4.50,23.00,2500,1.18,0.5,0.13
John Metchie,WR,HOU,ATL,108,41.50,1.50,20.00,3100,2.87,0.9,0.12
Kyle Philips,WR,TEN,IND,-138,43.00,-2.50,22.75,3000,2.31,0.8,0.11
Van Jefferson,WR,LAR,PHI,169,50.50,4.50,23.00,3800,2.09,0.6,0.11
Matt Breida,RB,NYG,MIA,510,47.50,12.50,17.50,5200,2.74,0.5,0.10
Pharaoh Brown,TE,NE,NO,-112,39.00,-1.00,20.00,2500,1.15,0.5,0.10
C.J. Uzomah,TE,NYJ,DEN,114,43.50,2.50,20.50,2500,0.99,0.4,0.10
Sterling Shepard,WR,NYG,MIA,510,47.50,12.50,17.50,3000,2.29,0.8,0.09
Daniel Bellinger,TE,NYG,MIA,510,47.50,12.50,17.50,2500,1.14,0.5,0.09
Will Mallory,TE,IND,TEN,116,43.00,2.50,20.25,2500,0.33,0.1,0.09
Isaiah McKenzie,WR,IND,TEN,116,43.00,2.50,20.25,3000,2.37,0.8,0.08
Blake Bell,TE,KC,MIN,-192,53.00,-3.50,28.25,2500,0.41,0.2,0.08
Melvin Gordon,RB,BAL,PIT,-213,38.00,-4.50,21.25,4600,3.37,0.7,0.07
Zach Pascal,WR,ARI,CIN,140,44.50,3.00,20.75,3000,2.12,0.7,0.07
Johnny Mundt,TE,MIN,KC,159,53.00,3.50,24.75,2500,0.14,0.1,0.06
Ian Thomas,TE,CAR,DET,372,44.00,9.50,17.25,2500,0.94,0.4,0.05
Trenton Irwin,WR,CIN,ARI,-167,44.50,-3.00,23.75,3200,0.64,0.2,0.05
Albert Okwuegbunam,TE,PHI,LAR,-205,50.50,-4.50,27.50,2500,0.21,0.1,0.05
Lil'Jordan Humphrey,WR,DEN,NYJ,-136,43.50,-2.50,23.00,3000,1.86,0.6,0.04
Olamide Zaccheaus,WR,PHI,LAR,-205,50.50,-4.50,27.50,3200,1.64,0.5,0.04
Mitchell Wilcox,TE,CIN,ARI,-167,44.50,-3.00,23.75,2500,0.69,0.3,0.04
Kendre Miller,RB,NO,NE,-107,39.00,1.00,19.00,4200,1.61,0.4,0.03
Robbie Chosen,WR,MIA,NYG,-730,47.50,-12.50,30.00,3000,1.07,0.4,0.03
Tommy Tremble,TE,CAR,DET,372,44.00,9.50,17.25,2500,0.84,0.3,0.03
Jack Stoll,TE,PHI,LAR,-205,50.50,-4.50,27.50,2500,0.57,0.2,0.03
Davis Allen,TE,LAR,PHI,169,50.50,4.50,23.00,2500,0.14,0.1,0.03
Cordarrelle Patterson,RB,ATL,HOU,-128,41.50,-1.50,21.50,4000,1.84,0.5,0.02
Trayveon Williams,RB,CIN,ARI,-167,44.50,-3.00,23.75,4600,1.78,0.4,0.02
Keaontay Ingram,RB,ARI,CIN,140,44.50,3.00,20.75,4600,1.80,0.4,0.02
Teagan Quitoriano,TE,HOU,ATL,108,41.50,1.50,20.00,2500,0.66,0.3,0.02
Giovanni Ricci,TE,CAR,DET,372,44.00,9.50,17.25,2500,0.25,0.1,0.02
KhaDarel Hodge,WR,ATL,HOU,-128,41.50,-1.50,21.50,3000,1.64,0.6,0.01
Mecole Hardman,WR,NYJ,DEN,114,43.50,2.50,20.50,3000,1.52,0.5,0.01
Devin Duvernay,WR,BAL,PIT,-213,38.00,-4.50,21.25,3000,1.38,0.5,0.01
Justyn Ross,WR,KC,MIN,-192,53.00,-3.50,28.25,3000,1.05,0.3,0.01
Josh Whyle,TE,TEN,IND,-138,43.00,-2.50,22.75,2500,0.48,0.2,0.01
Ben Skowronek,WR,LAR,PHI,169,50.50,4.50,23.00,3000,0.46,0.2,0.01
Jeremy Ruckert,TE,NYJ,DEN,114,43.50,2.50,20.50,2500,0.37,0.2,0.01
Demarcus Robinson,WR,LAR,PHI,169,50.50,4.50,23.00,3000,0.19,0.1,0.01
Cedrick Wilson,WR,MIA,NYG,-730,47.50,-12.50,30.00,3000,0.35,0.1,0.01
Charlie Kolar,TE,BAL,PIT,-213,38.00,-4.50,21.25,2500,0.20,0.1,0.01
New England Patriots,D,NE,NO,-112,39.00,-1.00,20.00,3100,7.83,2.5,0.00
Tennessee Titans,D,TEN,IND,-138,43.00,-2.50,22.75,2400,5.88,2.5,0.00
New Orleans Saints,D,NO,NE,-107,39.00,1.00,19.00,3000,7.04,2.3,0.00
Detroit Lions,D,DET,CAR,-512,44.00,-9.50,26.75,3800,8.26,2.2,0.00
Miami Dolphins,D,MIA,NYG,-730,47.50,-12.50,30.00,3600,8.01,2.2,0.00
Atlanta Falcons,D,ATL,HOU,-128,41.50,-1.50,21.50,3400,7.24,2.1,0.00
Pittsburgh Steelers,D,PIT,BAL,175,38.00,4.50,16.75,2700,5.67,2.1,0.00
Carolina Panthers,D,CAR,DET,372,44.00,9.50,17.25,2200,4.57,2.1,0.00
Los Angeles Rams,D,LAR,PHI,169,50.50,4.50,23.00,2600,5.09,2.0,0.00
Denver Broncos,D,DEN,NYJ,-136,43.50,-2.50,23.00,3200,6.53,2.0,0.00
New York Jets,D,NYJ,DEN,114,43.50,2.50,20.50,3100,6.12,2.0,0.00
Indianapolis Colts,D,IND,TEN,116,43.00,2.50,20.25,3200,5.97,1.9,0.00
Arizona Cardinals,D,ARI,CIN,140,44.50,3.00,20.75,2800,5.37,1.9,0.00
Baltimore Ravens,D,BAL,PIT,-213,38.00,-4.50,21.25,4200,8.09,1.9,0.00
Houston Texans,D,HOU,ATL,108,41.50,1.50,20.00,3500,6.03,1.7,0.00
New York Giants,D,NYG,MIA,510,47.50,12.50,17.50,2000,3.35,1.7,0.00
Kansas City Chiefs,D,KC,MIN,-192,53.00,-3.50,28.25,3300,5.72,1.7,0.00
Cincinnati Bengals,D,CIN,ARI,-167,44.50,-3.00,23.75,3700,5.94,1.6,0.00
Philadelphia Eagles,D,PHI,LAR,-205,50.50,-4.50,27.50,3900,5.78,1.5,0.00
Minnesota Vikings,D,MIN,KC,159,53.00,3.50,24.75,2500,3.33,1.3,0.00
Taysom Hill,TE,NO,NE,-107,39.00,1.00,19.00,3900,2.58,0.7,0.00
Montrell Washington,WR,KC,MIN,-192,53.00,-3.50,28.25,3000,0.82,0.3,0.00
Chris Evans,RB,CIN,ARI,-167,44.50,-3.00,23.75,4200,1.08,0.3,0.00
Chase Brown,RB,CIN,ARI,-167,44.50,-3.00,23.75,4000,1.02,0.3,0.00
Trey Sermon,RB,IND,TEN,116,43.00,2.50,20.25,4000,1.06,0.3,0.00
Ty Chandler,RB,MIN,KC,159,53.00,3.50,24.75,4000,0.76,0.2,0.00
Craig Reynolds,RB,DET,CAR,-512,44.00,-9.50,26.75,4400,0.74,0.2,0.00
Gary Brightwell,RB,NYG,MIA,510,47.50,12.50,17.50,4600,1.01,0.2,0.00
Boston Scott,RB,PHI,LAR,-205,50.50,-4.50,27.50,4300,1.05,0.2,0.00
Xavier Hutchinson,WR,HOU,ATL,108,41.50,1.50,20.00,3000,0.31,0.1,0.00
Zonovan Knight,RB,DET,CAR,-512,44.00,-9.50,26.75,4000,0.47,0.1,0.00
Chris Brooks,RB,MIA,NYG,-730,47.50,-12.50,30.00,4000,0.26,0.1,0.00
Eric Gray,RB,NYG,MIA,510,47.50,12.50,17.50,4000,0.25,0.1,0.00
Salvon Ahmed,RB,MIA,NYG,-730,47.50,-12.50,30.00,4500,0.56,0.1,0.00
Raheem Blackshear,RB,CAR,DET,372,44.00,9.50,17.25,4000,0.42,0.1,0.00
Israel Abanikanda,RB,NYJ,DEN,114,43.50,2.50,20.50,4000,0.32,0.1,0.00
Tony Jones,RB,NO,NE,-107,39.00,1.00,19.00,4500,0.30,0.1,0.00
Scotty Miller,WR,ATL,HOU,-128,41.50,-1.50,21.50,3000,0.32,0.1,0.00
Ty Montgomery,WR,NE,NO,-112,39.00,-1.00,20.00,3000,0.40,0.1,0.00
Brandon Powell,WR,MIN,KC,159,53.00,3.50,24.75,3000,0.27,0.1,0.00
Zach Evans,RB,LAR,PHI,169,50.50,4.50,23.00,4000,0.52,0.1,0.00
Mike Boone,RB,HOU,ATL,108,41.50,1.50,20.00,4000,0.55,0.1,0.00
Godwin Igwebuike,RB,PIT,BAL,175,38.00,4.50,16.75,4000,0.23,0.1,0.00
Rashaad Penny,RB,PHI,LAR,-205,50.50,-4.50,27.50,4000,0.36,0.1,0.00
Kayshon Boutte,WR,NE,NO,-112,39.00,-1.00,20.00,3000,0.32,0.1,0.00
Hendon Hooker,QB,DET,CAR,-512,44.00,-9.50,26.75,4000,0.00,0.0,0
Mitchell Fraboni,TE,DEN,NYJ,-136,43.50,-2.50,23.00,2500,0.00,0.0,0
Teddy Bridgewater,QB,DET,CAR,-512,44.00,-9.50,26.75,4700,0.00,0.0,0
Tim Patrick,WR,DEN,NYJ,-136,43.50,-2.50,23.00,3000,0.00,0.0,0
Ashton Dulin,WR,IND,TEN,116,43.00,2.50,20.25,3000,0.00,0.0,0
James Mitchell,TE,DET,CAR,-512,44.00,-9.50,26.75,2500,0.00,0.0,0
Greg Dulcich,TE,DEN,NYJ,-136,43.50,-2.50,23.00,2500,0.00,0.0,0
Nate Sudfeld,QB,DET,CAR,-512,44.00,-9.50,26.75,4000,0.00,0.0,0
Jalen Virgil,WR,DEN,NYJ,-136,43.50,-2.50,23.00,3000,0.00,0.0,0
Gardner Minshew,QB,IND,TEN,116,43.00,2.50,20.25,4800,0.00,0.0,0
Shane Zylstra,TE,DET,CAR,-512,44.00,-9.50,26.75,2500,0.00,0.0,0
Amon-Ra St. Brown,WR,DET,CAR,-512,44.00,-9.50,26.75,7800,0.00,0.0,0
Darrell Daniels,TE,DET,CAR,-512,44.00,-9.50,26.75,2500,0.00,0.0,0
Jarrett Stidham,QB,DEN,NYJ,-136,43.50,-2.50,23.00,4700,0.00,0.0,0
Jason Cabinda,RB,DET,CAR,-512,44.00,-9.50,26.75,4000,0.00,0.0,0
Aaron Rodgers,QB,NYJ,DEN,114,43.50,2.50,20.50,4000,0.00,0.0,0
Nate Adkins,TE,DEN,NYJ,-136,43.50,-2.50,23.00,2500,0.00,0.0,0
Josh Johnson,QB,BAL,PIT,-213,38.00,-4.50,21.25,4000,0.00,0.0,0
Jason Brownlee,WR,NYJ,DEN,114,43.50,2.50,20.50,3000,0.13,0.0,0.00
Nick Bawden,RB,NYJ,DEN,114,43.50,2.50,20.50,4000,0.00,0.0,0
Penny Hart,WR,ATL,HOU,-128,41.50,-1.50,21.50,3000,0.00,0.0,0
John FitzPatrick,TE,ATL,HOU,-128,41.50,-1.50,21.50,2500,0.00,0.0,0
Andrew DePaola,TE,MIN,KC,159,53.00,3.50,24.75,2500,0.00,0.0,0
C.J. Ham,RB,MIN,KC,159,53.00,3.50,24.75,4000,0.00,0.0,0
Nick Mullens,QB,MIN,KC,159,53.00,3.50,24.75,4600,0.00,0.0,0
Feleipe Franks,TE,ATL,HOU,-128,41.50,-1.50,21.50,2500,0.00,0.0,0
Avery Williams,RB,ATL,HOU,-128,41.50,-1.50,21.50,4000,0.00,0.0,0
Logan Woodside,QB,ATL,HOU,-128,41.50,-1.50,21.50,4000,0.00,0.0,0
Case Keenum,QB,HOU,ATL,108,41.50,1.50,20.00,4000,0.00,0.0,0
MyCole Pruitt,TE,ATL,HOU,-128,41.50,-1.50,21.50,2500,0.00,0.0,0
Kene Nwangwu,RB,MIN,KC,159,53.00,3.50,24.75,4000,0.00,0.0,0
Jalen Nailor,WR,MIN,KC,159,53.00,3.50,24.75,3000,0.00,0.0,0
Nick Muse,TE,MIN,KC,159,53.00,3.50,24.75,2500,0.00,0.0,0
