Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (30042020),Christian McCaffrey,30042020,RB/FLEX,9400,DAL@SF 10/08/2023 08:20PM ET,SF,32.25
WR,Justin Jefferson (30042350),Justin Jefferson,30042350,WR/FLEX,9400,KC@MIN 10/08/2023 04:25PM ET,MIN,28.32
WR,Tyreek Hill (30042352),Tyreek Hill,30042352,WR/FLEX,9000,NYG@MIA 10/08/2023 01:00PM ET,MIA,26.6
WR,Cooper Kupp (30042354),Cooper Kupp,30042354,WR/FLEX,8600,PHI@LAR 10/08/2023 04:05PM ET,LAR,0
WR,Stefon Diggs (30042356),Stefon Diggs,30042356,WR/FLEX,8400,JAX@BUF 10/08/2023 09:30AM ET,BUF,25.98
QB,Patrick Mahomes (30041930),Patrick Mahomes,30041930,QB,8200,KC@MIN 10/08/2023 04:25PM ET,KC,21.66
QB,Josh Allen (30041931),Josh Allen,30041931,QB,8100,JAX@BUF 10/08/2023 09:30AM ET,BUF,24.63
RB,Saquon Barkley (30042022),Saquon Barkley,30042022,RB/FLEX,8100,NYG@MIA 10/08/2023 01:00PM ET,NYG,18.25
WR,Davante Adams (30042358),Davante Adams,30042358,WR/FLEX,8100,GB@LV 10/09/2023 08:15PM ET,LV,23.42
QB,Jalen Hurts (30041932),Jalen Hurts,30041932,QB,8000,PHI@LAR 10/08/2023 04:05PM ET,PHI,22.19
WR,A.J. Brown (30042360),A.J. Brown,30042360,WR/FLEX,8000,PHI@LAR 10/08/2023 04:05PM ET,PHI,22.1
WR,Ja'Marr Chase (30042362),Ja'Marr Chase,30042362,WR/FLEX,7900,CIN@ARI 10/08/2023 04:05PM ET,CIN,15.15
WR,Amon-Ra St. Brown (30042364),Amon-Ra St. Brown,30042364,WR/FLEX,7800,CAR@DET 10/08/2023 01:00PM ET,DET,19.12
QB,Lamar Jackson (30041933),Lamar Jackson,30041933,QB,7800,BAL@PIT 10/08/2023 01:00PM ET,BAL,23.19
RB,Bijan Robinson (30042024),Bijan Robinson,30042024,RB/FLEX,7700,HOU@ATL 10/08/2023 01:00PM ET,ATL,19.05
WR,Puka Nacua (30042366),Puka Nacua,30042366,WR/FLEX,7700,PHI@LAR 10/08/2023 04:05PM ET,LAR,26.12
RB,Tony Pollard (30042026),Tony Pollard,30042026,RB/FLEX,7600,DAL@SF 10/08/2023 08:20PM ET,DAL,17.3
TE,Travis Kelce (30042876),Travis Kelce,30042876,TE/FLEX,7600,KC@MIN 10/08/2023 04:25PM ET,KC,14.83
RB,Derrick Henry (30042028),Derrick Henry,30042028,RB/FLEX,7500,TEN@IND 10/08/2023 01:00PM ET,TEN,15.44
WR,Jaylen Waddle (30042368),Jaylen Waddle,30042368,WR/FLEX,7500,NYG@MIA 10/08/2023 01:00PM ET,MIA,10.93
WR,DeVonta Smith (30042370),DeVonta Smith,30042370,WR/FLEX,7400,PHI@LAR 10/08/2023 04:05PM ET,PHI,16.35
WR,CeeDee Lamb (30042372),CeeDee Lamb,30042372,WR/FLEX,7300,DAL@SF 10/08/2023 08:20PM ET,DAL,16.25
RB,Josh Jacobs (30042030),Josh Jacobs,30042030,RB/FLEX,7300,GB@LV 10/09/2023 08:15PM ET,LV,14.48
QB,Tua Tagovailoa (30041934),Tua Tagovailoa,30041934,QB,7100,NYG@MIA 10/08/2023 01:00PM ET,MIA,22.94
RB,Travis Etienne Jr. (30042032),Travis Etienne Jr.,30042032,RB/FLEX,7000,JAX@BUF 10/08/2023 09:30AM ET,JAX,13.9
QB,Anthony Richardson (30041935),Anthony Richardson,30041935,QB,7000,TEN@IND 10/08/2023 01:00PM ET,IND,23.42
WR,Chris Olave (30042374),Chris Olave,30042374,WR/FLEX,6900,NO@NE 10/08/2023 01:00PM ET,NO,14.9
QB,Kirk Cousins (30041936),Kirk Cousins,30041936,QB,6900,KC@MIN 10/08/2023 04:25PM ET,MIN,24.06
RB,Aaron Jones (30042034),Aaron Jones,30042034,RB/FLEX,6900,GB@LV 10/09/2023 08:15PM ET,GB,14.55
WR,Calvin Ridley (30042376),Calvin Ridley,30042376,WR/FLEX,6800,JAX@BUF 10/08/2023 09:30AM ET,JAX,12.78
RB,Jonathan Taylor (30042036),Jonathan Taylor,30042036,RB/FLEX,6800,TEN@IND 10/08/2023 01:00PM ET,IND,0
QB,Justin Fields (30041937),Justin Fields,30041937,QB,6700,CHI@WAS 10/05/2023 08:15PM ET,CHI,19.46
RB,Kyren Williams (30042038),Kyren Williams,30042038,RB/FLEX,6700,PHI@LAR 10/08/2023 04:05PM ET,LAR,21.15
QB,Trevor Lawrence (30041938),Trevor Lawrence,30041938,QB,6600,JAX@BUF 10/08/2023 09:30AM ET,JAX,15.20
RB,David Montgomery (30042040),David Montgomery,30042040,RB/FLEX,6600,CAR@DET 10/08/2023 01:00PM ET,DET,21.3
WR,Tee Higgins (30042378),Tee Higgins,30042378,WR/FLEX,6600,CIN@ARI 10/08/2023 04:05PM ET,CIN,9.22
WR,Deebo Samuel (30042380),Deebo Samuel,30042380,WR/FLEX,6500,DAL@SF 10/08/2023 08:20PM ET,SF,15.52
TE,T.J. Hockenson (30042878),T.J. Hockenson,30042878,TE/FLEX,6500,KC@MIN 10/08/2023 04:25PM ET,MIN,14.08
WR,Michael Pittman Jr. (30042382),Michael Pittman Jr.,30042382,WR/FLEX,6400,TEN@IND 10/08/2023 01:00PM ET,IND,14.62
RB,Joe Mixon (30042042),Joe Mixon,30042042,RB/FLEX,6400,CIN@ARI 10/08/2023 04:05PM ET,CIN,11.6
