PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Baltimore Ravens,D,BAL,DET,-155,43.00,-3.00,23.00,2500,6.58,2.6,8.37
Christian Watson,WR,GB,DEN,-119,45.00,-1.50,23.25,5600,12.10,2.2,8.32
Zay Flowers,WR,BAL,DET,-155,43.00,-3.00,23.00,5700,10.83,1.9,8.32
Josh Allen,QB,BUF,NE,-402,40.00,-8.00,24.00,8200,21.61,2.6,8.27
Puka Nacua,WR,LAR,PIT,-174,44.00,-3.50,23.75,7600,14.55,1.9,8.22
Jonathan Taylor,RB,IND,CLE,149,40.50,3.50,18.50,6500,12.02,1.9,8.22
Saquon Barkley,RB,NYG,WAS,124,37.50,3.00,17.25,8100,14.64,1.8,8.04
Washington Commanders,D,WAS,NYG,-148,37.50,-3.00,20.25,3500,7.35,2.1,8.01
David Njoku,TE,CLE,IND,-179,40.50,-3.50,22.00,3400,9.51,2.8,7.72
DJ Moore,WR,CHI,LV,123,37.50,2.50,17.50,6500,12.85,2.0,7.72
Travis Kelce,TE,KC,LAC,-242,48.00,-5.50,26.75,8000,17.24,2.2,7.58
Wan'Dale Robinson,WR,NYG,WAS,124,37.50,3.00,17.25,3800,8.92,2.3,7.48
New England Patriots,D,NE,BUF,315,40.00,8.00,16.00,2100,5.04,2.4,7.29
Curtis Samuel,WR,WAS,NYG,-148,37.50,-3.00,20.25,4000,9.05,2.3,7.13
Michael Mayer,TE,LV,CHI,-147,37.50,-2.50,20.00,2700,7.53,2.8,7.09
Kadarius Toney,WR,KC,LAC,-242,48.00,-5.50,26.75,3800,8.92,2.3,7.09
Tutu Atwell,WR,LAR,PIT,-174,44.00,-3.50,23.75,4300,9.25,2.2,7.04
Tampa Bay Buccaneers,D,TB,ATL,-143,37.50,-2.50,20.00,3600,7.63,2.1,6.74
Jaylen Warren,RB,PIT,LAR,145,44.00,3.50,20.25,5000,9.44,1.9,6.71
Luke Musgrave,TE,GB,DEN,-119,45.00,-1.50,23.25,3300,7.92,2.4,6.39
Chris Godwin,WR,TB,ATL,-143,37.50,-2.50,20.00,6900,13.04,1.9,6.36
Mike Evans,WR,TB,ATL,-143,37.50,-2.50,20.00,7100,12.72,1.8,6.19
Sam Howell,QB,WAS,NYG,-148,37.50,-3.00,20.25,5500,15.42,2.8,6.17
Mark Andrews,TE,BAL,DET,-155,43.00,-3.00,23.00,5700,12.16,2.1,6.16
Matthew Stafford,QB,LAR,PIT,-174,44.00,-3.50,23.75,6500,16.81,2.6,6.02
Jordan Love,QB,GB,DEN,-119,45.00,-1.50,23.25,5800,16.46,2.8,5.96
Baker Mayfield,QB,TB,ATL,-143,37.50,-2.50,20.00,5300,15.71,3.0,5.91
Diontae Johnson,WR,PIT,LAR,145,44.00,3.50,20.25,5000,10.49,2.1,5.91
Brian Robinson,RB,WAS,NYG,-148,37.50,-3.00,20.25,5800,9.85,1.7,5.88
Joshua Palmer,WR,LAC,KC,194,48.00,5.50,21.25,4800,9.50,2.0,5.78
Kyle Pitts,TE,ATL,TB,119,37.50,2.50,17.50,4000,9.23,2.3,5.75
Russell Wilson,QB,DEN,GB,100,45.00,1.50,21.75,5400,14.96,2.8,5.67
Michael Pittman,WR,IND,CLE,149,40.50,3.50,18.50,6600,12.94,2.0,5.67
Deshaun Watson,QB,CLE,IND,-179,40.50,-3.50,22.00,5700,17.71,3.1,5.62
Cleveland Browns,D,CLE,IND,-179,40.50,-3.50,22.00,3300,7.83,2.4,5.54
Zach Evans,RB,LAR,PIT,-174,44.00,-3.50,23.75,4000,7.11,1.8,5.48
Skyy Moore,WR,KC,LAC,-242,48.00,-5.50,26.75,3500,7.02,2.0,5.45
Logan Thomas,TE,WAS,NYG,-148,37.50,-3.00,20.25,3500,7.81,2.2,5.13
Jonnu Smith,TE,ATL,TB,119,37.50,2.50,17.50,3600,8.05,2.2,5.13
Sam LaPorta,TE,DET,BAL,129,43.00,3.00,20.00,5300,10.83,2.0,4.99
James Cook,RB,BUF,NE,-402,40.00,-8.00,24.00,6400,10.26,1.6,4.99
Zach Ertz,TE,ARI,SEA,296,44.50,7.50,18.50,3200,7.52,2.3,4.93
Jakobi Meyers,WR,LV,CHI,-147,37.50,-2.50,20.00,6200,11.11,1.8,4.92
New York Giants,D,NYG,WAS,124,37.50,3.00,17.25,3000,5.79,1.9,4.90
Darren Waller,TE,NYG,WAS,124,37.50,3.00,17.25,5000,10.11,2.0,4.81
Romeo Doubs,WR,GB,DEN,-119,45.00,-1.50,23.25,4900,9.40,1.9,4.81
Jerry Jeudy,WR,DEN,GB,100,45.00,1.50,21.75,5800,11.09,1.9,4.80
Joshua Dobbs,QB,ARI,SEA,296,44.50,7.50,18.50,5300,14.73,2.8,4.73
Justin Herbert,QB,LAC,KC,194,48.00,5.50,21.25,8000,18.79,2.3,4.73
Rondale Moore,WR,ARI,SEA,296,44.50,7.50,18.50,3500,6.90,2.0,4.72
Trey McBride,TE,ARI,SEA,296,44.50,7.50,18.50,2600,6.27,2.4,4.64
Josh Downs,WR,IND,CLE,149,40.50,3.50,18.50,4500,8.93,2.0,4.58
Kendrick Bourne,WR,NE,BUF,315,40.00,8.00,16.00,4400,9.45,2.2,4.55
D'Onta Foreman,RB,CHI,LV,123,37.50,2.50,17.50,4800,9.12,1.9,4.52
Tyler Higbee,TE,LAR,PIT,-174,44.00,-3.50,23.75,3700,7.40,2.0,4.51
Atlanta Falcons,D,ATL,TB,119,37.50,2.50,17.50,2800,5.71,2.0,4.48
Kansas City Chiefs,D,KC,LAC,-242,48.00,-5.50,26.75,2400,5.53,2.3,4.34
Buffalo Bills,D,BUF,NE,-402,40.00,-8.00,24.00,4200,8.03,1.9,4.33
Courtland Sutton,WR,DEN,GB,100,45.00,1.50,21.75,5200,9.42,1.8,4.31
Rashee Rice,WR,KC,LAC,-242,48.00,-5.50,26.75,4700,8.41,1.8,4.31
Dawson Knox,TE,BUF,NE,-402,40.00,-8.00,24.00,2900,6.31,2.2,4.23
Dalton Kincaid,TE,BUF,NE,-402,40.00,-8.00,24.00,3100,6.32,2.0,4.13
Jared Goff,QB,DET,BAL,129,43.00,3.00,20.00,6400,16.70,2.6,4.04
Gabe Davis,WR,BUF,NE,-402,40.00,-8.00,24.00,5900,10.78,1.8,4.01
Las Vegas Raiders,D,LV,CHI,-147,37.50,-2.50,20.00,3800,7.69,2.0,3.95
Deven Thompkins,WR,TB,ATL,-143,37.50,-2.50,20.00,3000,6.51,2.2,3.93
Gus Edwards,RB,BAL,DET,-155,43.00,-3.00,23.00,4800,7.58,1.6,3.85
Cole Kmet,TE,CHI,LV,123,37.50,2.50,17.50,4200,7.93,1.9,3.83
Kenny Pickett,QB,PIT,LAR,145,44.00,3.50,20.25,5000,12.73,2.6,3.71
Jahan Dotson,WR,WAS,NYG,-148,37.50,-3.00,20.25,4600,8.64,1.9,3.68
Jayden Reed,WR,GB,DEN,-119,45.00,-1.50,23.25,3700,6.51,1.8,3.67
Kareem Hunt,RB,CLE,IND,-179,40.50,-3.50,22.00,5000,8.04,1.6,3.60
Justice Hill,RB,BAL,DET,-155,43.00,-3.00,23.00,4600,7.71,1.7,3.32
Odell Beckham,WR,BAL,DET,-155,43.00,-3.00,23.00,3900,7.33,1.9,3.21
Deonte Harty,WR,BUF,NE,-402,40.00,-8.00,24.00,3000,5.67,1.9,3.13
Quentin Johnston,WR,LAC,KC,194,48.00,5.50,21.25,3800,6.74,1.8,3.13
Arizona Cardinals,D,ARI,SEA,296,44.50,7.50,18.50,2300,4.75,2.1,3.09
Jameson Williams,WR,DET,BAL,129,43.00,3.00,20.00,3800,7.78,2.1,3.04
Gerald Everett,TE,LAC,KC,194,48.00,5.50,21.25,3800,6.82,1.8,3.01
Allen Robinson,WR,PIT,LAR,145,44.00,3.50,20.25,3600,7.02,2.0,2.97
Darius Slayton,WR,NYG,WAS,124,37.50,3.00,17.25,3700,6.94,1.9,2.90
Keaontay Ingram,RB,ARI,SEA,296,44.50,7.50,18.50,4900,7.60,1.6,2.85
Daniel Jones,QB,NYG,WAS,124,37.50,3.00,17.25,5600,15.81,2.8,2.78
Noah Fant,TE,SEA,ARI,-373,44.50,-7.50,26.00,2800,5.00,1.8,2.72
Michael Wilson,WR,ARI,SEA,296,44.50,7.50,18.50,3800,6.50,1.7,2.40
Hunter Henry,TE,NE,BUF,315,40.00,8.00,16.00,4100,7.06,1.7,2.36
Cade Otton,TE,TB,ATL,-143,37.50,-2.50,20.00,2900,4.28,1.5,2.17
Tyler Allgeier,RB,ATL,TB,119,37.50,2.50,17.50,4500,6.59,1.5,2.11
Calvin Austin,WR,PIT,LAR,145,44.00,3.50,20.25,3300,6.02,1.8,2.04
Josh Reynolds,WR,DET,BAL,129,43.00,3.00,20.00,4300,6.90,1.6,2.03
JuJu Smith-Schuster,WR,NE,BUF,315,40.00,8.00,16.00,3200,5.82,1.8,2.00
Tyson Bagent,QB,CHI,LV,123,37.50,2.50,17.50,4900,12.53,2.6,1.98
Desmond Ridder,QB,ATL,TB,119,37.50,2.50,17.50,5200,13.15,2.5,1.98
Los Angeles Rams,D,LAR,PIT,-174,44.00,-3.50,23.75,3900,7.99,2.1,1.98
Reggie Gilliam,RB,BUF,NE,-402,40.00,-8.00,24.00,4000,1.11,0.3,1.97
Latavius Murray,RB,BUF,NE,-402,40.00,-8.00,24.00,4400,6.61,1.5,1.82
Nelson Agholor,WR,BAL,DET,-155,43.00,-3.00,23.00,3400,5.65,1.7,1.76
DeVante Parker,WR,NE,BUF,315,40.00,8.00,16.00,3400,5.62,1.7,1.74
Darnell Mooney,WR,CHI,LV,123,37.50,2.50,17.50,3500,5.52,1.6,1.74
Drew Ogletree,TE,IND,CLE,149,40.50,3.50,18.50,2500,5.24,2.1,1.73
Gardner Minshew,QB,IND,CLE,149,40.50,3.50,18.50,5200,12.50,2.4,1.68
Zack Moss,RB,IND,CLE,149,40.50,3.50,18.50,6200,8.42,1.4,1.68
Jaleel McLaughlin,RB,DEN,GB,100,45.00,1.50,21.75,5000,6.80,1.4,1.63
Antonio Gibson,RB,WAS,NYG,-148,37.50,-3.00,20.25,4700,6.96,1.5,1.61
Detroit Lions,D,DET,BAL,129,43.00,3.00,20.00,2700,5.57,2.1,1.60
Colby Parkinson,TE,SEA,ARI,-373,44.50,-7.50,26.00,2500,3.78,1.5,1.51
Brian Hoyer,QB,LV,CHI,-147,37.50,-2.50,20.00,4900,11.89,2.4,1.50
Mike Gesicki,TE,NE,BUF,315,40.00,8.00,16.00,2600,4.06,1.6,1.48
Connor Heyward,TE,PIT,LAR,145,44.00,3.50,20.25,2500,4.46,1.8,1.42
Rashod Bateman,WR,BAL,DET,-155,43.00,-3.00,23.00,3600,5.43,1.5,1.38
Mac Jones,QB,NE,BUF,315,40.00,8.00,16.00,4900,12.13,2.5,1.37
Pittsburgh Steelers,D,PIT,LAR,145,44.00,3.50,20.25,3100,5.78,1.9,1.36
Jerick McKinnon,RB,KC,LAC,-242,48.00,-5.50,26.75,4700,5.88,1.3,1.32
Marquez Valdes-Scantling,WR,KC,LAC,-242,48.00,-5.50,26.75,3200,4.39,1.4,1.30
Ezekiel Elliott,RB,NE,BUF,315,40.00,8.00,16.00,4800,6.47,1.4,1.29
Demario Douglas,WR,NE,BUF,315,40.00,8.00,16.00,3000,4.99,1.7,1.28
Donovan Peoples-Jones,WR,CLE,IND,-179,40.50,-3.50,22.00,3200,4.64,1.5,1.26
Alec Pierce,WR,IND,CLE,149,40.50,3.50,18.50,3300,4.84,1.5,1.16
Adam Trautman,TE,DEN,GB,100,45.00,1.50,21.75,2600,3.74,1.4,1.15
Marvin Mims,WR,DEN,GB,100,45.00,1.50,21.75,3600,4.62,1.3,1.07
Craig Reynolds,RB,DET,BAL,129,43.00,3.00,20.00,4900,6.34,1.3,1.05
AJ Dillon,RB,GB,DEN,-119,45.00,-1.50,23.25,5300,6.58,1.2,1.04
Noah Gray,TE,KC,LAC,-242,48.00,-5.50,26.75,3000,3.83,1.3,0.97
Kalif Raymond,WR,DET,BAL,129,43.00,3.00,20.00,3400,5.81,1.7,0.96
Trey Palmer,WR,TB,ATL,-143,37.50,-2.50,20.00,3600,4.83,1.3,0.96
Chicago Bears,D,CHI,LV,123,37.50,2.50,17.50,2900,6.04,2.1,0.88
Green Bay Packers,D,GB,DEN,-119,45.00,-1.50,23.25,3700,5.77,1.6,0.71
Royce Freeman,RB,LAR,PIT,-174,44.00,-3.50,23.75,4000,4.11,1.0,0.68
Darnell Washington,TE,PIT,LAR,145,44.00,3.50,20.25,2500,3.05,1.2,0.64
Indianapolis Colts,D,IND,CLE,149,40.50,3.50,18.50,3400,6.23,1.8,0.63
Damien Williams,RB,ARI,SEA,296,44.50,7.50,18.50,4000,4.55,1.1,0.61
Mecole Hardman,WR,KC,LAC,-242,48.00,-5.50,26.75,3200,4.78,1.5,0.53
Donald Parham,TE,LAC,KC,194,48.00,5.50,21.25,3000,3.06,1.0,0.53
Mack Hollins,WR,ATL,TB,119,37.50,2.50,17.50,3400,4.56,1.3,0.52
Parris Campbell,WR,NYG,WAS,124,37.50,3.00,17.25,3000,3.48,1.2,0.48
Joshua Kelley,RB,LAC,KC,194,48.00,5.50,21.25,5200,5.97,1.2,0.46
Mo Alie-Cox,TE,IND,CLE,149,40.50,3.50,18.50,2500,2.13,0.9,0.42
Los Angeles Chargers,D,LAC,KC,194,48.00,5.50,21.25,2200,4.24,1.9,0.39
Josiah Deguara,TE,GB,DEN,-119,45.00,-1.50,23.25,2600,2.29,0.9,0.38
Robert Tonyan,TE,CHI,LV,123,37.50,2.50,17.50,2500,2.59,1.0,0.36
DeeJay Dallas,RB,SEA,ARI,-373,44.50,-7.50,26.00,4000,4.62,1.2,0.35
Hunter Renfrow,WR,LV,CHI,-147,37.50,-2.50,20.00,3100,3.49,1.1,0.35
Will Dissly,TE,SEA,ARI,-373,44.50,-7.50,26.00,2600,2.13,0.8,0.34
Emari Demercado,RB,ARI,SEA,296,44.50,7.50,18.50,4800,4.13,0.9,0.31
Samaje Perine,RB,DEN,GB,100,45.00,1.50,21.75,4500,3.30,0.7,0.31
Derius Davis,WR,LAC,KC,194,48.00,5.50,21.25,3300,3.96,1.2,0.29
John Bates,TE,WAS,NYG,-148,37.50,-3.00,20.25,2500,2.00,0.8,0.26
Dyami Brown,WR,WAS,NYG,-148,37.50,-3.00,20.25,3000,3.18,1.1,0.25
Tyler Scott,WR,CHI,LV,123,37.50,2.50,17.50,3000,2.69,0.9,0.25
Austin Hooper,TE,LV,CHI,-147,37.50,-2.50,20.00,2500,1.80,0.7,0.25
Isaiah Likely,TE,BAL,DET,-155,43.00,-3.00,23.00,2500,1.97,0.8,0.24
Harrison Bryant,TE,CLE,IND,-179,40.50,-3.50,22.00,2500,1.87,0.8,0.24
Trent Sherfield,WR,BUF,NE,-402,40.00,-8.00,24.00,3000,2.56,0.9,0.22
Ke'Shawn Vaughn,RB,TB,ATL,-143,37.50,-2.50,20.00,4400,4.05,0.9,0.21
Jordan Akins,TE,CLE,IND,-179,40.50,-3.50,22.00,2500,1.98,0.8,0.20
Brock Wright,TE,DET,BAL,129,43.00,3.00,20.00,2500,1.15,0.5,0.16
Clyde Edwards-Helaire,RB,KC,LAC,-242,48.00,-5.50,26.75,4200,3.22,0.8,0.15
Jalin Hyatt,WR,NYG,WAS,124,37.50,3.00,17.25,3000,1.79,0.6,0.15
Dontayvion Wicks,WR,GB,DEN,-119,45.00,-1.50,23.25,3000,2.05,0.7,0.14
Brandon Johnson,WR,DEN,GB,100,45.00,1.50,21.75,3000,2.21,0.7,0.14
Isaiah Hodgins,WR,NYG,WAS,124,37.50,3.00,17.25,4100,3.66,0.9,0.13
Cole Turner,TE,WAS,NYG,-148,37.50,-3.00,20.25,2500,1.37,0.6,0.11
Justyn Ross,WR,KC,LAC,-242,48.00,-5.50,26.75,3000,1.62,0.5,0.11
Jake Bobo,WR,SEA,ARI,-373,44.50,-7.50,26.00,3200,2.24,0.7,0.09
Zach Charbonnet,RB,SEA,ARI,-373,44.50,-7.50,26.00,4300,1.46,0.3,0.08
Devin Duvernay,WR,BAL,DET,-155,43.00,-3.00,23.00,3000,2.31,0.8,0.07
Matt Breida,RB,NYG,WAS,124,37.50,3.00,17.25,4800,2.64,0.6,0.07
Myles Gaskin,RB,LAR,PIT,-174,44.00,-3.50,23.75,4400,2.44,0.6,0.05
Samori Toure,WR,GB,DEN,-119,45.00,-1.50,23.25,3000,1.82,0.6,0.05
Marvin Jones,WR,DET,BAL,129,43.00,3.00,20.00,3000,1.96,0.6,0.05
Will Mallory,TE,IND,CLE,149,40.50,3.50,18.50,2500,1.36,0.5,0.05
Tre' McKitty,TE,LAC,KC,194,48.00,5.50,21.25,2500,0.26,0.1,0.05
Charlie Kolar,TE,BAL,DET,-155,43.00,-3.00,23.00,2500,0.36,0.1,0.05
Isaiah McKenzie,WR,IND,CLE,149,40.50,3.50,18.50,3000,2.25,0.8,0.04
Khalil Shakir,WR,BUF,NE,-402,40.00,-8.00,24.00,3100,1.83,0.6,0.04
Daniel Bellinger,TE,NYG,WAS,124,37.50,3.00,17.25,2500,1.25,0.5,0.04
Tucker Kraft,TE,GB,DEN,-119,45.00,-1.50,23.25,2500,1.00,0.4,0.04
Blake Bell,TE,KC,LAC,-242,48.00,-5.50,26.75,2500,0.40,0.2,0.04
Sterling Shepard,WR,NYG,WAS,124,37.50,3.00,17.25,3000,2.26,0.8,0.03
Ameer Abdullah,RB,LV,CHI,-147,37.50,-2.50,20.00,4000,1.97,0.5,0.03
Zach Pascal,WR,ARI,SEA,296,44.50,7.50,18.50,3000,1.37,0.5,0.03
Pharaoh Brown,TE,NE,BUF,315,40.00,8.00,16.00,2500,1.07,0.4,0.03
Davis Allen,TE,LAR,PIT,-174,44.00,-3.50,23.75,2500,0.14,0.1,0.03
David Bell,WR,CLE,IND,-179,40.50,-3.50,22.00,3000,1.12,0.4,0.02
Marquise Goodwin,WR,CLE,IND,-179,40.50,-3.50,22.00,3000,1.17,0.4,0.02
Tre Tucker,WR,LV,CHI,-147,37.50,-2.50,20.00,3000,1.24,0.4,0.02
Tyquan Thornton,WR,NE,BUF,315,40.00,8.00,16.00,3000,1.07,0.4,0.02
Brycen Hopkins,TE,LAR,PIT,-174,44.00,-3.50,23.75,2500,0.34,0.1,0.02
Cordarrelle Patterson,RB,ATL,TB,119,37.50,2.50,17.50,4000,2.34,0.6,0.01
KhaDarel Hodge,WR,ATL,TB,119,37.50,2.50,17.50,3000,1.52,0.5,0.01
DeAndre Carter,WR,LV,CHI,-147,37.50,-2.50,20.00,3000,1.63,0.5,0.01
Byron Pringle,WR,WAS,NYG,-148,37.50,-3.00,20.25,3000,1.15,0.4,0.01
Darrynton Evans,RB,CHI,LV,123,37.50,2.50,17.50,4000,1.55,0.4,0.01
Rakim Jarrett,WR,TB,ATL,-143,37.50,-2.50,20.00,3000,1.16,0.4,0.01
Cedric Tillman,WR,CLE,IND,-179,40.50,-3.50,22.00,3000,0.93,0.3,0.01
Keaton Mitchell,RB,BAL,DET,-155,43.00,-3.00,23.00,4000,1.31,0.3,0.01
Van Jefferson,WR,ATL,TB,119,37.50,2.50,17.50,3500,1.14,0.3,0.01
Zamir White,RB,LV,CHI,-147,37.50,-2.50,20.00,4700,0.87,0.2,0.01
Payne Durham,TE,TB,ATL,-143,37.50,-2.50,20.00,2500,0.55,0.2,0.01
Ko Kieft,TE,TB,ATL,-143,37.50,-2.50,20.00,2500,0.34,0.1,0.01
Demarcus Robinson,WR,LAR,PIT,-174,44.00,-3.50,23.75,3000,0.17,0.1,0.01
Eric Gray,RB,NYG,WAS,124,37.50,3.00,17.25,4000,1.67,0.4,0.00
Devine Ozigbo,RB,DET,BAL,129,43.00,3.00,20.00,4400,1.27,0.3,0.00
Emanuel Wilson,RB,GB,DEN,-119,45.00,-1.50,23.25,4000,1.18,0.3,0.00
Ty Montgomery,WR,NE,BUF,315,40.00,8.00,16.00,3000,0.90,0.3,0.00
Scotty Miller,WR,ATL,TB,119,37.50,2.50,17.50,3000,0.86,0.3,0.00
Malik Heath,WR,GB,DEN,-119,45.00,-1.50,23.25,3000,0.61,0.2,0.00
Ty Johnson,RB,BUF,NE,-402,40.00,-8.00,24.00,4000,0.69,0.2,0.00
Ben Skowronek,WR,LAR,PIT,-174,44.00,-3.50,23.75,3000,0.48,0.2,0.00
Travis Homer,RB,CHI,LV,123,37.50,2.50,17.50,4500,0.90,0.2,0.00
Isaiah Spiller,RB,LAC,KC,194,48.00,5.50,21.25,4500,0.90,0.2,0.00
Velus Jones,WR,CHI,LV,123,37.50,2.50,17.50,3000,0.53,0.2,0.00
Malik Cunningham,QB,NE,BUF,315,40.00,8.00,16.00,4800,1.04,0.2,0.00
Dee Eskridge,WR,SEA,ARI,-373,44.50,-7.50,26.00,3000,0.45,0.2,0.00
Chris Rodriguez,RB,WAS,NYG,-148,37.50,-3.00,20.25,4000,0.74,0.2,0.00
Sean Tucker,RB,TB,ATL,-143,37.50,-2.50,20.00,4300,0.74,0.2,0.00
Elijah Dotson,RB,LAC,KC,194,48.00,5.50,21.25,4000,0.65,0.2,0.00
Brandon Bolden,RB,LV,CHI,-147,37.50,-2.50,20.00,4000,0.23,0.1,0.00
Greg Dortch,WR,ARI,SEA,296,44.50,7.50,18.50,3000,0.31,0.1,0.00
Pierre Strong,RB,CLE,IND,-179,40.50,-3.50,22.00,4200,0.54,0.1,0.00
Trent Taylor,WR,CHI,LV,123,37.50,2.50,17.50,3000,0.26,0.1,0.00
Gary Brightwell,RB,NYG,WAS,124,37.50,3.00,17.25,4000,0.56,0.1,0.00
Antoine Green,WR,DET,BAL,129,43.00,3.00,20.00,3000,0.32,0.1,0.00
Miles Boykin,WR,PIT,LAR,145,44.00,3.50,20.25,3000,0.39,0.1,0.00
Kayshon Boutte,WR,NE,BUF,315,40.00,8.00,16.00,3000,0.30,0.1,0.00
Michael Burton,RB,DEN,GB,100,45.00,1.50,21.75,4000,0.00,0.0,0
Mitchell Fraboni,TE,DEN,GB,100,45.00,1.50,21.75,2500,0.00,0.0,0
Roschon Johnson,RB,CHI,LV,123,37.50,2.50,17.50,4600,0.00,0.0,0
Nate Adkins,TE,DEN,GB,100,45.00,1.50,21.75,2500,0.00,0.0,0
Jimmy Garoppolo,QB,LV,CHI,-147,37.50,-2.50,20.00,5200,0.00,0.0,0
Patrick Ricard,RB,BAL,DET,-155,43.00,-3.00,23.00,4000,0.00,0.0,0
Jalen Virgil,WR,DEN,GB,100,45.00,1.50,21.75,3000,0.00,0.0,0
Jason Cabinda,RB,DET,BAL,129,43.00,3.00,20.00,4000,0.00,0.0,0
Greg Dulcich,TE,DEN,GB,100,45.00,1.50,21.75,2500,0.00,0.0,0
Teddy Bridgewater,QB,DET,BAL,129,43.00,3.00,20.00,4700,0.00,0.0,0
Justin Fields,QB,CHI,LV,123,37.50,2.50,17.50,7000,0.00,0.0,0
Jesper Horsted,TE,LV,CHI,-147,37.50,-2.50,20.00,2500,0.00,0.0,0
Jakob Johnson,RB,LV,CHI,-147,37.50,-2.50,20.00,4000,0.00,0.0,0
Nikko Remigio,WR,KC,LAC,-242,48.00,-5.50,26.75,3000,0.00,0.0,0
Tyler Ott,TE,BAL,DET,-155,43.00,-3.00,23.00,2500,0.00,0.0,0
Jarrett Stidham,QB,DEN,GB,100,45.00,1.50,21.75,4600,0.00,0.0,0
Austin Walter,RB,LV,CHI,-147,37.50,-2.50,20.00,4000,0.00,0.0,0
Darrell Daniels,TE,DET,BAL,129,43.00,3.00,20.00,2500,0.00,0.0,0
Tim Patrick,WR,DEN,GB,100,45.00,1.50,21.75,3000,0.00,0.0,0
Nate Sudfeld,QB,DET,BAL,129,43.00,3.00,20.00,4000,0.00,0.0,0
Kristian Wilkerson,WR,LV,CHI,-147,37.50,-2.50,20.00,3000,0.13,0.0,0.00
Dwayne Washington,RB,DEN,GB,100,45.00,1.50,21.75,4000,0.00,0.0,0
David Montgomery,RB,DET,BAL,129,43.00,3.00,20.00,7200,0.00,0.0,0
Tyler Davis,TE,GB,DEN,-119,45.00,-1.50,23.25,2500,0.00,0.0,0
Khalil Herbert,RB,CHI,LV,123,37.50,2.50,17.50,4000,0.00,0.0,0
James Mitchell,TE,DET,BAL,129,43.00,3.00,20.00,2500,0.00,0.0,0
Hendon Hooker,QB,DET,BAL,129,43.00,3.00,20.00,4000,0.00,0.0,0
James Winchester,TE,KC,LAC,-242,48.00,-5.50,26.75,2500,0.00,0.0,0
Easton Stick,QB,LAC,KC,194,48.00,5.50,21.25,4800,0.00,0.0,0
