Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4018225025,warreniepooh,0,251.48001,DST 49ers  FLEX Brandin Cooks QB Sam Howell RB Brian Robinson Jr. RB Devin Singletary TE Sam LaPorta WR CeeDee Lamb WR Amon-Ra St. Brown WR Noah Brown,,Joe Mixon,RB,31.49%,12.5
2,4018132230,cmack063 (12/20),0,250.16,DST Giants  FLEX CeeDee Lamb QB Dak Prescott RB Joe Mixon RB Devin Singletary TE T.J. Hockenson WR Keenan Allen WR Brandin Cooks WR Michael Gallup,,Cowboys ,DST,30.09%,8
3,4011815842,COLTSwLuCKeOline (14/20),0,247.76001,DST Ravens  FLEX Noah Brown QB Dak Prescott RB Rachaad White RB Najee Harris TE Trey McBride WR Ja'Marr Chase WR CeeDee Lamb WR Brandin Cooks,,Amon-Ra St. Brown,WR,27.28%,33.5
4,4018073589,bigken60 (3/20),0,246.06,DST Steelers  FLEX Trey McBride QB Dak Prescott RB Christian McCaffrey RB Devin Singletary TE T.J. Hockenson WR CeeDee Lamb WR Tyler Boyd WR Noah Brown,,Tank Dell,FLEX,25.89%,18.9
5,4020400004,cw1tt (19/20),0,244.96,DST Buccaneers  FLEX Jake Ferguson QB Dak Prescott RB Najee Harris RB Devin Singletary TE Trey McBride WR Keenan Allen WR CeeDee Lamb WR Tyler Boyd,,DeAndre Hopkins,WR,23.07%,5.7
6,4017568343,d107111 (19/20),0,242.56,DST Browns  FLEX Saquon Barkley QB Dak Prescott RB Najee Harris RB Devin Singletary TE T.J. Hockenson WR CeeDee Lamb WR Tyler Boyd WR Brandin Cooks,,Rachaad White,RB,22.10%,17.8
7,4018989806,bbenton (17/20),0,241.66,DST Buccaneers  FLEX Irv Smith Jr. QB Dak Prescott RB Joe Mixon RB Devin Singletary TE T.J. Hockenson WR Keenan Allen WR CeeDee Lamb WR Noah Brown,,Tony Pollard,FLEX,20.96%,5.5
8,4018523755,jlee7337 (7/20),0,240.76001,DST Buccaneers  FLEX CeeDee Lamb QB Dak Prescott RB James Conner RB Najee Harris TE T.J. Hockenson WR Keenan Allen WR Noah Brown WR Trenton Irwin,,Dalton Schultz,TE,20.48%,11.1
9,4020063745,njdalo (17/20),0,240.26001,DST Titans  FLEX T.J. Hockenson QB Dak Prescott RB Najee Harris RB Devin Singletary TE Dalton Schultz WR CeeDee Lamb WR Amon-Ra St. Brown WR Noah Brown,,Christian McCaffrey,RB,20.17%,20.2
10,4020990182,dshalabi (1/3),0,239.96002,DST Cardinals  FLEX Brandin Cooks QB Dak Prescott RB Kenneth Walker III RB Brian Robinson Jr. TE Trey McBride WR CeeDee Lamb WR Amon-Ra St. Brown WR Jaxon Smith-Njigba,,Tyler Boyd,WR,19.89%,22.7
11,4020855379,nickroo (3/7),0,239.81999,DST Buccaneers  FLEX Noah Brown QB Justin Herbert RB Brian Robinson Jr. RB Jaylen Warren TE Trey McBride WR Keenan Allen WR Amon-Ra St. Brown WR Quentin Johnston,,Noah Brown,WR,19.52%,27.2
12,4019587140,jchum32 (3/20),0,239.56001,DST Texans  FLEX Jake Ferguson QB Dak Prescott RB Najee Harris RB Devin Singletary TE Dalton Schultz WR Keenan Allen WR CeeDee Lamb WR Brandin Cooks,,Trey McBride,TE,19.47%,24.1
13,4018945015,safetydance (14/20),0,239.46,DST Ravens  FLEX Jake Ferguson QB Dak Prescott RB Bijan Robinson RB Devin Singletary TE Trey McBride WR CeeDee Lamb WR Amon-Ra St. Brown WR Noah Brown,,Bijan Robinson,RB,19.14%,17.6
13,4019872254,Kingbriceno (2/2),0,239.46,DST Browns  FLEX Noah Brown QB Dak Prescott RB Rachaad White RB Najee Harris TE Trey McBride WR CeeDee Lamb WR Amon-Ra St. Brown WR Tank Dell,,Marquise Brown,WR,17.51%,3.8
15,4019308170,1foocandoit1,0,239.06001,DST Cowboys  FLEX Trey McBride QB Dak Prescott RB Brian Robinson Jr. RB Najee Harris TE Jake Ferguson WR CeeDee Lamb WR Amon-Ra St. Brown WR Noah Brown,,Sam LaPorta,FLEX,15.33%,8
16,4020055884,spencer1988 (5/20),0,237.45999,DST Cowboys  FLEX CeeDee Lamb QB Dak Prescott RB Najee Harris RB Devin Singletary TE Trey McBride WR Ja'Marr Chase WR Tyler Boyd WR Noah Brown,,CeeDee Lamb,WR,14.66%,42.5
17,4017500209,JimmyDonuts (3/20),0,236.95999,DST Cowboys  FLEX CeeDee Lamb QB Dak Prescott RB Najee Harris RB Devin Singletary TE Trey McBride WR Keenan Allen WR Tank Dell WR Trenton Irwin,,Joe Burrow,QB,14.34%,24.88
18,4021121850,clarkWgriswoldThe3rd (1/3),0,236.66002,DST 49ers  FLEX Dalton Schultz QB Dak Prescott RB Rachaad White RB Najee Harris TE Trey McBride WR CeeDee Lamb WR Amon-Ra St. Brown WR Noah Brown,,Najee Harris,RB,14.08%,18.6
19,4018557441,dmcalez10 (9/20),0,236.12,DST Steelers  FLEX Amon-Ra St. Brown QB Justin Herbert RB Najee Harris RB Devin Singletary TE Trey McBride WR Keenan Allen WR Tyler Boyd WR Noah Brown,,Travis Etienne Jr.,RB,14.00%,6.4
19,4018979900,RatchetJBaam (10/20),0,236.12,DST Steelers  FLEX CeeDee Lamb QB Jared Goff RB Najee Harris RB Devin Singletary TE T.J. Hockenson WR Amon-Ra St. Brown WR Tyler Boyd WR Noah Brown,,Jared Goff,QB,12.74%,24.12
21,4017081999,nastyheaded (13/20),0,235.72,DST Cardinals  FLEX Noah Brown QB Baker Mayfield RB Devin Singletary RB Antonio Gibson TE Trey McBride WR Keenan Allen WR CeeDee Lamb WR Amon-Ra St. Brown,,Cardinals ,DST,12.63%,3
22,4018879516,Barker118 (16/20),0,235.22,DST Buccaneers  FLEX Trey McBride QB Jared Goff RB Rachaad White RB Najee Harris TE T.J. Hockenson WR Keenan Allen WR Amon-Ra St. Brown WR Noah Brown,,Ja'Marr Chase,WR,12.38%,26.4
23,4015052269,FLThunder70 (12/20),0,235.06,DST Browns  FLEX Trey McBride QB Dak Prescott RB Bijan Robinson RB Tyjae Spears TE Evan Engram WR Keenan Allen WR CeeDee Lamb WR Brandin Cooks,,Trenton Irwin,WR,12.28%,13.4
23,4015052272,FLThunder70 (15/20),0,235.06,DST Ravens  FLEX Trey McBride QB Dak Prescott RB Travis Etienne Jr. RB Najee Harris TE T.J. Hockenson WR CeeDee Lamb WR Tank Dell WR Brandin Cooks,,Jaxon Smith-Njigba,WR,12.04%,9.3
25,4020712492,cookie2521 (1/4),0,234.86002,DST Browns  FLEX Dalton Schultz QB Dak Prescott RB Brian Robinson Jr. RB Devin Singletary TE George Kittle WR CeeDee Lamb WR DK Metcalf WR Noah Brown,,Diontae Johnson,WR,11.45%,2.7
25,4021095587,traceyxdaxgreat (10/20),0,234.85999,DST Cardinals  FLEX Trey McBride QB Dak Prescott RB Najee Harris RB Devin Singletary TE T.J. Hockenson WR Ja'Marr Chase WR CeeDee Lamb WR Tank Dell,,Terry McLaurin,WR,10.77%,7.3
27,4015813438,ntamminga42 (13/20),0,234.76001,DST Browns  FLEX Noah Brown QB Dak Prescott RB Austin Ekeler RB Bijan Robinson TE Dalton Schultz WR CeeDee Lamb WR Tyler Boyd WR Brandin Cooks,,Aaron Jones,RB,9.66%,9.4
28,4020281322,garyjames84 (2/20),0,234.66,DST Buccaneers  FLEX CeeDee Lamb QB Dak Prescott RB Austin Ekeler RB Najee Harris TE T.J. Hockenson WR Tyler Lockett WR Noah Brown WR Trenton Irwin,,Evan Engram,TE,9.48%,5.2
29,4020674355,murph78 (2/20),0,233.96002,DST Cardinals  FLEX Trey McBride QB Dak Prescott RB Aaron Jones RB Devin Singletary TE T.J. Hockenson WR Ja'Marr Chase WR CeeDee Lamb WR Noah Brown,,Jahan Dotson,FLEX,9.46%,0
30,4018822850,olrat14 (17/20),0,233.56,DST Cardinals  FLEX Trey McBride QB Dak Prescott RB Austin Ekeler RB Devin Singletary TE Chig Okonkwo WR CeeDee Lamb WR Amon-Ra St. Brown WR Brandin Cooks,,Tyler Lockett,WR,8.88%,23.2
31,4018283602,bmack82 (10/20),0,233.45999,DST Titans  FLEX CeeDee Lamb QB Dak Prescott RB Bijan Robinson RB Devin Singletary TE T.J. Hockenson WR Tyler Lockett WR George Pickens WR Brandin Cooks,,Dak Prescott,QB,8.80%,41.86
32,4018377123,bogitwob (9/20),0,233.16,DST Cowboys  FLEX Nick Westbrook-Ikhine QB Dak Prescott RB David Montgomery RB Brian Robinson Jr. TE T.J. Hockenson WR CeeDee Lamb WR Tank Dell WR Brandin Cooks,,Christian Kirk,WR,8.52%,18.4
32,4020913037,Boba_Fetts_Brother (4/20),0,233.16,DST Giants  FLEX CeeDee Lamb QB Dak Prescott RB Kenneth Walker III RB Devin Singletary TE T.J. Hockenson WR Amon-Ra St. Brown WR Tyler Boyd WR Trenton Irwin,,Brock Purdy,QB,8.49%,23.84
34,4020677291,Hallbsure37 (13/20),0,233.02,DST Cowboys  FLEX Brandon Powell QB Justin Herbert RB Brian Robinson Jr. RB Devin Singletary TE Trey McBride WR Keenan Allen WR Amon-Ra St. Brown WR Noah Brown,,Calvin Ridley,WR,8.49%,4
35,4020654620,Steel2082 (8/20),0,232.66,DST Cowboys  FLEX Brandin Cooks QB Dak Prescott RB Alvin Kamara RB Joe Mixon TE T.J. Hockenson WR CeeDee Lamb WR Noah Brown WR Trenton Irwin,,DK Metcalf,WR,8.45%,16.8
36,4016680126,ShemoRacing (18/20),0,232.46,DST Browns  FLEX Jaxon Smith-Njigba QB Geno Smith RB Brian Robinson Jr. RB Devin Singletary TE Trey McBride WR Keenan Allen WR Amon-Ra St. Brown WR Tyler Lockett,,Taysom Hill,FLEX,7.87%,4.3
37,4019147295,dwainetaylor1982 (3/4),0,232.35999,DST Buccaneers  FLEX Joe Mixon QB Dak Prescott RB David Montgomery RB Najee Harris TE T.J. Hockenson WR CeeDee Lamb WR Tyler Boyd WR Noah Brown,,Mike Evans,WR,7.86%,29.3
38,4017574953,leiber320 (5/20),0,232.06,DST Cardinals  FLEX Trey McBride QB Dak Prescott RB Joe Mixon RB Rachaad White TE T.J. Hockenson WR Keenan Allen WR CeeDee Lamb WR Trenton Irwin,,C.J. Stroud,QB,7.85%,25.04
38,4020713753,KellyCanuck (10/20),0,232.06,DST Cardinals  FLEX Trey McBride QB Dak Prescott RB Joe Mixon RB Rachaad White TE T.J. Hockenson WR Keenan Allen WR CeeDee Lamb WR Trenton Irwin,,Geno Smith,QB,7.76%,27.06
40,4021233689,BarleyDrinkers (1/3),0,231.92,DST Browns  FLEX Amon-Ra St. Brown QB Justin Herbert RB Jerome Ford RB Najee Harris TE Trey McBride WR Keenan Allen WR Tyler Boyd WR Noah Brown,,Keenan Allen,WR,7.75%,43.5
41,4012298690,Jerayz (5/6),0,231.11998,DST Browns  FLEX Noah Brown QB Baker Mayfield RB Najee Harris RB Devin Singletary TE Daniel Bellinger WR Keenan Allen WR CeeDee Lamb WR Amon-Ra St. Brown,,Will Levis,QB,7.58%,6.96
42,4019833414,pat_the_hat2 (10/20),0,230.86002,DST Buccaneers  FLEX CeeDee Lamb QB Dak Prescott RB Rachaad White RB Devin Singletary TE T.J. Hockenson WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Trenton Irwin,,Deebo Samuel,WR,7.56%,15.9
42,4018067317,stlj52 (2/20),0,230.85999,DST Ravens  FLEX Noah Brown QB Dak Prescott RB Joe Mixon RB Rachaad White TE T.J. Hockenson WR CeeDee Lamb WR Tank Dell WR Tyler Boyd,,Austin Ekeler,RB,7.50%,21.5
42,4021200449,pmerrick1982 (18/20),0,230.85999,DST Ravens  FLEX CeeDee Lamb QB Dak Prescott RB Joe Mixon RB Rachaad White TE T.J. Hockenson WR Tank Dell WR Tyler Boyd WR Noah Brown,,Bengals ,DST,7.32%,6
