PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
K.J. Osborn,WR,MIN,GB,-126,42.00,-1.50,21.75,4700,9.93,2.1,5.02
New York Giants,D,NYG,NYJ,130,35.50,3.00,16.25,3500,7.26,2.1,4.95
Brandin Cooks,WR,DAL,LAR,-275,45.50,-6.50,26.00,4600,9.92,2.2,4.88
Christian Watson,WR,GB,MIN,106,42.00,1.50,20.25,5100,11.36,2.2,4.80
Cincinnati Bengals,D,CIN,SF,167,43.50,4.50,19.50,2200,5.00,2.3,4.78
Wan'Dale Robinson,WR,NYG,NYJ,130,35.50,3.00,16.25,3700,8.53,2.3,4.69
Tua Tagovailoa,QB,MIA,NE,-455,47.00,-9.50,28.25,7700,19.59,2.5,4.64
Elijah Moore,WR,CLE,SEA,156,37.50,3.50,17.00,4100,9.10,2.2,4.61
Miami Dolphins,D,MIA,NE,-455,47.00,-9.50,28.25,3800,7.70,2.0,4.52
David Njoku,TE,CLE,SEA,156,37.50,3.50,17.00,3600,8.63,2.4,4.46
Kendrick Bourne,WR,NE,MIA,352,47.00,9.50,18.75,4700,10.68,2.3,4.40
Puka Nacua,WR,LAR,DAL,222,45.50,6.50,19.50,7900,14.72,1.9,4.40
Odell Beckham,WR,BAL,ARI,-471,44.50,-9.50,27.00,3800,8.09,2.1,4.35
Rashee Rice,WR,KC,DEN,-347,47.00,-7.00,27.00,5000,10.57,2.1,4.34
Jonnu Smith,TE,ATL,TEN,-142,35.50,-2.50,19.00,3500,7.72,2.2,4.30
George Kittle,TE,SF,CIN,-202,43.50,-4.50,24.00,5400,10.66,2.0,4.30
Jayden Reed,WR,GB,MIN,106,42.00,1.50,20.25,3700,7.98,2.2,4.24
Josh Downs,WR,IND,NO,100,43.50,1.00,21.25,4800,10.22,2.1,4.24
Sam Howell,QB,WAS,PHI,255,43.50,7.00,18.25,5200,15.54,3.0,4.23
DK Metcalf,WR,SEA,CLE,-187,37.50,-3.50,20.50,6800,13.69,2.0,4.09
C.J. Stroud,QB,HOU,CAR,-182,43.50,-3.50,23.50,6300,16.93,2.7,4.02
Tyler Conklin,TE,NYJ,NYG,-156,35.50,-3.00,19.25,3200,7.38,2.3,3.96
Russell Wilson,QB,DEN,KC,272,47.00,7.00,20.00,5300,14.98,2.8,3.90
Darren Waller,TE,NYG,NYJ,130,35.50,3.00,16.25,5200,10.30,2.0,3.90
Jaylen Warren,RB,PIT,JAX,111,41.00,2.50,19.25,4900,9.18,1.9,3.89
Amari Cooper,WR,CLE,SEA,156,37.50,3.50,17.00,6200,12.42,2.0,3.84
Alexander Mattison,RB,MIN,GB,-126,42.00,-1.50,21.75,5600,9.29,1.7,3.80
Curtis Samuel,WR,WAS,PHI,255,43.50,7.00,18.25,4200,9.35,2.2,3.74
Tyler Boyd,WR,CIN,SF,167,43.50,4.50,19.50,4600,10.37,2.3,3.71
Dalton Schultz,TE,HOU,CAR,-182,43.50,-3.50,23.50,3900,7.94,2.0,3.70
Jonathan Mingo,WR,CAR,HOU,150,43.50,3.50,20.00,3400,7.56,2.2,3.69
Skyy Moore,WR,KC,DEN,-347,47.00,-7.00,27.00,3200,6.32,2.0,3.69
Tyler Lockett,WR,SEA,CLE,-187,37.50,-3.50,20.50,6000,12.14,2.0,3.69
Courtland Sutton,WR,DEN,KC,272,47.00,7.00,20.00,5300,10.50,2.0,3.67
Dallas Cowboys,D,DAL,LAR,-275,45.50,-6.50,26.00,3600,7.74,2.2,3.60
Jordan Love,QB,GB,MIN,106,42.00,1.50,20.25,5700,16.21,2.8,3.54
Joshua Dobbs,QB,ARI,BAL,360,44.50,9.50,17.50,5200,15.58,3.0,3.41
Braxton Berrios,WR,MIA,NE,-455,47.00,-9.50,28.25,3000,6.44,2.2,3.35
Luke Musgrave,TE,GB,MIN,106,42.00,1.50,20.25,3500,7.35,2.1,3.33
Rashid Shaheed,WR,NO,IND,-115,43.50,-1.00,22.25,3900,8.04,2.1,3.31
Tank Dell,WR,HOU,CAR,-182,43.50,-3.50,23.50,4900,9.48,1.9,3.31
Carolina Panthers,D,CAR,HOU,150,43.50,3.50,20.00,2600,5.30,2.0,3.23
Noah Brown,WR,HOU,CAR,-182,43.50,-3.50,23.50,3000,7.13,2.4,3.20
Jaxon Smith-Njigba,WR,SEA,CLE,-187,37.50,-3.50,20.50,4300,8.58,2.0,3.09
Arizona Cardinals,D,ARI,BAL,360,44.50,9.50,17.50,2100,4.86,2.3,3.05
Hunter Henry,TE,NE,MIA,352,47.00,9.50,18.75,3700,6.85,1.9,3.04
Gus Edwards,RB,BAL,ARI,-471,44.50,-9.50,27.00,5500,9.61,1.8,3.04
Chigoziem Okonkwo,TE,TEN,ATL,118,35.50,2.50,16.50,3000,5.94,2.0,2.99
Emari Demercado,RB,ARI,BAL,360,44.50,9.50,17.50,4800,9.01,1.9,2.99
Derek Carr,QB,NO,IND,-115,43.50,-1.00,22.25,5500,14.69,2.7,2.98
Jahan Dotson,WR,WAS,PHI,255,43.50,7.00,18.25,4500,9.05,2.0,2.95
DJ Chark,WR,CAR,HOU,150,43.50,3.50,20.00,3800,7.80,2.1,2.91
Derrick Henry,RB,TEN,ATL,118,35.50,2.50,16.50,7600,11.51,1.5,2.87
Tyrod Taylor,QB,NYG,NYJ,130,35.50,3.00,16.25,5300,14.48,2.7,2.85
San Francisco 49ers,D,SF,CIN,-202,43.50,-4.50,24.00,4100,7.21,1.8,2.81
Tennessee Titans,D,TEN,ATL,118,35.50,2.50,16.50,3100,6.51,2.1,2.76
Bryce Young,QB,CAR,HOU,150,43.50,3.50,20.00,5100,13.33,2.6,2.73
PJ Walker,QB,CLE,SEA,156,37.50,3.50,17.00,4800,12.28,2.6,2.68
Brock Purdy,QB,SF,CIN,-202,43.50,-4.50,24.00,5600,15.71,2.8,2.66
Romeo Doubs,WR,GB,MIN,106,42.00,1.50,20.25,4900,9.13,1.9,2.64
Allen Lazard,WR,NYJ,NYG,-156,35.50,-3.00,19.25,3400,6.55,1.9,2.64
Zach Wilson,QB,NYJ,NYG,-156,35.50,-3.00,19.25,4800,13.00,2.7,2.61
Justice Hill,RB,BAL,ARI,-471,44.50,-9.50,27.00,4700,8.41,1.8,2.60
Washington Commanders,D,WAS,PHI,255,43.50,7.00,18.25,2300,5.02,2.2,2.54
Baltimore Ravens,D,BAL,ARI,-471,44.50,-9.50,27.00,4200,7.85,1.9,2.42
Desmond Ridder,QB,ATL,TEN,-142,35.50,-2.50,19.00,5100,13.45,2.6,2.40
Jerry Jeudy,WR,DEN,KC,272,47.00,7.00,20.00,5400,9.58,1.8,2.39
Jamal Agnew,WR,JAX,PIT,-133,41.00,-2.50,21.75,3000,7.27,2.4,2.38
Rashod Bateman,WR,BAL,ARI,-471,44.50,-9.50,27.00,3300,5.81,1.8,2.37
Treylon Burks,WR,TEN,ATL,118,35.50,2.50,16.50,3900,7.68,2.0,2.36
Tyler Higbee,TE,LAR,DAL,222,45.50,6.50,19.50,3300,5.20,1.6,2.35
Matthew Stafford,QB,LAR,DAL,222,45.50,6.50,19.50,6600,15.77,2.4,2.34
Kirk Cousins,QB,MIN,GB,-126,42.00,-1.50,21.75,6900,15.26,2.2,2.31
Michael Wilson,WR,ARI,BAL,360,44.50,9.50,17.50,3600,7.04,2.0,2.30
Pittsburgh Steelers,D,PIT,JAX,111,41.00,2.50,19.25,2900,5.95,2.1,2.22
JuJu Smith-Schuster,WR,NE,MIA,352,47.00,9.50,18.75,3100,6.14,2.0,2.22
Darrell Henderson,RB,LAR,DAL,222,45.50,6.50,19.50,4800,9.06,1.9,2.22
Tyjae Spears,RB,TEN,ATL,118,35.50,2.50,16.50,4700,7.94,1.7,2.21
Gardner Minshew,QB,IND,NO,100,43.50,1.00,21.25,5400,13.28,2.5,2.19
Darius Slayton,WR,NYG,NYJ,130,35.50,3.00,16.25,3400,6.47,1.9,2.17
Kenny Pickett,QB,PIT,JAX,111,41.00,2.50,19.25,4900,11.59,2.4,2.15
Cleveland Browns,D,CLE,SEA,156,37.50,3.50,17.00,3000,5.85,2.0,2.02
Brian Robinson,RB,WAS,PHI,255,43.50,7.00,18.25,5400,8.24,1.5,1.94
Philadelphia Eagles,D,PHI,WAS,-327,43.50,-7.00,25.25,4300,8.13,1.9,1.87
Mecole Hardman,WR,KC,DEN,-347,47.00,-7.00,27.00,3300,6.11,1.9,1.86
Will Levis,QB,TEN,ATL,118,35.50,2.50,16.50,4400,11.45,2.6,1.85
Jauan Jennings,WR,SF,CIN,-202,43.50,-4.50,24.00,3800,6.04,1.6,1.77
Irv Smith,TE,CIN,SF,167,43.50,4.50,19.50,2800,4.30,1.5,1.75
Green Bay Packers,D,GB,MIN,106,42.00,1.50,20.25,2700,5.55,2.1,1.74
New York Jets,D,NYJ,NYG,-156,35.50,-3.00,19.25,4000,8.19,2.1,1.71
Hayden Hurst,TE,CAR,HOU,150,43.50,3.50,20.00,2900,4.77,1.6,1.69
Mike Gesicki,TE,NE,MIA,352,47.00,9.50,18.75,2700,4.29,1.6,1.67
Kyle Juszczyk,RB,SF,CIN,-202,43.50,-4.50,24.00,4000,2.19,0.6,1.67
Connor Heyward,TE,PIT,JAX,111,41.00,2.50,19.25,2600,3.68,1.4,1.60
Mac Jones,QB,NE,MIA,352,47.00,9.50,18.75,5000,11.92,2.4,1.57
Juwan Johnson,TE,NO,IND,-115,43.50,-1.00,22.25,3000,4.34,1.5,1.54
Nelson Agholor,WR,BAL,ARI,-471,44.50,-9.50,27.00,3400,6.05,1.8,1.53
Geno Smith,QB,SEA,CLE,-187,37.50,-3.50,20.50,5900,14.06,2.4,1.52
Tyler Allgeier,RB,ATL,TEN,-142,35.50,-2.50,19.00,5000,7.50,1.5,1.50
Adam Trautman,TE,DEN,KC,272,47.00,7.00,20.00,2600,3.50,1.4,1.44
Alec Pierce,WR,IND,NO,100,43.50,1.00,21.25,3400,5.62,1.7,1.43
AJ Dillon,RB,GB,MIN,106,42.00,1.50,20.25,5100,7.60,1.5,1.40
Demario Douglas,WR,NE,MIA,352,47.00,9.50,18.75,3300,5.11,1.6,1.29
Noah Fant,TE,SEA,CLE,-187,37.50,-3.50,20.50,2700,3.67,1.4,1.29
DeVante Parker,WR,NE,MIA,352,47.00,9.50,18.75,3200,4.85,1.5,1.25
Houston Texans,D,HOU,CAR,-182,43.50,-3.50,23.50,3300,6.56,2.0,1.23
New England Patriots,D,NE,MIA,352,47.00,9.50,18.75,2000,3.80,1.9,1.22
Jamaal Williams,RB,NO,IND,-115,43.50,-1.00,22.25,4300,7.45,1.7,1.17
Noah Gray,TE,KC,DEN,-347,47.00,-7.00,27.00,2800,3.85,1.4,1.17
Royce Freeman,RB,LAR,DAL,222,45.50,6.50,19.50,4600,7.01,1.5,1.16
Ezekiel Elliott,RB,NE,MIA,352,47.00,9.50,18.75,4600,6.82,1.5,1.14
Tutu Atwell,WR,LAR,DAL,222,45.50,6.50,19.50,4400,6.06,1.4,1.13
Drew Ogletree,TE,IND,NO,100,43.50,1.00,21.25,2500,3.65,1.5,1.12
Durham Smythe,TE,MIA,NE,-455,47.00,-9.50,28.25,2800,3.60,1.3,1.09
Kansas City Chiefs,D,KC,DEN,-347,47.00,-7.00,27.00,3900,7.72,2.0,1.05
Marquez Valdes-Scantling,WR,KC,DEN,-347,47.00,-7.00,27.00,3200,4.41,1.4,1.03
Zack Moss,RB,IND,NO,100,43.50,1.00,21.25,5700,7.33,1.3,1.02
Jalin Hyatt,WR,NYG,NYJ,130,35.50,3.00,16.25,3100,4.59,1.5,1.01
Ray-Ray McCloud,WR,SF,CIN,-202,43.50,-4.50,24.00,3000,4.35,1.5,1.00
Colby Parkinson,TE,SEA,CLE,-187,37.50,-3.50,20.50,2500,3.43,1.4,0.91
Denver Broncos,D,DEN,KC,272,47.00,7.00,20.00,2000,4.19,2.1,0.85
Allen Robinson,WR,PIT,JAX,111,41.00,2.50,19.25,3300,4.49,1.4,0.81
Donovan Peoples-Jones,WR,CLE,SEA,156,37.50,3.50,17.00,3100,4.33,1.4,0.79
Kenneth Gainwell,RB,PHI,WAS,-327,43.50,-7.00,25.25,4500,6.01,1.3,0.75
Jaleel McLaughlin,RB,DEN,KC,272,47.00,7.00,20.00,4700,6.35,1.4,0.71
Cam Akers,RB,MIN,GB,-126,42.00,-1.50,21.75,4800,6.03,1.3,0.69
Antonio Gibson,RB,WAS,PHI,255,43.50,7.00,18.25,4500,6.21,1.4,0.68
Devin Singletary,RB,HOU,CAR,-182,43.50,-3.50,23.50,4400,4.66,1.1,0.65
Los Angeles Rams,D,LAR,DAL,222,45.50,6.50,19.50,2400,4.56,1.9,0.62
Luke Schoonmaker,TE,DAL,LAR,-275,45.50,-6.50,26.00,2500,2.94,1.2,0.59
Marvin Mims,WR,DEN,KC,272,47.00,7.00,20.00,3300,3.10,0.9,0.58
Calvin Austin,WR,PIT,JAX,111,41.00,2.50,19.25,3200,3.76,1.2,0.51
Jerick McKinnon,RB,KC,DEN,-347,47.00,-7.00,27.00,4600,5.00,1.1,0.51
Jalen Tolbert,WR,DAL,LAR,-275,45.50,-6.50,26.00,3000,3.19,1.1,0.49
Nick Westbrook-Ikhine,WR,TEN,ATL,118,35.50,2.50,16.50,3300,3.94,1.2,0.48
Justin Watson,WR,KC,DEN,-347,47.00,-7.00,27.00,3000,3.34,1.1,0.41
Randall Cobb,WR,NYJ,NYG,-156,35.50,-3.00,19.25,3000,3.18,1.1,0.41
Jeff Wilson,RB,MIA,NE,-455,47.00,-9.50,28.25,4500,4.51,1.0,0.40
Cedrick Wilson,WR,MIA,NE,-455,47.00,-9.50,28.25,3000,3.03,1.0,0.34
John Metchie,WR,HOU,CAR,-182,43.50,-3.50,23.50,3000,2.99,1.0,0.33
Pierre Strong,RB,CLE,SEA,156,37.50,3.50,17.00,4300,2.96,0.7,0.31
Mo Alie-Cox,TE,IND,NO,100,43.50,1.00,21.25,2500,1.54,0.6,0.31
Terrace Marshall,WR,CAR,HOU,150,43.50,3.50,20.00,3000,2.85,0.9,0.30
Olamide Zaccheaus,WR,PHI,WAS,-327,43.50,-7.00,25.25,3000,3.35,1.1,0.29
Josh Oliver,TE,MIN,GB,-126,42.00,-1.50,21.75,2800,2.24,0.8,0.28
Julio Jones,WR,PHI,WAS,-327,43.50,-7.00,25.25,3200,3.32,1.0,0.25
Will Dissly,TE,SEA,CLE,-187,37.50,-3.50,20.50,2500,1.94,0.8,0.24
New Orleans Saints,D,NO,IND,-115,43.50,-1.00,22.25,3700,5.68,1.5,0.23
Harrison Bryant,TE,CLE,SEA,156,37.50,3.50,17.00,2500,1.79,0.7,0.23
Mack Hollins,WR,ATL,TEN,-142,35.50,-2.50,19.00,3300,3.73,1.1,0.22
Samaje Perine,RB,DEN,KC,272,47.00,7.00,20.00,4200,3.80,0.9,0.22
Zach Charbonnet,RB,SEA,CLE,-187,37.50,-3.50,20.50,4300,4.06,0.9,0.21
Rico Dowdle,RB,DAL,LAR,-275,45.50,-6.50,26.00,4300,4.07,0.9,0.20
Dalvin Cook,RB,NYJ,NYG,-156,35.50,-3.00,19.25,4600,4.18,0.9,0.19
Zach Evans,RB,LAR,DAL,222,45.50,6.50,19.50,4000,4.19,1.1,0.18
Jordan Akins,TE,CLE,SEA,156,37.50,3.50,17.00,2500,1.96,0.8,0.18
C.J. Uzomah,TE,NYJ,NYG,-156,35.50,-3.00,19.25,2500,1.60,0.6,0.17
Indianapolis Colts,D,IND,NO,100,43.50,1.00,21.25,3200,5.64,1.8,0.16
Isaiah Hodgins,WR,NYG,NYJ,130,35.50,3.00,16.25,3500,3.39,1.0,0.16
Foster Moreau,TE,NO,IND,-115,43.50,-1.00,22.25,2900,1.76,0.6,0.16
Darnell Washington,TE,PIT,JAX,111,41.00,2.50,19.25,2500,0.51,0.2,0.15
Brenton Strange,TE,JAX,PIT,-133,41.00,-2.50,21.75,2500,1.82,0.7,0.14
Josiah Deguara,TE,GB,MIN,106,42.00,1.50,20.25,2800,1.69,0.6,0.14
Jerome Ford,RB,CLE,SEA,156,37.50,3.50,17.00,5300,5.75,1.1,0.13
Keaontay Ingram,RB,ARI,BAL,360,44.50,9.50,17.50,4500,3.44,0.8,0.13
Michael Carter,RB,NYJ,NYG,-156,35.50,-3.00,19.25,4000,3.24,0.8,0.12
Clyde Edwards-Helaire,RB,KC,DEN,-347,47.00,-7.00,27.00,4200,3.35,0.8,0.11
Drew Sample,TE,CIN,SF,167,43.50,4.50,19.50,2500,1.42,0.6,0.11
Elijah Mitchell,RB,SF,CIN,-202,43.50,-4.50,24.00,4900,4.00,0.8,0.09
John Bates,TE,WAS,PHI,255,43.50,7.00,18.25,2500,1.30,0.5,0.09
Isaiah Likely,TE,BAL,ARI,-471,44.50,-9.50,27.00,2500,1.04,0.4,0.09
Tim Jones,WR,JAX,PIT,-133,41.00,-2.50,21.75,3000,2.30,0.8,0.08
Kyle Philips,WR,TEN,ATL,118,35.50,2.50,16.50,3000,2.20,0.7,0.08
Brandon Johnson,WR,DEN,KC,272,47.00,7.00,20.00,3000,2.07,0.7,0.07
Dontayvion Wicks,WR,GB,MIN,106,42.00,1.50,20.25,3000,2.01,0.7,0.07
Cole Turner,TE,WAS,PHI,255,43.50,7.00,18.25,2500,1.28,0.5,0.07
Johnny Mundt,TE,MIN,GB,-126,42.00,-1.50,21.75,2500,0.52,0.2,0.07
Isaiah McKenzie,WR,IND,NO,100,43.50,1.00,21.25,3000,2.36,0.8,0.06
KaVontae Turpin,WR,DAL,LAR,-275,45.50,-6.50,26.00,3000,1.48,0.5,0.06
Tommy Tremble,TE,CAR,HOU,150,43.50,3.50,20.00,2500,1.35,0.5,0.06
Ross Dwelley,TE,SF,CIN,-202,43.50,-4.50,24.00,2500,0.56,0.2,0.06
Chris Moore,WR,TEN,ATL,118,35.50,2.50,16.50,3000,2.31,0.8,0.05
Trenton Irwin,WR,CIN,SF,167,43.50,4.50,19.50,3000,2.06,0.7,0.05
Andrei Iosivas,WR,CIN,SF,167,43.50,4.50,19.50,3000,2.17,0.7,0.05
Tyquan Thornton,WR,NE,MIA,352,47.00,9.50,18.75,3000,1.93,0.6,0.05
Daniel Bellinger,TE,NYG,NYJ,130,35.50,3.00,16.25,2500,1.20,0.5,0.05
Samori Toure,WR,GB,MIN,106,42.00,1.50,20.25,3000,1.78,0.6,0.04
Matt Breida,RB,NYG,NYJ,130,35.50,3.00,16.25,4400,2.77,0.6,0.04
Jake Bobo,WR,SEA,CLE,-187,37.50,-3.50,20.50,3500,2.03,0.6,0.04
Tucker Kraft,TE,GB,MIN,106,42.00,1.50,20.25,2500,0.99,0.4,0.04
Will Mallory,TE,IND,NO,100,43.50,1.00,21.25,2500,1.07,0.4,0.04
Pharaoh Brown,TE,NE,MIA,352,47.00,9.50,18.75,2500,1.13,0.4,0.04
Charlie Kolar,TE,BAL,ARI,-471,44.50,-9.50,27.00,2500,0.38,0.2,0.04
Chris Rodriguez,RB,WAS,PHI,255,43.50,7.00,18.25,4000,2.72,0.7,0.03
Deuce Vaughn,RB,DAL,LAR,-275,45.50,-6.50,26.00,4100,2.80,0.7,0.03
Marquise Goodwin,WR,CLE,SEA,156,37.50,3.50,17.00,3000,1.88,0.6,0.03
Dyami Brown,WR,WAS,PHI,255,43.50,7.00,18.25,3000,1.90,0.6,0.03
Tank Bigsby,RB,JAX,PIT,-133,41.00,-2.50,21.75,4200,2.31,0.6,0.03
Devin Duvernay,WR,BAL,ARI,-471,44.50,-9.50,27.00,3000,1.48,0.5,0.03
Blake Bell,TE,KC,DEN,-347,47.00,-7.00,27.00,2500,0.40,0.2,0.03
Cordarrelle Patterson,RB,ATL,TEN,-142,35.50,-2.50,19.00,4700,3.09,0.7,0.02
KhaDarel Hodge,WR,ATL,TEN,-142,35.50,-2.50,19.00,3000,1.54,0.5,0.02
