PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Washington Commanders,D,WAS,NE,126,41.00,2.50,19.25,3200,5.87,1.8,3.05
Brian Robinson,RB,WAS,NE,126,41.00,2.50,19.25,5300,8.03,1.5,3.04
Trey Palmer,WR,TB,HOU,128,40.00,3.00,18.50,3200,6.45,2.0,2.96
Brandon Powell,WR,MIN,ATL,156,37.50,3.50,17.00,3200,6.28,2.0,2.88
Jamison Crowder,WR,WAS,NE,126,41.00,2.50,19.25,3400,6.94,2.0,2.83
Cleveland Browns,D,CLE,ARI,-508,38.50,-10.00,24.25,4200,8.34,2.0,2.69
Zack Moss,RB,IND,CAR,-137,44.00,-2.50,23.25,5800,8.00,1.4,2.68
Tyler Higbee,TE,LAR,GB,140,38.50,3.00,17.75,3200,5.00,1.6,2.67
Mike Gesicki,TE,NE,WAS,-150,41.00,-2.50,21.75,2600,4.55,1.8,2.56
Jaren Hall,QB,MIN,ATL,156,37.50,3.50,17.00,4800,10.84,2.3,2.41
Clayton Tune,QB,ARI,CLE,382,38.50,10.00,14.25,4400,11.60,2.6,2.40
Rashod Bateman,WR,BAL,SEA,-272,44.50,-6.00,25.25,3300,5.62,1.7,2.35
Darnell Mooney,WR,CHI,NO,321,41.00,8.50,16.25,3300,6.25,1.9,2.30
Royce Freeman,RB,LAR,GB,140,38.50,3.00,17.75,4600,6.80,1.5,2.26
Seattle Seahawks,D,SEA,BAL,220,44.50,6.00,19.25,2400,5.11,2.1,2.21
Darius Slayton,WR,NYG,LV,109,37.50,1.50,18.00,3200,5.49,1.7,2.20
Juwan Johnson,TE,NO,CHI,-413,41.00,-8.50,24.75,2900,4.53,1.6,2.17
Jalen Reagor,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,5.71,1.9,2.09
Deven Thompkins,WR,TB,HOU,128,40.00,3.00,18.50,3000,5.21,1.7,2.03
AJ Dillon,RB,GB,LAR,-167,38.50,-3.00,20.75,4900,6.95,1.4,1.95
Michael Wilson,WR,ARI,CLE,382,38.50,10.00,14.25,3500,6.28,1.8,1.88
Alec Pierce,WR,IND,CAR,-137,44.00,-2.50,23.25,3300,5.32,1.6,1.86
Hayden Hurst,TE,CAR,IND,114,44.00,2.50,20.75,2800,4.13,1.5,1.85
Mack Hollins,WR,ATL,MIN,-188,37.50,-3.50,20.50,3500,5.75,1.6,1.66
Antonio Gibson,RB,WAS,NE,126,41.00,2.50,19.25,4500,6.83,1.5,1.57
Zach Charbonnet,RB,SEA,BAL,220,44.50,6.00,19.25,4300,6.57,1.5,1.54
Noah Fant,TE,SEA,BAL,220,44.50,6.00,19.25,2900,3.77,1.3,1.34
D'Onta Foreman,RB,CHI,NO,321,41.00,8.50,16.25,5700,7.20,1.3,1.31
Colby Parkinson,TE,SEA,BAL,220,44.50,6.00,19.25,2500,3.34,1.3,1.30
Kenneth Gainwell,RB,PHI,DAL,-164,47.00,-3.00,25.00,4500,6.02,1.3,1.25
Chase Edmonds,RB,TB,HOU,128,40.00,3.00,18.50,4100,5.45,1.3,1.21
Jalin Hyatt,WR,NYG,LV,109,37.50,1.50,18.00,3000,4.32,1.4,1.17
Austin Hooper,TE,LV,NYG,-129,37.50,-1.50,19.50,2500,3.24,1.3,1.11
Tyson Bagent,QB,CHI,NO,321,41.00,8.50,16.25,4900,9.72,2.0,1.06
Las Vegas Raiders,D,LV,NYG,-129,37.50,-1.50,19.50,3600,7.00,1.9,1.05
KhaDarel Hodge,WR,ATL,MIN,-188,37.50,-3.50,20.50,3400,5.03,1.5,1.04
Jamaal Williams,RB,NO,CHI,-413,41.00,-8.50,24.75,4300,5.48,1.3,1.04
Tyquan Thornton,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,0.53,0.2,0.98
Matthew Stafford,QB,LAR,GB,140,38.50,3.00,17.75,6300,13.28,2.1,0.91
Arizona Cardinals,D,ARI,CLE,382,38.50,10.00,14.25,2700,5.38,2.0,0.80
Nelson Agholor,WR,BAL,SEA,-272,44.50,-6.00,25.25,3000,3.85,1.3,0.79
Tutu Atwell,WR,LAR,GB,140,38.50,3.00,17.75,4200,5.13,1.2,0.75
Drew Ogletree,TE,IND,CAR,-137,44.00,-2.50,23.25,2500,3.04,1.2,0.74
Cam Akers,RB,MIN,ATL,156,37.50,3.50,17.00,4800,5.40,1.1,0.73
Tommy Tremble,TE,CAR,IND,114,44.00,2.50,20.75,2600,2.94,1.1,0.71
Chicago Bears,D,CHI,NO,321,41.00,8.50,16.25,2500,5.36,2.1,0.68
Tony Jones,RB,ARI,CLE,382,38.50,10.00,14.25,4100,4.76,1.2,0.65
Scotty Miller,WR,ATL,MIN,-188,37.50,-3.50,20.50,3300,4.29,1.3,0.59
Baltimore Ravens,D,BAL,SEA,-272,44.50,-6.00,25.25,3800,7.13,1.9,0.54
Jordan Akins,TE,CLE,ARI,-508,38.50,-10.00,24.25,2500,2.24,0.9,0.49
Isaiah Hodgins,WR,NYG,LV,109,37.50,1.50,18.00,3000,3.49,1.2,0.47
Foster Moreau,TE,NO,CHI,-413,41.00,-8.50,24.75,2500,1.81,0.7,0.47
Harrison Bryant,TE,CLE,ARI,-508,38.50,-10.00,24.25,2500,1.94,0.8,0.45
Philadelphia Eagles,D,PHI,DAL,-164,47.00,-3.00,25.00,3400,5.62,1.7,0.44
Robert Tonyan,TE,CHI,NO,321,41.00,8.50,16.25,2500,2.51,1.0,0.44
Pharaoh Brown,TE,NE,WAS,-150,41.00,-2.50,21.75,2500,2.14,0.9,0.44
Indianapolis Colts,D,IND,CAR,-137,44.00,-2.50,23.25,3100,6.08,2.0,0.43
Olamide Zaccheaus,WR,PHI,DAL,-164,47.00,-3.00,25.00,3000,3.32,1.1,0.38
Terrace Marshall,WR,CAR,IND,114,44.00,2.50,20.75,3000,2.92,1.0,0.37
Josh Oliver,TE,MIN,ATL,156,37.50,3.50,17.00,2500,2.06,0.8,0.37
Miles Sanders,RB,CAR,IND,114,44.00,2.50,20.75,4500,3.21,0.7,0.36
Hunter Renfrow,WR,LV,NYG,-129,37.50,-1.50,19.50,3000,3.35,1.1,0.35
Julio Jones,WR,PHI,DAL,-164,47.00,-3.00,25.00,3300,3.32,1.0,0.33
Tampa Bay Buccaneers,D,TB,HOU,128,40.00,3.00,18.50,4000,5.64,1.4,0.30
Will Dissly,TE,SEA,BAL,220,44.50,6.00,19.25,2500,1.88,0.8,0.30
Minnesota Vikings,D,MIN,ATL,156,37.50,3.50,17.00,3300,5.62,1.7,0.29
Tyler Scott,WR,CHI,NO,321,41.00,8.50,16.25,3000,3.30,1.1,0.28
Rico Dowdle,RB,DAL,PHI,137,47.00,3.00,22.00,4300,3.81,0.9,0.28
Mo Alie-Cox,TE,IND,CAR,-137,44.00,-2.50,23.25,2500,1.21,0.5,0.27
Josiah Deguara,TE,GB,LAR,-167,38.50,-3.00,20.75,2500,1.25,0.5,0.21
Mike Boone,RB,HOU,TB,-153,40.00,-3.00,21.50,4000,2.54,0.6,0.19
Jake Bobo,WR,SEA,BAL,220,44.50,6.00,19.25,3500,3.16,0.9,0.17
Tre Tucker,WR,LV,NYG,-129,37.50,-1.50,19.50,3000,2.70,0.9,0.16
Luke Schoonmaker,TE,DAL,PHI,137,47.00,3.00,22.00,2500,1.30,0.5,0.16
John Bates,TE,WAS,NE,126,41.00,2.50,19.25,2500,1.29,0.5,0.16
Matt Breida,RB,NYG,LV,109,37.50,1.50,18.00,4300,2.92,0.7,0.13
Marquise Goodwin,WR,CLE,ARI,-508,38.50,-10.00,24.25,3000,1.96,0.6,0.13
Isaiah Likely,TE,BAL,SEA,-272,44.50,-6.00,25.25,2500,1.02,0.4,0.13
Charlie Kolar,TE,BAL,SEA,-272,44.50,-6.00,25.25,2500,0.37,0.2,0.12
Isaiah McKenzie,WR,IND,CAR,-137,44.00,-2.50,23.25,3000,2.39,0.8,0.11
Ke'Shawn Vaughn,RB,TB,HOU,128,40.00,3.00,18.50,4200,2.88,0.7,0.10
Tucker Kraft,TE,GB,LAR,-167,38.50,-3.00,20.75,2500,1.00,0.4,0.10
Cordarrelle Patterson,RB,ATL,MIN,-188,37.50,-3.50,20.50,4300,3.21,0.8,0.09
Dontayvion Wicks,WR,GB,LAR,-167,38.50,-3.00,20.75,3000,2.03,0.7,0.09
Cedric Tillman,WR,CLE,ARI,-508,38.50,-10.00,24.25,3000,1.69,0.6,0.08
Will Mallory,TE,IND,CAR,-137,44.00,-2.50,23.25,2500,0.53,0.2,0.08
Carolina Panthers,D,CAR,IND,114,44.00,2.50,20.75,3500,5.39,1.5,0.07
Dallas Cowboys,D,DAL,PHI,137,47.00,3.00,22.00,3900,5.24,1.3,0.06
Rakim Jarrett,WR,TB,HOU,128,40.00,3.00,18.50,3000,2.27,0.8,0.06
Raheem Blackshear,RB,CAR,IND,114,44.00,2.50,20.75,4200,2.64,0.6,0.06
Davis Allen,TE,LAR,GB,140,38.50,3.00,17.75,2500,0.12,0.1,0.06
Jalen Tolbert,WR,DAL,PHI,137,47.00,3.00,22.00,3000,1.16,0.4,0.05
Eric Saubert,TE,HOU,TB,-153,40.00,-3.00,21.50,2500,0.62,0.3,0.05
Kendre Miller,RB,NO,CHI,-413,41.00,-8.50,24.75,4200,1.61,0.4,0.04
Cole Turner,TE,WAS,NE,126,41.00,2.50,19.25,2500,0.72,0.3,0.04
Johnny Mundt,TE,MIN,ATL,156,37.50,3.50,17.00,2500,0.48,0.2,0.04
KaVontae Turpin,WR,DAL,PHI,137,47.00,3.00,22.00,3000,1.38,0.5,0.03
Ameer Abdullah,RB,LV,NYG,-129,37.50,-1.50,19.50,4200,2.08,0.5,0.03
Byron Pringle,WR,WAS,NE,126,41.00,2.50,19.25,3000,1.60,0.5,0.03
Zamir White,RB,LV,NYG,-129,37.50,-1.50,19.50,4800,1.75,0.4,0.03
Keaton Mitchell,RB,BAL,SEA,-272,44.50,-6.00,25.25,4000,1.65,0.4,0.03
John Metchie,WR,HOU,TB,-153,40.00,-3.00,21.50,3000,1.16,0.4,0.03
Pierre Strong,RB,CLE,ARI,-508,38.50,-10.00,24.25,4400,1.36,0.3,0.03
Jack Stoll,TE,PHI,DAL,-164,47.00,-3.00,25.00,2500,0.41,0.2,0.03
Payne Durham,TE,TB,HOU,128,40.00,3.00,18.50,2500,0.50,0.2,0.03
Ko Kieft,TE,TB,HOU,128,40.00,3.00,18.50,2500,0.32,0.1,0.03
DeeJay Dallas,RB,SEA,BAL,220,44.50,6.00,19.25,4000,1.87,0.5,0.02
Ty Montgomery,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,0.98,0.3,0.02
Jimmy Graham,TE,NO,CHI,-413,41.00,-8.50,24.75,2500,0.69,0.3,0.02
Dyami Brown,WR,WAS,NE,126,41.00,2.50,19.25,3000,0.98,0.3,0.02
Darrynton Evans,RB,CHI,NO,321,41.00,8.50,16.25,4000,1.24,0.3,0.02
Brycen Hopkins,TE,LAR,GB,140,38.50,3.00,17.75,2500,0.32,0.1,0.02
Devin Duvernay,WR,BAL,SEA,-272,44.50,-6.00,25.25,3000,0.94,0.3,0.01
Samori Toure,WR,GB,LAR,-167,38.50,-3.00,20.75,3000,0.79,0.3,0.01
Taysom Hill,TE,NO,CHI,-413,41.00,-8.50,24.75,4700,2.86,0.6,0.00
Zach Pascal,WR,ARI,CLE,382,38.50,10.00,14.25,3000,1.26,0.4,0.00
DeAndre Carter,WR,LV,NYG,-129,37.50,-1.50,19.50,3000,1.01,0.3,0.00
Emanuel Wilson,RB,GB,LAR,-167,38.50,-3.00,20.75,4000,0.74,0.2,0.00
Velus Jones,WR,CHI,NO,321,41.00,8.50,16.25,3000,0.49,0.2,0.00
Ty Chandler,RB,MIN,ATL,156,37.50,3.50,17.00,4100,0.88,0.2,0.00
Parris Campbell,WR,NYG,LV,109,37.50,1.50,18.00,3000,0.46,0.2,0.00
Chris Rodriguez,RB,WAS,NE,126,41.00,2.50,19.25,4000,0.74,0.2,0.00
Kene Nwangwu,RB,MIN,ATL,156,37.50,3.50,17.00,4000,0.78,0.2,0.00
Sterling Shepard,WR,NYG,LV,109,37.50,1.50,18.00,3000,0.60,0.2,0.00
Ben Skowronek,WR,LAR,GB,140,38.50,3.00,17.75,3000,0.46,0.2,0.00
Dee Eskridge,WR,SEA,BAL,220,44.50,6.00,19.25,3000,0.73,0.2,0.00
Zach Evans,RB,LAR,GB,140,38.50,3.00,17.75,4000,0.59,0.2,0.00
Myles Gaskin,RB,LAR,GB,140,38.50,3.00,17.75,4000,0.66,0.2,0.00
Dare Ogunbowale,RB,HOU,TB,-153,40.00,-3.00,21.50,4000,0.44,0.1,0.00
Kayshon Boutte,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,0.34,0.1,0.00
Sean Tucker,RB,TB,HOU,128,40.00,3.00,18.50,4000,0.23,0.1,0.00
N'Keal Harry,WR,MIN,ATL,156,37.50,3.50,17.00,3000,0.31,0.1,0.00
Travis Homer,RB,CHI,NO,321,41.00,8.50,16.25,4000,0.36,0.1,0.00
Albert Okwuegbunam,TE,PHI,DAL,-164,47.00,-3.00,25.00,2500,0.18,0.1,0.00
Demarcus Robinson,WR,LAR,GB,140,38.50,3.00,17.75,3000,0.16,0.1,0.00
Trent Taylor,WR,CHI,NO,321,41.00,8.50,16.25,3000,0.25,0.1,0.00
Xavier Hutchinson,WR,HOU,TB,-153,40.00,-3.00,21.50,3000,0.31,0.1,0.00
Trishton Jackson,WR,MIN,ATL,156,37.50,3.50,17.00,3000,0.34,0.1,0.00
Rashaad Penny,RB,PHI,DAL,-164,47.00,-3.00,25.00,4000,0.24,0.1,0.00
Deuce Vaughn,RB,DAL,PHI,137,47.00,3.00,22.00,4000,0.57,0.1,0.00
Greg Dortch,WR,ARI,CLE,382,38.50,10.00,14.25,3000,0.28,0.1,0.00
Malik Heath,WR,GB,LAR,-167,38.50,-3.00,20.75,3000,0.31,0.1,0.00
Brandon Bolden,RB,LV,NYG,-129,37.50,-1.50,19.50,4000,0.23,0.1,0.00
Ben Sims,TE,GB,LAR,-167,38.50,-3.00,20.75,2500,0.00,0.0,0
MyCole Pruitt,TE,ATL,MIN,-188,37.50,-3.50,20.50,2500,0.00,0.0,0
Justin Jefferson,WR,MIN,ATL,156,37.50,3.50,17.00,3000,0.00,0.0,0
Nick Chubb,RB,CLE,ARI,-508,38.50,-10.00,24.25,4000,0.00,0.0,0
Dorian Thompson-Robinson,QB,CLE,ARI,-508,38.50,-10.00,24.25,4600,0.00,0.0,0
Troy Hairston,RB,HOU,TB,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
Kirk Cousins,QB,MIN,ATL,156,37.50,3.50,17.00,6700,0.00,0.0,0
Josh Ali,WR,ATL,MIN,-188,37.50,-3.50,20.50,3000,0.00,0.0,0
Kyren Williams,RB,LAR,GB,140,38.50,3.00,17.75,4000,0.00,0.0,0
Peyton Hendershot,TE,DAL,PHI,137,47.00,3.00,22.00,2500,0.00,0.0,0
Eric Gray,RB,NYG,LV,109,37.50,1.50,18.00,4000,0.00,0.0,0
Tommy DeVito,QB,NYG,LV,109,37.50,1.50,18.00,4800,0.00,0.0,0
Kenny McIntosh,RB,SEA,BAL,220,44.50,6.00,19.25,4000,0.00,0.0,0
Kyler Murray,QB,ARI,CLE,382,38.50,10.00,14.25,5900,0.00,0.0,0
Bryce Ford-Wheaton,WR,NYG,LV,109,37.50,1.50,18.00,3000,0.00,0.0,0
Hunter Luepke,RB,DAL,PHI,137,47.00,3.00,22.00,4000,0.00,0.0,0
Tyrod Taylor,QB,NYG,LV,109,37.50,1.50,18.00,5000,0.00,0.0,0
Jalen Brooks,WR,DAL,PHI,137,47.00,3.00,22.00,3000,0.00,0.0,0
Brian Hoyer,QB,LV,NYG,-129,37.50,-1.50,19.50,4700,0.00,0.0,0
Dareke Young,WR,SEA,BAL,220,44.50,6.00,19.25,3000,0.00,0.0,0
Marcedes Lewis,TE,CHI,NO,321,41.00,8.50,16.25,2500,0.00,0.0,0
David Durden,WR,DAL,PHI,137,47.00,3.00,22.00,3000,0.00,0.0,0
John Stephens,WR,DAL,PHI,137,47.00,3.00,22.00,3000,0.00,0.0,0
Quez Watkins,WR,PHI,DAL,-164,47.00,-3.00,25.00,3000,0.00,0.0,0
Lynn Bowden,WR,NO,CHI,-413,41.00,-8.50,24.75,3000,0.00,0.0,0
Stetson Bennett,QB,LAR,GB,140,38.50,3.00,17.75,4000,0.00,0.0,0
Laviska Shenault,WR,CAR,IND,114,44.00,2.50,20.75,3000,0.00,0.0,0
Jake Haener,QB,NO,CHI,-413,41.00,-8.50,24.75,4000,0.00,0.0,0
A.T. Perry,WR,NO,CHI,-413,41.00,-8.50,24.75,3000,0.00,0.0,0
Kendrick Bourne,WR,NE,WAS,-150,41.00,-2.50,21.75,4800,0.00,0.0,0
Brett Rypien,QB,LAR,GB,140,38.50,3.00,17.75,4700,0.00,0.0,0
Marlon Mack,RB,ARI,CLE,382,38.50,10.00,14.25,4000,0.00,0.0,0
Emari Demercado,RB,ARI,CLE,382,38.50,10.00,14.25,4700,0.00,0.0,0
Mitchell Tinsley,WR,WAS,NE,126,41.00,2.50,19.25,3000,0.00,0.0,0
Blake Whiteheart,TE,ARI,CLE,382,38.50,10.00,14.25,2500,0.00,0.0,0
