PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Sean Clifford,QB,GB,LAR,-167,38.50,-3.00,20.75,4400,0.00,0.0,0
Zach Ertz,TE,ARI,CLE,382,38.50,10.00,14.25,2500,0.00,0.0,0
Evan Hull,RB,IND,CAR,-137,44.00,-2.50,23.25,4000,0.00,0.0,0
Russell Gage,WR,TB,HOU,128,40.00,3.00,18.50,3000,0.00,0.0,0
Malik Knowles,WR,MIN,ATL,156,37.50,3.50,17.00,3000,0.00,0.0,0
Jimmy Garoppolo,QB,LV,NYG,-129,37.50,-1.50,19.50,5100,0.00,0.0,0
DeVante Parker,WR,NE,WAS,-150,41.00,-2.50,21.75,3200,0.00,0.0,0
Anthony Richardson,QB,IND,CAR,-137,44.00,-2.50,23.25,4000,0.00,0.0,0
James Conner,RB,ARI,CLE,382,38.50,10.00,14.25,4000,0.00,0.0,0
Nick Mullens,QB,MIN,ATL,156,37.50,3.50,17.00,4600,0.00,0.0,0
Curtis Samuel,WR,WAS,NE,126,41.00,2.50,19.25,4100,0.00,0.0,0
Jakeem Grant,WR,CLE,ARI,-508,38.50,-10.00,24.25,3000,0.00,0.0,0
Drew Lock,QB,SEA,BAL,220,44.50,6.00,19.25,4600,0.00,0.0,0
Tanner McKee,QB,PHI,DAL,-164,47.00,-3.00,25.00,4000,0.00,0.0,0
Jesse Matthews,WR,HOU,TB,-153,40.00,-3.00,21.50,3000,0.00,0.0,0
Brady Russell,TE,SEA,BAL,220,44.50,6.00,19.25,2500,0.00,0.0,0
Boston Scott,RB,PHI,DAL,-164,47.00,-3.00,25.00,4000,0.00,0.0,0
Zach Wood,TE,NO,CHI,-413,41.00,-8.50,24.75,2500,0.00,0.0,0
Teagan Quitoriano,TE,HOU,TB,-153,40.00,-3.00,21.50,2500,0.00,0.0,0
Michael Woods,WR,CLE,ARI,-508,38.50,-10.00,24.25,3000,0.00,0.0,0
Marcus Mariota,QB,PHI,DAL,-164,47.00,-3.00,25.00,4300,0.00,0.0,0
Deon Jackson,RB,NYG,LV,109,37.50,1.50,18.00,4000,0.16,0.0,0.00
Sam Ehlinger,QB,IND,CAR,-137,44.00,-2.50,23.25,4500,0.00,0.0,0
Jesper Horsted,TE,LV,NYG,-129,37.50,-1.50,19.50,2500,0.00,0.0,0
Eno Benjamin,RB,NO,CHI,-413,41.00,-8.50,24.75,4000,0.00,0.0,0
Patrick Scales,TE,CHI,NO,321,41.00,8.50,16.25,2500,0.00,0.0,0
Justin Fields,QB,CHI,NO,321,41.00,8.50,16.25,7000,0.00,0.0,0
Khalil Herbert,RB,CHI,NO,321,41.00,8.50,16.25,4000,0.00,0.0,0
Trey Sermon,RB,IND,CAR,-137,44.00,-2.50,23.25,4000,0.00,0.0,0
Tyler Ott,TE,BAL,SEA,-272,44.50,-6.00,25.25,2500,0.00,0.0,0
Trey Lance,QB,DAL,PHI,137,47.00,3.00,22.00,4000,0.00,0.0,0
Darren Waller,TE,NYG,LV,109,37.50,1.50,18.00,4400,0.00,0.0,0
Andrew DePaola,TE,MIN,ATL,156,37.50,3.50,17.00,2500,0.00,0.0,0
Ihmir Smith-Marsette,WR,CAR,IND,114,44.00,2.50,20.75,3000,0.00,0.0,0
Robert Woods,WR,HOU,TB,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
Tommy Sweeney,TE,NYG,LV,109,37.50,1.50,18.00,2500,0.00,0.0,0
J.K. Dobbins,RB,BAL,SEA,-272,44.50,-6.00,25.25,4000,0.00,0.0,0
Austin Trammell,WR,LAR,GB,140,38.50,3.00,17.75,3000,0.00,0.0,0
Andy Dalton,QB,CAR,IND,114,44.00,2.50,20.75,4500,0.00,0.0,0
Kyle Trask,QB,TB,HOU,128,40.00,3.00,18.50,4700,0.00,0.0,0
Logan Woodside,QB,ATL,MIN,-188,37.50,-3.50,20.50,4000,0.00,0.0,0
Brevin Jordan,TE,HOU,TB,-153,40.00,-3.00,21.50,2500,0.00,0.0,0
Adam Prentice,RB,NO,CHI,-413,41.00,-8.50,24.75,4000,0.00,0.0,0
Juwann Winfree,WR,IND,CAR,-137,44.00,-2.50,23.25,3000,0.00,0.0,0
Chris Myarick,RB,NYG,LV,109,37.50,1.50,18.00,4000,0.00,0.0,0
Hunter Long,TE,LAR,GB,140,38.50,3.00,17.75,2500,0.00,0.0,0
Kristian Wilkerson,WR,LV,NYG,-129,37.50,-1.50,19.50,3000,0.13,0.0,0.00
Matthew Slater,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,0.00,0.0,0
Tre Nixon,WR,NE,WAS,-150,41.00,-2.50,21.75,3000,0.00,0.0,0
Tyler Davis,TE,GB,LAR,-167,38.50,-3.00,20.75,2500,0.00,0.0,0
Dax Milne,WR,WAS,NE,126,41.00,2.50,19.25,3000,0.00,0.0,0
Davis Mills,QB,HOU,TB,-153,40.00,-3.00,21.50,4500,0.00,0.0,0
Giovanni Ricci,TE,CAR,IND,114,44.00,2.50,20.75,2500,0.00,0.0,0
Cooper Rush,QB,DAL,PHI,137,47.00,3.00,22.00,4500,0.00,0.0,0
Sean McKeon,TE,DAL,PHI,137,47.00,3.00,22.00,2500,0.00,0.0,0
Jakob Johnson,RB,LV,NYG,-129,37.50,-1.50,19.50,4000,0.00,0.0,0
David Wells,TE,TB,HOU,128,40.00,3.00,18.50,2500,0.00,0.0,0
Stephen Sullivan,TE,CAR,IND,114,44.00,2.50,20.75,2500,0.00,0.0,0
Will Grier,QB,NE,WAS,-150,41.00,-2.50,21.75,4000,0.00,0.0,0
Feleipe Franks,TE,ATL,MIN,-188,37.50,-3.50,20.50,2500,0.00,0.0,0
Alex Armah,RB,WAS,NE,126,41.00,2.50,19.25,4000,0.00,0.0,0
David Bell,WR,CLE,ARI,-508,38.50,-10.00,24.25,3000,0.00,0.0,0
Gary Brightwell,RB,NYG,LV,109,37.50,1.50,18.00,4000,0.00,0.0,0
John FitzPatrick,TE,ATL,MIN,-188,37.50,-3.50,20.50,2500,0.00,0.0,0
Jalen Nailor,WR,MIN,ATL,156,37.50,3.50,17.00,3000,0.00,0.0,0
Jameis Winston,QB,NO,CHI,-413,41.00,-8.50,24.75,4700,0.00,0.0,0
Nick Muse,TE,MIN,ATL,156,37.50,3.50,17.00,2500,0.00,0.0,0
Dameon Pierce,RB,HOU,TB,-153,40.00,-3.00,21.50,5200,0.00,0.0,0
Keith Kirkwood,WR,NO,CHI,-413,41.00,-8.50,24.75,3000,0.00,0.0,0
Jelani Woods,TE,IND,CAR,-137,44.00,-2.50,23.25,2500,0.00,0.0,0
Equanimeous St. Brown,WR,CHI,NO,321,41.00,8.50,16.25,3000,0.00,0.0,0
C.J. Ham,RB,MIN,ATL,156,37.50,3.50,17.00,4000,0.00,0.0,0
Curtis Hodges,TE,WAS,NE,126,41.00,2.50,19.25,2500,0.00,0.0,0
Armani Rogers,TE,WAS,NE,126,41.00,2.50,19.25,2500,0.00,0.0,0
Britain Covey,WR,PHI,DAL,-164,47.00,-3.00,25.00,3000,0.00,0.0,0
Grant Calcaterra,TE,PHI,DAL,-164,47.00,-3.00,25.00,2500,0.00,0.0,0
Ian Thomas,TE,CAR,IND,114,44.00,2.50,20.75,2500,0.00,0.0,0
Ronnie Rivers,RB,LAR,GB,140,38.50,3.00,17.75,4000,0.00,0.0,0
Geoff Swaim,TE,ARI,CLE,382,38.50,10.00,14.25,2500,0.00,0.0,0
PJ Walker,QB,CLE,ARI,-508,38.50,-10.00,24.25,4800,0.00,0.0,0
Joshua Dobbs,QB,MIN,ATL,156,37.50,3.50,17.00,5300,0.00,0.0,0
Drake London,WR,ATL,MIN,-188,37.50,-3.50,20.50,5500,0.00,0.0,0
Joe Reed,WR,CHI,NO,321,41.00,8.50,16.25,3000,0.00,0.0,0
Tylan Wallace,WR,BAL,SEA,-272,44.50,-6.00,25.25,3000,0.00,0.0,0
John Wolford,QB,TB,HOU,128,40.00,3.00,18.50,4000,0.00,0.0,0
Ashton Dulin,WR,IND,CAR,-137,44.00,-2.50,23.25,3000,0.00,0.0,0
Tyler Huntley,QB,BAL,SEA,-272,44.50,-6.00,25.25,4600,0.00,0.0,0
Khari Blasingame,RB,CHI,NO,321,41.00,8.50,16.25,4000,0.15,0.0,0.00
Patrick Ricard,RB,BAL,SEA,-272,44.50,-6.00,25.25,4000,0.00,0.0,0
Nathan Peterman,QB,CHI,NO,321,41.00,8.50,16.25,4400,0.00,0.0,0
Austin Walter,RB,LV,NYG,-129,37.50,-1.50,19.50,4000,0.00,0.0,0
Keith Smith,RB,ATL,MIN,-188,37.50,-3.50,20.50,4000,0.00,0.0,0
Brandon Dillon,TE,WAS,NE,126,41.00,2.50,19.25,2500,0.00,0.0,0
Gunner Olszewski,WR,NYG,LV,109,37.50,1.50,18.00,3000,0.00,0.0,0
Josh Johnson,QB,BAL,SEA,-272,44.50,-6.00,25.25,4000,0.00,0.0,0
Brittain Brown,RB,LV,NYG,-129,37.50,-1.50,19.50,4000,0.00,0.0,0
Bailey Zappe,QB,NE,WAS,-150,41.00,-2.50,21.75,4500,0.00,0.0,0
Jashaun Corbin,RB,NYG,LV,109,37.50,1.50,18.00,4000,0.00,0.0,0
Jacoby Brissett,QB,WAS,NE,126,41.00,2.50,19.25,4400,0.00,0.0,0
Case Keenum,QB,HOU,TB,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
Avery Williams,RB,ATL,MIN,-188,37.50,-3.50,20.50,4000,0.00,0.0,0
Desmond Ridder,QB,ATL,MIN,-188,37.50,-3.50,20.50,4800,0.00,0.0,0
Andrew Beck,RB,HOU,TB,-153,40.00,-3.00,21.50,4000,0.00,0.0,0
