PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Cedric Tillman,WR,CLE,CHI,-162,38.50,-3.00,20.75,3400,5.93,1.7,2.44
Tampa Bay Buccaneers,D,TB,GB,152,42.50,3.50,19.50,2900,5.75,2.0,2.42
Justin Watson,WR,KC,NE,-420,37.00,-8.50,22.75,3400,4.89,1.4,2.28
Khalil Shakir,WR,BUF,DAL,-132,50.00,-2.00,26.00,3800,5.45,1.4,2.26
Kareem Hunt,RB,CLE,CHI,-162,38.50,-3.00,20.75,4900,7.41,1.5,2.25
Juwan Johnson,TE,NO,NYG,-244,39.00,-5.50,22.25,3000,4.34,1.5,2.17
AJ Dillon,RB,GB,TB,-182,42.50,-3.50,23.00,5300,7.98,1.5,2.03
Jalen Tolbert,WR,DAL,BUF,112,50.00,2.00,24.00,3000,4.48,1.5,1.94
JuJu Smith-Schuster,WR,NE,KC,327,37.00,8.50,14.25,3600,5.08,1.4,1.92
Jalin Hyatt,WR,NYG,NO,197,39.00,5.50,16.75,3200,4.24,1.3,1.87
DeVante Parker,WR,NE,KC,327,37.00,8.50,14.25,3500,6.02,1.7,1.80
New England Patriots,D,NE,KC,327,37.00,8.50,14.25,2300,4.83,2.1,1.79
Noah Gray,TE,KC,NE,-420,37.00,-8.50,22.75,2500,3.56,1.4,1.73
Mike Gesicki,TE,NE,KC,327,37.00,8.50,14.25,2500,3.50,1.4,1.72
Kadarius Toney,WR,KC,NE,-420,37.00,-8.50,22.75,3100,4.93,1.6,1.70
Tommy Tremble,TE,CAR,ATL,136,33.50,3.00,15.25,2500,3.69,1.5,1.67
D'Onta Foreman,RB,CHI,CLE,134,38.50,3.00,17.75,5000,8.04,1.6,1.63
Tennessee Titans,D,TEN,HOU,-196,37.00,-3.50,20.25,3700,6.54,1.8,1.58
Michael Gallup,WR,DAL,BUF,112,50.00,2.00,24.00,3300,4.24,1.3,1.56
Darnell Mooney,WR,CHI,CLE,134,38.50,3.00,17.75,3400,4.84,1.4,1.52
San Francisco 49ers,D,SF,ARI,-780,48.00,-12.50,30.25,4400,7.98,1.8,1.49
Tyler Allgeier,RB,ATL,CAR,-163,33.50,-3.00,18.25,4400,5.81,1.3,1.39
Latavius Murray,RB,BUF,DAL,-132,50.00,-2.00,26.00,4400,6.62,1.5,1.37
Bailey Zappe,QB,NE,KC,327,37.00,8.50,14.25,5000,10.91,2.2,1.31
Miles Sanders,RB,CAR,ATL,136,33.50,3.00,15.25,4400,5.27,1.2,1.13
Xavier Gipson,WR,NYJ,MIA,357,37.00,9.50,13.75,3200,3.67,1.2,1.11
Nico Collins,WR,HOU,TEN,163,37.00,3.50,16.75,7000,10.20,1.5,1.10
Durham Smythe,TE,MIA,NYJ,-472,37.00,-9.50,23.25,2500,2.58,1.0,1.07
Kyle Juszczyk,RB,SF,ARI,-780,48.00,-12.50,30.25,4000,2.43,0.6,1.06
Adam Prentice,RB,NO,NYG,-244,39.00,-5.50,22.25,4000,0.60,0.2,1.06
Reggie Gilliam,RB,BUF,DAL,-132,50.00,-2.00,26.00,4000,0.25,0.1,1.06
Andrew Beck,RB,HOU,TEN,163,37.00,3.50,16.75,4000,0.54,0.1,1.06
Skyy Moore,WR,KC,NE,-420,37.00,-8.50,22.75,3000,3.69,1.2,1.04
Malik Heath,WR,GB,TB,-182,42.50,-3.50,23.00,3000,4.20,1.4,0.89
Jeremy Ruckert,TE,NYJ,MIA,357,37.00,9.50,13.75,2500,2.55,1.0,0.86
Khalil Herbert,RB,CHI,CLE,134,38.50,3.00,17.75,4700,5.39,1.2,0.85
Jauan Jennings,WR,SF,ARI,-780,48.00,-12.50,30.25,3600,3.59,1.0,0.70
Arizona Cardinals,D,ARI,SF,546,48.00,12.50,17.75,2200,3.60,1.6,0.67
Xavier Hutchinson,WR,HOU,TEN,163,37.00,3.50,16.75,3000,3.16,1.1,0.65
Dameon Pierce,RB,HOU,TEN,163,37.00,3.50,16.75,4700,5.01,1.1,0.63
Nick Westbrook-Ikhine,WR,TEN,HOU,-196,37.00,-3.50,20.25,3400,3.28,1.0,0.63
New York Giants,D,NYG,NO,197,39.00,5.50,16.75,2700,5.39,2.0,0.59
Isaiah Hodgins,WR,NYG,NO,197,39.00,5.50,16.75,3100,3.97,1.3,0.58
Stephen Sullivan,TE,CAR,ATL,136,33.50,3.00,15.25,2500,2.45,1.0,0.57
A.T. Perry,WR,NO,NYG,-244,39.00,-5.50,22.25,3500,2.43,0.7,0.46
Cedrick Wilson,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,2.79,0.9,0.45
Harrison Bryant,TE,CLE,CHI,-162,38.50,-3.00,20.75,2500,1.99,0.8,0.45
Chris Rodriguez,RB,WAS,LAR,235,50.50,6.50,22.00,4500,6.30,1.4,0.43
Jamaal Williams,RB,NO,NYG,-244,39.00,-5.50,22.25,4300,3.74,0.9,0.41
Jordan Akins,TE,CLE,CHI,-162,38.50,-3.00,20.75,2500,2.10,0.8,0.38
Foster Moreau,TE,NO,NYG,-244,39.00,-5.50,22.25,2500,1.73,0.7,0.38
Elijah Higgins,TE,ARI,SF,546,48.00,12.50,17.75,2500,2.36,0.9,0.36
Roschon Johnson,RB,CHI,CLE,134,38.50,3.00,17.75,4600,4.92,1.1,0.35
Daniel Bellinger,TE,NYG,NO,197,39.00,5.50,16.75,2600,1.81,0.7,0.30
Mack Hollins,WR,ATL,CAR,-163,33.50,-3.00,18.25,3200,3.65,1.1,0.29
Greg Dortch,WR,ARI,SF,546,48.00,12.50,17.75,4100,4.20,1.0,0.29
Deven Thompkins,WR,TB,GB,152,42.50,3.50,19.50,3000,2.40,0.8,0.28
Tyquan Thornton,WR,NE,KC,327,37.00,8.50,14.25,3200,3.41,1.1,0.24
Davis Mills,QB,HOU,TEN,163,37.00,3.50,16.75,4900,10.86,2.2,0.23
Elijah Mitchell,RB,SF,ARI,-780,48.00,-12.50,30.25,4400,4.89,1.1,0.23
Dalvin Cook,RB,NYJ,MIA,357,37.00,9.50,13.75,4400,3.94,0.9,0.23
Robert Tonyan,TE,CHI,CLE,134,38.50,3.00,17.75,2500,1.81,0.7,0.23
Byron Pringle,WR,WAS,LAR,235,50.50,6.50,22.00,3000,2.90,1.0,0.21
Luke Schoonmaker,TE,DAL,BUF,112,50.00,2.00,24.00,2500,1.67,0.7,0.21
John Bates,TE,WAS,LAR,235,50.50,6.50,22.00,2500,1.36,0.5,0.21
Rico Dowdle,RB,DAL,BUF,112,50.00,2.00,24.00,4600,3.83,0.8,0.19
Josiah Deguara,TE,GB,TB,-182,42.50,-3.50,23.00,2500,1.26,0.5,0.19
Brevin Jordan,TE,HOU,TEN,163,37.00,3.50,16.75,3100,1.93,0.6,0.18
Chris Moore,WR,TEN,HOU,-196,37.00,-3.50,20.25,3200,2.29,0.7,0.16
Peyton Hendershot,TE,DAL,BUF,112,50.00,2.00,24.00,2500,1.40,0.6,0.15
Cordarrelle Patterson,RB,ATL,CAR,-163,33.50,-3.00,18.25,4200,4.00,0.9,0.13
MyCole Pruitt,TE,ATL,CAR,-163,33.50,-3.00,18.25,2500,1.64,0.7,0.13
Allen Lazard,WR,NYJ,MIA,357,37.00,9.50,13.75,3000,2.01,0.7,0.13
Geoff Swaim,TE,ARI,SF,546,48.00,12.50,17.75,2500,0.76,0.3,0.13
Lynn Bowden,WR,NO,NYG,-244,39.00,-5.50,22.25,3100,1.96,0.6,0.11
Chase Edmonds,RB,TB,GB,152,42.50,3.50,19.50,4400,2.83,0.6,0.11
Brycen Hopkins,TE,LAR,WAS,-291,50.50,-6.50,28.50,2500,0.39,0.2,0.11
Michael Carter,RB,ARI,SF,546,48.00,12.50,17.75,4200,4.02,1.0,0.10
Braxton Berrios,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,2.16,0.7,0.10
Richie James,WR,KC,NE,-420,37.00,-8.50,22.75,3000,1.71,0.6,0.09
Deonte Harty,WR,BUF,DAL,-132,50.00,-2.00,26.00,3000,1.56,0.5,0.09
Van Jefferson,WR,ATL,CAR,-163,33.50,-3.00,18.25,3000,2.02,0.7,0.08
Dyami Brown,WR,WAS,LAR,235,50.50,6.50,22.00,3000,1.97,0.7,0.08
KaVontae Turpin,WR,DAL,BUF,112,50.00,2.00,24.00,3000,1.43,0.5,0.08
Royce Freeman,RB,LAR,WAS,-291,50.50,-6.50,28.50,4400,2.08,0.5,0.08
Pharaoh Brown,TE,NE,KC,327,37.00,8.50,14.25,2500,1.19,0.5,0.08
Ben Sims,TE,GB,TB,-182,42.50,-3.50,23.00,2500,1.09,0.4,0.08
Lawrence Cager,TE,NYG,NO,197,39.00,5.50,16.75,2500,0.76,0.3,0.08
Eric Saubert,TE,HOU,TEN,163,37.00,3.50,16.75,2500,0.34,0.1,0.08
Jimmy Graham,TE,NO,NYG,-244,39.00,-5.50,22.25,2500,0.33,0.1,0.07
Scott Miller,WR,ATL,CAR,-163,33.50,-3.00,18.25,3000,2.64,0.9,0.06
River Cracraft,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,2.20,0.7,0.06
Matt Breida,RB,NYG,NO,197,39.00,5.50,16.75,4600,2.55,0.6,0.06
Cole Turner,TE,WAS,LAR,235,50.50,6.50,22.00,2500,0.76,0.3,0.06
Quintin Morris,TE,BUF,DAL,-132,50.00,-2.00,26.00,2500,0.34,0.1,0.06
Kayshon Boutte,WR,NE,KC,327,37.00,8.50,14.25,3000,2.05,0.7,0.05
David Bell,WR,CLE,CHI,-162,38.50,-3.00,20.75,3100,1.91,0.6,0.05
Marquise Goodwin,WR,CLE,CHI,-162,38.50,-3.00,20.75,3000,1.84,0.6,0.05
Ty Johnson,RB,BUF,DAL,-132,50.00,-2.00,26.00,4200,2.63,0.6,0.04
Trent Sherfield,WR,BUF,DAL,-132,50.00,-2.00,26.00,3000,1.16,0.4,0.04
Washington Commanders,D,WAS,LAR,235,50.50,6.50,22.00,2600,3.64,1.4,0.03
Emari Demercado,RB,ARI,SF,546,48.00,12.50,17.75,4400,2.17,0.5,0.03
Tyler Scott,WR,CHI,CLE,134,38.50,3.00,17.75,3000,1.52,0.5,0.03
Jeff Wilson,RB,MIA,NYJ,-472,37.00,-9.50,23.25,4300,2.13,0.5,0.03
David Moore,WR,TB,GB,152,42.50,3.50,19.50,3000,1.25,0.4,0.03
Julian Hill,TE,MIA,NYJ,-472,37.00,-9.50,23.25,2500,0.65,0.3,0.03
Blake Bell,TE,KC,NE,-420,37.00,-8.50,22.75,2500,0.37,0.2,0.03
KhaDarel Hodge,WR,ATL,CAR,-163,33.50,-3.00,18.25,3000,1.52,0.5,0.02
Sterling Shepard,WR,NYG,NO,197,39.00,5.50,16.75,3000,1.43,0.5,0.02
Ross Dwelley,TE,SF,ARI,-780,48.00,-12.50,30.25,2500,0.62,0.3,0.02
Taysom Hill,TE,NO,NYG,-244,39.00,-5.50,22.25,5500,2.74,0.5,0.01
Parris Campbell,WR,NYG,NO,197,39.00,5.50,16.75,3000,1.35,0.4,0.01
Zach Pascal,WR,ARI,SF,546,48.00,12.50,17.75,3000,1.36,0.4,0.01
Chase Claypool,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,1.15,0.4,0.01
Randall Cobb,WR,NYJ,MIA,357,37.00,9.50,13.75,3100,0.98,0.3,0.01
Jordan Mason,RB,SF,ARI,-780,48.00,-12.50,30.25,4600,1.23,0.3,0.01
Samori Toure,WR,GB,TB,-182,42.50,-3.50,23.00,3000,0.62,0.2,0.01
Velus Jones,WR,CHI,CLE,134,38.50,3.00,17.75,3000,0.50,0.2,0.01
Ben Skowronek,WR,LAR,WAS,-291,50.50,-6.50,28.50,3000,0.56,0.2,0.01
Payne Durham,TE,TB,GB,152,42.50,3.50,19.50,2500,0.51,0.2,0.01
Ko Kieft,TE,TB,GB,152,42.50,3.50,19.50,2500,0.33,0.1,0.01
Raheem Blackshear,RB,CAR,ATL,136,33.50,3.00,15.25,4000,1.80,0.4,0.00
Pierre Strong,RB,CLE,CHI,-162,38.50,-3.00,20.75,4500,1.11,0.3,0.00
Terrace Marshall,WR,CAR,ATL,136,33.50,3.00,15.25,3000,0.76,0.3,0.00
Jalen Reagor,WR,NE,KC,327,37.00,8.50,14.25,3000,0.88,0.3,0.00
Dare Ogunbowale,RB,HOU,TEN,163,37.00,3.50,16.75,4000,0.82,0.2,0.00
Israel Abanikanda,RB,NYJ,MIA,357,37.00,9.50,13.75,4000,0.71,0.2,0.00
Dorian Thompson-Robinson,QB,CLE,CHI,-162,38.50,-3.00,20.75,4800,1.05,0.2,0.00
Robbie Chosen,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,0.66,0.2,0.00
Eric Gray,RB,NYG,NO,197,39.00,5.50,16.75,4000,0.85,0.2,0.00
James Proche,WR,CLE,CHI,-162,38.50,-3.00,20.75,3000,0.21,0.1,0.00
Keith Kirkwood,WR,NO,NYG,-244,39.00,-5.50,22.25,3000,0.33,0.1,0.00
Mike Boone,RB,HOU,TEN,163,37.00,3.50,16.75,4000,0.27,0.1,0.00
Zach Evans,RB,LAR,WAS,-291,50.50,-6.50,28.50,4000,0.43,0.1,0.00
Ronnie Bell,WR,SF,ARI,-780,48.00,-12.50,30.25,3000,0.31,0.1,0.00
Sean Tucker,RB,TB,GB,152,42.50,3.50,19.50,4000,0.22,0.1,0.00
Trent Taylor,WR,CHI,CLE,134,38.50,3.00,17.75,3000,0.25,0.1,0.00
Deuce Vaughn,RB,DAL,BUF,112,50.00,2.00,24.00,4000,0.46,0.1,0.00
JaMycal Hasty,RB,NE,KC,327,37.00,8.50,14.25,4000,0.18,0.1,0.00
Davis Allen,TE,LAR,WAS,-291,50.50,-6.50,28.50,3300,0.15,0.1,0.00
Tyler Kroft,TE,MIA,NYJ,-472,37.00,-9.50,23.25,2500,0.25,0.1,0.00
Bryce Ford-Wheaton,WR,NYG,NO,197,39.00,5.50,16.75,3000,0.00,0.0,0
Kearis Jackson,WR,TEN,HOU,-196,37.00,-3.50,20.25,3000,0.00,0.0,0
Irvin Charles,WR,NYJ,MIA,357,37.00,9.50,13.75,3000,0.00,0.0,0
Josh Whyle,TE,TEN,HOU,-196,37.00,-3.50,20.25,2500,0.00,0.0,0
Cameron Latu,TE,SF,ARI,-780,48.00,-12.50,30.25,2500,0.00,0.0,0
Blake Whiteheart,TE,ARI,SF,546,48.00,12.50,17.75,2500,0.00,0.0,0
Michael Woods,WR,CLE,CHI,-162,38.50,-3.00,20.75,3000,0.00,0.0,0
Brayden Willis,TE,SF,ARI,-780,48.00,-12.50,30.25,2500,0.00,0.0,0
Erik Ezukanma,WR,MIA,NYJ,-472,37.00,-9.50,23.25,3000,0.00,0.0,0
Clayton Tune,QB,ARI,SF,546,48.00,12.50,17.75,4600,0.00,0.0,0
Colton Dowell,WR,TEN,HOU,-196,37.00,-3.50,20.25,3000,0.00,0.0,0
Mitchell Tinsley,WR,WAS,LAR,235,50.50,6.50,22.00,3000,0.00,0.0,0
Danny Gray,WR,SF,ARI,-780,48.00,-12.50,30.25,3000,0.00,0.0,0
Stetson Bennett,QB,LAR,WAS,-291,50.50,-6.50,28.50,4000,0.00,0.0,0
Kendre Miller,RB,NO,NYG,-244,39.00,-5.50,22.25,4000,0.00,0.0,0
Tank Dell,WR,HOU,TEN,163,37.00,3.50,16.75,3000,0.00,0.0,0
Josh Ali,WR,ATL,CAR,-163,33.50,-3.00,18.25,3000,0.00,0.0,0
Troy Hairston,RB,HOU,TEN,163,37.00,3.50,16.75,4000,0.00,0.0,0
Sean Clifford,QB,GB,TB,-182,42.50,-3.50,23.00,4500,0.00,0.0,0
Hunter Luepke,RB,DAL,BUF,112,50.00,2.00,24.00,4000,0.00,0.0,0
Jalen Brooks,WR,DAL,BUF,112,50.00,2.00,24.00,3000,0.00,0.0,0
Jason Brownlee,WR,NYJ,MIA,357,37.00,9.50,13.75,3000,0.00,0.0,0
C.J. Stroud,QB,HOU,TEN,163,37.00,3.50,16.75,7100,0.00,0.0,0
Jesse Matthews,WR,HOU,TEN,163,37.00,3.50,16.75,3000,0.00,0.0,0
Jake Haener,QB,NO,NYG,-244,39.00,-5.50,22.25,4000,0.00,0.0,0
Emanuel Wilson,RB,GB,TB,-182,42.50,-3.50,23.00,4000,0.00,0.0,0
Luke Musgrave,TE,GB,TB,-182,42.50,-3.50,23.00,2500,0.00,0.0,0
