ID,Player,Team,Opp,Pos,Salary,Own %
32104069,CeeDee Lamb,DAL,WAS,WR,"$9,300",35.70%
32104299,Christian Kirk,JAC,TEN,WR,"$3,000",28.20%
32103869,Jordan Mason,SF,LAR,RB,"$4,600",27.70%
32104067,Ronnie Rivers,LAR,SF,RB,"$4,000",26.30%
32104075,Justin Jefferson,MIN,DET,WR,"$8,500",19.30%
32103693,Dak Prescott,DAL,WAS,QB,"$8,000",18.10%
32104569,Trey McBride,ARI,SEA,TE,"$6,000",17.50%
32104093,DK Metcalf,SEA,ARI,WR,"$7,200",15.80%
32104097,D.J. Moore,CHI,GB,WR,"$7,000",15.40%
32104071,A.J. Brown,PHI,NYG,WR,"$8,700",15.10%
32104771,Noah Gray,KC,LAC,TE,"$2,500",14.60%
32103817,Zamir White,LV,DEN,RB,"$6,000",13.90%
32104073,Amon-Ra St. Brown,DET,MIN,WR,"$8,600",12.80%
32104079,Davante Adams,LV,DEN,WR,"$7,900",12.60%
32103704,Geno Smith,SEA,ARI,QB,"$6,100",11.10%
32104103,Chris Olave,NO,ATL,WR,"$6,700",11.00%
32103819,Ezekiel Elliott,NE,NYJ,RB,"$5,900",10.50%
32103831,Chuba Hubbard,CAR,TB,RB,"$5,500",10.50%
32103695,Justin Fields,CHI,GB,QB,"$7,200",10.30%
32104091,Ja'Marr Chase,CIN,CLE,WR,"$7,300",10.20%
32103857,Tyjae Spears,TEN,JAC,RB,"$4,600",9.80%
32103881,La'Mical Perine,KC,LAC,RB,"$4,400",9.80%
32104860,New England Patriots,NE,NYJ,D,"$3,600",9.60%
32103712,Nick Mullens,MIN,DET,QB,"$5,100",9.40%
32104859,New York Jets,NYJ,NE,D,"$3,700",9.10%
32103699,Jordan Love,GB,CHI,QB,"$6,600",9.00%
32103787,Breece Hall,NYJ,NE,RB,"$7,200",8.90%
32104613,Johnny Mundt,MIN,DET,TE,"$3,000",8.70%
32103803,Tony Pollard,DAL,WAS,RB,"$6,500",8.30%
32103692,Jalen Hurts,PHI,NYG,QB,"$8,100",8.20%
32104105,Calvin Ridley,JAC,TEN,WR,"$6,500",8.10%
32104123,Tyler Lockett,SEA,ARI,WR,"$5,600",7.90%
32103823,Khalil Herbert,CHI,GB,RB,"$5,700",7.90%
32103827,Ty Chandler,MIN,DET,RB,"$5,600",7.90%
32103835,Javonte Williams,DEN,LV,RB,"$5,300",7.90%
32103801,Kenneth Walker III,SEA,ARI,RB,"$6,500",7.80%
32104113,DeAndre Hopkins,TEN,JAC,WR,"$6,100",7.60%
32104115,Adam Thielen,CAR,TB,WR,"$6,000",7.60%
32103809,Aaron Jones,GB,CHI,RB,"$6,300",7.00%
32104121,Jayden Reed,GB,CHI,WR,"$5,700",6.80%
32103698,Jared Goff,DET,MIN,QB,"$6,700",6.60%
32104864,Kansas City Chiefs,KC,LAC,D,"$3,300",6.30%
32104869,Cincinnati Bengals,CIN,CLE,D,"$3,000",6.20%
32104241,Ronnie Bell,SF,LAR,WR,"$3,200",6.10%
