Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4014118305,proKristonator (1/20),0,233.86002,DST Broncos  FLEX Jake Ferguson QB Dak Prescott RB Christian McCaffrey RB Devin Singletary TE Trey McBride WR CeeDee Lamb WR Tyler Lockett WR Brandin Cooks,,Dalton Kincaid,TE,26.64%,16.1
2,4012664584,ddublaw (6/6),0,232.81999,DST Jets  FLEX Noah Brown QB Justin Herbert RB Brian Robinson Jr. RB Jaylen Warren TE Dalton Kincaid WR Keenan Allen WR Amon-Ra St. Brown WR Jayden Reed,,Cowboys ,DST,24.86%,8
3,4014512092,CashMoneyClassic (9/20),0,220.46002,DST Jets  FLEX Trey McBride QB Dak Prescott RB Christian McCaffrey RB Joe Mixon TE T.J. Hockenson WR CeeDee Lamb WR Brandin Cooks WR Wan'Dale Robinson,,Amon-Ra St. Brown,WR,19.94%,33.5
4,4014408160,timothy.beechler (9/20),0,219.46,DST Broncos  FLEX Trey McBride QB Dak Prescott RB Kenneth Walker III RB Najee Harris TE Dalton Schultz WR Ja'Marr Chase WR CeeDee Lamb WR Noah Brown,,D'Onta Foreman,RB,18.79%,17.2
5,4012249509,fightingirish33 (15/20),0,216.36002,DST Cowboys  FLEX Rachaad White QB Dak Prescott RB Tony Pollard RB Najee Harris TE Trey McBride WR CeeDee Lamb WR Tyler Boyd WR Brandin Cooks,,Tank Dell,WR,18.36%,18.9
6,4012925942,FLThunder70 (19/20),0,213.86,DST Broncos  FLEX CeeDee Lamb QB Dak Prescott RB Javonte Williams RB Najee Harris TE Trey McBride WR Ja'Marr Chase WR Michael Pittman Jr. WR Michael Gallup,,DeAndre Hopkins,WR,18.01%,5.7
7,4014504373,SpeedRacer101 (2/20),0,213.16,DST Bengals  FLEX Trey McBride QB Dak Prescott RB Chuba Hubbard RB Najee Harris TE T.J. Hockenson WR Ja'Marr Chase WR CeeDee Lamb WR Demario Douglas,,Breece Hall,RB,17.49%,10.5
8,4015595347,Mudskippers (7/20),0,211.75998,DST Cowboys  FLEX CeeDee Lamb QB Dak Prescott RB Jonathan Taylor RB Javonte Williams TE T.J. Hockenson WR Chris Olave WR Noah Brown WR JuJu Smith-Schuster,,Joe Mixon,RB,16.80%,12.5
9,4012008753,Damadbowler (7/20),0,211.56,DST Ravens  FLEX Trey McBride QB Dak Prescott RB Joe Mixon RB Najee Harris TE Dalton Schultz WR CeeDee Lamb WR Amon-Ra St. Brown WR Trenton Irwin,,Christian McCaffrey,RB,14.14%,20.2
10,4012515582,JPRaider (1/2),0,211.46,DST Vikings  FLEX Brandin Cooks QB Dak Prescott RB Joe Mixon RB Jaylen Warren TE Jake Ferguson WR CeeDee Lamb WR Mike Evans WR Rashid Shaheed,,Dalton Schultz,TE,13.27%,11.1
11,4015469773,MUCHODINERO,0,210.22002,DST Giants  FLEX James Cook QB Russell Wilson RB Javonte Williams RB Devin Singletary TE Trey McBride WR Keenan Allen WR CeeDee Lamb WR Courtland Sutton,,Adam Thielen,FLEX,13.00%,10.2
12,4015333996,teaminfamous,0,209.66,DST Cowboys  FLEX Breece Hall QB Dak Prescott RB D'Onta Foreman RB Jaylen Warren TE Cole Kmet WR CeeDee Lamb WR Tyler Boyd WR Brandin Cooks,,Josh Allen,QB,12.69%,17.38
13,4015703805,sportslife39 (1/20),0,209.36002,DST Jets  FLEX Jake Ferguson QB Dak Prescott RB Joe Mixon RB D'Onta Foreman TE Trey McBride WR Keenan Allen WR CeeDee Lamb WR Isaiah McKenzie,,Rachaad White,RB,12.66%,17.8
14,4014375516,Tiger9637 (6/20),0,208.92001,DST Cowboys  FLEX Najee Harris QB Justin Herbert RB Rachaad White RB Javonte Williams TE Cole Kmet WR Keenan Allen WR Tyler Boyd WR Brandin Cooks,,CeeDee Lamb,WR,12.55%,42.5
14,4012186620,CMSM55 (13/20),0,208.92,DST 49ers  FLEX Jayden Reed QB Justin Herbert RB Austin Ekeler RB Rachaad White TE Dalton Kincaid WR Keenan Allen WR Odell Beckham Jr. WR Noah Brown,,Noah Brown,WR,12.24%,27.2
16,4012822125,rmj4133 (6/20),0,208.86,DST Buccaneers  FLEX Jahan Dotson QB Dak Prescott RB Brian Robinson Jr. RB Jerome Ford TE Dalton Kincaid WR CeeDee Lamb WR Brandon Aiyuk WR Brandin Cooks,,Tyler Boyd,WR,12.20%,22.7
17,4012866184,pakrhater (1/4),0,208.36002,DST Steelers  FLEX Cade Otton QB Geno Smith RB D'Onta Foreman RB Brian Robinson Jr. TE Dalton Schultz WR CeeDee Lamb WR Amon-Ra St. Brown WR Brandin Cooks,,Jonathan Taylor,RB,12.07%,14.5
18,4013954050,JustwinbabyD (2/10),0,208.26,DST Steelers  FLEX Jonathan Taylor QB Dak Prescott RB Bijan Robinson RB Rachaad White TE Dalton Kincaid WR CeeDee Lamb WR Tyler Boyd WR Noah Brown,,Joe Burrow,QB,12.01%,24.88
19,4015703806,sportslife39 (2/20),0,207.96,DST Ravens  FLEX Jake Ferguson QB Dak Prescott RB Josh Jacobs RB Najee Harris TE Trey McBride WR CeeDee Lamb WR Tyler Lockett WR Demario Douglas,,Rhamondre Stevenson,RB,12.00%,13.2
20,4015306805,RiskRewardFPL (12/20),0,207.31999,DST Cardinals  FLEX Tyler Boyd QB Justin Herbert RB Rachaad White RB Rhamondre Stevenson TE Tyler Conklin WR Keenan Allen WR Amon-Ra St. Brown WR Noah Brown,,Sam LaPorta,TE,11.91%,8
21,4013979478,Anttwonn20 (7/10),0,206.45999,DST Cowboys  FLEX Logan Thomas QB Dak Prescott RB Jahmyr Gibbs RB Brian Robinson Jr. TE Dalton Schultz WR CeeDee Lamb WR Demario Douglas WR Tyler Boyd,,Cole Kmet,FLEX,11.91%,9.6
