Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
92,4078542019,dragonbaker (15/20),0,193.72,DST Dolphins  FLEX Christian McCaffrey QB Nick Mullens RB Kyren Williams RB Ty Chandler TE T.J. Hockenson WR Jordan Addison WR K.J. Osborn WR Brandon Powell,,Josh Downs,WR,3.43%,4.9
93,4078168577,Kdawgj4 (2/2),0,193.5,DST Raiders  FLEX Sam LaPorta QB Aidan O'Connell RB Kyren Williams RB Rachaad White TE Michael Mayer WR Davante Adams WR Garrett Wilson WR Jakobi Meyers,,Adam Thielen,WR,3.41%,8.3
94,4080876452,toy_gunn (1/6),0,193.48,DST Cowboys  FLEX Curtis Samuel QB Brock Purdy RB Kyren Williams RB Jahmyr Gibbs TE David Njoku WR Cooper Kupp WR Jayden Reed WR Demarcus Robinson,,George Pickens,WR,3.40%,7.7
95,4080492173,Alt-middle (1/3),0,193.26001,DST Dolphins  FLEX Sam LaPorta QB Case Keenum RB Jahmyr Gibbs RB James Cook TE T.J. Hockenson WR DK Metcalf WR Courtland Sutton WR Joshua Palmer,,Dak Prescott,QB,3.23%,7.06
96,4079768607,Shenkmeister (1/2),0,193.1,DST Raiders  FLEX Isaiah Likely QB Matthew Stafford RB Christian McCaffrey RB Jahmyr Gibbs TE T.J. Hockenson WR Amari Cooper WR Jakobi Meyers WR Jonathan Mingo,,Keaton Mitchell,RB,3.16%,10.8
97,4081567514,brettlewis2,0,193.06001,DST Raiders  FLEX Ezekiel Elliott QB Joe Flacco RB Christian McCaffrey RB Ty Chandler TE Gerald Everett WR DK Metcalf WR Rashee Rice WR Jayden Reed,,Ja'Marr Chase,WR,3.10%,10.4
98,4081683463,dustersq13 (7/7),0,192.64001,DST Dolphins  FLEX Terry McLaurin QB Lamar Jackson RB Jahmyr Gibbs RB Ty Chandler TE Sam LaPorta WR Drake London WR Jerry Jeudy WR Curtis Samuel,,Javonte Williams,RB,3.07%,4
99,4081043907,dehhrric79 (10/10),0,192.62,DST Raiders  FLEX Christian McCaffrey QB Nick Mullens RB Alvin Kamara RB Kyren Williams TE Trey McBride WR Zay Jones WR Wan'Dale Robinson WR Demarcus Robinson,,Raheem Mostert,RB,3.07%,18.3
100,4078665729,StonerDad420 (1/3),0,192.52,DST Dolphins  FLEX Rondale Moore QB Aidan O'Connell RB Raheem Mostert RB Rachaad White TE Trey McBride WR Davante Adams WR Jordan Addison WR Jayden Reed,,Easton Stick,QB,2.94%,20.38
101,4078541740,bigbuddha09 (2/3),0,192.40001,DST 49ers  FLEX T.J. Hockenson QB Nick Mullens RB Kyren Williams RB Ty Chandler TE Michael Mayer WR Davante Adams WR Jordan Addison WR Jakobi Meyers,,Vikings ,DST,2.93%,7
102,4078356099,lamondatd (1/2),0,192.18001,DST Raiders  FLEX Sam LaPorta QB Brock Purdy RB Christian McCaffrey RB Joe Mixon TE Tanner Hudson WR Rashee Rice WR Drake London WR Demarcus Robinson,,James Conner,RB,2.88%,17.9
102,4078362959,lamondatd (2/2),0,192.18001,DST Raiders  FLEX Sam LaPorta QB Brock Purdy RB Christian McCaffrey RB Joe Mixon TE Tanner Hudson WR Rashee Rice WR Drake London WR Demarcus Robinson,,Amon-Ra St. Brown,FLEX,2.87%,27.2
