ID,Player,Team,Opp,Pos,Salary,Own %
31794144,Devin Singletary,HOU,CLE,RB,"$5,500",25.00%
31794318,Justin Jefferson,MIN,DET,WR,"$8,100",19.60%
31794142,Ty Chandler,MIN,DET,RB,"$5,600",19.40%
31794122,Tony Pollard,DAL,MIA,RB,"$6,700",17.80%
31794132,Kenneth Walker III,SEA,TEN,RB,"$6,200",16.60%
31794326,D.J. Moore,CHI,ARI,WR,"$6,900",15.70%
31794130,Bijan Robinson,ATL,IND,RB,"$6,300",15.20%
31794358,Drake London,ATL,IND,WR,"$5,100",15.20%
31794314,CeeDee Lamb,DAL,MIA,WR,"$9,200",14.60%
31794664,Trey McBride,ARI,CHI,TE,"$5,700",14.30%
31794352,Josh Downs,IND,ATL,WR,"$5,500",13.70%
31794051,Justin Fields,CHI,ARI,QB,"$7,100",13.60%
31794108,Rachaad White,TB,JAC,RB,"$7,400",13.30%
31794128,Aaron Jones,GB,CAR,RB,"$6,400",12.90%
31794116,Jahmyr Gibbs,DET,MIN,RB,"$7,000",12.60%
31794118,David Montgomery,DET,MIN,RB,"$6,900",12.60%
31794312,Tyreek Hill,MIA,DAL,WR,"$9,600",12.40%
31794320,Jaylen Waddle,MIA,DAL,WR,"$7,800",12.40%
31794316,Amon-Ra St. Brown,DET,MIN,WR,"$8,200",11.90%
31794348,Tyler Lockett,SEA,TEN,WR,"$5,600",11.70%
31794362,Brandin Cooks,DAL,MIA,WR,"$4,900",11.70%
31794668,David Njoku,CLE,HOU,TE,"$5,300",11.50%
31794871,Carolina Panthers,CAR,GB,D,"$2,400",11.50%
31794342,Adam Thielen,CAR,GB,WR,"$5,900",11.00%
31794344,Garrett Wilson,NYJ,WAS,WR,"$5,800",11.00%
31794346,Terry McLaurin,WAS,NYJ,WR,"$5,700",11.00%
31794350,Jayden Reed,GB,CAR,WR,"$5,400",11.00%
31794058,Baker Mayfield,TB,JAC,QB,"$6,000",10.40%
31794868,Tampa Bay Buccaneers,TB,JAC,D,"$2,600",10.20%
31794862,New York Jets,NYJ,WAS,D,"$3,100",10.10%
31794112,Jonathan Taylor,IND,ATL,RB,"$7,200",9.70%
31794120,Derrick Henry,TEN,SEA,RB,"$6,800",9.70%
31794124,Travis Etienne Jr.,JAC,TB,RB,"$6,600",9.70%
31794134,Breece Hall,NYJ,WAS,RB,"$6,100",9.70%
31794138,James Conner,ARI,CHI,RB,"$5,900",9.70%
31794140,Chuba Hubbard,CAR,GB,RB,"$5,700",9.70%
31794146,Jerome Ford,CLE,HOU,RB,"$5,400",9.70%
31794660,Sam LaPorta,DET,MIN,TE,"$6,400",9.20%
31794662,T.J. Hockenson,MIN,DET,TE,"$5,800",9.20%
31794338,DeAndre Hopkins,TEN,SEA,WR,"$6,100",9.20%
31794866,Arizona Cardinals,ARI,CHI,D,"$2,700",8.50%
31794056,Kyler Murray,ARI,CHI,QB,"$6,400",8.40%
31794865,Chicago Bears,CHI,ARI,D,"$2,800",8.30%
31794869,Tennessee Titans,TEN,SEA,D,"$2,600",8.20%
31794859,Cleveland Browns,CLE,HOU,D,"$3,400",8.00%
31794330,DK Metcalf,SEA,TEN,WR,"$6,700",7.80%
31794336,Chris Godwin,TB,JAC,WR,"$6,200",7.80%
31794368,Jaxon Smith-Njigba,SEA,TEN,WR,"$4,500",7.80%
31794062,Nick Mullens,MIN,DET,QB,"$5,300",7.70%
31794666,Evan Engram,JAC,TB,TE,"$5,400",7.30%
31794332,Amari Cooper,CLE,HOU,WR,"$6,400",7.30%
31794334,Calvin Ridley,JAC,TB,WR,"$6,300",7.30%
31794364,Curtis Samuel,WAS,NYJ,WR,"$4,800",7.30%
31794372,Dontayvion Wicks,GB,CAR,WR,"$4,300",7.30%
31794376,Elijah Moore,CLE,HOU,WR,"$4,200",7.30%
31794382,Alec Pierce,IND,ATL,WR,"$4,000",7.30%
31794386,Parker Washington,JAC,TB,WR,"$3,800",7.30%
31794392,Jonathan Mingo,CAR,GB,WR,"$3,600",7.30%
31794864,Jacksonville Jaguars,JAC,TB,D,"$2,900",7.00%
31794049,Dak Prescott,DAL,MIA,QB,"$7,900",6.90%
31794670,Jake Ferguson,DAL,MIA,TE,"$4,900",6.90%
31794053,Jared Goff,DET,MIN,QB,"$6,900",6.80%
31794050,Tua Tagovailoa,MIA,DAL,QB,"$7,800",6.60%
31794861,Seattle Seahawks,SEA,TEN,D,"$3,200",6.60%
31794060,Geno Smith,SEA,TEN,QB,"$5,800",6.50%
31794322,Mike Evans,TB,JAC,WR,"$7,600",6.20%
31794067,Ryan Tannehill,TEN,SEA,QB,"$5,000",6.20%
31794854,Green Bay Packers,GB,CAR,D,"$3,900",5.90%
31794340,Jordan Addison,MIN,DET,WR,"$6,000",5.90%
31794672,Dalton Schultz,HOU,CLE,TE,"$4,600",5.50%
31794860,Atlanta Falcons,ATL,IND,D,"$3,300",5.50%
31794406,Darnell Mooney,CHI,ARI,WR,"$3,300",5.40%
31794686,Chig Okonkwo,TEN,SEA,TE,"$3,100",5.20%
31794064,C.J. Beathard,JAC,TB,QB,"$5,100",5.00%
31794110,Raheem Mostert,MIA,DAL,RB,"$7,300",4.90%
31794388,Jameson Williams,DET,MIN,WR,"$3,700",4.80%
31794674,Cole Kmet,CHI,ARI,TE,"$4,400",4.60%
31794676,Kyle Pitts,ATL,IND,TE,"$4,000",4.60%
