Name,Position,Roster Position,TeamAbbrev,Week1_Salary,Week1_%Drafted,Week1_FPTS,Week2_Salary
Jets ,DST,DST,NYJ,2500,,20.0,2700
Darnell Washington,TE,TE/FLEX,PIT,2500.0,0.04%,0.0,2700
Connor Heyward,TE,TE/FLEX,PIT,2500.0,0.02%,3.9,2700
Vikings ,DST,DST,MIN,3900.0,1.09%,2.0,2600
Cardinals ,DST,DST,ARI,2500.0,2.30%,19.0,2600
Brycen Hopkins,TE,TE/FLEX,LAR,2800.0,0.03%,3.1,2600
Peyton Hendershot,TE,TE/FLEX,DAL,2500,,0.0,2600
Luke Schoonmaker,TE,TE/FLEX,DAL,2700,,0.0,2600
Jordan Akins,TE,TE/FLEX,CLE,2600.0,0.34%,2.2,2600
Harrison Bryant,TE,TE/FLEX,CLE,2500.0,0.02%,8.5,2600
Jack Stoll,TE,TE/FLEX,PHI,2500.0,0.00%,0.0,2500
Albert Okwuegbunam,TE,TE/FLEX,PHI,2700.0,0.04%,0.0,2500
Grant Calcaterra,TE,TE/FLEX,PHI,2500.0,,0.0,2500
Brady Russell,TE,TE/FLEX,PHI,2500.0,,0.0,2500
Johnny Mundt,TE,TE/FLEX,MIN,2500.0,0.00%,0.0,2500
Nick Muse,TE,TE/FLEX,MIN,2500.0,0.00%,0.0,2500
Andrew DePaola,TE,TE/FLEX,MIN,2500.0,,0.0,2500
Josiah Deguara,TE,TE/FLEX,GB,2500.0,0.01%,0.0,2500
Tucker Kraft,TE,TE/FLEX,GB,2500.0,0.01%,0.0,2500
Ben Sims,TE,TE/FLEX,GB,2500.0,,0.0,2500
Tyler Davis,TE,TE/FLEX,GB,2500.0,,0.0,2500
Austin Allen,TE,TE/FLEX,GB,2500.0,,0.0,2500
Jonnu Smith,TE,TE/FLEX,ATL,2700.0,0.05%,0.0,2500
MyCole Pruitt,TE,TE/FLEX,ATL,2500.0,0.02%,0.0,2500
Parker Hesse,TE,TE/FLEX,ATL,2500.0,0.00%,0.0,2500
John FitzPatrick,TE,TE/FLEX,ATL,2500.0,0.00%,0.0,2500
Feleipe Franks,TE,TE/FLEX,ATL,2500.0,,0.0,2500
Tucker Fisk,TE,TE/FLEX,ATL,2500.0,0.00%,0.0,2500
Jesper Horsted,TE,TE/FLEX,LV,2500.0,0.00%,0.0,2500
Cole Fotheringham,TE,TE/FLEX,LV,2500.0,0.01%,0.0,2500
John Samuel Shenker,TE,TE/FLEX,LV,2500.0,,0.0,2500
Quintin Morris,TE,TE/FLEX,BUF,2500,,0.0,2500
Zach Davidson,TE,TE/FLEX,BUF,2500,,0.0,2500
Joel Wilson,TE,TE/FLEX,BUF,2500,,0.0,2500
Charlie Kolar,TE,TE/FLEX,BAL,2500.0,0.08%,0.0,2500
Tyler Ott,TE,TE/FLEX,BAL,2500.0,0.00%,0.0,2500
Travis Vokolek,TE,TE/FLEX,BAL,2500.0,0.00%,0.0,2500
Drew Sample,TE,TE/FLEX,CIN,2500.0,0.01%,0.0,2500
Mitchell Wilcox,TE,TE/FLEX,CIN,2500.0,0.01%,0.0,2500
Cal Adomitis,TE,TE/FLEX,CIN,2500.0,,0.0,2500
Tanner Hudson,TE,TE/FLEX,CIN,2500.0,0.00%,0.0,2500
Zach Gentry,TE,TE/FLEX,CIN,2500.0,0.00%,0.0,2500
Colby Parkinson,TE,TE/FLEX,SEA,2500.0,0.02%,1.8,2500
Tyler Mabry,TE,TE/FLEX,SEA,2500.0,0.00%,0.0,2500
James Mitchell,TE,TE/FLEX,DET,2500,,0.0,2500
Shane Zylstra,TE,TE/FLEX,DET,2500,,0.0,2500
Darrell Daniels,TE,TE/FLEX,DET,2500,,0.0,2500
Mo Alie-Cox,TE,TE/FLEX,IND,2500.0,0.11%,0.0,2500
Drew Ogletree,TE,TE/FLEX,IND,2500.0,0.00%,3.0,2500
Will Mallory,TE,TE/FLEX,IND,2500.0,0.01%,0.0,2500
Jelani Woods,TE,TE/FLEX,IND,3200.0,0.00%,0.0,2500
Teagan Quitoriano,TE,TE/FLEX,HOU,2500.0,0.01%,2.1,2500
Brevin Jordan,TE,TE/FLEX,HOU,2500.0,0.00%,0.0,2500
Dalton Keene,TE,TE/FLEX,HOU,2500.0,,0.0,2500
Luke Farrell,TE,TE/FLEX,JAX,2500.0,0.00%,0.0,2500
Brenton Strange,TE,TE/FLEX,JAX,2500.0,0.01%,0.0,2500
Leonard Taylor,TE,TE/FLEX,JAX,2500.0,,0.0,2500
Josh Pederson,TE,TE/FLEX,JAX,2500.0,,0.0,2500
Jody Fortson,TE,TE/FLEX,KC,2500,,0.0,2500
Gerrit Prince,TE,TE/FLEX,KC,2500.0,,0.0,2500
James Winchester,TE,TE/FLEX,KC,2500,,0.0,2500
Matt Bushman,TE,TE/FLEX,KC,2500,,0.0,2500
Jaguars ,DST,DST,JAX,3500.0,6.18%,11.0,2500
Ko Kieft,TE,TE/FLEX,TB,2500.0,0.01%,0.0,2500
Payne Durham,TE,TE/FLEX,TB,2500.0,0.00%,0.0,2500
David Wells,TE,TE/FLEX,TB,2500.0,,0.0,2500
Tanner Taula,TE,TE/FLEX,TB,2500.0,,0.0,2500
Marcedes Lewis,TE,TE/FLEX,CHI,2500.0,0.01%,0.0,2500
Stephen Carlson,TE,TE/FLEX,CHI,2500.0,0.00%,0.0,2500
Patrick Scales,TE,TE/FLEX,CHI,2500.0,,0.0,2500
Tre' McKitty,TE,TE/FLEX,LAC,2500.0,0.00%,0.0,2500
Stone Smartt,TE,TE/FLEX,LAC,2500.0,0.00%,0.0,2500
Hunter Kampmoyer,TE,TE/FLEX,LAC,2500.0,,0.0,2500
Nick Vannett,TE,TE/FLEX,LAC,2500.0,0.01%,0.0,2500
Trevon Wesco,TE,TE/FLEX,TEN,2500.0,0.00%,0.0,2500
Josh Whyle,TE,TE/FLEX,TEN,2500.0,,0.0,2500
Thomas Odukoya,TE,TE/FLEX,TEN,2500.0,,0.0,2500
Kevin Rader,TE,TE/FLEX,TEN,2500.0,,0.0,2500
Geoff Swaim,TE,TE/FLEX,ARI,2500.0,,0.0,2500
Bernhard Seikovits,TE,TE/FLEX,ARI,2500.0,0.00%,0.0,2500
Blake Whiteheart,TE,TE/FLEX,ARI,2500.0,0.00%,0.0,2500
Lawrence Cager,TE,TE/FLEX,NYG,2500,,3.7,2500
Tommy Sweeney,TE,TE/FLEX,NYG,2500,,0.0,2500
Tyree Jackson,TE,TE/FLEX,NYG,2500.0,,0.0,2500
Ryan Jones,TE,TE/FLEX,NYG,2500,,0.0,2500
Charlie Woerner,TE,TE/FLEX,SF,2500.0,0.01%,0.0,2500
Ross Dwelley,TE,TE/FLEX,SF,2500.0,0.01%,0.0,2500
Brayden Willis,TE,TE/FLEX,SF,2500.0,0.00%,0.0,2500
Cameron Latu,TE,TE/FLEX,SF,2500.0,,0.0,2500
Troy Fumagalli,TE,TE/FLEX,SF,2500.0,0.00%,0.0,2500
Davis Allen,TE,TE/FLEX,LAR,2500.0,0.01%,0.0,2500
Hunter Long,TE,TE/FLEX,LAR,2500.0,,0.0,2500
Nikola Kalinic,TE,TE/FLEX,LAR,2500.0,0.00%,0.0,2500
Jeremy Ruckert,TE,TE/FLEX,NYJ,2500,,0.0,2500
Kenny Yeboah,TE,TE/FLEX,NYJ,2500,,0.0,2500
Zack Kuntz,TE,TE/FLEX,NYJ,2500,,0.0,2500
Princeton Fant,TE,TE/FLEX,DAL,2500,,0.0,2500
Sean McKeon,TE,TE/FLEX,DAL,2500,,0.0,2500
John Bates,TE,TE/FLEX,WAS,2500.0,0.01%,0.0,2500
Cole Turner,TE,TE/FLEX,WAS,2500.0,0.16%,2.7,2500
Curtis Hodges,TE,TE/FLEX,WAS,2500.0,,0.0,2500
Kaden Smith,TE,TE/FLEX,WAS,2500.0,,0.0,2500
Armani Rogers,TE,TE/FLEX,WAS,2500.0,,0.0,2500
Brandon Dillon,TE,TE/FLEX,WAS,2500.0,,0.0,2500
Chris Manhertz,TE,TE/FLEX,DEN,2500.0,,0.0,2500
Nate Adkins,TE,TE/FLEX,DEN,2500.0,0.00%,0.0,2500
Lucas Krull,TE,TE/FLEX,DEN,2500.0,0.01%,0.0,2500
Mitchell Fraboni,TE,TE/FLEX,DEN,2500.0,,0.0,2500
Pharaoh Brown,TE,TE/FLEX,NE,2500.0,0.01%,0.0,2500
Matt Sokol,TE,TE/FLEX,NE,2500.0,0.00%,0.0,2500
Tyler Kroft,TE,TE/FLEX,MIA,2500.0,0.01%,0.0,2500
Julian Hill,TE,TE/FLEX,MIA,2500.0,0.00%,0.0,2500
Tanner Conner,TE,TE/FLEX,MIA,2500.0,,0.0,2500
Nick Bowers,TE,TE/FLEX,MIA,2500.0,0.00%,0.0,2500
Ian Thomas,TE,TE/FLEX,CAR,2500.0,0.03%,0.0,2500
Tommy Tremble,TE,TE/FLEX,CAR,2500.0,0.02%,0.0,2500
Giovanni Ricci,TE,TE/FLEX,CAR,2500.0,0.00%,1.2,2500
Stephen Sullivan,TE,TE/FLEX,CAR,2500.0,0.00%,0.0,2500
Foster Moreau,TE,TE/FLEX,NO,2700.0,0.16%,0.0,2500
Jimmy Graham,TE,TE/FLEX,NO,2500.0,0.07%,0.0,2500
Tommy Hudson,TE,TE/FLEX,NO,2500.0,,0.0,2500
Zach Wood,TE,TE/FLEX,NO,2500.0,,0.0,2500
Rodney Williams II,TE,TE/FLEX,PIT,2500.0,0.00%,0.0,2500
Zaire Mitchell-Paden,TE,TE/FLEX,CLE,2500.0,0.00%,0.0,2500
Titans ,DST,DST,TEN,2600.0,1.33%,9.0,2400
Rams ,DST,DST,LAR,2700.0,0.54%,6.0,2300
Raiders ,DST,DST,LV,2300.0,6.53%,3.0,2200
