PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Saquon Barkley,RB,NYG,DAL,975,39.00,17.00,11.00,7700,13.63,1.8,5.40
New Orleans Saints,D,NO,MIN,-151,41.00,-3.00,22.00,3900,7.13,1.8,5.39
Logan Thomas,TE,WAS,SEA,231,44.50,6.50,19.00,3800,8.31,2.2,5.37
Derrick Henry,RB,TEN,TB,100,39.00,1.00,19.00,7400,13.12,1.8,5.33
Tennessee Titans,D,TEN,TB,100,39.00,1.00,19.00,3300,6.57,2.0,5.29
Sam LaPorta,TE,DET,LAC,-156,48.50,-3.00,25.75,5700,10.11,1.8,5.26
David Montgomery,RB,DET,LAC,-156,48.50,-3.00,25.75,6900,12.38,1.8,5.25
Michael Gallup,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3500,7.40,2.1,5.24
Chigoziem Okonkwo,TE,TEN,TB,100,39.00,1.00,19.00,3000,7.46,2.5,5.21
Mike Evans,WR,TB,TEN,-115,39.00,-1.00,20.00,7200,12.20,1.7,5.17
Kyler Murray,QB,ARI,ATL,104,43.00,1.50,20.75,5900,16.05,2.7,5.16
Jayden Reed,WR,GB,PIT,148,39.00,3.00,18.00,3800,8.40,2.2,5.16
Wan'Dale Robinson,WR,NYG,DAL,975,39.00,17.00,11.00,3700,8.29,2.2,5.04
Chris Godwin,WR,TB,TEN,-115,39.00,-1.00,20.00,6700,12.39,1.9,4.96
Jerome Ford,RB,CLE,BAL,231,38.00,6.50,15.75,5300,10.07,1.9,4.85
Jahan Dotson,WR,WAS,SEA,231,44.50,6.50,19.00,5000,10.02,2.0,4.74
Mark Andrews,TE,BAL,CLE,-288,38.00,-6.50,22.25,6900,11.85,1.7,4.61
Dalton Schultz,TE,HOU,CIN,233,47.00,6.50,20.25,4900,10.01,2.0,4.42
David Njoku,TE,CLE,BAL,231,38.00,6.50,15.75,4000,8.42,2.1,4.39
Amari Cooper,WR,CLE,BAL,231,38.00,6.50,15.75,6300,12.37,2.0,4.36
Tampa Bay Buccaneers,D,TB,TEN,-115,39.00,-1.00,20.00,3500,7.45,2.1,4.35
Josh Reynolds,WR,DET,LAC,-156,48.50,-3.00,25.75,3800,8.20,2.2,4.31
George Kittle,TE,SF,JAX,-170,45.00,-3.00,24.00,6100,10.70,1.8,4.28
Curtis Samuel,WR,WAS,SEA,231,44.50,6.50,19.00,3900,9.20,2.4,4.21
Juwan Johnson,TE,NO,MIN,-151,41.00,-3.00,22.00,3100,6.80,2.2,4.14
Taylor Heinicke,QB,ATL,ARI,-124,43.00,-1.50,22.25,5100,15.24,3.0,4.03
Justin Herbert,QB,LAC,DET,130,48.50,3.00,22.75,7700,18.53,2.4,3.94
Will Levis,QB,TEN,TB,100,39.00,1.00,19.00,5300,16.93,3.2,3.93
Michael Wilson,WR,ARI,ATL,104,43.00,1.50,20.75,3500,7.12,2.0,3.75
Tyjae Spears,RB,TEN,TB,100,39.00,1.00,19.00,4500,8.10,1.8,3.72
Luke Musgrave,TE,GB,PIT,148,39.00,3.00,18.00,3700,7.42,2.0,3.69
Tyler Allgeier,RB,ATL,ARI,-124,43.00,-1.50,22.25,4700,8.07,1.7,3.62
Brian Robinson,RB,WAS,SEA,231,44.50,6.50,19.00,5400,8.97,1.7,3.56
Jalin Hyatt,WR,NYG,DAL,975,39.00,17.00,11.00,3000,7.07,2.4,3.54
Darius Slayton,WR,NYG,DAL,975,39.00,17.00,11.00,3200,6.79,2.1,3.54
Trey Palmer,WR,TB,TEN,-115,39.00,-1.00,20.00,3200,6.66,2.1,3.50
Brandin Cooks,WR,DAL,NYG,-1812,39.00,-17.00,28.00,4200,6.98,1.7,3.48
Deshaun Watson,QB,CLE,BAL,231,38.00,6.50,15.75,5400,15.68,2.9,3.45
Tank Dell,WR,HOU,CIN,233,47.00,6.50,20.25,5500,9.90,1.8,3.34
Christian Watson,WR,GB,PIT,148,39.00,3.00,18.00,4900,8.77,1.8,3.30
Kyle Philips,WR,TEN,TB,100,39.00,1.00,19.00,3000,5.24,1.8,3.24
Nico Collins,WR,HOU,CIN,233,47.00,6.50,20.25,6600,10.80,1.6,3.24
Odell Beckham,WR,BAL,CLE,-288,38.00,-6.50,22.25,3800,7.24,1.9,3.13
Gerald Everett,TE,LAC,DET,130,48.50,3.00,22.75,3900,6.90,1.8,3.13
Rashid Shaheed,WR,NO,MIN,-151,41.00,-3.00,22.00,4300,8.36,1.9,3.12
K.J. Osborn,WR,MIN,NO,126,41.00,3.00,19.00,4200,7.44,1.8,3.07
Tanner Hudson,TE,CIN,HOU,-290,47.00,-6.50,26.75,2500,5.82,2.3,3.03
Devin Singletary,RB,HOU,CIN,233,47.00,6.50,20.25,4700,8.60,1.8,2.96
Jameson Williams,WR,DET,LAC,-156,48.50,-3.00,25.75,3400,6.56,1.9,2.86
Lamar Jackson,QB,BAL,CLE,-288,38.00,-6.50,22.25,8000,18.15,2.3,2.79
Derek Carr,QB,NO,MIN,-151,41.00,-3.00,22.00,5800,14.87,2.6,2.57
Daniel Bellinger,TE,NYG,DAL,975,39.00,17.00,11.00,3000,4.77,1.6,2.50
Connor Heyward,TE,PIT,GB,-177,39.00,-3.00,21.00,2900,4.77,1.6,2.47
Los Angeles Chargers,D,LAC,DET,130,48.50,3.00,22.75,2600,5.03,1.9,2.21
Rashod Bateman,WR,BAL,CLE,-288,38.00,-6.50,22.25,3200,5.36,1.7,2.21
Washington Commanders,D,WAS,SEA,231,44.50,6.50,19.00,2900,5.34,1.8,2.04
Zay Jones,WR,JAX,SF,141,45.00,3.00,21.00,4000,6.33,1.6,2.02
Zach Charbonnet,RB,SEA,WAS,-285,44.50,-6.50,25.50,4200,6.20,1.5,1.96
Brandon Powell,WR,MIN,NO,126,41.00,3.00,19.00,3200,4.82,1.5,1.95
Romeo Doubs,WR,GB,PIT,148,39.00,3.00,18.00,5300,8.39,1.6,1.92
Antonio Gibson,RB,WAS,SEA,231,44.50,6.50,19.00,4600,7.64,1.7,1.82
Houston Texans,D,HOU,CIN,233,47.00,6.50,20.25,2700,4.85,1.8,1.81
John Metchie,WR,HOU,CIN,233,47.00,6.50,20.25,3000,6.89,2.3,1.74
Cleveland Browns,D,CLE,BAL,231,38.00,6.50,15.75,3000,5.45,1.8,1.74
C.J. Stroud,QB,HOU,CIN,233,47.00,6.50,20.25,6900,16.79,2.4,1.72
Kareem Hunt,RB,CLE,BAL,231,38.00,6.50,15.75,5100,7.77,1.5,1.66
Jalen Guyton,WR,LAC,DET,130,48.50,3.00,22.75,3000,4.80,1.6,1.63
Justice Hill,RB,BAL,CLE,-288,38.00,-6.50,22.25,4500,7.12,1.6,1.59
Donovan Peoples-Jones,WR,DET,LAC,-156,48.50,-3.00,25.75,3000,4.97,1.7,1.55
Kenny Pickett,QB,PIT,GB,-177,39.00,-3.00,21.00,4900,11.79,2.4,1.46
Seattle Seahawks,D,SEA,WAS,-285,44.50,-6.50,25.50,4100,7.39,1.8,1.46
Van Jefferson,WR,ATL,ARI,-124,43.00,-1.50,22.25,3300,5.59,1.7,1.36
Dameon Pierce,RB,HOU,CIN,233,47.00,6.50,20.25,5200,7.00,1.4,1.32
Kyle Juszczyk,RB,SF,JAX,-170,45.00,-3.00,24.00,4000,2.20,0.6,1.23
AJ Dillon,RB,GB,PIT,148,39.00,3.00,18.00,4600,5.99,1.3,1.18
Baltimore Ravens,D,BAL,CLE,-288,38.00,-6.50,22.25,4000,8.17,2.0,1.17
Gus Edwards,RB,BAL,CLE,-288,38.00,-6.50,22.25,6100,8.03,1.3,1.14
Noah Brown,WR,HOU,CIN,233,47.00,6.50,20.25,3700,4.43,1.2,1.11
Donald Parham,TE,LAC,DET,130,48.50,3.00,22.75,3200,3.73,1.2,1.05
Drew Sample,TE,CIN,HOU,-290,47.00,-6.50,26.75,2500,3.83,1.5,1.03
Nick Westbrook-Ikhine,WR,TEN,TB,100,39.00,1.00,19.00,3400,4.29,1.3,1.00
San Francisco 49ers,D,SF,JAX,-170,45.00,-3.00,24.00,3600,5.89,1.6,0.95
Noah Fant,TE,SEA,WAS,-285,44.50,-6.50,25.50,2800,2.47,0.9,0.82
Kalif Raymond,WR,DET,LAC,-156,48.50,-3.00,25.75,3100,5.04,1.6,0.80
Jordan Love,QB,GB,PIT,148,39.00,3.00,18.00,5600,13.20,2.4,0.79
Atlanta Falcons,D,ATL,ARI,-124,43.00,-1.50,22.25,3700,5.97,1.6,0.78
Colby Parkinson,TE,SEA,WAS,-285,44.50,-6.50,25.50,2500,2.57,1.0,0.75
Green Bay Packers,D,GB,PIT,148,39.00,3.00,18.00,3400,5.92,1.7,0.74
Robert Woods,WR,HOU,CIN,233,47.00,6.50,20.25,4000,7.09,1.8,0.71
Minnesota Vikings,D,MIN,NO,126,41.00,3.00,19.00,3200,5.93,1.9,0.63
Keaton Mitchell,RB,BAL,CLE,-288,38.00,-6.50,22.25,4700,5.23,1.1,0.52
Jalen Tolbert,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3300,2.54,0.8,0.51
Chris Moore,WR,TEN,TB,100,39.00,1.00,19.00,3000,3.89,1.3,0.50
Joshua Kelley,RB,LAC,DET,130,48.50,3.00,22.75,4800,5.38,1.1,0.48
Ty Chandler,RB,MIN,NO,126,41.00,3.00,19.00,4000,4.31,1.1,0.47
Mack Hollins,WR,ATL,ARI,-124,43.00,-1.50,22.25,3500,3.97,1.1,0.44
Allen Robinson,WR,PIT,GB,-177,39.00,-3.00,21.00,3000,2.59,0.9,0.43
Tommy DeVito,QB,NYG,DAL,975,39.00,17.00,11.00,4700,9.79,2.1,0.41
Will Dissly,TE,SEA,WAS,-285,44.50,-6.50,25.50,2500,2.11,0.8,0.38
New York Giants,D,NYG,DAL,975,39.00,17.00,11.00,2100,3.41,1.6,0.37
Andrei Iosivas,WR,CIN,HOU,-290,47.00,-6.50,26.75,3000,3.35,1.1,0.37
Jamaal Williams,RB,NO,MIN,-151,41.00,-3.00,22.00,4300,4.28,1.0,0.31
Dontayvion Wicks,WR,GB,PIT,148,39.00,3.00,18.00,3300,3.19,1.0,0.29
Jake Bobo,WR,SEA,WAS,-285,44.50,-6.50,25.50,3200,3.58,1.1,0.28
Foster Moreau,TE,NO,MIN,-151,41.00,-3.00,22.00,2500,1.68,0.7,0.28
Deven Thompkins,WR,TB,TEN,-115,39.00,-1.00,20.00,3000,2.42,0.8,0.27
Jauan Jennings,WR,SF,JAX,-170,45.00,-3.00,24.00,3900,3.24,0.8,0.24
Josh Oliver,TE,MIN,NO,126,41.00,3.00,19.00,2900,2.19,0.8,0.23
Tee Higgins,WR,CIN,HOU,-290,47.00,-6.50,26.75,6500,3.72,0.6,0.23
Derius Davis,WR,LAC,DET,130,48.50,3.00,22.75,3100,2.60,0.8,0.22
Rico Dowdle,RB,DAL,NYG,-1812,39.00,-17.00,28.00,4300,3.24,0.8,0.20
Jordan Akins,TE,CLE,BAL,231,38.00,6.50,15.75,2500,1.91,0.8,0.20
Darnell Washington,TE,PIT,GB,-177,39.00,-3.00,21.00,2500,0.52,0.2,0.19
Ke'Shawn Vaughn,RB,TB,TEN,-115,39.00,-1.00,20.00,4000,4.07,1.0,0.18
Luke Schoonmaker,TE,DAL,NYG,-1812,39.00,-17.00,28.00,2500,1.43,0.6,0.15
Calvin Austin,WR,PIT,GB,-177,39.00,-3.00,21.00,3000,1.33,0.4,0.15
Emari Demercado,RB,ARI,ATL,104,43.00,1.50,20.75,4400,4.35,1.0,0.14
Chase Edmonds,RB,TB,TEN,-115,39.00,-1.00,20.00,4300,3.35,0.8,0.14
John Bates,TE,WAS,SEA,231,44.50,6.50,19.00,2500,1.29,0.5,0.14
Harrison Bryant,TE,CLE,BAL,231,38.00,6.50,15.75,2500,1.34,0.5,0.14
Nelson Agholor,WR,BAL,CLE,-288,38.00,-6.50,22.25,3000,2.24,0.8,0.13
Jamal Agnew,WR,JAX,SF,141,45.00,3.00,21.00,3000,2.89,1.0,0.11
Treylon Burks,WR,TEN,TB,100,39.00,1.00,19.00,3600,2.88,0.8,0.11
KhaDarel Hodge,WR,ATL,ARI,-124,43.00,-1.50,22.25,3400,2.30,0.7,0.10
Josiah Deguara,TE,GB,PIT,148,39.00,3.00,18.00,2500,1.15,0.5,0.10
KaVontae Turpin,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3000,1.53,0.5,0.10
Brock Wright,TE,DET,LAC,-156,48.50,-3.00,25.75,2500,1.24,0.5,0.09
Johnny Mundt,TE,MIN,NO,126,41.00,3.00,19.00,2500,0.51,0.2,0.08
Elijah Mitchell,RB,SF,JAX,-170,45.00,-3.00,24.00,4300,2.93,0.7,0.07
Jamison Crowder,WR,WAS,SEA,231,44.50,6.50,19.00,3400,2.09,0.6,0.07
Brenton Strange,TE,JAX,SF,141,45.00,3.00,21.00,2500,1.31,0.5,0.07
Isaiah Likely,TE,BAL,CLE,-288,38.00,-6.50,22.25,2500,0.97,0.4,0.07
Ross Dwelley,TE,SF,JAX,-170,45.00,-3.00,24.00,2500,0.56,0.2,0.07
Detroit Lions,D,DET,LAC,-156,48.50,-3.00,25.75,3100,5.12,1.7,0.06
Scotty Miller,WR,ATL,ARI,-124,43.00,-1.50,22.25,3100,2.48,0.8,0.06
Dyami Brown,WR,WAS,SEA,231,44.50,6.50,19.00,3000,1.87,0.6,0.06
Brevin Jordan,TE,HOU,CIN,233,47.00,6.50,20.25,2500,1.18,0.5,0.06
Isaiah Hodgins,WR,NYG,DAL,975,39.00,17.00,11.00,3000,1.82,0.6,0.05
Josh Whyle,TE,TEN,TB,100,39.00,1.00,19.00,2500,1.22,0.5,0.05
Mitchell Wilcox,TE,CIN,HOU,-290,47.00,-6.50,26.75,2500,0.93,0.4,0.05
Stone Smartt,TE,LAC,DET,130,48.50,3.00,22.75,2500,0.78,0.3,0.05
Rakim Jarrett,WR,TB,TEN,-115,39.00,-1.00,20.00,3000,2.32,0.8,0.04
Tank Bigsby,RB,JAX,SF,141,45.00,3.00,21.00,4200,2.31,0.6,0.04
Zach Pascal,WR,ARI,ATL,104,43.00,1.50,20.75,3000,1.42,0.5,0.04
Cordarrelle Patterson,RB,ATL,ARI,-124,43.00,-1.50,22.25,4200,2.57,0.6,0.03
Matt Breida,RB,NYG,DAL,975,39.00,17.00,11.00,4200,2.26,0.5,0.03
Trayveon Williams,RB,CIN,HOU,-290,47.00,-6.50,26.75,4700,2.13,0.4,0.03
Cole Turner,TE,WAS,SEA,231,44.50,6.50,19.00,2500,0.72,0.3,0.03
Charlie Kolar,TE,BAL,CLE,-288,38.00,-6.50,22.25,2500,0.18,0.1,0.03
Pierre Strong,RB,CLE,BAL,231,38.00,6.50,15.75,4000,2.18,0.6,0.02
Ray-Ray McCloud,WR,SF,JAX,-170,45.00,-3.00,24.00,3200,1.84,0.6,0.02
Byron Pringle,WR,WAS,SEA,231,44.50,6.50,19.00,3000,1.59,0.5,0.02
Marquise Goodwin,WR,CLE,BAL,231,38.00,6.50,15.75,3000,1.38,0.5,0.02
DeeJay Dallas,RB,SEA,WAS,-285,44.50,-6.50,25.50,4000,2.12,0.5,0.01
Craig Reynolds,RB,DET,LAC,-156,48.50,-3.00,25.75,4600,1.51,0.3,0.01
Kendre Miller,RB,NO,MIN,-151,41.00,-3.00,22.00,4200,1.49,0.3,0.01
Chris Evans,RB,CIN,HOU,-290,47.00,-6.50,26.75,4600,1.24,0.3,0.01
David Bell,WR,CLE,BAL,231,38.00,6.50,15.75,3000,0.99,0.3,0.01
Keaontay Ingram,RB,ARI,ATL,104,43.00,1.50,20.75,4500,1.26,0.3,0.01
Simi Fehoko,WR,LAC,DET,130,48.50,3.00,22.75,3000,0.95,0.3,0.01
Payne Durham,TE,TB,TEN,-115,39.00,-1.00,20.00,2500,0.51,0.2,0.01
N'Keal Harry,WR,MIN,NO,126,41.00,3.00,19.00,3000,0.33,0.1,0.01
Ko Kieft,TE,TB,TEN,-115,39.00,-1.00,20.00,2500,0.33,0.1,0.01
Trishton Jackson,WR,MIN,NO,126,41.00,3.00,19.00,3000,0.37,0.1,0.01
Taysom Hill,TE,NO,MIN,-151,41.00,-3.00,22.00,5100,8.47,1.7,0.00
Samori Toure,WR,GB,PIT,148,39.00,3.00,18.00,3000,1.08,0.4,0.00
Emanuel Wilson,RB,GB,PIT,148,39.00,3.00,18.00,4000,1.35,0.3,0.00
Dee Eskridge,WR,SEA,WAS,-285,44.50,-6.50,25.50,3000,0.81,0.3,0.00
Devin Duvernay,WR,BAL,CLE,-288,38.00,-6.50,22.25,3000,0.89,0.3,0.00
Kene Nwangwu,RB,MIN,NO,126,41.00,3.00,19.00,4000,0.63,0.2,0.00
D'Ernest Johnson,RB,JAX,SF,141,45.00,3.00,21.00,4000,0.87,0.2,0.00
Chris Rodriguez,RB,WAS,SEA,231,44.50,6.50,19.00,4000,0.74,0.2,0.00
Jordan Mason,RB,SF,JAX,-170,45.00,-3.00,24.00,4800,1.11,0.2,0.00
Isaiah Spiller,RB,LAC,DET,130,48.50,3.00,22.75,4000,0.76,0.2,0.00
Deon Jackson,RB,NYG,DAL,975,39.00,17.00,11.00,4000,0.94,0.2,0.00
Sterling Shepard,WR,NYG,DAL,975,39.00,17.00,11.00,3000,0.28,0.1,0.00
Mike Boone,RB,HOU,CIN,233,47.00,6.50,20.25,4000,0.56,0.1,0.00
Eric Saubert,TE,HOU,CIN,233,47.00,6.50,20.25,2500,0.24,0.1,0.00
Deuce Vaughn,RB,DAL,NYG,-1812,39.00,-17.00,28.00,4000,0.49,0.1,0.00
Antoine Green,WR,DET,LAC,-156,48.50,-3.00,25.75,3000,0.35,0.1,0.00
Xavier Hutchinson,WR,HOU,CIN,233,47.00,6.50,20.25,3000,0.30,0.1,0.00
Elijah Dotson,RB,LAC,DET,130,48.50,3.00,22.75,4000,0.37,0.1,0.00
Parris Campbell,WR,NYG,DAL,975,39.00,17.00,11.00,3000,0.41,0.1,0.00
Jalen Nailor,WR,MIN,NO,126,41.00,3.00,19.00,3000,0.14,0.1,0.00
Tyrion Davis-Price,RB,SF,JAX,-170,45.00,-3.00,24.00,4000,0.20,0.1,0.00
Miles Boykin,WR,PIT,GB,-177,39.00,-3.00,21.00,3000,0.19,0.1,0.00
Malik Heath,WR,GB,PIT,148,39.00,3.00,18.00,3000,0.15,0.1,0.00
Tim Jones,WR,JAX,SF,141,45.00,3.00,21.00,3000,0.40,0.1,0.00
Sean Tucker,RB,TB,TEN,-115,39.00,-1.00,20.00,4000,0.22,0.1,0.00
JaMycal Hasty,RB,JAX,SF,141,45.00,3.00,21.00,4000,0.47,0.1,0.00
Ronnie Bell,WR,SF,JAX,-170,45.00,-3.00,24.00,3000,0.28,0.1,0.00
Tucker Kraft,TE,GB,PIT,148,39.00,3.00,18.00,2500,0.19,0.1,0.00
Anthony McFarland,RB,PIT,GB,-177,39.00,-3.00,21.00,4000,0.39,0.1,0.00
Greg Dortch,WR,ARI,ATL,104,43.00,1.50,20.75,3000,0.32,0.1,0.00
Jimmy Graham,TE,NO,MIN,-151,41.00,-3.00,22.00,2500,0.33,0.1,0.00
Brayden Willis,TE,SF,JAX,-170,45.00,-3.00,24.00,2500,0.00,0.0,0
Eric Gray,RB,NYG,DAL,975,39.00,17.00,11.00,4000,0.00,0.0,0
Ben Sims,TE,GB,PIT,148,39.00,3.00,18.00,2500,0.00,0.0,0
Bryce Ford-Wheaton,WR,NYG,DAL,975,39.00,17.00,11.00,3000,0.00,0.0,0
Sean Clifford,QB,GB,PIT,148,39.00,3.00,18.00,4400,0.00,0.0,0
Jalen Brooks,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3000,0.00,0.0,0
Jashaun Corbin,RB,NYG,DAL,975,39.00,17.00,11.00,4000,0.00,0.0,0
Jakeem Grant,WR,CLE,BAL,231,38.00,6.50,15.75,3000,0.00,0.0,0
David Durden,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3000,0.00,0.0,0
Cameron Latu,TE,SF,JAX,-170,45.00,-3.00,24.00,2500,0.00,0.0,0
John Stephens,WR,DAL,NYG,-1812,39.00,-17.00,28.00,3000,0.00,0.0,0
Darren Waller,TE,NYG,DAL,975,39.00,17.00,11.00,2500,0.00,0.0,0
Gary Brightwell,RB,NYG,DAL,975,39.00,17.00,11.00,4000,0.00,0.0,0
Tyrod Taylor,QB,NYG,DAL,975,39.00,17.00,11.00,4000,0.00,0.0,0
Lawrence Cager,TE,NYG,DAL,975,39.00,17.00,11.00,2500,0.00,0.0,0
Mitch Trubisky,QB,PIT,GB,-177,39.00,-3.00,21.00,4700,0.00,0.0,0
Gunner Olszewski,WR,NYG,DAL,975,39.00,17.00,11.00,3000,0.00,0.0,0
Chris Myarick,RB,NYG,DAL,975,39.00,17.00,11.00,4000,0.00,0.0,0
Kirk Cousins,QB,MIN,NO,126,41.00,3.00,19.00,4000,0.00,0.0,0
Mason Rudolph,QB,PIT,GB,-177,39.00,-3.00,21.00,4000,0.00,0.0,0
Godwin Igwebuike,RB,PIT,GB,-177,39.00,-3.00,21.00,4000,0.06,0.0,0.00
Daniel Jones,QB,NYG,DAL,975,39.00,17.00,11.00,5200,0.00,0.0,0
Matt Barkley,QB,NYG,DAL,975,39.00,17.00,11.00,4500,0.00,0.0,0
PJ Walker,QB,CLE,BAL,231,38.00,6.50,15.75,4500,0.00,0.0,0
