Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3932861028,Makpro (5/5),0,249.74,DST Ravens  FLEX Adam Thielen QB Jordan Love RB Christian McCaffrey RB De'Von Achane TE Noah Fant WR Stefon Diggs WR DJ Moore WR Nico Collins,,Adam Thielen,WR,27.89%,15.2
2,3932860999,Makpro (4/5),0,241.44,DST Ravens  FLEX Adam Thielen QB Jordan Love RB Christian McCaffrey RB De'Von Achane TE Will Dissly WR Stefon Diggs WR DJ Moore WR Nico Collins,,Keenan Allen,WR,26.46%,12.2
3,3931455763,rmj4133 (5/20),0,224.5,DST Seahawks  FLEX Puka Nacua QB Josh Allen RB Joshua Kelley RB Cam Akers TE Dalton Kincaid WR Stefon Diggs WR Terry McLaurin WR Nico Collins,,Sam LaPorta,TE,23.87%,9.6
4,3932703835,natejlewis (9/20),0,219.8,DST Ravens  FLEX Nico Collins QB Josh Allen RB De'Von Achane RB Joshua Kelley TE Dalton Kincaid WR Stefon Diggs WR Brandon Aiyuk WR Romeo Doubs,,Tank Dell,FLEX,22.16%,3.9
4,3932703836,natejlewis (10/20),0,219.8,DST Ravens  FLEX Nico Collins QB Josh Allen RB De'Von Achane RB Joshua Kelley TE Dalton Kincaid WR Stefon Diggs WR Brandon Aiyuk WR Romeo Doubs,,Christian McCaffrey,FLEX,20.77%,51.7
6,3935027695,nchappell682,0,219.76001,DST Seahawks  FLEX Nico Collins QB Matthew Stafford RB Kenneth Walker III RB David Montgomery TE Luke Musgrave WR Ja'Marr Chase WR Puka Nacua WR DJ Moore,,D'Andre Swift,RB,19.21%,17.9
7,3932034244,think_curiously (2/2),0,219.72,DST Buccaneers  FLEX Puka Nacua QB Brock Purdy RB Christian McCaffrey RB D'Andre Swift TE Pat Freiermuth WR Brandon Aiyuk WR Nico Collins WR Adam Thielen,,Kenneth Walker III,RB,18.29%,13.9
8,3931766563,Quivalier (9/20),0,216.70001,DST Vikings  FLEX Christian McCaffrey QB Justin Fields RB Samaje Perine RB Khalil Herbert TE Cole Kmet WR Garrett Wilson WR DJ Moore WR Courtland Sutton,,Browns ,DST,15.15%,4
9,3932860931,Makpro (3/5),0,214,DST Browns  FLEX Adam Thielen QB Jared Goff RB Christian McCaffrey RB De'Von Achane TE Jonnu Smith WR Stefon Diggs WR Tutu Atwell WR Nico Collins,,Zack Moss,RB,15.00%,9
10,3934964692,KingCobra696 (6/20),0,212.82,DST Ravens  FLEX Christian McCaffrey QB Russell Wilson RB Kyren Williams RB David Montgomery TE Sam LaPorta WR Puka Nacua WR Tank Dell WR Rashid Shaheed,,Luke Musgrave,FLEX,13.55%,1.1
