ID,Player,Team,Opp,Pos,Salary,Own %
31485658,Zack Moss,IND,CIN,RB,"$5,900",35.30%
31485652,Joe Mixon,CIN,IND,RB,"$6,100",23.50%
31485944,Drake London,ATL,TB,WR,"$4,600",20.80%
31485644,Bijan Robinson,ATL,TB,RB,"$6,500",20.20%
31485932,Garrett Wilson,NYJ,HOU,WR,"$5,500",18.90%
31486548,Cleveland Browns,CLE,JAC,D,"$3,000",17.90%
31485946,Elijah Moore,CLE,JAC,WR,"$4,500",17.00%
31485624,Christian McCaffrey,SF,SEA,RB,"$9,200",16.30%
31485936,Rashee Rice,KC,BUF,WR,"$5,400",14.40%
31485569,Jake Browning,CIN,IND,QB,"$5,200",14.30%
31485724,Clyde Edwards-Helaire,KC,BUF,RB,"$4,200",14.30%
31485902,Brandon Aiyuk,SF,SEA,WR,"$6,900",13.20%
31485880,Keenan Allen,LAC,DEN,WR,"$8,600",13.00%
31485888,Ja'Marr Chase,CIN,IND,WR,"$7,600",12.10%
31486543,Baltimore Ravens,BAL,LAR,D,"$3,300",11.90%
31485557,Justin Fields,CHI,DET,QB,"$6,800",11.70%
31486314,Isaiah Likely,BAL,LAR,TE,"$3,500",11.50%
31485976,Jonathan Mingo,CAR,NO,WR,"$3,500",11.40%
31485882,Justin Jefferson,MIN,LV,WR,"$8,500",11.20%
31485886,Mike Evans,TB,ATL,WR,"$7,700",11.20%
31485896,Michael Pittman Jr.,IND,CIN,WR,"$7,300",11.20%
31485900,Chris Olave,NO,CAR,WR,"$7,000",11.20%
31485636,Josh Jacobs,LV,MIN,RB,"$6,900",11.10%
31485638,Rachaad White,TB,ATL,RB,"$6,800",11.10%
31485660,Javonte Williams,DEN,LAC,RB,"$5,800",11.10%
31486308,David Njoku,CLE,JAC,TE,"$4,100",10.10%
31485926,Zay Flowers,BAL,LAR,WR,"$5,700",10.00%
31485678,Keaton Mitchell,BAL,LAR,RB,"$4,900",9.90%
31485559,Brock Purdy,SF,SEA,QB,"$6,500",9.80%
31485628,Austin Ekeler,LAC,DEN,RB,"$7,600",9.10%
31485890,Nico Collins,HOU,NYJ,WR,"$7,600",9.00%
31486550,Atlanta Falcons,ATL,TB,D,"$2,900",8.90%
31486310,Kyle Pitts,ATL,TB,TE,"$3,700",8.60%
31485626,Alvin Kamara,NO,CAR,RB,"$8,200",8.30%
31485630,Kyren Williams,LAR,BAL,RB,"$7,300",8.30%
31485650,Breece Hall,NYJ,HOU,RB,"$6,200",8.30%
31485664,Chuba Hubbard,CAR,NO,RB,"$5,600",8.30%
31486290,Travis Kelce,KC,BUF,TE,"$7,800",8.30%
31485563,Russell Wilson,DEN,LAC,QB,"$5,800",7.80%
31486553,Los Angeles Rams,LAR,BAL,D,"$2,700",7.60%
31485878,Stefon Diggs,BUF,KC,WR,"$8,800",7.60%
31485906,DK Metcalf,SEA,SF,WR,"$6,700",7.50%
31485908,D.J. Moore,CHI,DET,WR,"$6,500",7.50%
31485912,Adam Thielen,CAR,NO,WR,"$6,300",7.50%
31485914,Courtland Sutton,DEN,LAC,WR,"$6,100",7.50%
31485930,Tyler Lockett,SEA,SF,WR,"$5,600",7.50%
31485554,Lamar Jackson,BAL,LAR,QB,"$7,700",7.20%
31485556,Justin Herbert,LAC,DEN,QB,"$7,500",6.70%
31486540,Jacksonville Jaguars,JAC,CLE,D,"$3,600",6.70%
31485553,Patrick Mahomes,KC,BUF,QB,"$7,900",6.50%
31485568,Baker Mayfield,TB,ATL,QB,"$5,300",6.50%
31485668,Alexander Mattison,MIN,LV,RB,"$5,500",6.30%
31486536,Houston Texans,HOU,NYJ,D,"$4,000",5.80%
31485884,Amon-Ra St. Brown,DET,CHI,WR,"$8,200",5.70%
