Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyreek Hill (30660638),Tyreek Hill,30660638,WR/FLEX,9400,MIA@KC 11/05/2023 09:30AM ET,MIA,28.35
WR,Stefon Diggs (30660640),Stefon Diggs,30660640,WR/FLEX,9000,BUF@CIN 11/05/2023 08:20PM ET,BUF,23.6
WR,Keenan Allen (30660642),Keenan Allen,30660642,WR/FLEX,8700,LAC@NYJ 11/06/2023 08:15PM ET,LAC,22.12
WR,A.J. Brown (30660644),A.J. Brown,30660644,WR/FLEX,8600,DAL@PHI 11/05/2023 04:25PM ET,PHI,25.24
WR,Cooper Kupp (30660646),Cooper Kupp,30660646,WR/FLEX,8500,LAR@GB 11/05/2023 01:00PM ET,LAR,16.65
RB,Austin Ekeler (30660304),Austin Ekeler,30660304,RB/FLEX,8400,LAC@NYJ 11/06/2023 08:15PM ET,LAC,17.38
QB,Josh Allen (30660216),Josh Allen,30660216,QB,8300,BUF@CIN 11/05/2023 08:20PM ET,BUF,25.56
WR,Ja'Marr Chase (30660648),Ja'Marr Chase,30660648,WR/FLEX,8300,BUF@CIN 11/05/2023 08:20PM ET,CIN,22.57
TE,Travis Kelce (30661158),Travis Kelce,30661158,TE/FLEX,8200,MIA@KC 11/05/2023 09:30AM ET,KC,20.33
QB,Lamar Jackson (30660217),Lamar Jackson,30660217,QB,8200,SEA@BAL 11/05/2023 01:00PM ET,BAL,21.58
WR,CeeDee Lamb (30660650),CeeDee Lamb,30660650,WR/FLEX,8200,DAL@PHI 11/05/2023 04:25PM ET,DAL,19.94
QB,Patrick Mahomes (30660218),Patrick Mahomes,30660218,QB,8100,MIA@KC 11/05/2023 09:30AM ET,KC,21.72
RB,Alvin Kamara (30660306),Alvin Kamara,30660306,RB/FLEX,8100,CHI@NO 11/05/2023 01:00PM ET,NO,22.76
WR,Davante Adams (30660652),Davante Adams,30660652,WR/FLEX,8100,NYG@LV 11/05/2023 04:25PM ET,LV,15.24
QB,Jalen Hurts (30660219),Jalen Hurts,30660219,QB,8000,DAL@PHI 11/05/2023 04:25PM ET,PHI,24.95
RB,Saquon Barkley (30660308),Saquon Barkley,30660308,RB/FLEX,7900,NYG@LV 11/05/2023 04:25PM ET,NYG,17.78
QB,Justin Herbert (30660220),Justin Herbert,30660220,QB,7900,LAC@NYJ 11/06/2023 08:15PM ET,LAC,22.82
QB,Tua Tagovailoa (30660221),Tua Tagovailoa,30660221,QB,7800,MIA@KC 11/05/2023 09:30AM ET,MIA,21.78
WR,Jaylen Waddle (30660654),Jaylen Waddle,30660654,WR/FLEX,7800,MIA@KC 11/05/2023 09:30AM ET,MIA,15.11
WR,Adam Thielen (30660656),Adam Thielen,30660656,WR/FLEX,7500,IND@CAR 11/05/2023 04:05PM ET,CAR,21.53
RB,Raheem Mostert (30660310),Raheem Mostert,30660310,RB/FLEX,7400,MIA@KC 11/05/2023 09:30AM ET,MIA,20.39
WR,Puka Nacua (30660658),Puka Nacua,30660658,WR/FLEX,7400,LAR@GB 11/05/2023 01:00PM ET,LAR,20.61
RB,Derrick Henry (30660312),Derrick Henry,30660312,RB/FLEX,7300,TEN@PIT 11/02/2023 08:15PM ET,TEN,15.64
WR,Mike Evans (30660660),Mike Evans,30660660,WR/FLEX,7300,TB@HOU 11/05/2023 01:00PM ET,TB,16.67
WR,DeVonta Smith (30660662),DeVonta Smith,30660662,WR/FLEX,7100,DAL@PHI 11/05/2023 04:25PM ET,PHI,13.52
RB,Kenneth Walker III (30660314),Kenneth Walker III,30660314,RB/FLEX,7000,SEA@BAL 11/05/2023 01:00PM ET,SEA,16.51
WR,Chris Godwin (30660664),Chris Godwin,30660664,WR/FLEX,7000,TB@HOU 11/05/2023 01:00PM ET,TB,13.66
QB,Justin Fields (30660222),Justin Fields,30660222,QB,7000,CHI@NO 11/05/2023 01:00PM ET,CHI,19.46
WR,DK Metcalf (30660666),DK Metcalf,30660666,WR/FLEX,6900,SEA@BAL 11/05/2023 01:00PM ET,SEA,13.73
RB,Josh Jacobs (30660316),Josh Jacobs,30660316,RB/FLEX,6900,NYG@LV 11/05/2023 04:25PM ET,LV,13.88
TE,Mark Andrews (30661160),Mark Andrews,30661160,TE/FLEX,6800,SEA@BAL 11/05/2023 01:00PM ET,BAL,15.39
