ID,Player,Team,Opp,Pos,Salary,Own %
30657471,Chuba Hubbard,CAR,IND,RB,"$5,000",25.20%
30657673,A.J. Brown,PHI,DAL,WR,"$8,600",22.60%
30657369,Jalen Hurts,PHI,DAL,QB,"$8,000",19.30%
30657431,Alvin Kamara,NO,CHI,RB,"$8,100",19.10%
30657745,Demario Douglas,NE,WAS,WR,"$4,000",18.60%
30658270,New York Giants,NYG,LV,D,"$2,300",17.00%
30657447,Bijan Robinson,ATL,MIN,RB,"$6,100",16.80%
30657368,Lamar Jackson,BAL,SEA,QB,"$8,200",16.10%
30657707,Nico Collins,HOU,TB,WR,"$5,800",15.50%
30657681,Adam Thielen,CAR,IND,WR,"$7,500",15.40%
30657693,Michael Pittman Jr.,IND,CAR,WR,"$6,600",15.00%
30657675,Cooper Kupp,LAR,GB,WR,"$8,500",14.80%
30657677,CeeDee Lamb,DAL,PHI,WR,"$8,200",14.80%
30657679,Davante Adams,LV,NYG,WR,"$8,100",14.80%
30657697,Chris Olave,NO,CHI,WR,"$6,300",14.10%
30657717,Tank Dell,HOU,TB,WR,"$5,300",13.90%
30657763,Wan'Dale Robinson,NYG,LV,WR,"$3,500",13.70%
30657437,Josh Jacobs,LV,NYG,RB,"$6,900",13.30%
30657455,Rachaad White,TB,HOU,RB,"$5,600",13.30%
30657459,Rhamondre Stevenson,NE,WAS,RB,"$5,400",13.30%
30657479,Emari Demercado,ARI,CLE,RB,"$4,700",13.30%
30657441,D'Andre Swift,PHI,DAL,RB,"$6,600",12.70%
30657711,Terry McLaurin,WAS,NE,WR,"$5,600",12.40%
30657439,Tony Pollard,DAL,PHI,RB,"$6,800",11.80%
30658047,Dalton Schultz,HOU,TB,TE,"$4,200",11.60%
30657443,Jonathan Taylor,IND,CAR,RB,"$6,400",11.10%
30657465,Jerome Ford,CLE,ARI,RB,"$5,300",11.10%
30658037,Mark Andrews,BAL,SEA,TE,"$6,800",10.70%
30657433,Saquon Barkley,NYG,LV,RB,"$7,900",10.00%
30657445,Aaron Jones,GB,LAR,RB,"$6,200",10.00%
30657709,Zay Flowers,BAL,SEA,WR,"$5,700",9.50%
30657372,Dak Prescott,DAL,PHI,QB,"$6,500",9.30%
30658055,David Njoku,CLE,ARI,TE,"$3,800",9.30%
30657685,Mike Evans,TB,HOU,WR,"$7,300",9.30%
30657699,Tyler Lockett,SEA,BAL,WR,"$6,200",9.20%
30657701,Amari Cooper,CLE,ARI,WR,"$6,100",9.00%
30658039,T.J. Hockenson,MIN,ATL,TE,"$5,200",8.90%
30657378,Derek Carr,NO,CHI,QB,"$5,700",8.80%
30657687,DeVonta Smith,PHI,DAL,WR,"$7,100",7.50%
30657463,Brian Robinson Jr.,WAS,NE,RB,"$5,300",7.50%
30657695,Jakobi Meyers,LV,NYG,WR,"$6,400",7.40%
30657703,Jordan Addison,MIN,ATL,WR,"$6,000",7.40%
30658057,Trey McBride,ARI,CLE,TE,"$3,700",7.00%
30658266,Arizona Cardinals,ARI,CLE,D,"$2,700",6.80%
