PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
DJ Moore,WR,CHI,DET,144,43.00,3.00,20.00,6500,13.55,2.1,7.80
Detroit Lions,D,DET,CHI,-172,43.00,-3.00,23.00,3400,7.44,2.2,7.60
Elijah Moore,WR,CLE,JAX,-150,33.50,-3.00,18.25,4500,9.89,2.2,7.40
Zay Flowers,WR,BAL,LAR,-358,40.00,-7.50,23.75,5700,11.95,2.1,7.37
Jaxon Smith-Njigba,WR,SEA,SF,540,46.50,13.00,16.75,4100,10.02,2.4,7.36
T.J. Hockenson,TE,MIN,LV,-159,40.50,-3.00,21.75,6000,12.98,2.2,7.27
Kyren Williams,RB,LAR,BAL,285,40.00,7.50,16.25,7300,14.18,1.9,7.17
Jalen Guyton,WR,LAC,DEN,-146,44.00,-2.50,23.25,3200,8.17,2.6,7.13
Breece Hall,RB,NYJ,HOU,151,33.00,3.50,14.75,6200,10.30,1.7,7.03
Lamar Jackson,QB,BAL,LAR,-358,40.00,-7.50,23.75,7700,21.03,2.7,6.92
Brock Purdy,QB,SF,SEA,-787,46.50,-13.00,29.75,6500,17.95,2.8,6.84
Chris Olave,WR,NO,CAR,-263,38.50,-6.00,22.25,7000,13.85,2.0,6.75
Quentin Johnston,WR,LAC,DEN,-146,44.00,-2.50,23.25,4000,9.01,2.3,6.73
Travis Etienne,RB,JAX,CLE,126,33.50,3.00,15.25,7000,13.23,1.9,6.53
Odell Beckham,WR,BAL,LAR,-358,40.00,-7.50,23.75,3800,8.62,2.3,6.52
George Kittle,TE,SF,SEA,-787,46.50,-13.00,29.75,5900,12.21,2.1,6.51
New York Jets,D,NYJ,HOU,151,33.00,3.50,14.75,2900,5.93,2.0,6.46
Rashee Rice,WR,KC,BUF,-118,49.00,-1.50,25.25,5400,11.64,2.2,6.44
Minnesota Vikings,D,MIN,LV,-159,40.50,-3.00,21.75,3100,7.19,2.3,6.31
Justin Fields,QB,CHI,DET,144,43.00,3.00,20.00,6800,19.03,2.8,6.24
Josh Downs,WR,IND,CIN,108,44.00,2.00,21.00,4900,10.80,2.2,6.16
New Orleans Saints,D,NO,CAR,-263,38.50,-6.00,22.25,3900,7.73,2.0,6.12
David Njoku,TE,CLE,JAX,-150,33.50,-3.00,18.25,4100,8.80,2.2,5.97
Houston Texans,D,HOU,NYJ,-182,33.00,-3.50,18.25,4000,7.81,2.0,5.91
Evan Engram,TE,JAX,CLE,126,33.50,3.00,15.25,4800,10.40,2.2,5.87
Courtland Sutton,WR,DEN,LAC,122,44.00,2.50,20.75,6100,11.73,1.9,5.82
Kyle Pitts,TE,ATL,TB,-132,41.00,-2.50,21.75,3700,8.08,2.2,5.79
Jacksonville Jaguars,D,JAX,CLE,126,33.50,3.00,15.25,3600,7.60,2.1,5.69
Jordan Addison,WR,MIN,LV,-159,40.50,-3.00,21.75,5500,11.38,2.1,5.64
Tee Higgins,WR,CIN,IND,-128,44.00,-2.00,23.00,5900,12.22,2.1,5.63
Amari Cooper,WR,CLE,JAX,-150,33.50,-3.00,18.25,5800,12.67,2.2,5.62
Justin Watson,WR,KC,BUF,-118,49.00,-1.50,25.25,3600,7.75,2.2,5.58
Rashod Bateman,WR,BAL,LAR,-358,40.00,-7.50,23.75,3200,6.79,2.1,5.54
Patrick Mahomes,QB,KC,BUF,-118,49.00,-1.50,25.25,7900,18.55,2.3,5.40
David Montgomery,RB,DET,CHI,-172,43.00,-3.00,23.00,6400,11.35,1.8,5.40
Parker Washington,WR,JAX,CLE,126,33.50,3.00,15.25,3000,6.71,2.2,5.39
Jerome Ford,RB,CLE,JAX,-150,33.50,-3.00,18.25,5500,9.63,1.8,5.37
Cole Kmet,TE,CHI,DET,144,43.00,3.00,20.00,4300,8.87,2.1,5.27
Baker Mayfield,QB,TB,ATL,111,41.00,2.50,19.25,5300,15.12,2.8,5.18
Trey Palmer,WR,TB,ATL,111,41.00,2.50,19.25,3200,6.66,2.1,5.04
Isaiah Likely,TE,BAL,LAR,-358,40.00,-7.50,23.75,3500,7.22,2.1,5.01
San Francisco 49ers,D,SF,SEA,-787,46.50,-13.00,29.75,3700,7.51,2.0,4.96
Desmond Ridder,QB,ATL,TB,-132,41.00,-2.50,21.75,5000,14.33,2.9,4.94
Russell Wilson,QB,DEN,LAC,122,44.00,2.50,20.75,5800,15.08,2.6,4.90
DK Metcalf,WR,SEA,SF,540,46.50,13.00,16.75,6700,12.33,1.8,4.86
Sam LaPorta,TE,DET,CHI,-172,43.00,-3.00,23.00,6100,11.03,1.8,4.86
Joshua Dobbs,QB,MIN,LV,-159,40.50,-3.00,21.75,5900,14.98,2.5,4.85
Tyler Boyd,WR,CIN,IND,-128,44.00,-2.00,23.00,4400,9.10,2.1,4.78
Nico Collins,WR,HOU,NYJ,-182,33.00,-3.50,18.25,7600,13.97,1.8,4.76
Jake Browning,QB,CIN,IND,-128,44.00,-2.00,23.00,5200,13.49,2.6,4.67
Justin Herbert,QB,LAC,DEN,-146,44.00,-2.50,23.25,7500,18.37,2.5,4.65
Gerald Everett,TE,LAC,DEN,-146,44.00,-2.50,23.25,3400,7.22,2.1,4.60
Kansas City Chiefs,D,KC,BUF,-118,49.00,-1.50,25.25,2600,5.32,2.1,4.58
Tyler Lockett,WR,SEA,SF,540,46.50,13.00,16.75,5600,10.53,1.9,4.56
Gardner Minshew,QB,IND,CIN,108,44.00,2.00,21.00,5400,14.88,2.8,4.55
Cooper Kupp,WR,LAR,BAL,285,40.00,7.50,16.25,7400,13.25,1.8,4.49
Puka Nacua,WR,LAR,BAL,285,40.00,7.50,16.25,7100,12.95,1.8,4.46
Jared Goff,QB,DET,CHI,-172,43.00,-3.00,23.00,6400,16.88,2.6,4.41
Brevin Jordan,TE,HOU,NYJ,-182,33.00,-3.50,18.25,3100,6.68,2.2,4.35
Cade Otton,TE,TB,ATL,111,41.00,2.50,19.25,3100,6.34,2.1,4.33
Calvin Ridley,WR,JAX,CLE,126,33.50,3.00,15.25,6400,12.44,1.9,4.33
Matthew Stafford,QB,LAR,BAL,285,40.00,7.50,16.25,6000,14.58,2.4,4.28
Khalil Shakir,WR,BUF,KC,100,49.00,1.50,23.75,3900,8.36,2.1,4.27
Tyler Conklin,TE,NYJ,HOU,151,33.00,3.50,14.75,3000,6.13,2.0,4.25
Joe Flacco,QB,CLE,JAX,-150,33.50,-3.00,18.25,4700,12.67,2.7,4.22
Kenneth Walker,RB,SEA,SF,540,46.50,13.00,16.75,6300,12.09,1.9,4.11
Jerry Jeudy,WR,DEN,LAC,122,44.00,2.50,20.75,4700,8.79,1.9,4.07
Baltimore Ravens,D,BAL,LAR,-358,40.00,-7.50,23.75,3300,7.60,2.3,4.05
Jerick McKinnon,RB,KC,BUF,-118,49.00,-1.50,25.25,4800,9.62,2.0,4.04
Chris Godwin,WR,TB,ATL,111,41.00,2.50,19.25,6000,10.72,1.8,4.00
Zach Wilson,QB,NYJ,HOU,151,33.00,3.50,14.75,4700,13.50,2.9,3.97
Jakobi Meyers,WR,LV,MIN,133,40.50,3.00,18.75,5700,10.69,1.9,3.90
Geno Smith,QB,SEA,SF,540,46.50,13.00,16.75,5700,15.62,2.7,3.67
Dalton Kincaid,TE,BUF,KC,100,49.00,1.50,23.75,5500,8.73,1.6,3.45
Skyy Moore,WR,KC,BUF,-118,49.00,-1.50,25.25,3000,6.07,2.0,3.39
Adam Thielen,WR,CAR,NO,212,38.50,6.00,16.25,6300,10.29,1.6,3.20
Gabe Davis,WR,BUF,KC,100,49.00,1.50,23.75,5800,9.61,1.7,3.06
K.J. Osborn,WR,MIN,LV,-159,40.50,-3.00,21.75,4000,7.59,1.9,2.94
Chicago Bears,D,CHI,DET,144,43.00,3.00,20.00,2400,5.23,2.2,2.89
Derek Carr,QB,NO,CAR,-263,38.50,-6.00,22.25,5600,13.62,2.4,2.78
Tanner Hudson,TE,CIN,IND,-128,44.00,-2.00,23.00,2800,4.73,1.7,2.77
Aidan O'Connell,QB,LV,MIN,133,40.50,3.00,18.75,5100,11.77,2.3,2.74
Noah Brown,WR,HOU,NYJ,-182,33.00,-3.50,18.25,5000,8.87,1.8,2.62
Chuba Hubbard,RB,CAR,NO,212,38.50,6.00,16.25,5600,8.21,1.5,2.61
Jameson Williams,WR,DET,CHI,-172,43.00,-3.00,23.00,3500,6.87,2.0,2.57
Juwan Johnson,TE,NO,CAR,-263,38.50,-6.00,22.25,3300,5.60,1.7,2.57
C.J. Stroud,QB,HOU,NYJ,-182,33.00,-3.50,18.25,7600,17.51,2.3,2.56
Lynn Bowden,WR,NO,CAR,-263,38.50,-6.00,22.25,3000,5.86,2.0,2.53
DJ Chark,WR,CAR,NO,212,38.50,6.00,16.25,3300,5.99,1.8,2.52
Cedric Tillman,WR,CLE,JAX,-150,33.50,-3.00,18.25,3400,6.29,1.9,2.38
Dawson Knox,TE,BUF,KC,100,49.00,1.50,23.75,3000,5.19,1.7,2.34
Indianapolis Colts,D,IND,CIN,108,44.00,2.00,21.00,3500,7.30,2.1,2.10
Bryce Young,QB,CAR,NO,212,38.50,6.00,16.25,4900,11.56,2.4,2.07
Kareem Hunt,RB,CLE,JAX,-150,33.50,-3.00,18.25,4800,7.07,1.5,1.91
Tommy Tremble,TE,CAR,NO,212,38.50,6.00,16.25,2500,4.09,1.6,1.90
Michael Mayer,TE,LV,MIN,133,40.50,3.00,18.75,2900,4.08,1.4,1.89
Keaton Mitchell,RB,BAL,LAR,-358,40.00,-7.50,23.75,4900,7.71,1.6,1.86
Alec Pierce,WR,IND,CIN,108,44.00,2.00,21.00,3700,5.79,1.6,1.80
Josh Reynolds,WR,DET,CHI,-172,43.00,-3.00,23.00,3300,5.18,1.6,1.75
Rashid Shaheed,WR,NO,CAR,-263,38.50,-6.00,22.25,4300,8.21,1.9,1.73
Roschon Johnson,RB,CHI,DET,144,43.00,3.00,20.00,4900,7.59,1.6,1.72
Jonnu Smith,TE,ATL,TB,-132,41.00,-2.50,21.75,3100,4.26,1.4,1.72
Darnell Mooney,WR,CHI,DET,144,43.00,3.00,20.00,3300,5.19,1.6,1.69
Trevor Lawrence,QB,JAX,CLE,126,33.50,3.00,15.25,6700,14.43,2.2,1.65
John Metchie,WR,HOU,NYJ,-182,33.00,-3.50,18.25,3000,5.20,1.7,1.64
Noah Gray,TE,KC,BUF,-118,49.00,-1.50,25.25,2500,3.69,1.5,1.56
Gus Edwards,RB,BAL,LAR,-358,40.00,-7.50,23.75,5900,8.23,1.4,1.49
Kyle Juszczyk,RB,SF,SEA,-787,46.50,-13.00,29.75,4000,2.42,0.6,1.43
Reggie Gilliam,RB,BUF,KC,100,49.00,1.50,23.75,4000,1.06,0.3,1.43
Andrew Beck,RB,HOU,NYJ,-182,33.00,-3.50,18.25,4000,0.51,0.1,1.43
Kadarius Toney,WR,KC,BUF,-118,49.00,-1.50,25.25,3100,5.40,1.7,1.39
Ty Chandler,RB,MIN,LV,-159,40.50,-3.00,21.75,4600,6.37,1.4,1.36
Latavius Murray,RB,BUF,KC,100,49.00,1.50,23.75,4600,6.86,1.5,1.32
Miles Sanders,RB,CAR,NO,212,38.50,6.00,16.25,4300,5.87,1.4,1.31
Donald Parham,TE,LAC,DEN,-146,44.00,-2.50,23.25,3200,4.09,1.3,1.29
Irv Smith,TE,CIN,IND,-128,44.00,-2.00,23.00,2500,3.57,1.4,1.27
Kalif Raymond,WR,DET,CHI,-172,43.00,-3.00,23.00,3000,4.91,1.6,1.25
Noah Fant,TE,SEA,SF,540,46.50,13.00,16.75,2800,3.63,1.3,1.24
Xavier Gipson,WR,NYJ,HOU,151,33.00,3.50,14.75,3100,4.12,1.3,1.21
Marquez Valdes-Scantling,WR,KC,BUF,-118,49.00,-1.50,25.25,3000,4.23,1.4,1.18
Marvin Mims,WR,DEN,LAC,122,44.00,2.50,20.75,3300,4.37,1.3,1.18
Khalil Herbert,RB,CHI,DET,144,43.00,3.00,20.00,5100,5.58,1.1,1.16
Buffalo Bills,D,BUF,KC,100,49.00,1.50,23.75,2500,4.81,1.9,1.14
Devin Singletary,RB,HOU,NYJ,-182,33.00,-3.50,18.25,5700,7.18,1.3,1.13
Las Vegas Raiders,D,LV,MIN,133,40.50,3.00,18.75,3200,5.90,1.8,1.07
Drew Sample,TE,CIN,IND,-128,44.00,-2.00,23.00,2500,3.40,1.4,1.07
Tyler Allgeier,RB,ATL,TB,-132,41.00,-2.50,21.75,4400,5.49,1.3,1.06
Denver Broncos,D,DEN,LAC,122,44.00,2.50,20.75,2800,5.56,2.0,1.04
Tutu Atwell,WR,LAR,BAL,285,40.00,7.50,16.25,3600,4.73,1.3,1.04
Colby Parkinson,TE,SEA,SF,540,46.50,13.00,16.75,2500,3.20,1.3,0.91
Robert Woods,WR,HOU,NYJ,-182,33.00,-3.50,18.25,4200,5.23,1.3,0.82
A.T. Perry,WR,NO,CAR,-263,38.50,-6.00,22.25,3500,3.89,1.1,0.82
Jeremy Ruckert,TE,NYJ,HOU,151,33.00,3.50,14.75,2500,2.82,1.1,0.80
Drew Ogletree,TE,IND,CIN,108,44.00,2.00,21.00,2500,2.99,1.2,0.79
Kylen Granson,TE,IND,CIN,108,44.00,2.00,21.00,2600,2.82,1.1,0.78
Joshua Kelley,RB,LAC,DEN,-146,44.00,-2.50,23.25,4700,5.84,1.2,0.76
Chase Brown,RB,CIN,IND,-128,44.00,-2.00,23.00,4400,5.56,1.3,0.75
Dameon Pierce,RB,HOU,NYJ,-182,33.00,-3.50,18.25,5000,5.29,1.1,0.72
Hunter Renfrow,WR,LV,MIN,133,40.50,3.00,18.75,3100,3.81,1.2,0.70
Tampa Bay Buccaneers,D,TB,ATL,111,41.00,2.50,19.25,3800,5.82,1.5,0.61
Van Jefferson,WR,ATL,TB,-132,41.00,-2.50,21.75,3000,3.53,1.2,0.59
Jauan Jennings,WR,SF,SEA,-787,46.50,-13.00,29.75,3600,3.56,1.0,0.57
Charlie Kolar,TE,BAL,LAR,-358,40.00,-7.50,23.75,2500,2.52,1.0,0.53
D'Onta Foreman,RB,CHI,DET,144,43.00,3.00,20.00,5200,6.32,1.2,0.51
Richie James,WR,KC,BUF,-118,49.00,-1.50,25.25,3000,3.61,1.2,0.47
Justice Hill,RB,BAL,LAR,-358,40.00,-7.50,23.75,4000,4.30,1.1,0.45
Demarcus Robinson,WR,LAR,BAL,285,40.00,7.50,16.25,3200,4.09,1.3,0.42
Carolina Panthers,D,CAR,NO,212,38.50,6.00,16.25,3000,5.71,1.9,0.40
Jordan Mason,RB,SF,SEA,-787,46.50,-13.00,29.75,4500,4.70,1.0,0.39
Ian Thomas,TE,CAR,NO,212,38.50,6.00,16.25,2500,2.21,0.9,0.38
Los Angeles Chargers,D,LAC,DEN,-146,44.00,-2.50,23.25,3200,5.64,1.8,0.37
Zach Charbonnet,RB,SEA,SF,540,46.50,13.00,16.75,5400,5.08,0.9,0.37
Adam Trautman,TE,DEN,LAC,122,44.00,2.50,20.75,2800,2.10,0.8,0.37
Mack Hollins,WR,ATL,TB,-132,41.00,-2.50,21.75,3300,3.92,1.2,0.35
Allen Lazard,WR,NYJ,HOU,151,33.00,3.50,14.75,3100,3.38,1.1,0.34
Nelson Agholor,WR,BAL,LAR,-358,40.00,-7.50,23.75,3000,3.12,1.0,0.30
Jaleel McLaughlin,RB,DEN,LAC,122,44.00,2.50,20.75,4100,3.81,0.9,0.30
Cincinnati Bengals,D,CIN,IND,-128,44.00,-2.00,23.00,3100,5.31,1.7,0.26
Samaje Perine,RB,DEN,LAC,122,44.00,2.50,20.75,4600,3.36,0.7,0.25
Jamaal Williams,RB,NO,CAR,-263,38.50,-6.00,22.25,4300,3.74,0.9,0.24
Tre Tucker,WR,LV,MIN,133,40.50,3.00,18.75,3000,2.69,0.9,0.24
Jordan Akins,TE,CLE,JAX,-150,33.50,-3.00,18.25,2500,2.00,0.8,0.24
Austin Hooper,TE,LV,MIN,133,40.50,3.00,18.75,2500,1.80,0.7,0.24
Dalvin Cook,RB,NYJ,HOU,151,33.00,3.50,14.75,4400,3.65,0.8,0.23
Will Dissly,TE,SEA,SF,540,46.50,13.00,16.75,2500,1.80,0.7,0.23
Robert Tonyan,TE,CHI,DET,144,43.00,3.00,20.00,2500,1.95,0.8,0.22
Davis Allen,TE,LAR,BAL,285,40.00,7.50,16.25,2700,1.99,0.7,0.22
Harrison Bryant,TE,CLE,JAX,-150,33.50,-3.00,18.25,2900,1.90,0.7,0.22
Foster Moreau,TE,NO,CAR,-263,38.50,-6.00,22.25,2500,1.73,0.7,0.21
Josh Oliver,TE,MIN,LV,-159,40.50,-3.00,21.75,2700,1.74,0.6,0.20
Deven Thompkins,WR,TB,ATL,111,41.00,2.50,19.25,3000,2.40,0.8,0.19
Cordarrelle Patterson,RB,ATL,TB,-132,41.00,-2.50,21.75,4200,4.16,1.0,0.18
Taysom Hill,TE,NO,CAR,-263,38.50,-6.00,22.25,5400,7.13,1.3,0.16
Tyler Scott,WR,CHI,DET,144,43.00,3.00,20.00,3000,2.30,0.8,0.15
Jake Bobo,WR,SEA,SF,540,46.50,13.00,16.75,3000,3.05,1.0,0.13
Mo Alie-Cox,TE,IND,CIN,108,44.00,2.00,21.00,2500,1.53,0.6,0.13
Brycen Hopkins,TE,LAR,BAL,285,40.00,7.50,16.25,2500,1.52,0.6,0.12
D'Ernest Johnson,RB,JAX,CLE,126,33.50,3.00,15.25,4700,3.63,0.8,0.11
Trenton Irwin,WR,CIN,IND,-128,44.00,-2.00,23.00,3200,2.18,0.7,0.11
Los Angeles Rams,D,LAR,BAL,285,40.00,7.50,16.25,2700,4.50,1.7,0.09
Will Mallory,TE,IND,CIN,108,44.00,2.00,21.00,2500,1.05,0.4,0.09
Scott Miller,WR,ATL,TB,-132,41.00,-2.50,21.75,3000,2.45,0.8,0.08
Brandon Johnson,WR,DEN,LAC,122,44.00,2.50,20.75,3000,2.10,0.7,0.08
Brock Wright,TE,DET,CHI,-172,43.00,-3.00,23.00,2500,1.21,0.5,0.08
Andrei Iosivas,WR,CIN,IND,-128,44.00,-2.00,23.00,3000,2.30,0.8,0.07
Chase Edmonds,RB,TB,ATL,111,41.00,2.50,19.25,4300,2.83,0.7,0.07
Derius Davis,WR,LAC,DEN,-146,44.00,-2.50,23.25,3000,1.93,0.6,0.06
KhaDarel Hodge,WR,ATL,TB,-132,41.00,-2.50,21.75,3000,1.63,0.5,0.06
Royce Freeman,RB,LAR,BAL,285,40.00,7.50,16.25,4400,2.46,0.6,0.05
Xavier Hutchinson,WR,HOU,NYJ,-182,33.00,-3.50,18.25,3000,2.04,0.7,0.04
Brandon Powell,WR,MIN,LV,-159,40.50,-3.00,21.75,3200,2.00,0.6,0.04
Deonte Harty,WR,BUF,KC,100,49.00,1.50,23.75,3000,1.43,0.5,0.04
Isaiah McKenzie,WR,IND,CIN,108,44.00,2.00,21.00,3000,1.32,0.4,0.04
Stone Smartt,TE,LAC,DEN,-146,44.00,-2.50,23.25,2500,0.77,0.3,0.04
Tim Jones,WR,JAX,CLE,126,33.50,3.00,15.25,3000,1.87,0.6,0.03
Donovan Peoples-Jones,WR,DET,CHI,-172,43.00,-3.00,23.00,3000,1.12,0.4,0.03
Trent Sherfield,WR,BUF,KC,100,49.00,1.50,23.75,3000,1.06,0.3,0.03
Marquise Goodwin,WR,CLE,JAX,-150,33.50,-3.00,18.25,3000,1.75,0.6,0.02
Tank Bigsby,RB,JAX,CLE,126,33.50,3.00,15.25,4400,2.05,0.5,0.02
Lil'Jordan Humphrey,WR,DEN,LAC,122,44.00,2.50,20.75,3000,1.33,0.4,0.02
Seattle Seahawks,D,SEA,SF,540,46.50,13.00,16.75,2400,3.65,1.5,0.01
Ameer Abdullah,RB,LV,MIN,133,40.50,3.00,18.75,4300,2.07,0.5,0.01
Zamir White,RB,LV,MIN,133,40.50,3.00,18.75,4100,1.68,0.4,0.01
Trayveon Williams,RB,CIN,IND,-128,44.00,-2.00,23.00,4700,1.76,0.4,0.01
Devin Duvernay,WR,BAL,LAR,-358,40.00,-7.50,23.75,3000,0.91,0.3,0.01
David Bell,WR,CLE,JAX,-150,33.50,-3.00,18.25,3100,1.04,0.3,0.01
Terrace Marshall,WR,CAR,NO,212,38.50,6.00,16.25,3000,0.77,0.3,0.01
Alex Erickson,WR,LAC,DEN,-146,44.00,-2.50,23.25,3000,0.80,0.3,0.01
Ty Johnson,RB,BUF,KC,100,49.00,1.50,23.75,4400,1.41,0.3,0.01
Payne Durham,TE,TB,ATL,111,41.00,2.50,19.25,2500,0.51,0.2,0.01
Blake Bell,TE,KC,BUF,-118,49.00,-1.50,25.25,2500,0.38,0.2,0.01
Mitchell Wilcox,TE,CIN,IND,-128,44.00,-2.00,23.00,2500,0.51,0.2,0.01
Johnny Mundt,TE,MIN,LV,-159,40.50,-3.00,21.75,2500,0.51,0.2,0.01
Quintin Morris,TE,BUF,KC,100,49.00,1.50,23.75,2500,0.31,0.1,0.01
Ronnie Bell,WR,SF,SEA,-787,46.50,-13.00,29.75,3000,0.31,0.1,0.01
Keith Kirkwood,WR,NO,CAR,-263,38.50,-6.00,22.25,3000,0.33,0.1,0.01
Antoine Green,WR,DET,CHI,-172,43.00,-3.00,23.00,3000,0.34,0.1,0.01
Kene Nwangwu,RB,MIN,LV,-159,40.50,-3.00,21.75,4000,1.61,0.4,0.00
DeeJay Dallas,RB,SEA,SF,540,46.50,13.00,16.75,4700,1.81,0.4,0.00
Dorian Thompson-Robinson,QB,CLE,JAX,-150,33.50,-3.00,18.25,4800,1.61,0.3,0.00
Pierre Strong,RB,CLE,JAX,-150,33.50,-3.00,18.25,4000,1.06,0.3,0.00
DeAndre Carter,WR,LV,MIN,133,40.50,3.00,18.75,3000,1.01,0.3,0.00
Israel Abanikanda,RB,NYJ,HOU,151,33.00,3.50,14.75,4000,0.78,0.2,0.00
Dee Eskridge,WR,SEA,SF,540,46.50,13.00,16.75,3000,0.70,0.2,0.00
Ben Skowronek,WR,LAR,BAL,285,40.00,7.50,16.25,3000,0.45,0.2,0.00
Eric Saubert,TE,HOU,NYJ,-182,33.00,-3.50,18.25,2500,0.41,0.2,0.00
Elijah Cooks,WR,JAX,CLE,126,33.50,3.00,15.25,3000,0.52,0.2,0.00
Chris Evans,RB,CIN,IND,-128,44.00,-2.00,23.00,4000,0.66,0.2,0.00
Ke'Shawn Vaughn,RB,TB,ATL,111,41.00,2.50,19.25,4000,0.82,0.2,0.00
Velus Jones,WR,CHI,DET,144,43.00,3.00,20.00,3000,0.53,0.2,0.00
Trey Sermon,RB,IND,CIN,108,44.00,2.00,21.00,4000,0.39,0.1,0.00
Isaiah Spiller,RB,LAC,DEN,-146,44.00,-2.50,23.25,4000,0.38,0.1,0.00
Mike Boone,RB,HOU,NYJ,-182,33.00,-3.50,18.25,4000,0.50,0.1,0.00
Travis Homer,RB,CHI,DET,144,43.00,3.00,20.00,4000,0.18,0.1,0.00
Sean Tucker,RB,TB,ATL,111,41.00,2.50,19.25,4000,0.22,0.1,0.00
Brandon Bolden,RB,LV,MIN,133,40.50,3.00,18.75,4000,0.29,0.1,0.00
Raheem Blackshear,RB,CAR,NO,212,38.50,6.00,16.25,4000,0.27,0.1,0.00
Trent Taylor,WR,CHI,DET,144,43.00,3.00,20.00,3000,0.27,0.1,0.00
Craig Reynolds,RB,DET,CHI,-172,43.00,-3.00,23.00,4000,0.41,0.1,0.00
Kenny McIntosh,RB,SEA,SF,540,46.50,13.00,16.75,4000,0.18,0.1,0.00
Zach Evans,RB,LAR,BAL,285,40.00,7.50,16.25,4000,0.35,0.1,0.00
Charlie Jones,WR,CIN,IND,-128,44.00,-2.00,23.00,3000,0.33,0.1,0.00
Jimmy Graham,TE,NO,CAR,-263,38.50,-6.00,22.25,2500,0.33,0.1,0.00
James Proche,WR,CLE,JAX,-150,33.50,-3.00,18.25,3000,0.20,0.1,0.00
Ko Kieft,TE,TB,ATL,111,41.00,2.50,19.25,2500,0.33,0.1,0.00
Dare Ogunbowale,RB,HOU,NYJ,-182,33.00,-3.50,18.25,4000,0.31,0.1,0.00
Mecole Hardman,WR,KC,BUF,-118,49.00,-1.50,25.25,3000,0.00,0.0,0
C.J. Beathard,QB,JAX,CLE,126,33.50,3.00,15.25,4900,0.00,0.0,0
Anthony Richardson,QB,IND,CIN,108,44.00,2.00,21.00,4000,0.00,0.0,0
Hayden Hurst,TE,CAR,NO,212,38.50,6.00,16.25,2800,0.00,0.0,0
Dalton Schultz,TE,HOU,NYJ,-182,33.00,-3.50,18.25,5000,0.00,0.0,0
