Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (30185927),Christian McCaffrey,30185927,RB/FLEX,9500,SF@CLE 10/15/2023 01:00PM ET,SF,28.76
WR,Tyreek Hill (30186265),Tyreek Hill,30186265,WR/FLEX,9300,CAR@MIA 10/15/2023 01:00PM ET,MIA,28.3
WR,Justin Jefferson (30186267),Justin Jefferson,30186267,WR/FLEX,9200,MIN@CHI 10/15/2023 01:00PM ET,MIN,23.82
WR,Cooper Kupp (30186269),Cooper Kupp,30186269,WR/FLEX,9000,ARI@LAR 10/15/2023 04:25PM ET,LAR,22.8
WR,Stefon Diggs (30186271),Stefon Diggs,30186271,WR/FLEX,8800,NYG@BUF 10/15/2023 08:20PM ET,BUF,26.4
RB,Austin Ekeler (30185929),Austin Ekeler,30185929,RB/FLEX,8400,DAL@LAC 10/16/2023 08:15PM ET,LAC,29.4
WR,Keenan Allen (30186273),Keenan Allen,30186273,WR/FLEX,8400,DAL@LAC 10/16/2023 08:15PM ET,LAC,27.24
WR,Ja'Marr Chase (30186275),Ja'Marr Chase,30186275,WR/FLEX,8300,SEA@CIN 10/15/2023 01:00PM ET,CIN,23.16
QB,Josh Allen (30185833),Josh Allen,30185833,QB,8300,NYG@BUF 10/15/2023 08:20PM ET,BUF,26.06
QB,Jalen Hurts (30185834),Jalen Hurts,30185834,QB,8200,PHI@NYJ 10/15/2023 04:25PM ET,PHI,24.02
QB,Patrick Mahomes (30185835),Patrick Mahomes,30185835,QB,8100,DEN@KC 10/12/2023 08:15PM ET,KC,21.18
WR,Davante Adams (30186277),Davante Adams,30186277,WR/FLEX,8100,NE@LV 10/15/2023 04:05PM ET,LV,20.44
RB,Saquon Barkley (30185931),Saquon Barkley,30185931,RB/FLEX,8100,NYG@BUF 10/15/2023 08:20PM ET,NYG,18.25
WR,Puka Nacua (30186279),Puka Nacua,30186279,WR/FLEX,8000,ARI@LAR 10/15/2023 04:25PM ET,LAR,24.92
QB,Justin Herbert (30185836),Justin Herbert,30185836,QB,7900,DAL@LAC 10/16/2023 08:15PM ET,LAC,25.7
WR,A.J. Brown (30186281),A.J. Brown,30186281,WR/FLEX,7800,PHI@NYJ 10/15/2023 04:25PM ET,PHI,22.02
QB,Lamar Jackson (30185837),Lamar Jackson,30185837,QB,7700,BAL@TEN 10/15/2023 09:30AM ET,BAL,20.94
TE,Travis Kelce (30186839),Travis Kelce,30186839,TE/FLEX,7700,DEN@KC 10/12/2023 08:15PM ET,KC,16.8
WR,Amon-Ra St. Brown (30186283),Amon-Ra St. Brown,30186283,WR/FLEX,7700,DET@TB 10/15/2023 04:25PM ET,DET,19.12
QB,Tua Tagovailoa (30185838),Tua Tagovailoa,30185838,QB,7600,CAR@MIA 10/15/2023 01:00PM ET,MIA,22.73
WR,Jaylen Waddle (30186285),Jaylen Waddle,30186285,WR/FLEX,7600,CAR@MIA 10/15/2023 01:00PM ET,MIA,11.82
RB,Tony Pollard (30185933),Tony Pollard,30185933,RB/FLEX,7600,DAL@LAC 10/16/2023 08:15PM ET,DAL,15.72
RB,Derrick Henry (30185935),Derrick Henry,30185935,RB/FLEX,7500,BAL@TEN 10/15/2023 09:30AM ET,TEN,14.20
RB,De'Von Achane (30185937),De'Von Achane,30185937,RB/FLEX,7400,CAR@MIA 10/15/2023 01:00PM ET,MIA,27.92
WR,CeeDee Lamb (30186287),CeeDee Lamb,30186287,WR/FLEX,7400,DAL@LAC 10/16/2023 08:15PM ET,DAL,14.78
QB,Justin Fields (30185839),Justin Fields,30185839,QB,7300,MIN@CHI 10/15/2023 01:00PM ET,CHI,22.16
RB,David Montgomery (30185939),David Montgomery,30185939,RB/FLEX,7300,DET@TB 10/15/2023 04:25PM ET,DET,21.95
RB,Bijan Robinson (30185941),Bijan Robinson,30185941,RB/FLEX,7200,WAS@ATL 10/15/2023 01:00PM ET,ATL,17.8
QB,Kirk Cousins (30185840),Kirk Cousins,30185840,QB,7100,MIN@CHI 10/15/2023 01:00PM ET,MIN,23.22
RB,Travis Etienne Jr. (30185943),Travis Etienne Jr.,30185943,RB/FLEX,7100,IND@JAX 10/15/2023 01:00PM ET,JAX,19
WR,Mike Evans (30186289),Mike Evans,30186289,WR/FLEX,7100,DET@TB 10/15/2023 04:25PM ET,TB,18.68
RB,Josh Jacobs (30185945),Josh Jacobs,30185945,RB/FLEX,7000,NE@LV 10/15/2023 04:05PM ET,LV,15.56
WR,DeVonta Smith (30186291),DeVonta Smith,30186291,WR/FLEX,7000,PHI@NYJ 10/15/2023 04:25PM ET,PHI,13.4
QB,Anthony Richardson (30185841),Anthony Richardson,30185841,QB,6900,IND@JAX 10/15/2023 01:00PM ET,IND,18.67
