ID,Player,Team,Opp,Pos,Salary,Own %
30955487,Josh Jacobs,LV,MIA,RB,"$6,800",19.90%
30955509,James Conner,ARI,HOU,RB,"$5,700",18.60%
30955515,Devin Singletary,HOU,ARI,RB,"$5,300",17.80%
30955783,Tank Dell,HOU,ARI,WR,"$5,900",16.80%
30955771,Garrett Wilson,NYJ,BUF,WR,"$6,400",15.40%
30955781,Christian Kirk,JAC,TEN,WR,"$6,000",15.40%
30955785,Terry McLaurin,WAS,NYG,WR,"$5,800",15.40%
30955807,Christian Watson,GB,LAC,WR,"$4,600",15.40%
30955497,Breece Hall,NYJ,BUF,RB,"$6,400",15.10%
30956383,Pittsburgh Steelers,PIT,CLE,D,"$3,500",14.40%
30955739,Tyreek Hill,MIA,LV,WR,"$9,300",14.00%
30955791,Calvin Ridley,JAC,TEN,WR,"$5,400",14.00%
30955849,Rondale Moore,ARI,HOU,WR,"$3,300",14.00%
30955519,Jaylen Warren,PIT,CLE,RB,"$5,100",13.80%
30955527,Chuba Hubbard,CAR,DAL,RB,"$4,900",13.80%
30956157,Trey McBride,ARI,HOU,TE,"$4,400",13.30%
30955759,Brandon Aiyuk,SF,TB,WR,"$7,200",13.10%
30955787,D.J. Moore,CHI,DET,WR,"$5,600",12.60%
30955851,Jalen Guyton,LAC,GB,WR,"$3,300",12.60%
30955409,Jared Goff,DET,CHI,QB,"$6,600",12.40%
30955741,CeeDee Lamb,DAL,CAR,WR,"$9,200",12.20%
30955501,Aaron Jones,GB,LAC,RB,"$6,200",12.10%
30955406,Dak Prescott,DAL,CAR,QB,"$7,300",11.10%
30955479,Travis Etienne Jr.,JAC,TEN,RB,"$7,200",11.00%
30955483,Jahmyr Gibbs,DET,CHI,RB,"$7,000",10.40%
30955415,Brock Purdy,SF,TB,QB,"$5,800",10.10%
30955475,Christian McCaffrey,SF,TB,RB,"$9,300",10.00%
30955747,Amon-Ra St. Brown,DET,CHI,WR,"$8,800",9.80%
30955493,Tony Pollard,DAL,CAR,RB,"$6,600",9.60%
30956349,Pat Freiermuth,PIT,CLE,TE,"$2,500",9.50%
30956386,Miami Dolphins,MIA,LV,D,"$3,200",9.00%
30955745,Keenan Allen,LAC,GB,WR,"$9,000",8.90%
30955773,Deebo Samuel,SF,TB,WR,"$6,300",8.70%
30955489,Kenneth Walker III,SEA,LAR,RB,"$6,700",8.30%
30955749,Cooper Kupp,LAR,SEA,WR,"$8,100",8.30%
30955761,Puka Nacua,LAR,SEA,WR,"$7,100",8.30%
30955503,James Cook,BUF,NYJ,RB,"$6,100",8.00%
30956397,Green Bay Packers,GB,LAC,D,"$2,300",8.00%
30955477,Austin Ekeler,LAC,GB,RB,"$8,600",7.90%
30955404,Tua Tagovailoa,MIA,LV,QB,"$7,700",7.90%
30955507,Brian Robinson Jr.,WAS,NYG,RB,"$5,800",7.70%
30955523,Darrell Henderson Jr.,LAR,SEA,RB,"$5,000",7.60%
30955757,Mike Evans,TB,SF,WR,"$7,400",7.60%
30956381,Cleveland Browns,CLE,PIT,D,"$3,700",7.30%
30956147,George Kittle,SF,TB,TE,"$6,400",7.30%
30956151,Dalton Schultz,HOU,ARI,TE,"$5,000",7.30%
30955481,Saquon Barkley,NYG,WAS,RB,"$7,100",7.20%
30955505,Rachaad White,TB,SF,RB,"$6,000",7.20%
30955517,Jerome Ford,CLE,PIT,RB,"$5,200",7.20%
30955793,Marquise Brown,ARI,HOU,WR,"$5,300",7.00%
30955753,Jaylen Waddle,MIA,LV,WR,"$7,600",7.00%
30955765,Nico Collins,HOU,ARI,WR,"$6,700",7.00%
30955412,Kyler Murray,ARI,HOU,QB,"$6,100",7.00%
30955408,Justin Fields,CHI,DET,QB,"$6,900",6.90%
30956153,Dalton Kincaid,BUF,NYJ,TE,"$4,900",6.80%
30956382,Washington Commanders,WAS,NYG,D,"$3,600",6.70%
30956384,Jacksonville Jaguars,JAC,TEN,D,"$3,400",6.50%
30956393,Tampa Bay Buccaneers,TB,SF,D,"$2,700",6.40%
30955405,Justin Herbert,LAC,GB,QB,"$7,600",6.40%
30955763,DK Metcalf,SEA,LAR,WR,"$6,900",6.40%
30955769,Tyler Lockett,SEA,LAR,WR,"$6,500",6.40%
30955407,C.J. Stroud,HOU,ARI,QB,"$7,000",6.30%
30955751,Davante Adams,LV,MIA,WR,"$7,900",6.10%
30955823,Josh Reynolds,DET,CHI,WR,"$3,700",6.00%
30956149,Sam LaPorta,DET,CHI,TE,"$5,800",5.80%
