Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Justin Jefferson (29535066),Justin Jefferson,29535066,WR/FLEX,9200,MIN@PHI 09/14/2023 08:15PM ET,MIN,27
RB,Christian McCaffrey (29534704),Christian McCaffrey,29534704,RB/FLEX,8900,SF@LAR 09/17/2023 04:05PM ET,SF,28.9
WR,Tyreek Hill (29535068),Tyreek Hill,29535068,WR/FLEX,8800,MIA@NE 09/17/2023 08:20PM ET,MIA,47.5
RB,Austin Ekeler (29534706),Austin Ekeler,29534706,RB/FLEX,8700,LAC@TEN 09/17/2023 01:00PM ET,LAC,29.4
QB,Patrick Mahomes (29534605),Patrick Mahomes,29534605,QB,8300,KC@JAX 09/17/2023 01:00PM ET,KC,20.54
RB,Nick Chubb (29534708),Nick Chubb,29534708,RB/FLEX,8100,CLE@PIT 09/18/2023 08:15PM ET,CLE,19.7
WR,Stefon Diggs (29535070),Stefon Diggs,29535070,WR/FLEX,8000,LV@BUF 09/17/2023 01:00PM ET,BUF,29.2
RB,Saquon Barkley (29534710),Saquon Barkley,29534710,RB/FLEX,8000,NYG@ARI 09/17/2023 04:05PM ET,NYG,9.3
RB,Bijan Robinson (29534712),Bijan Robinson,29534712,RB/FLEX,7900,GB@ATL 09/17/2023 01:00PM ET,ATL,20.3
QB,Josh Allen (29534606),Josh Allen,29534606,QB,7900,LV@BUF 09/17/2023 01:00PM ET,BUF,13.04
WR,Ja'Marr Chase (29535072),Ja'Marr Chase,29535072,WR/FLEX,7900,BAL@CIN 09/17/2023 01:00PM ET,CIN,9.1
QB,Jalen Hurts (29534607),Jalen Hurts,29534607,QB,7800,MIN@PHI 09/14/2023 08:15PM ET,PHI,13.5
WR,Amon-Ra St. Brown (29535074),Amon-Ra St. Brown,29535074,WR/FLEX,7800,SEA@DET 09/17/2023 01:00PM ET,DET,19.1
WR,A.J. Brown (29535076),A.J. Brown,29535076,WR/FLEX,7700,MIN@PHI 09/14/2023 08:15PM ET,PHI,14.9
QB,Lamar Jackson (29534608),Lamar Jackson,29534608,QB,7700,BAL@CIN 09/17/2023 01:00PM ET,BAL,8.56
WR,CeeDee Lamb (29535078),CeeDee Lamb,29535078,WR/FLEX,7700,NYJ@DAL 09/17/2023 04:25PM ET,DAL,11.7
WR,Davante Adams (29535080),Davante Adams,29535080,WR/FLEX,7600,LV@BUF 09/17/2023 01:00PM ET,LV,12.6
TE,Travis Kelce (29535656),Travis Kelce,29535656,TE/FLEX,7600,KC@JAX 09/17/2023 01:00PM ET,KC,0
QB,Justin Fields (29534609),Justin Fields,29534609,QB,7600,CHI@TB 09/17/2023 01:00PM ET,CHI,16.54
RB,Tony Pollard (29534714),Tony Pollard,29534714,RB/FLEX,7500,NYJ@DAL 09/17/2023 04:25PM ET,DAL,22.2
WR,Garrett Wilson (29535082),Garrett Wilson,29535082,WR/FLEX,7500,NYJ@DAL 09/17/2023 04:25PM ET,NYJ,14.4
RB,Derrick Henry (29534716),Derrick Henry,29534716,RB/FLEX,7400,LAC@TEN 09/17/2023 01:00PM ET,TEN,13.9
WR,Jaylen Waddle (29535084),Jaylen Waddle,29535084,WR/FLEX,7400,MIA@NE 09/17/2023 08:20PM ET,MIA,11.8
WR,DeVonta Smith (29535086),DeVonta Smith,29535086,WR/FLEX,7300,MIN@PHI 09/14/2023 08:15PM ET,PHI,17.7
WR,Calvin Ridley (29535088),Calvin Ridley,29535088,WR/FLEX,7200,KC@JAX 09/17/2023 01:00PM ET,JAX,27.1
RB,Josh Jacobs (29534718),Josh Jacobs,29534718,RB/FLEX,7100,LV@BUF 09/17/2023 01:00PM ET,LV,9.1
WR,Keenan Allen (29535090),Keenan Allen,29535090,WR/FLEX,7100,LAC@TEN 09/17/2023 01:00PM ET,LAC,14.2
QB,Tua Tagovailoa (29534610),Tua Tagovailoa,29534610,QB,7100,MIA@NE 09/17/2023 08:20PM ET,MIA,32.14
WR,DK Metcalf (29535092),DK Metcalf,29535092,WR/FLEX,7000,SEA@DET 09/17/2023 01:00PM ET,SEA,13.7
QB,Justin Herbert (29534611),Justin Herbert,29534611,QB,7000,LAC@TEN 09/17/2023 01:00PM ET,LAC,20.92
QB,Joe Burrow (29534612),Joe Burrow,29534612,QB,6900,BAL@CIN 09/17/2023 01:00PM ET,CIN,3.18
RB,Travis Etienne Jr. (29534720),Travis Etienne Jr.,29534720,RB/FLEX,6900,KC@JAX 09/17/2023 01:00PM ET,JAX,21.4
WR,Chris Olave (29535094),Chris Olave,29535094,WR/FLEX,6900,NO@CAR 09/18/2023 07:15PM ET,NO,22.2
QB,Trevor Lawrence (29534613),Trevor Lawrence,29534613,QB,6700,KC@JAX 09/17/2023 01:00PM ET,JAX,18.74
WR,DeAndre Hopkins (29535096),DeAndre Hopkins,29535096,WR/FLEX,6700,LAC@TEN 09/17/2023 01:00PM ET,TEN,13.5
