ID,Player,Team,Opp,Pos,Salary,Own %
31643899,Kyren Williams,LAR,WAS,RB,"$7,500",35.10%
31643927,Ezekiel Elliott,NE,KC,RB,"$5,800",25.90%
31643945,Clyde Edwards-Helaire,KC,NE,RB,"$5,000",18.70%
31643895,Christian McCaffrey,SF,ARI,RB,"$9,300",18.60%
31644543,Tucker Kraft,GB,TB,TE,"$3,000",17.40%
31643842,Matthew Stafford,LAR,WAS,QB,"$6,000",17.30%
31644133,Deebo Samuel,SF,ARI,WR,"$7,700",16.10%
31644141,Brandon Aiyuk,SF,ARI,WR,"$7,200",16.10%
31644151,DeAndre Hopkins,TEN,HOU,WR,"$6,200",15.70%
31644161,Terry McLaurin,WAS,LAR,WR,"$5,600",15.70%
31644175,Jayden Reed,GB,TB,WR,"$4,900",15.70%
31644131,Cooper Kupp,LAR,WAS,WR,"$7,800",15.20%
31644139,Puka Nacua,LAR,WAS,WR,"$7,300",15.20%
31644127,CeeDee Lamb,DAL,BUF,WR,"$9,200",14.80%
31643915,Tony Pollard,DAL,BUF,RB,"$6,700",14.50%
31643838,Brock Purdy,SF,ARI,QB,"$6,800",14.40%
31644201,Demarcus Robinson,LAR,WAS,WR,"$3,600",14.10%
31644545,Chig Okonkwo,TEN,HOU,TE,"$2,900",13.90%
31644129,Stefon Diggs,BUF,DAL,WR,"$8,400",13.20%
31644513,Trey McBride,ARI,SF,TE,"$5,200",12.20%
31643939,Antonio Gibson,WAS,LAR,RB,"$5,200",11.80%
31644153,Rashee Rice,KC,NE,WR,"$6,100",11.70%
31643840,Sam Howell,WAS,LAR,QB,"$6,300",11.50%
31644734,Carolina Panthers,CAR,ATL,D,"$2,800",11.20%
31644738,Buffalo Bills,BUF,DAL,D,"$2,400",10.30%
31644159,Garrett Wilson,NYJ,MIA,WR,"$5,800",10.30%
31644125,Tyreek Hill,MIA,NYJ,WR,"$9,900",10.20%
31644167,Romeo Doubs,GB,TB,WR,"$5,300",9.50%
31643897,Alvin Kamara,NO,NYG,RB,"$8,600",9.20%
31644143,Chris Olave,NO,NYG,WR,"$7,100",8.80%
31643901,Saquon Barkley,NYG,NO,RB,"$7,300",8.80%
31643907,Rachaad White,TB,GB,RB,"$7,000",8.80%
31643909,Derrick Henry,TEN,HOU,RB,"$6,900",8.80%
31643913,Bijan Robinson,ATL,CAR,RB,"$6,800",8.80%
31643919,Breece Hall,NYJ,MIA,RB,"$6,400",8.80%
31643929,James Conner,ARI,SF,RB,"$5,700",8.80%
31643931,Chuba Hubbard,CAR,ATL,RB,"$5,600",8.80%
31643933,Jerome Ford,CLE,CHI,RB,"$5,500",8.80%
31644519,David Njoku,CLE,CHI,TE,"$4,700",8.70%
31644147,D.J. Moore,CHI,CLE,WR,"$6,900",8.20%
31644155,Amari Cooper,CLE,CHI,WR,"$6,000",8.20%
