Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Tyreek Hill (31797021),Tyreek Hill,31797021,WR/FLEX,9600,DAL@MIA 12/24/2023 04:25PM ET,MIA,26.75
RB,Christian McCaffrey (31796651),Christian McCaffrey,31796651,RB/FLEX,9500,BAL@SF 12/25/2023 08:15PM ET,SF,26.65
WR,CeeDee Lamb (31797023),CeeDee Lamb,31797023,WR/FLEX,9200,DAL@MIA 12/24/2023 04:25PM ET,DAL,22.95
WR,A.J. Brown (31797025),A.J. Brown,31797025,WR/FLEX,8700,NYG@PHI 12/25/2023 04:30PM ET,PHI,20.6
WR,Stefon Diggs (31797027),Stefon Diggs,31797027,WR/FLEX,8600,BUF@LAC 12/23/2023 08:00PM ET,BUF,18.51
WR,Amon-Ra St. Brown (31797029),Amon-Ra St. Brown,31797029,WR/FLEX,8200,DET@MIN 12/24/2023 01:00PM ET,DET,21.14
QB,Josh Allen (31796546),Josh Allen,31796546,QB,8100,BUF@LAC 12/23/2023 08:00PM ET,BUF,25.17
WR,Justin Jefferson (31797031),Justin Jefferson,31797031,WR/FLEX,8100,DET@MIN 12/24/2023 01:00PM ET,MIN,19.89
QB,Jalen Hurts (31796547),Jalen Hurts,31796547,QB,8000,NYG@PHI 12/25/2023 04:30PM ET,PHI,24.26
WR,Cooper Kupp (31797033),Cooper Kupp,31797033,WR/FLEX,8000,NO@LAR 12/21/2023 08:15PM ET,LAR,15.28
WR,Keenan Allen (31797035),Keenan Allen,31797035,WR/FLEX,7900,BUF@LAC 12/23/2023 08:00PM ET,LAC,22.68
QB,Dak Prescott (31796548),Dak Prescott,31796548,QB,7900,DAL@MIA 12/24/2023 04:25PM ET,DAL,21.34
RB,Kyren Williams (31796653),Kyren Williams,31796653,RB/FLEX,7800,NO@LAR 12/21/2023 08:15PM ET,LAR,22.55
QB,Tua Tagovailoa (31796549),Tua Tagovailoa,31796549,QB,7800,DAL@MIA 12/24/2023 04:25PM ET,MIA,18.74
WR,Jaylen Waddle (31797037),Jaylen Waddle,31797037,WR/FLEX,7800,DAL@MIA 12/24/2023 04:25PM ET,MIA,15.49
QB,Patrick Mahomes (31796550),Patrick Mahomes,31796550,QB,7700,LV@KC 12/25/2023 01:00PM ET,KC,19.90
RB,Alvin Kamara (31796655),Alvin Kamara,31796655,RB/FLEX,7700,NO@LAR 12/21/2023 08:15PM ET,NO,19.78
WR,Deebo Samuel (31797039),Deebo Samuel,31797039,WR/FLEX,7700,BAL@SF 12/25/2023 08:15PM ET,SF,18.32
QB,Lamar Jackson (31796551),Lamar Jackson,31796551,QB,7600,BAL@SF 12/25/2023 08:15PM ET,BAL,21.02
WR,Mike Evans (31797041),Mike Evans,31797041,WR/FLEX,7600,JAX@TB 12/24/2023 04:05PM ET,TB,17.76
TE,Travis Kelce (31797631),Travis Kelce,31797631,TE/FLEX,7500,LV@KC 12/25/2023 01:00PM ET,KC,16.34
WR,Ja'Marr Chase (31797043),Ja'Marr Chase,31797043,WR/FLEX,7500,CIN@PIT 12/23/2023 04:30PM ET,CIN,18.91
WR,Michael Pittman Jr. (31797045),Michael Pittman Jr.,31797045,WR/FLEX,7400,IND@ATL 12/24/2023 01:00PM ET,IND,17.3
RB,Rachaad White (31796657),Rachaad White,31796657,RB/FLEX,7400,JAX@TB 12/24/2023 04:05PM ET,TB,16.66
WR,Davante Adams (31797047),Davante Adams,31797047,WR/FLEX,7300,LV@KC 12/25/2023 01:00PM ET,LV,15.49
RB,Raheem Mostert (31796659),Raheem Mostert,31796659,RB/FLEX,7300,DAL@MIA 12/24/2023 04:25PM ET,MIA,18.76
WR,Puka Nacua (31797049),Puka Nacua,31797049,WR/FLEX,7200,NO@LAR 12/21/2023 08:15PM ET,LAR,17.69
RB,Jonathan Taylor (31796661),Jonathan Taylor,31796661,RB/FLEX,7200,IND@ATL 12/24/2023 01:00PM ET,IND,14.44
WR,DeVonta Smith (31797051),DeVonta Smith,31797051,WR/FLEX,7100,NYG@PHI 12/25/2023 04:30PM ET,PHI,15.05
