PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Bijan Robinson,RB,ATL,NYJ,-138,33.50,-2.00,17.75,6700,14.77,2.2,8.05
DeVante Parker,WR,NE,LAC,200,39.50,5.50,17.00,3300,8.41,2.6,7.60
Sam Howell,QB,WAS,MIA,342,49.50,9.00,20.25,6200,16.97,2.7,7.58
A.J. Brown,WR,PHI,SF,128,48.00,3.00,22.50,8800,16.31,1.9,7.58
Garrett Wilson,WR,NYJ,ATL,116,33.50,2.00,15.75,6000,12.13,2.0,7.52
Baker Mayfield,QB,TB,CAR,-195,36.50,-3.50,20.00,5500,15.93,2.9,7.49
Sam LaPorta,TE,DET,NO,-206,47.00,-4.50,25.75,5600,11.51,2.1,7.49
George Kittle,TE,SF,PHI,-154,48.00,-3.00,25.50,6200,11.18,1.8,7.23
Greg Dortch,WR,ARI,PIT,228,41.00,6.50,17.25,3700,9.48,2.6,7.17
Breece Hall,RB,NYJ,ATL,116,33.50,2.00,15.75,6400,11.54,1.8,6.95
D'Andre Swift,RB,PHI,SF,128,48.00,3.00,22.50,6600,13.06,2.0,6.82
Drake London,WR,ATL,NYJ,-138,33.50,-2.00,17.75,4900,11.41,2.3,6.78
Cade Otton,TE,TB,CAR,-195,36.50,-3.50,20.00,3200,7.07,2.2,6.71
Puka Nacua,WR,LAR,CLE,-200,40.50,-4.00,22.25,7000,13.49,1.9,6.71
Brandon Aiyuk,WR,SF,PHI,-154,48.00,-3.00,25.50,7200,13.54,1.9,6.63
DeVonta Smith,WR,PHI,SF,128,48.00,3.00,22.50,7300,13.61,1.9,6.48
Amari Cooper,WR,CLE,LAR,166,40.50,4.00,18.25,5700,11.65,2.0,6.29
Pat Freiermuth,TE,PIT,ARI,-284,41.00,-6.50,23.75,4300,8.74,2.0,6.21
Brevin Jordan,TE,HOU,DEN,-165,47.50,-3.00,25.25,2500,7.35,2.9,6.03
Jerome Ford,RB,CLE,LAR,166,40.50,4.00,18.25,5500,10.68,1.9,5.97
Adam Thielen,WR,CAR,TB,162,36.50,3.50,16.50,6600,12.55,1.9,5.96
James Conner,RB,ARI,PIT,228,41.00,6.50,17.25,5800,11.83,2.0,5.94
DeAndre Hopkins,WR,TEN,IND,100,42.50,1.00,20.75,6100,11.54,1.9,5.92
Gardner Minshew,QB,IND,TEN,-118,42.50,-1.00,21.75,5300,14.93,2.8,5.87
Mike Evans,WR,TB,CAR,-195,36.50,-3.50,20.00,7700,13.13,1.7,5.78
Curtis Samuel,WR,WAS,MIA,342,49.50,9.00,20.25,4100,8.82,2.2,5.68
New York Jets,D,NYJ,ATL,116,33.50,2.00,15.75,3500,7.20,2.1,5.62
Chris Olave,WR,NO,DET,170,47.00,4.50,21.25,6900,13.66,2.0,5.61
Derrick Henry,RB,TEN,IND,100,42.50,1.00,20.75,6800,11.04,1.6,5.60
Rondale Moore,WR,ARI,PIT,228,41.00,6.50,17.25,3400,7.53,2.2,5.52
Tyler Conklin,TE,NYJ,ATL,116,33.50,2.00,15.75,3000,5.97,2.0,5.40
Jahan Dotson,WR,WAS,MIA,342,49.50,9.00,20.25,4600,10.16,2.2,5.32
Cooper Kupp,WR,LAR,CLE,-200,40.50,-4.00,22.25,7800,13.84,1.8,5.30
Jalen Guyton,WR,LAC,NE,-247,39.50,-5.50,22.50,3300,7.42,2.3,5.26
Devin Singletary,RB,HOU,DEN,-165,47.50,-3.00,25.25,5900,11.51,2.0,5.26
Chigoziem Okonkwo,TE,TEN,IND,100,42.50,1.00,20.75,3100,6.16,2.0,5.22
Denver Broncos,D,DEN,HOU,138,47.50,3.00,22.25,2700,4.95,1.8,5.10
Jonathan Mingo,WR,CAR,TB,162,36.50,3.50,16.50,3300,6.56,2.0,5.02
Chris Godwin,WR,TB,CAR,-195,36.50,-3.50,20.00,6300,12.08,1.9,5.01
Derek Carr,QB,NO,DET,170,47.00,4.50,21.25,5600,15.10,2.7,4.93
Jameson Williams,WR,DET,NO,-206,47.00,-4.50,25.75,3600,8.34,2.3,4.68
Tennessee Titans,D,TEN,IND,100,42.50,1.00,20.75,2800,5.66,2.0,4.67
Kyle Pitts,TE,ATL,NYJ,-138,33.50,-2.00,17.75,3800,6.84,1.8,4.59
DJ Chark,WR,CAR,TB,162,36.50,3.50,16.50,3200,7.06,2.2,4.52
Hunter Henry,TE,NE,LAC,200,39.50,5.50,17.00,3100,5.21,1.7,4.38
Justin Herbert,QB,LAC,NE,-247,39.50,-5.50,22.50,8000,19.62,2.5,4.31
Pittsburgh Steelers,D,PIT,ARI,-284,41.00,-6.50,23.75,3800,7.86,2.1,4.27
C.J. Stroud,QB,HOU,DEN,-165,47.50,-3.00,25.25,8100,19.16,2.4,4.19
David Montgomery,RB,DET,NO,-206,47.00,-4.50,25.75,6500,11.32,1.7,4.12
A.T. Perry,WR,NO,DET,170,47.00,4.50,21.25,3300,5.50,1.7,4.11
Raheem Mostert,RB,MIA,WAS,-441,49.50,-9.00,29.25,7300,11.97,1.6,4.08
Kenny Pickett,QB,PIT,ARI,-284,41.00,-6.50,23.75,5100,13.06,2.6,4.07
Arizona Cardinals,D,ARI,PIT,228,41.00,6.50,17.25,2900,5.76,2.0,4.06
Jerry Jeudy,WR,DEN,HOU,138,47.50,3.00,22.25,4700,8.21,1.8,3.99
Gerald Everett,TE,LAC,NE,-247,39.50,-5.50,22.50,3500,6.67,1.9,3.89
Jared Goff,QB,DET,NO,-206,47.00,-4.50,25.75,6500,16.24,2.5,3.80
JuJu Smith-Schuster,WR,NE,LAC,200,39.50,5.50,17.00,3200,6.29,2.0,3.79
Tyler Higbee,TE,LAR,CLE,-200,40.50,-4.00,22.25,3700,6.68,1.8,3.77
Quentin Johnston,WR,LAC,NE,-247,39.50,-5.50,22.50,4000,7.41,1.9,3.76
Brian Robinson,RB,WAS,MIA,342,49.50,9.00,20.25,6100,10.27,1.7,3.73
Tutu Atwell,WR,LAR,CLE,-200,40.50,-4.00,22.25,3800,7.25,1.9,3.60
Josh Reynolds,WR,DET,NO,-206,47.00,-4.50,25.75,3400,6.67,2.0,3.50
Lynn Bowden,WR,NO,DET,170,47.00,4.50,21.25,3000,5.93,2.0,3.14
De'Von Achane,RB,MIA,WAS,-441,49.50,-9.00,29.25,6900,12.30,1.8,2.87
Noah Brown,WR,HOU,DEN,-165,47.50,-3.00,25.25,4500,8.48,1.9,2.84
Kyler Murray,QB,ARI,PIT,228,41.00,6.50,17.25,7000,16.66,2.4,2.61
Chuba Hubbard,RB,CAR,TB,162,36.50,3.50,16.50,5300,8.25,1.6,2.41
Detroit Lions,D,DET,NO,-206,47.00,-4.50,25.75,3000,5.89,2.0,2.38
Durham Smythe,TE,MIA,WAS,-441,49.50,-9.00,29.25,2500,3.67,1.5,2.19
Jonnu Smith,TE,ATL,NYJ,-138,33.50,-2.00,17.75,3200,4.41,1.4,2.16
Cedric Tillman,WR,CLE,LAR,166,40.50,4.00,18.25,3100,5.78,1.9,2.10
Bryce Young,QB,CAR,TB,162,36.50,3.50,16.50,4900,12.55,2.6,2.04
Matthew Stafford,QB,LAR,CLE,-200,40.50,-4.00,22.25,5900,14.42,2.4,2.01
Tyjae Spears,RB,TEN,IND,100,42.50,1.00,20.75,4400,6.88,1.6,2.01
Indianapolis Colts,D,IND,TEN,-118,42.50,-1.00,21.75,3200,5.92,1.9,1.89
Kyle Juszczyk,RB,SF,PHI,-154,48.00,-3.00,25.50,4000,2.21,0.6,1.89
Joe Flacco,QB,CLE,LAR,166,40.50,4.00,18.25,4600,10.94,2.4,1.87
Mike Gesicki,TE,NE,LAC,200,39.50,5.50,17.00,2500,3.78,1.5,1.84
Jack Stoll,TE,PHI,SF,128,48.00,3.00,22.50,2700,3.19,1.2,1.83
Alec Pierce,WR,IND,TEN,-118,42.50,-1.00,21.75,3300,5.12,1.6,1.81
New England Patriots,D,NE,LAC,200,39.50,5.50,17.00,2400,5.27,2.2,1.73
Antonio Gibson,RB,WAS,MIA,342,49.50,9.00,20.25,4500,7.92,1.8,1.69
Ian Thomas,TE,CAR,TB,162,36.50,3.50,16.50,2500,4.16,1.7,1.62
San Francisco 49ers,D,SF,PHI,-154,48.00,-3.00,25.50,3000,5.39,1.8,1.61
Bailey Zappe,QB,NE,LAC,200,39.50,5.50,17.00,4800,10.99,2.3,1.58
Kareem Hunt,RB,CLE,LAR,166,40.50,4.00,18.25,4700,7.17,1.5,1.56
New Orleans Saints,D,NO,DET,170,47.00,4.50,21.25,2700,4.89,1.8,1.48
Marvin Mims,WR,DEN,HOU,138,47.50,3.00,22.25,3300,4.52,1.4,1.48
Robert Woods,WR,HOU,DEN,-165,47.50,-3.00,25.25,3900,5.48,1.4,1.41
Drew Ogletree,TE,IND,TEN,-118,42.50,-1.00,21.75,2500,3.79,1.5,1.40
Kalif Raymond,WR,DET,NO,-206,47.00,-4.50,25.75,3200,5.12,1.6,1.35
Will Mallory,TE,IND,TEN,-118,42.50,-1.00,21.75,2500,3.60,1.4,1.34
Donald Parham,TE,LAC,NE,-247,39.50,-5.50,22.50,3300,3.63,1.1,1.31
Washington Commanders,D,WAS,MIA,342,49.50,9.00,20.25,2300,3.41,1.5,1.29
Los Angeles Chargers,D,LAC,NE,-247,39.50,-5.50,22.50,4000,7.60,1.9,1.28
Philadelphia Eagles,D,PHI,SF,128,48.00,3.00,22.50,2800,5.34,1.9,1.27
Ezekiel Elliott,RB,NE,LAC,200,39.50,5.50,17.00,4500,6.14,1.4,1.25
Will Levis,QB,TEN,IND,100,42.50,1.00,20.75,5200,11.27,2.2,1.24
Desmond Ridder,QB,ATL,NYJ,-138,33.50,-2.00,17.75,5000,12.31,2.5,1.23
Tim Boyle,QB,NYJ,ATL,116,33.50,2.00,15.75,4800,10.43,2.2,1.21
Los Angeles Rams,D,LAR,CLE,-200,40.50,-4.00,22.25,3700,7.59,2.1,1.18
Tyquan Thornton,WR,NE,LAC,200,39.50,5.50,17.00,3000,5.47,1.8,1.05
Kylen Granson,TE,IND,TEN,-118,42.50,-1.00,21.75,2500,2.55,1.0,1.04
Cleveland Browns,D,CLE,LAR,166,40.50,4.00,18.25,3100,5.79,1.9,1.01
Van Jefferson,WR,ATL,NYJ,-138,33.50,-2.00,17.75,3100,4.87,1.6,0.92
Jeremy Ruckert,TE,NYJ,ATL,116,33.50,2.00,15.75,2500,2.86,1.1,0.91
Treylon Burks,WR,TEN,IND,100,42.50,1.00,20.75,3400,4.75,1.4,0.83
Braxton Berrios,WR,MIA,WAS,-441,49.50,-9.00,29.25,3000,4.57,1.5,0.79
Miles Sanders,RB,CAR,TB,162,36.50,3.50,16.50,4300,5.10,1.2,0.76
Adam Trautman,TE,DEN,HOU,138,47.50,3.00,22.25,2900,2.17,0.8,0.75
Allen Lazard,WR,NYJ,ATL,116,33.50,2.00,15.75,3200,5.09,1.6,0.74
Tyler Allgeier,RB,ATL,NYJ,-138,33.50,-2.00,17.75,4500,5.39,1.2,0.73
Kyle Philips,WR,TEN,IND,100,42.50,1.00,20.75,3000,3.30,1.1,0.65
Houston Texans,D,HOU,DEN,-165,47.50,-3.00,25.25,3300,5.78,1.8,0.59
Kenneth Gainwell,RB,PHI,SF,128,48.00,3.00,22.50,4500,5.86,1.3,0.59
Cedrick Wilson,WR,MIA,WAS,-441,49.50,-9.00,29.25,3000,3.09,1.0,0.58
Samaje Perine,RB,DEN,HOU,138,47.50,3.00,22.25,4800,5.26,1.1,0.57
Josh Whyle,TE,TEN,IND,100,42.50,1.00,20.75,2500,2.72,1.1,0.56
Nick Westbrook-Ikhine,WR,TEN,IND,100,42.50,1.00,20.75,3200,3.38,1.1,0.55
Dameon Pierce,RB,HOU,DEN,-165,47.50,-3.00,25.25,5100,5.18,1.0,0.51
Connor Heyward,TE,PIT,ARI,-284,41.00,-6.50,23.75,2500,1.96,0.8,0.49
Xavier Gipson,WR,NYJ,ATL,116,33.50,2.00,15.75,3100,3.09,1.0,0.41
Keith Kirkwood,WR,NO,DET,170,47.00,4.50,21.25,3000,3.10,1.0,0.36
Jaleel McLaughlin,RB,DEN,HOU,138,47.50,3.00,22.25,4000,4.04,1.0,0.34
Pharaoh Brown,TE,NE,LAC,200,39.50,5.50,17.00,2500,2.03,0.8,0.33
Jordan Akins,TE,CLE,LAR,166,40.50,4.00,18.25,2500,2.03,0.8,0.33
Jauan Jennings,WR,SF,PHI,-154,48.00,-3.00,25.50,3500,3.26,0.9,0.29
Foster Moreau,TE,NO,DET,170,47.00,4.50,21.25,2500,1.71,0.7,0.27
Elijah Higgins,TE,ARI,PIT,228,41.00,6.50,17.25,2500,1.82,0.7,0.24
Julio Jones,WR,PHI,SF,128,48.00,3.00,22.50,3100,3.25,1.1,0.23
Jason Brownlee,WR,NYJ,ATL,116,33.50,2.00,15.75,3000,3.27,1.1,0.23
Jamaal Williams,RB,NO,DET,170,47.00,4.50,21.25,4300,3.63,0.8,0.20
Mo Alie-Cox,TE,IND,TEN,-118,42.50,-1.00,21.75,2500,1.53,0.6,0.20
Eric Saubert,TE,HOU,DEN,-165,47.50,-3.00,25.25,2500,1.44,0.6,0.19
John Bates,TE,WAS,MIA,342,49.50,9.00,20.25,2500,1.31,0.5,0.19
Mack Hollins,WR,ATL,NYJ,-138,33.50,-2.00,17.75,3300,3.42,1.0,0.16
Byron Pringle,WR,WAS,MIA,342,49.50,9.00,20.25,3000,2.82,0.9,0.16
Joshua Kelley,RB,LAC,NE,-247,39.50,-5.50,22.50,4900,4.35,0.9,0.16
Deven Thompkins,WR,TB,CAR,-195,36.50,-3.50,20.00,3000,2.42,0.8,0.16
Harrison Bryant,TE,CLE,LAR,166,40.50,4.00,18.25,2500,1.40,0.6,0.16
Derius Davis,WR,LAC,NE,-247,39.50,-5.50,22.50,3000,2.53,0.8,0.14
Dallas Goedert,TE,PHI,SF,128,48.00,3.00,22.50,4800,2.41,0.5,0.14
Chris Moore,WR,TEN,IND,100,42.50,1.00,20.75,3100,2.35,0.8,0.12
Isaiah McKenzie,WR,IND,TEN,-118,42.50,-1.00,21.75,3000,2.32,0.8,0.12
River Cracraft,WR,MIA,WAS,-441,49.50,-9.00,29.25,3000,2.45,0.8,0.11
Royce Freeman,RB,LAR,CLE,-200,40.50,-4.00,22.25,4500,2.73,0.6,0.11
Calvin Austin,WR,PIT,ARI,-284,41.00,-6.50,23.75,3000,1.90,0.6,0.11
Jalen Reagor,WR,NE,LAC,200,39.50,5.50,17.00,3000,2.36,0.8,0.10
Brock Wright,TE,DET,NO,-206,47.00,-4.50,25.75,2500,1.26,0.5,0.10
Zach Pascal,WR,ARI,PIT,228,41.00,6.50,17.25,3000,2.68,0.9,0.09
C.J. Uzomah,TE,NYJ,ATL,116,33.50,2.00,15.75,2500,1.11,0.4,0.09
Allen Robinson,WR,PIT,ARI,-284,41.00,-6.50,23.75,3000,1.19,0.4,0.08
Geoff Swaim,TE,ARI,PIT,228,41.00,6.50,17.25,2500,0.74,0.3,0.08
Quez Watkins,WR,PHI,SF,128,48.00,3.00,22.50,3000,2.26,0.8,0.07
Stone Smartt,TE,LAC,NE,-247,39.50,-5.50,22.50,2500,0.76,0.3,0.07
Tyler Kroft,TE,MIA,WAS,-441,49.50,-9.00,29.25,2500,0.28,0.1,0.07
Chase Edmonds,RB,TB,CAR,-195,36.50,-3.50,20.00,4300,2.85,0.7,0.06
Olamide Zaccheaus,WR,PHI,SF,128,48.00,3.00,22.50,3000,2.08,0.7,0.06
Elijah Mitchell,RB,SF,PHI,-154,48.00,-3.00,25.50,4300,2.94,0.7,0.06
Dyami Brown,WR,WAS,MIA,342,49.50,9.00,20.25,3000,1.90,0.6,0.06
Jeff Wilson,RB,MIA,WAS,-441,49.50,-9.00,29.25,4600,2.30,0.5,0.06
Darnell Washington,TE,PIT,ARI,-284,41.00,-6.50,23.75,2500,0.54,0.2,0.06
Michael Carter,RB,ARI,PIT,228,41.00,6.50,17.25,4200,3.21,0.8,0.05
Cordarrelle Patterson,RB,ATL,NYJ,-138,33.50,-2.00,17.75,4100,2.98,0.7,0.04
Jamison Crowder,WR,WAS,MIA,342,49.50,9.00,20.25,3100,1.91,0.6,0.04
Dalvin Cook,RB,NYJ,ATL,116,33.50,2.00,15.75,4400,2.57,0.6,0.04
Trey Sermon,RB,IND,TEN,-118,42.50,-1.00,21.75,4000,1.84,0.5,0.04
Chase Claypool,WR,MIA,WAS,-441,49.50,-9.00,29.25,3000,1.27,0.4,0.04
Julian Hill,TE,MIA,WAS,-441,49.50,-9.00,29.25,2500,0.72,0.3,0.04
Ross Dwelley,TE,SF,PHI,-154,48.00,-3.00,25.50,2500,0.56,0.2,0.04
Scotty Miller,WR,ATL,NYJ,-138,33.50,-2.00,17.75,3000,2.14,0.7,0.03
Albert Okwuegbunam,TE,PHI,SF,128,48.00,3.00,22.50,2500,0.18,0.1,0.03
Jimmy Graham,TE,NO,DET,170,47.00,4.50,21.25,2500,0.32,0.1,0.03
Terrace Marshall,WR,CAR,TB,162,36.50,3.50,16.50,3000,1.70,0.6,0.02
KhaDarel Hodge,WR,ATL,NYJ,-138,33.50,-2.00,17.75,3000,1.43,0.5,0.02
John Metchie,WR,HOU,DEN,-165,47.50,-3.00,25.25,3000,1.20,0.4,0.02
Donovan Peoples-Jones,WR,DET,NO,-206,47.00,-4.50,25.75,3000,1.12,0.4,0.02
Cole Turner,TE,WAS,MIA,342,49.50,9.00,20.25,2500,0.74,0.3,0.02
Ray-Ray McCloud,WR,SF,PHI,-154,48.00,-3.00,25.50,3100,1.85,0.6,0.01
Lil'Jordan Humphrey,WR,DEN,HOU,138,47.50,3.00,22.25,3000,1.41,0.5,0.01
Emari Demercado,RB,ARI,PIT,228,41.00,6.50,17.25,4400,2.04,0.5,0.01
Simi Fehoko,WR,LAC,NE,-247,39.50,-5.50,22.50,3000,0.88,0.3,0.01
David Bell,WR,CLE,LAR,166,40.50,4.00,18.25,3000,1.05,0.3,0.01
Payne Durham,TE,TB,CAR,-195,36.50,-3.50,20.00,2500,0.52,0.2,0.01
Alex Erickson,WR,LAC,NE,-247,39.50,-5.50,22.50,3000,0.40,0.1,0.01
Ko Kieft,TE,TB,CAR,-195,36.50,-3.50,20.00,2500,0.33,0.1,0.01
Antoine Green,WR,DET,NO,-206,47.00,-4.50,25.75,3000,0.35,0.1,0.01
Taysom Hill,TE,NO,DET,170,47.00,4.50,21.25,5200,5.53,1.1,0.00
Jordan Mason,RB,SF,PHI,-154,48.00,-3.00,25.50,4500,1.12,0.3,0.00
Ke'Shawn Vaughn,RB,TB,CAR,-195,36.50,-3.50,20.00,4000,1.31,0.3,0.00
Pierre Strong,RB,CLE,LAR,166,40.50,4.00,18.25,4000,1.04,0.3,0.00
Boston Scott,RB,PHI,SF,128,48.00,3.00,22.50,4000,1.15,0.3,0.00
Ben Skowronek,WR,LAR,CLE,-200,40.50,-4.00,22.25,3000,0.50,0.2,0.00
Chris Rodriguez,RB,WAS,MIA,342,49.50,9.00,20.25,4100,0.75,0.2,0.00
Mike Boone,RB,HOU,DEN,-165,47.50,-3.00,25.25,4000,0.59,0.2,0.00
Ty Montgomery,RB,NE,LAC,200,39.50,5.50,17.00,4000,0.89,0.2,0.00
Israel Abanikanda,RB,NYJ,ATL,116,33.50,2.00,15.75,4000,0.88,0.2,0.00
Demarcus Robinson,WR,LAR,CLE,-200,40.50,-4.00,22.25,3000,0.17,0.1,0.00
James Proche,WR,CLE,LAR,166,40.50,4.00,18.25,3000,0.20,0.1,0.00
Brycen Hopkins,TE,LAR,CLE,-200,40.50,-4.00,22.25,2500,0.35,0.1,0.00
Craig Reynolds,RB,DET,NO,-206,47.00,-4.50,25.75,4000,0.43,0.1,0.00
Ronnie Bell,WR,SF,PHI,-154,48.00,-3.00,25.50,3000,0.28,0.1,0.00
Xavier Hutchinson,WR,HOU,DEN,-165,47.50,-3.00,25.25,3000,0.32,0.1,0.00
Isaiah Spiller,RB,LAC,NE,-247,39.50,-5.50,22.50,4000,0.41,0.1,0.00
Rashaad Penny,RB,PHI,SF,128,48.00,3.00,22.50,4000,0.35,0.1,0.00
Sean Tucker,RB,TB,CAR,-195,36.50,-3.50,20.00,4000,0.22,0.1,0.00
Miles Boykin,WR,PIT,ARI,-284,41.00,-6.50,23.75,3000,0.20,0.1,0.00
Zach Evans,RB,LAR,CLE,-200,40.50,-4.00,22.25,4000,0.38,0.1,0.00
Raheem Blackshear,RB,CAR,TB,162,36.50,3.50,16.50,4000,0.27,0.1,0.00
Anthony McFarland,RB,PIT,ARI,-284,41.00,-6.50,23.75,4000,0.32,0.1,0.00
Davis Allen,TE,LAR,CLE,-200,40.50,-4.00,22.25,2500,0.13,0.1,0.00
Randall Cobb,WR,NYJ,ATL,116,33.50,2.00,15.75,3000,0.43,0.1,0.00
Elijah Dotson,RB,LAC,NE,-247,39.50,-5.50,22.50,4000,0.36,0.1,0.00
Tyrion Davis-Price,RB,SF,PHI,-154,48.00,-3.00,25.50,4000,0.21,0.1,0.00
Brandon Allen,QB,SF,PHI,-154,48.00,-3.00,25.50,4000,0.00,0.0,0
Ihmir Smith-Marsette,WR,CAR,TB,162,36.50,3.50,16.50,3000,0.00,0.0,0
Anthony Richardson,QB,IND,TEN,-118,42.50,-1.00,21.75,4000,0.00,0.0,0
Evan Hull,RB,IND,TEN,-118,42.50,-1.00,21.75,4000,0.00,0.0,0
Shane Zylstra,TE,DET,NO,-206,47.00,-4.50,25.75,2500,0.00,0.0,0
Ryan Tannehill,QB,TEN,IND,100,42.50,1.00,20.75,4600,0.00,0.0,0
Taylor Heinicke,QB,ATL,NYJ,-138,33.50,-2.00,17.75,4600,0.00,0.0,0
Jesse Matthews,WR,HOU,DEN,-165,47.50,-3.00,25.25,3000,0.00,0.0,0
Josh Ali,WR,ATL,NYJ,-138,33.50,-2.00,17.75,3000,0.00,0.0,0
Michael Burton,RB,DEN,HOU,138,47.50,3.00,22.25,4000,0.00,0.0,0
Austin Trammell,WR,LAR,CLE,-200,40.50,-4.00,22.25,3000,0.00,0.0,0
Demario Douglas,WR,NE,LAC,200,39.50,5.50,17.00,4300,0.00,0.0,0
Kayshon Boutte,WR,NE,LAC,200,39.50,5.50,17.00,3000,0.00,0.0,0
Troy Hairston,RB,HOU,DEN,-165,47.50,-3.00,25.25,4000,0.00,0.0,0
Nick Chubb,RB,CLE,LAR,166,40.50,4.00,18.25,4000,0.00,0.0,0
Jakeem Grant,WR,CLE,LAR,166,40.50,4.00,18.25,3000,0.00,0.0,0
Brandon Johnson,WR,DEN,HOU,138,47.50,3.00,22.25,3000,0.00,0.0,0
Jalen Virgil,WR,DEN,HOU,138,47.50,3.00,22.25,3000,0.00,0.0,0
Greg Dulcich,TE,DEN,HOU,138,47.50,3.00,22.25,3000,0.00,0.0,0
Rodney Williams,TE,PIT,ARI,-284,41.00,-6.50,23.75,2500,0.00,0.0,0
Kevin Rader,TE,TEN,IND,100,42.50,1.00,20.75,2500,0.00,0.0,0
Dorian Thompson-Robinson,QB,CLE,LAR,166,40.50,4.00,18.25,4800,0.00,0.0,0
Chris Manhertz,TE,DEN,HOU,138,47.50,3.00,22.25,2500,0.00,0.0,0
Dalton Schultz,TE,HOU,DEN,-165,47.50,-3.00,25.25,5000,0.00,0.0,0
Keith Smith,RB,ATL,NYJ,-138,33.50,-2.00,17.75,4000,0.00,0.0,0
Blake Whiteheart,TE,ARI,PIT,228,41.00,6.50,17.25,2500,0.00,0.0,0
Deshaun Watson,QB,CLE,LAR,166,40.50,4.00,18.25,4000,0.00,0.0,0
Hendon Hooker,QB,DET,NO,-206,47.00,-4.50,25.75,4000,0.00,0.0,0
Hayden Hurst,TE,CAR,TB,162,36.50,3.50,16.50,2800,0.00,0.0,0
Stetson Bennett,QB,LAR,CLE,-200,40.50,-4.00,22.25,4000,0.00,0.0,0
