Week,Team,Pos,G,Cmp,Passing Attempts,Passing Yards,Passing TDs,INTs,Rushing Attempts,Rushing Yards,Rushing TDs,Receptions,Receiving Yards,Receiving TDs,FPts,FPts/G
6,Cardinals,QB,5,126,175,"1,372",8,4,21,100,3,128.6,25.7,,,
6,Commanders,QB,5,99,160,"1,259",10,2,34,188,1,127.8,25.6,,,
6,Jaguars,QB,5,119,181,"1,358",8,5,25,104,2,122.3,24.5,,,
6,Colts,QB,5,126,184,"1,410",5,3,28,149,2,117.4,23.5,,,
6,Eagles,QB,5,131,201,"1,338",11,2,9,57,0,116.6,23.3,,,
6,Dolphins,QB,5,121,170,"1,290",7,2,24,95,2,114,22.8,,,
6,Vikings,QB,5,135,177,"1,256",8,1,24,67,2,113.5,22.7,,,
6,Seahawks,QB,4,113,165,"1,221",5,3,15,88,0,89.9,22.5,,,
6,Lions,QB,5,122,195,"1,248",8,5,15,71,1,107.5,21.5,,,
6,Steelers,QB,5,107,181,"1,321",7,5,23,108,0,104.9,21,,,
6,Raiders,QB,5,103,153,"1,035",8,4,23,81,2,103.9,20.8,,,
6,Rams,QB,5,95,163,"1,080",4,2,32,137,3,101.7,20.3,,,
6,Buccaneers,QB,4,95,148,959,4,6,19,39,2,79.9,20,,,
6,Bengals,QB,5,91,152,"1,066",7,6,27,118,1,99.1,19.8,,,
6,Jets,QB,5,113,169,"1,091",7,5,30,163,0,98.9,19.8,,,
6,Texans,QB,5,117,162,"1,145",3,3,20,107,3,98,19.6,,,
6,Giants,QB,5,96,149,"1,162",6,2,12,62,1,94.3,18.9,,,
6,Falcons,QB,5,99,161,996,7,3,19,87,1,92.5,18.5,,,
6,Packers,QB,5,107,162,"1,075",5,4,25,112,1,91,18.2,,,
6,Titans,QB,5,117,163,"1,317",5,1,15,27,0,88.6,17.7,,,
6,Chiefs,QB,5,112,184,"1,097",6,1,26,91,0,88,17.6,,,
6,Saints,QB,5,100,174,988,5,7,23,109,1,86.3,17.3,,,
6,Cowboys,QB,5,80,133,929,6,7,28,140,0,84.5,16.9,,,
6,Panthers,QB,5,91,137,"1,014",7,4,13,-11,1,83.6,16.7,,,
6,49ers,QB,5,131,201,"1,102",5,8,22,76,0,82.7,16.5,,,
6,Bills,QB,5,99,147,"1,092",4,8,15,63,0,76.9,15.4,,,
6,Patriots,QB,5,109,161,"1,040",5,1,23,38,0,75.8,15.2,,,
6,Ravens,QB,5,119,197,"1,036",4,4,15,43,0,72.1,14.4,,,
6,Browns,QB,4,57,106,594,3,1,17,27,2,56.4,14.1,,,
