Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Cooper Kupp (30336944),Cooper Kupp,30336944,WR/FLEX,9500,PIT@LAR 10/22/2023 04:05PM ET,LAR,26.8
WR,Tyreek Hill (30336946),Tyreek Hill,30336946,WR/FLEX,9400,MIA@PHI 10/22/2023 08:20PM ET,MIA,28.8
RB,Christian McCaffrey (30336644),Christian McCaffrey,30336644,RB/FLEX,9400,SF@MIN 10/23/2023 08:15PM ET,SF,26.33
WR,Stefon Diggs (30336948),Stefon Diggs,30336948,WR/FLEX,8900,BUF@NE 10/22/2023 01:00PM ET,BUF,25.83
RB,Austin Ekeler (30336646),Austin Ekeler,30336646,RB/FLEX,8600,LAC@KC 10/22/2023 04:25PM ET,LAC,19.8
WR,Keenan Allen (30336950),Keenan Allen,30336950,WR/FLEX,8600,LAC@KC 10/22/2023 04:25PM ET,LAC,26.09
QB,Patrick Mahomes (30336559),Patrick Mahomes,30336559,QB,8300,LAC@KC 10/22/2023 04:25PM ET,KC,21.20
WR,Davante Adams (30336952),Davante Adams,30336952,WR/FLEX,8200,LV@CHI 10/22/2023 01:00PM ET,LV,17.85
QB,Josh Allen (30336560),Josh Allen,30336560,QB,8200,BUF@NE 10/22/2023 01:00PM ET,BUF,24.19
RB,Saquon Barkley (30336648),Saquon Barkley,30336648,RB/FLEX,8100,WAS@NYG 10/22/2023 01:00PM ET,NYG,16.77
QB,Jalen Hurts (30336561),Jalen Hurts,30336561,QB,8100,MIA@PHI 10/22/2023 08:20PM ET,PHI,23.83
WR,Amon-Ra St. Brown (30336954),Amon-Ra St. Brown,30336954,WR/FLEX,8000,DET@BAL 10/22/2023 01:00PM ET,DET,21.98
QB,Justin Herbert (30336562),Justin Herbert,30336562,QB,8000,LAC@KC 10/22/2023 04:25PM ET,LAC,24.58
TE,Travis Kelce (30337432),Travis Kelce,30337432,TE/FLEX,8000,LAC@KC 10/22/2023 04:25PM ET,KC,18.32
WR,A.J. Brown (30336956),A.J. Brown,30336956,WR/FLEX,7900,MIA@PHI 10/22/2023 08:20PM ET,PHI,22.2
QB,Tua Tagovailoa (30336563),Tua Tagovailoa,30336563,QB,7700,MIA@PHI 10/22/2023 08:20PM ET,MIA,22.69
QB,Lamar Jackson (30336564),Lamar Jackson,30336564,QB,7600,DET@BAL 10/22/2023 01:00PM ET,BAL,20.47
WR,Puka Nacua (30336958),Puka Nacua,30336958,WR/FLEX,7600,PIT@LAR 10/22/2023 04:05PM ET,LAR,21.87
RB,Raheem Mostert (30336650),Raheem Mostert,30336650,RB/FLEX,7600,MIA@PHI 10/22/2023 08:20PM ET,MIA,24.4
WR,Jaylen Waddle (30336960),Jaylen Waddle,30336960,WR/FLEX,7500,MIA@PHI 10/22/2023 08:20PM ET,MIA,13.08
RB,Josh Jacobs (30336652),Josh Jacobs,30336652,RB/FLEX,7400,LV@CHI 10/22/2023 01:00PM ET,LV,14.85
RB,Bijan Robinson (30336654),Bijan Robinson,30336654,RB/FLEX,7300,ATL@TB 10/22/2023 01:00PM ET,ATL,17
RB,Travis Etienne Jr. (30336658),Travis Etienne Jr.,30336658,RB/FLEX,7200,JAX@NO 10/19/2023 08:15PM ET,JAX,19.72
RB,David Montgomery (30336656),David Montgomery,30336656,RB/FLEX,7200,DET@BAL 10/22/2023 01:00PM ET,DET,18.42
WR,Mike Evans (30336962),Mike Evans,30336962,WR/FLEX,7100,ATL@TB 10/22/2023 01:00PM ET,TB,16.72
RB,Kyren Williams (30336660),Kyren Williams,30336660,RB/FLEX,7100,PIT@LAR 10/22/2023 04:05PM ET,LAR,19.52
QB,Justin Fields (30336565),Justin Fields,30336565,QB,7000,LV@CHI 10/22/2023 01:00PM ET,CHI,19.46
RB,Kenneth Walker III (30336662),Kenneth Walker III,30336662,RB/FLEX,7000,ARI@SEA 10/22/2023 04:05PM ET,SEA,18.3
WR,DeVonta Smith (30336964),DeVonta Smith,30336964,WR/FLEX,7000,MIA@PHI 10/22/2023 08:20PM ET,PHI,12.73
RB,Alvin Kamara (30336664),Alvin Kamara,30336664,RB/FLEX,6900,JAX@NO 10/19/2023 08:15PM ET,NO,19.17
WR,Chris Godwin (30336966),Chris Godwin,30336966,WR/FLEX,6900,ATL@TB 10/22/2023 01:00PM ET,TB,13.04
QB,Kirk Cousins (30336566),Kirk Cousins,30336566,QB,6900,SF@MIN 10/23/2023 08:15PM ET,MIN,20.98
WR,DK Metcalf (30336968),DK Metcalf,30336968,WR/FLEX,6800,ARI@SEA 10/22/2023 04:05PM ET,SEA,14.14
RB,Aaron Jones (30336666),Aaron Jones,30336666,RB/FLEX,6800,GB@DEN 10/22/2023 04:25PM ET,GB,14.55
WR,Brandon Aiyuk (30336970),Brandon Aiyuk,30336970,WR/FLEX,6700,SF@MIN 10/23/2023 08:15PM ET,SF,17.68
TE,T.J. Hockenson (30337434),T.J. Hockenson,30337434,TE/FLEX,6700,SF@MIN 10/23/2023 08:15PM ET,MIN,12.9
WR,Michael Pittman Jr. (30336972),Michael Pittman Jr.,30336972,WR/FLEX,6600,CLE@IND 10/22/2023 01:00PM ET,IND,15.27
WR,DJ Moore (30336974),DJ Moore,30336974,WR/FLEX,6500,LV@CHI 10/22/2023 01:00PM ET,CHI,21.53
RB,Jonathan Taylor (30336668),Jonathan Taylor,30336668,RB/FLEX,6500,CLE@IND 10/22/2023 01:00PM ET,IND,7.95
QB,Matthew Stafford (30336567),Matthew Stafford,30336567,QB,6500,PIT@LAR 10/22/2023 04:05PM ET,LAR,16.70
WR,Calvin Ridley (30336976),Calvin Ridley,30336976,WR/FLEX,6400,JAX@NO 10/19/2023 08:15PM ET,JAX,13.55
QB,Jared Goff (30336568),Jared Goff,30336568,QB,6400,DET@BAL 10/22/2023 01:00PM ET,DET,20.87
RB,James Cook (30336670),James Cook,30336670,RB/FLEX,6400,BUF@NE 10/22/2023 01:00PM ET,BUF,12.22
QB,Trevor Lawrence (30336569),Trevor Lawrence,30336569,QB,6300,JAX@NO 10/19/2023 08:15PM ET,JAX,16.21
WR,Chris Olave (30336978),Chris Olave,30336978,WR/FLEX,6300,JAX@NO 10/19/2023 08:15PM ET,NO,14.23
RB,Jahmyr Gibbs (30336674),Jahmyr Gibbs,30336674,RB/FLEX,6300,DET@BAL 10/22/2023 01:00PM ET,DET,9.72
RB,D'Andre Swift (30336672),D'Andre Swift,30336672,RB/FLEX,6300,MIA@PHI 10/22/2023 08:20PM ET,PHI,17.12
WR,Jakobi Meyers (30336980),Jakobi Meyers,30336980,WR/FLEX,6200,LV@CHI 10/22/2023 01:00PM ET,LV,17.5
RB,Zack Moss (30336676),Zack Moss,30336676,RB/FLEX,6200,CLE@IND 10/22/2023 01:00PM ET,IND,21.92
WR,Amari Cooper (30336982),Amari Cooper,30336982,WR/FLEX,6100,CLE@IND 10/22/2023 01:00PM ET,CLE,14.14
RB,Isiah Pacheco (30336678),Isiah Pacheco,30336678,RB/FLEX,6100,LAC@KC 10/22/2023 04:25PM ET,KC,15.03
QB,Geno Smith (30336570),Geno Smith,30336570,QB,6000,ARI@SEA 10/22/2023 04:05PM ET,SEA,15.35
WR,Tyler Lockett (30336984),Tyler Lockett,30336984,WR/FLEX,6000,ARI@SEA 10/22/2023 04:05PM ET,SEA,12.42
WR,Deebo Samuel (30336986),Deebo Samuel,30336986,WR/FLEX,6000,SF@MIN 10/23/2023 08:15PM ET,SF,12.45
WR,Gabe Davis (30336988),Gabe Davis,30336988,WR/FLEX,5900,BUF@NE 10/22/2023 01:00PM ET,BUF,13.48
QB,Kyler Murray (30336571),Kyler Murray,30336571,QB,5900,ARI@SEA 10/22/2023 04:05PM ET,ARI,0
RB,Brian Robinson Jr. (30336680),Brian Robinson Jr.,30336680,RB/FLEX,5800,WAS@NYG 10/22/2023 01:00PM ET,WAS,14.08
QB,Jordan Love (30336572),Jordan Love,30336572,QB,5800,GB@DEN 10/22/2023 04:25PM ET,GB,19.24
WR,Jerry Jeudy (30336990),Jerry Jeudy,30336990,WR/FLEX,5800,GB@DEN 10/22/2023 04:25PM ET,DEN,8.44
WR,Jordan Addison (30336992),Jordan Addison,30336992,WR/FLEX,5800,SF@MIN 10/23/2023 08:15PM ET,MIN,12.28
WR,Christian Kirk (30336996),Christian Kirk,30336996,WR/FLEX,5700,JAX@NO 10/19/2023 08:15PM ET,JAX,14.49
WR,Zay Flowers (30336994),Zay Flowers,30336994,WR/FLEX,5700,DET@BAL 10/22/2023 01:00PM ET,BAL,13.15
TE,Mark Andrews (30337436),Mark Andrews,30337436,TE/FLEX,5700,DET@BAL 10/22/2023 01:00PM ET,BAL,14.28
QB,Deshaun Watson (30336573),Deshaun Watson,30336573,QB,5700,CLE@IND 10/22/2023 01:00PM ET,CLE,19.14
RB,Rhamondre Stevenson (30336682),Rhamondre Stevenson,30336682,RB/FLEX,5600,BUF@NE 10/22/2023 01:00PM ET,NE,10.58
QB,Daniel Jones (30336574),Daniel Jones,30336574,QB,5600,WAS@NYG 10/22/2023 01:00PM ET,NYG,13.01
WR,Christian Watson (30336998),Christian Watson,30336998,WR/FLEX,5600,GB@DEN 10/22/2023 04:25PM ET,GB,11.05
QB,Sam Howell (30336576),Sam Howell,30336576,QB,5500,WAS@NYG 10/22/2023 01:00PM ET,WAS,18.4
WR,George Pickens (30337000),George Pickens,30337000,WR/FLEX,5500,PIT@LAR 10/22/2023 04:05PM ET,PIT,16.18
QB,Brock Purdy (30336575),Brock Purdy,30336575,QB,5500,SF@MIN 10/23/2023 08:15PM ET,SF,18.66
RB,Alexander Mattison (30336684),Alexander Mattison,30336684,RB/FLEX,5500,SF@MIN 10/23/2023 08:15PM ET,MIN,11.9
QB,Derek Carr (30336577),Derek Carr,30336577,QB,5400,JAX@NO 10/19/2023 08:15PM ET,NO,12.44
WR,Terry McLaurin (30337002),Terry McLaurin,30337002,WR/FLEX,5400,WAS@NYG 10/22/2023 01:00PM ET,WAS,12.87
QB,Russell Wilson (30336578),Russell Wilson,30336578,QB,5400,GB@DEN 10/22/2023 04:25PM ET,DEN,19.2
RB,Javonte Williams (30336686),Javonte Williams,30336686,RB/FLEX,5400,GB@DEN 10/22/2023 04:25PM ET,DEN,7.42
TE,Sam LaPorta (30337438),Sam LaPorta,30337438,TE/FLEX,5300,DET@BAL 10/22/2023 01:00PM ET,DET,13.25
QB,Baker Mayfield (30336580),Baker Mayfield,30336580,QB,5300,ATL@TB 10/22/2023 01:00PM ET,TB,16.04
QB,Joshua Dobbs (30336579),Joshua Dobbs,30336579,QB,5300,ARI@SEA 10/22/2023 04:05PM ET,ARI,15.42
WR,Marquise Brown (30337004),Marquise Brown,30337004,WR/FLEX,5300,ARI@SEA 10/22/2023 04:05PM ET,ARI,13.88
RB,AJ Dillon (30336688),AJ Dillon,30336688,RB/FLEX,5300,GB@DEN 10/22/2023 04:25PM ET,GB,6.18
RB,Jordan Mason (30336690),Jordan Mason,30336690,RB/FLEX,5300,SF@MIN 10/23/2023 08:15PM ET,SF,4.33
TE,George Kittle (30337440),George Kittle,30337440,TE/FLEX,5300,SF@MIN 10/23/2023 08:15PM ET,SF,9.6
QB,Jimmy Garoppolo (30336583),Jimmy Garoppolo,30336583,QB,5200,LV@CHI 10/22/2023 01:00PM ET,LV,14.17
QB,Gardner Minshew II (30336582),Gardner Minshew II,30336582,QB,5200,CLE@IND 10/22/2023 01:00PM ET,IND,7.85
QB,Desmond Ridder (30336581),Desmond Ridder,30336581,QB,5200,ATL@TB 10/22/2023 01:00PM ET,ATL,16.52
RB,Najee Harris (30336694),Najee Harris,30336694,RB/FLEX,5200,PIT@LAR 10/22/2023 04:05PM ET,PIT,6.68
WR,Courtland Sutton (30337006),Courtland Sutton,30337006,WR/FLEX,5200,GB@DEN 10/22/2023 04:25PM ET,DEN,12.42
RB,Joshua Kelley (30336692),Joshua Kelley,30336692,RB/FLEX,5200,LAC@KC 10/22/2023 04:25PM ET,LAC,5.92
RB,Jerome Ford (30336698),Jerome Ford,30336698,RB/FLEX,5100,CLE@IND 10/22/2023 01:00PM ET,CLE,13.88
QB,Tyrod Taylor (30336584),Tyrod Taylor,30336584,QB,5100,WAS@NYG 10/22/2023 01:00PM ET,NYG,3.14
RB,Rachaad White (30336696),Rachaad White,30336696,RB/FLEX,5100,ATL@TB 10/22/2023 01:00PM ET,TB,10.8
WR,Drake London (30337008),Drake London,30337008,WR/FLEX,5100,ATL@TB 10/22/2023 01:00PM ET,ATL,12.46
RB,Elijah Mitchell (30336700),Elijah Mitchell,30336700,RB/FLEX,5100,SF@MIN 10/23/2023 08:15PM ET,SF,2.7
RB,Kareem Hunt (30336706),Kareem Hunt,30336706,RB/FLEX,5000,CLE@IND 10/22/2023 01:00PM ET,CLE,7.6
TE,Darren Waller (30337442),Darren Waller,30337442,TE/FLEX,5000,WAS@NYG 10/22/2023 01:00PM ET,NYG,9.37
QB,Kenny Pickett (30336585),Kenny Pickett,30336585,QB,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,11.66
RB,Jaylen Warren (30336704),Jaylen Warren,30336704,RB/FLEX,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,10
WR,Diontae Johnson (30337010),Diontae Johnson,30337010,WR/FLEX,5000,PIT@LAR 10/22/2023 04:05PM ET,PIT,7.8
RB,Jaleel McLaughlin (30336702),Jaleel McLaughlin,30336702,RB/FLEX,5000,GB@DEN 10/22/2023 04:25PM ET,DEN,8.63
WR,Michael Thomas (30337014),Michael Thomas,30337014,WR/FLEX,4900,JAX@NO 10/19/2023 08:15PM ET,NO,10.65
RB,Craig Reynolds (30336710),Craig Reynolds,30336710,RB/FLEX,4900,DET@BAL 10/22/2023 01:00PM ET,DET,3.42
QB,Brian Hoyer (30336587),Brian Hoyer,30336587,QB,4900,LV@CHI 10/22/2023 01:00PM ET,LV,1.89
QB,Tyson Bagent (30336588),Tyson Bagent,30336588,QB,4900,LV@CHI 10/22/2023 01:00PM ET,CHI,7.72
QB,Mac Jones (30336586),Mac Jones,30336586,QB,4900,BUF@NE 10/22/2023 01:00PM ET,NE,11.37
RB,Keaontay Ingram (30336708),Keaontay Ingram,30336708,RB/FLEX,4900,ARI@SEA 10/22/2023 04:05PM ET,ARI,2.6
