PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Josh Allen,QB,BUF,NYJ,-348,39.50,-7.50,23.50,8200,20.56,2.5,7.34
Jerome Ford,RB,CLE,PIT,-122,33.00,-1.50,17.25,5200,10.33,2.0,7.31
Elijah Moore,WR,CLE,PIT,-122,33.00,-1.50,17.25,3500,8.30,2.4,7.23
Trey McBride,TE,ARI,HOU,205,48.00,6.00,21.00,4400,10.00,2.3,7.11
Jared Goff,QB,DET,CHI,-411,48.00,-7.50,27.75,6600,18.58,2.8,7.09
Michael Wilson,WR,ARI,HOU,205,48.00,6.00,21.00,3400,7.97,2.3,7.06
Trevor Lawrence,QB,JAX,TEN,-323,40.00,-7.00,23.50,6000,17.32,2.9,6.95
C.J. Stroud,QB,HOU,ARI,-253,48.00,-6.00,27.00,7000,20.24,2.9,6.77
San Francisco 49ers,D,SF,TB,-648,41.50,-12.00,26.75,3900,8.00,2.1,6.76
Kenneth Walker,RB,SEA,LAR,-109,46.50,0.00,23.25,6700,12.58,1.9,6.71
Davante Adams,WR,LV,MIA,565,46.50,13.50,16.50,7900,15.36,1.9,6.68
Calvin Ridley,WR,JAX,TEN,-323,40.00,-7.00,23.50,5400,11.28,2.1,6.67
Darrell Henderson,RB,LAR,SEA,-109,46.50,0.00,23.25,5000,9.91,2.0,6.65
Brandon Aiyuk,WR,SF,TB,-648,41.50,-12.00,26.75,7200,13.80,1.9,6.61
Brock Purdy,QB,SF,TB,-648,41.50,-12.00,26.75,5800,15.39,2.7,6.59
Derrick Henry,RB,TEN,JAX,255,40.00,7.00,16.50,6300,11.88,1.9,6.50
Dalton Kincaid,TE,BUF,NYJ,-348,39.50,-7.50,23.50,4900,10.37,2.1,6.26
Kyler Murray,QB,ARI,HOU,205,48.00,6.00,21.00,6100,16.71,2.7,6.23
Najee Harris,RB,PIT,CLE,103,33.00,1.50,15.75,5100,10.22,2.0,6.21
Sam LaPorta,TE,DET,CHI,-411,48.00,-7.50,27.75,5800,11.95,2.1,6.16
David Njoku,TE,CLE,PIT,-122,33.00,-1.50,17.25,3900,8.63,2.2,6.00
Jalen Guyton,WR,LAC,GB,-160,44.00,-3.00,23.50,3300,8.18,2.5,5.88
Wan'Dale Robinson,WR,NYG,WAS,347,37.50,9.00,14.25,3500,8.58,2.5,5.88
Jaylen Warren,RB,PIT,CLE,103,33.00,1.50,15.75,5100,10.43,2.1,5.72
Christian Kirk,WR,JAX,TEN,-323,40.00,-7.00,23.50,6000,11.53,1.9,5.67
Cole Kmet,TE,CHI,DET,320,48.00,7.50,20.25,4100,8.83,2.2,5.63
Jaxon Smith-Njigba,WR,SEA,LAR,-109,46.50,0.00,23.25,4300,9.35,2.2,5.62
Garrett Wilson,WR,NYJ,BUF,273,39.50,7.50,16.00,6400,12.14,1.9,5.52
Quentin Johnston,WR,LAC,GB,-160,44.00,-3.00,23.50,4200,9.19,2.2,5.50
Diontae Johnson,WR,PIT,CLE,103,33.00,1.50,15.75,5000,10.38,2.1,5.50
Dallas Cowboys,D,DAL,CAR,-572,42.00,-10.50,26.25,4100,8.30,2.0,5.45
Amari Cooper,WR,CLE,PIT,-122,33.00,-1.50,17.25,6200,12.42,2.0,5.45
Jayden Reed,WR,GB,LAC,134,44.00,3.00,20.50,4000,9.10,2.3,5.44
Logan Thomas,TE,WAS,NYG,-448,37.50,-9.00,23.25,3700,8.48,2.3,5.44
Dak Prescott,QB,DAL,CAR,-572,42.00,-10.50,26.25,7300,19.25,2.6,5.41
Khalil Shakir,WR,BUF,NYJ,-348,39.50,-7.50,23.50,3200,7.97,2.5,5.31
New York Jets,D,NYJ,BUF,273,39.50,7.50,16.00,2600,5.52,2.1,5.23
Chuba Hubbard,RB,CAR,DAL,422,42.00,10.50,15.75,4900,9.25,1.9,5.20
DeAndre Hopkins,WR,TEN,JAX,255,40.00,7.00,16.50,6100,12.02,2.0,5.11
DK Metcalf,WR,SEA,LAR,-109,46.50,0.00,23.25,6900,13.08,1.9,5.11
Jahan Dotson,WR,WAS,NYG,-448,37.50,-9.00,23.25,5100,10.67,2.1,5.07
George Kittle,TE,SF,TB,-648,41.50,-12.00,26.75,6400,11.43,1.8,5.06
Cleveland Browns,D,CLE,PIT,-122,33.00,-1.50,17.25,3700,7.89,2.1,4.80
Tutu Atwell,WR,LAR,SEA,-109,46.50,0.00,23.25,3900,8.08,2.1,4.78
Dalton Schultz,TE,HOU,ARI,-253,48.00,-6.00,27.00,5000,9.87,2.0,4.74
David Montgomery,RB,DET,CHI,-411,48.00,-7.50,27.75,6500,10.96,1.7,4.69
Tyler Lockett,WR,SEA,LAR,-109,46.50,0.00,23.25,6500,11.69,1.8,4.67
Geno Smith,QB,SEA,LAR,-109,46.50,0.00,23.25,5900,17.28,2.9,4.63
Jake Ferguson,TE,DAL,CAR,-572,42.00,-10.50,26.25,4600,9.70,2.1,4.59
Raheem Mostert,RB,MIA,LV,-850,46.50,-13.50,30.00,6900,11.89,1.7,4.54
Kyle Philips,WR,TEN,JAX,255,40.00,7.00,16.50,3000,6.46,2.2,4.41
Tyler Conklin,TE,NYJ,BUF,273,39.50,7.50,16.00,2900,6.11,2.1,4.36
Michael Mayer,TE,LV,MIA,565,46.50,13.50,16.50,2700,5.80,2.2,4.33
Tyler Higbee,TE,LAR,SEA,-109,46.50,0.00,23.25,3300,6.74,2.0,4.25
De'Von Achane,RB,MIA,LV,-850,46.50,-13.50,30.00,6600,11.40,1.7,4.25
Zay Jones,WR,JAX,TEN,-323,40.00,-7.00,23.50,4100,9.75,2.4,4.22
James Cook,RB,BUF,NYJ,-348,39.50,-7.50,23.50,6100,10.13,1.7,4.04
Christian Watson,WR,GB,LAC,134,44.00,3.00,20.50,4600,8.67,1.9,4.01
Nico Collins,WR,HOU,ARI,-253,48.00,-6.00,27.00,6700,12.13,1.8,4.00
Josh Reynolds,WR,DET,CHI,-411,48.00,-7.50,27.75,3700,7.89,2.1,3.99
Cade Otton,TE,TB,SF,465,41.50,12.00,14.75,3400,6.50,1.9,3.97
Washington Commanders,D,WAS,NYG,-448,37.50,-9.00,23.25,3600,7.07,2.0,3.96
Gabe Davis,WR,BUF,NYJ,-348,39.50,-7.50,23.50,5500,10.71,2.0,3.90
Justin Fields,QB,CHI,DET,320,48.00,7.50,20.25,6900,19.12,2.8,3.85
Adam Thielen,WR,CAR,DAL,422,42.00,10.50,15.75,7500,13.11,1.8,3.83
Luke Musgrave,TE,GB,LAC,134,44.00,3.00,20.50,3600,7.22,2.0,3.80
Chigoziem Okonkwo,TE,TEN,JAX,255,40.00,7.00,16.50,3200,5.91,1.9,3.67
Robert Woods,WR,HOU,ARI,-253,48.00,-6.00,27.00,3700,7.89,2.1,3.61
Darnell Mooney,WR,CHI,DET,320,48.00,7.50,20.25,3300,6.74,2.0,3.57
George Pickens,WR,PIT,CLE,103,33.00,1.50,15.75,4900,9.61,2.0,3.52
Brandin Cooks,WR,DAL,CAR,-572,42.00,-10.50,26.25,4700,8.80,1.9,3.47
DJ Chark,WR,CAR,DAL,422,42.00,10.50,15.75,3300,7.00,2.1,3.44
Mike Evans,WR,TB,SF,465,41.50,12.00,14.75,7400,12.27,1.7,3.40
Chris Godwin,WR,TB,SF,465,41.50,12.00,14.75,6600,11.65,1.8,3.38
Daniel Bellinger,TE,NYG,WAS,347,37.50,9.00,14.25,3000,5.59,1.9,3.35
Romeo Doubs,WR,GB,LAC,134,44.00,3.00,20.50,5200,9.73,1.9,3.22
Trey Palmer,WR,TB,SF,465,41.50,12.00,14.75,3000,6.07,2.0,3.21
Carolina Panthers,D,CAR,DAL,422,42.00,10.50,15.75,2200,4.47,2.0,3.18
Jonathan Mingo,WR,CAR,DAL,422,42.00,10.50,15.75,3400,6.50,1.9,3.13
Houston Texans,D,HOU,ARI,-253,48.00,-6.00,27.00,3000,5.95,2.0,3.07
Donald Parham,TE,LAC,GB,-160,44.00,-3.00,23.50,3100,5.97,1.9,2.99
Braxton Berrios,WR,MIA,LV,-850,46.50,-13.50,30.00,3000,6.65,2.2,2.76
Tennessee Titans,D,TEN,JAX,255,40.00,7.00,16.50,2900,5.28,1.8,2.76
Jakobi Meyers,WR,LV,MIA,565,46.50,13.50,16.50,6100,10.34,1.7,2.59
Baker Mayfield,QB,TB,SF,465,41.50,12.00,14.75,5300,14.39,2.7,2.41
Allen Lazard,WR,NYJ,BUF,273,39.50,7.50,16.00,3500,6.19,1.8,2.34
Khalil Herbert,RB,CHI,DET,320,48.00,7.50,20.25,4700,7.93,1.7,2.25
Los Angeles Rams,D,LAR,SEA,-109,46.50,0.00,23.25,2800,5.30,1.9,2.18
Royce Freeman,RB,LAR,SEA,-109,46.50,0.00,23.25,4500,6.63,1.5,2.16
Jameson Williams,WR,DET,CHI,-411,48.00,-7.50,27.75,3300,5.70,1.7,2.13
Darius Slayton,WR,NYG,WAS,347,37.50,9.00,14.25,3200,5.26,1.6,2.09
Tyjae Spears,RB,TEN,JAX,255,40.00,7.00,16.50,4600,7.28,1.6,2.09
AJ Dillon,RB,GB,LAC,134,44.00,3.00,20.50,4600,7.23,1.6,2.08
Justin Herbert,QB,LAC,GB,-160,44.00,-3.00,23.50,7600,19.35,2.6,1.78
Tommy Tremble,TE,CAR,DAL,422,42.00,10.50,15.75,2500,3.84,1.5,1.64
Noah Fant,TE,SEA,LAR,-109,46.50,0.00,23.25,2900,4.12,1.4,1.59
Kareem Hunt,RB,CLE,PIT,-122,33.00,-1.50,17.25,4900,7.09,1.5,1.51
Michael Gallup,WR,DAL,CAR,-572,42.00,-10.50,26.25,3800,5.43,1.4,1.50
Noah Brown,WR,HOU,ARI,-253,48.00,-6.00,27.00,4800,6.33,1.3,1.50
D'Onta Foreman,RB,CHI,DET,320,48.00,7.50,20.25,5600,7.76,1.4,1.49
Kalif Raymond,WR,DET,CHI,-411,48.00,-7.50,27.75,3100,5.32,1.7,1.38
Durham Smythe,TE,MIA,LV,-850,46.50,-13.50,30.00,2600,3.72,1.4,1.34
Bryce Young,QB,CAR,DAL,422,42.00,10.50,15.75,5100,13.85,2.7,1.23
Kyle Juszczyk,RB,SF,TB,-648,41.50,-12.00,26.75,4000,2.30,0.6,1.15
Reggie Gilliam,RB,BUF,NYJ,-348,39.50,-7.50,23.50,4000,1.10,0.3,1.15
Colby Parkinson,TE,SEA,LAR,-109,46.50,0.00,23.25,2500,3.62,1.5,1.14
Detroit Lions,D,DET,CHI,-411,48.00,-7.50,27.75,3800,6.42,1.7,1.11
River Cracraft,WR,MIA,LV,-850,46.50,-13.50,30.00,3000,5.14,1.7,1.08
Chicago Bears,D,CHI,DET,320,48.00,7.50,20.25,2400,4.81,2.0,1.07
Latavius Murray,RB,BUF,NYJ,-348,39.50,-7.50,23.50,4800,6.82,1.4,1.05
Jalin Hyatt,WR,NYG,WAS,347,37.50,9.00,14.25,3000,4.12,1.4,1.03
Tampa Bay Buccaneers,D,TB,SF,465,41.50,12.00,14.75,2700,4.77,1.8,0.97
Dontayvion Wicks,WR,GB,LAC,134,44.00,3.00,20.50,3300,4.53,1.4,0.97
Zach Charbonnet,RB,SEA,LAR,-109,46.50,0.00,23.25,4600,5.78,1.3,0.91
Donovan Peoples-Jones,WR,DET,CHI,-411,48.00,-7.50,27.75,3000,4.07,1.4,0.79
Austin Hooper,TE,LV,MIA,565,46.50,13.50,16.50,2500,3.08,1.2,0.78
Zach Wilson,QB,NYJ,BUF,273,39.50,7.50,16.00,4800,12.32,2.6,0.67
Cedrick Wilson,WR,MIA,LV,-850,46.50,-13.50,30.00,3000,3.13,1.0,0.67
Nick Westbrook-Ikhine,WR,TEN,JAX,255,40.00,7.00,16.50,3100,3.05,1.0,0.66
Jordan Love,QB,GB,LAC,134,44.00,3.00,20.50,5600,14.27,2.6,0.64
Greg Dortch,WR,ARI,HOU,205,48.00,6.00,21.00,3000,4.29,1.4,0.64
Hunter Renfrow,WR,LV,MIA,565,46.50,13.50,16.50,3000,3.58,1.2,0.59
Tyler Scott,WR,CHI,DET,320,48.00,7.50,20.25,3000,3.56,1.2,0.59
Stone Smartt,TE,LAC,GB,-160,44.00,-3.00,23.50,2500,2.09,0.8,0.54
Laviska Shenault,WR,CAR,DAL,422,42.00,10.50,15.75,3000,3.91,1.3,0.44
Robert Tonyan,TE,CHI,DET,320,48.00,7.50,20.25,2500,2.71,1.1,0.44
Jauan Jennings,WR,SF,TB,-648,41.50,-12.00,26.75,3600,3.39,0.9,0.43
Connor Heyward,TE,PIT,CLE,103,33.00,1.50,15.75,3000,2.45,0.8,0.42
Deonte Harty,WR,BUF,NYJ,-348,39.50,-7.50,23.50,3000,3.17,1.1,0.41
Jalen Tolbert,WR,DAL,CAR,-572,42.00,-10.50,26.25,3200,2.52,0.8,0.40
Seattle Seahawks,D,SEA,LAR,-109,46.50,0.00,23.25,3100,5.57,1.8,0.37
Jake Bobo,WR,SEA,LAR,-109,46.50,0.00,23.25,3200,3.46,1.1,0.35
Arizona Cardinals,D,ARI,HOU,205,48.00,6.00,21.00,2900,4.85,1.7,0.33
Roschon Johnson,RB,CHI,DET,320,48.00,7.50,20.25,4400,4.88,1.1,0.33
Miles Sanders,RB,CAR,DAL,422,42.00,10.50,15.75,4600,4.44,1.0,0.33
Will Dissly,TE,SEA,LAR,-109,46.50,0.00,23.25,2500,2.04,0.8,0.32
Will Levis,QB,TEN,JAX,255,40.00,7.00,16.50,5200,12.60,2.4,0.31
Las Vegas Raiders,D,LV,MIA,565,46.50,13.50,16.50,2500,3.56,1.4,0.31
Joshua Kelley,RB,LAC,GB,-160,44.00,-3.00,23.50,4600,4.44,1.0,0.29
Aidan O'Connell,QB,LV,MIA,565,46.50,13.50,16.50,4900,11.30,2.3,0.28
Matthew Stafford,QB,LAR,SEA,-109,46.50,0.00,23.25,6400,14.66,2.3,0.25
Jordan Akins,TE,CLE,PIT,-122,33.00,-1.50,17.25,2500,1.96,0.8,0.24
Kenny Pickett,QB,PIT,CLE,103,33.00,1.50,15.75,4800,11.46,2.4,0.23
Chris Rodriguez,RB,WAS,NYG,-448,37.50,-9.00,23.25,4000,4.49,1.1,0.23
John Bates,TE,WAS,NYG,-448,37.50,-9.00,23.25,2500,1.38,0.6,0.22
Derius Davis,WR,LAC,GB,-160,44.00,-3.00,23.50,3000,2.57,0.9,0.21
C.J. Uzomah,TE,NYJ,BUF,273,39.50,7.50,16.00,2500,1.51,0.6,0.21
Cedric Tillman,WR,CLE,PIT,-122,33.00,-1.50,17.25,3000,2.56,0.9,0.19
Los Angeles Chargers,D,LAC,GB,-160,44.00,-3.00,23.50,3300,5.64,1.7,0.18
John Metchie,WR,HOU,ARI,-253,48.00,-6.00,27.00,3000,2.38,0.8,0.18
New York Giants,D,NYG,WAS,347,37.50,9.00,14.25,3000,5.16,1.7,0.16
Xavier Gipson,WR,NYJ,BUF,273,39.50,7.50,16.00,3000,2.27,0.8,0.16
Brevin Jordan,TE,HOU,ARI,-253,48.00,-6.00,27.00,2500,1.66,0.7,0.15
Brock Wright,TE,DET,CHI,-411,48.00,-7.50,27.75,2600,1.31,0.5,0.15
Harrison Bryant,TE,CLE,PIT,-122,33.00,-1.50,17.25,2500,1.36,0.5,0.15
Rico Dowdle,RB,DAL,CAR,-572,42.00,-10.50,26.25,4600,3.15,0.7,0.14
Brenton Strange,TE,JAX,TEN,-323,40.00,-7.00,23.50,2500,1.38,0.6,0.14
Tyler Kroft,TE,MIA,LV,-850,46.50,-13.50,30.00,2500,0.28,0.1,0.14
Tre Tucker,WR,LV,MIA,565,46.50,13.50,16.50,3000,2.53,0.8,0.13
Dyami Brown,WR,WAS,NYG,-448,37.50,-9.00,23.25,3000,2.00,0.7,0.13
Deven Thompkins,WR,TB,SF,465,41.50,12.00,14.75,3000,2.19,0.7,0.13
Isaiah Hodgins,WR,NYG,WAS,347,37.50,9.00,14.25,3000,1.90,0.6,0.12
Josh Whyle,TE,TEN,JAX,255,40.00,7.00,16.50,2500,1.15,0.5,0.12
Luke Schoonmaker,TE,DAL,CAR,-572,42.00,-10.50,26.25,2500,1.39,0.6,0.11
Josiah Deguara,TE,GB,LAC,134,44.00,3.00,20.50,2500,1.20,0.5,0.10
Ian Thomas,TE,CAR,DAL,422,42.00,10.50,15.75,2500,1.27,0.5,0.10
Mike Boone,RB,HOU,ARI,-253,48.00,-6.00,27.00,4000,1.95,0.5,0.10
Elijah Mitchell,RB,SF,TB,-648,41.50,-12.00,26.75,4300,3.07,0.7,0.08
Terrace Marshall,WR,CAR,DAL,422,42.00,10.50,15.75,3000,1.69,0.6,0.08
Calvin Austin,WR,PIT,CLE,103,33.00,1.50,15.75,3000,1.71,0.6,0.07
Michael Carter,RB,ARI,HOU,205,48.00,6.00,21.00,4000,2.53,0.6,0.07
KaVontae Turpin,WR,DAL,CAR,-572,42.00,-10.50,26.25,3000,1.49,0.5,0.07
Quintin Morris,TE,BUF,NYJ,-348,39.50,-7.50,23.50,2500,0.32,0.1,0.07
Davis Allen,TE,LAR,SEA,-109,46.50,0.00,23.25,2500,0.13,0.1,0.07
Byron Pringle,WR,WAS,NYG,-448,37.50,-9.00,23.25,3000,1.70,0.6,0.06
Ray-Ray McCloud,WR,SF,TB,-648,41.50,-12.00,26.75,3000,1.93,0.6,0.06
Chris Moore,WR,TEN,JAX,255,40.00,7.00,16.50,3000,1.31,0.4,0.06
Cole Turner,TE,WAS,NYG,-448,37.50,-9.00,23.25,2500,0.77,0.3,0.06
Equanimeous St. Brown,WR,CHI,DET,320,48.00,7.50,20.25,3000,1.87,0.6,0.05
Jamison Crowder,WR,WAS,NYG,-448,37.50,-9.00,23.25,3100,1.36,0.4,0.05
Julian Hill,TE,MIA,LV,-850,46.50,-13.50,30.00,2500,0.72,0.3,0.05
Tommy DeVito,QB,NYG,WAS,347,37.50,9.00,14.25,5000,10.17,2.0,0.04
Rakim Jarrett,WR,TB,SF,465,41.50,12.00,14.75,3000,2.12,0.7,0.04
Tank Bigsby,RB,JAX,TEN,-323,40.00,-7.00,23.50,4200,2.41,0.6,0.04
Matt Breida,RB,NYG,WAS,347,37.50,9.00,14.25,4300,2.48,0.6,0.04
Antonio Gibson,RB,WAS,NYG,-448,37.50,-9.00,23.25,4700,1.20,0.3,0.04
Allen Robinson,WR,PIT,CLE,103,33.00,1.50,15.75,3000,1.05,0.3,0.04
Ross Dwelley,TE,SF,TB,-648,41.50,-12.00,26.75,2500,0.59,0.2,0.04
Chase Edmonds,RB,TB,SF,465,41.50,12.00,14.75,4300,2.62,0.6,0.03
Keaontay Ingram,RB,ARI,HOU,205,48.00,6.00,21.00,4200,2.07,0.5,0.03
Darnell Washington,TE,PIT,CLE,103,33.00,1.50,15.75,2500,0.47,0.2,0.03
Dalvin Cook,RB,NYJ,BUF,273,39.50,7.50,16.00,4500,2.43,0.5,0.02
Trent Sherfield,WR,BUF,NYJ,-348,39.50,-7.50,23.50,3000,1.11,0.4,0.02
Randall Cobb,WR,NYJ,BUF,273,39.50,7.50,16.00,3200,1.01,0.3,0.02
David Bell,WR,CLE,PIT,-122,33.00,-1.50,17.25,3000,1.02,0.3,0.02
Tim Jones,WR,JAX,TEN,-323,40.00,-7.00,23.50,3000,0.42,0.1,0.02
Brycen Hopkins,TE,LAR,SEA,-109,46.50,0.00,23.25,2500,0.35,0.1,0.02
Ameer Abdullah,RB,LV,MIA,565,46.50,13.50,16.50,4400,1.95,0.4,0.01
Salvon Ahmed,RB,MIA,LV,-850,46.50,-13.50,30.00,4300,1.77,0.4,0.01
Zamir White,RB,LV,MIA,565,46.50,13.50,16.50,4200,1.58,0.4,0.01
D'Ernest Johnson,RB,JAX,TEN,-323,40.00,-7.00,23.50,4000,1.71,0.4,0.01
Simi Fehoko,WR,LAC,GB,-160,44.00,-3.00,23.50,3000,0.89,0.3,0.01
Jeff Wilson,RB,MIA,LV,-850,46.50,-13.50,30.00,4400,1.42,0.3,0.01
Velus Jones,WR,CHI,DET,320,48.00,7.50,20.25,3000,0.53,0.2,0.01
Payne Durham,TE,TB,SF,465,41.50,12.00,14.75,2500,0.47,0.2,0.01
Jeremy Ruckert,TE,NYJ,BUF,273,39.50,7.50,16.00,2500,0.33,0.1,0.01
Elijah Cooks,WR,JAX,TEN,-323,40.00,-7.00,23.50,3000,0.33,0.1,0.01
Ko Kieft,TE,TB,SF,465,41.50,12.00,14.75,2500,0.30,0.1,0.01
Tucker Kraft,TE,GB,LAC,134,44.00,3.00,20.50,2500,0.17,0.1,0.01
DeeJay Dallas,RB,SEA,LAR,-109,46.50,0.00,23.25,4000,2.04,0.5,0.00
Pierre Strong,RB,CLE,PIT,-122,33.00,-1.50,17.25,4000,1.19,0.3,0.00
Ty Johnson,RB,BUF,NYJ,-348,39.50,-7.50,23.50,4300,1.13,0.3,0.00
Jordan Mason,RB,SF,TB,-648,41.50,-12.00,26.75,4600,1.17,0.3,0.00
Ke'Shawn Vaughn,RB,TB,SF,465,41.50,12.00,14.75,4000,1.24,0.3,0.00
Israel Abanikanda,RB,NYJ,BUF,273,39.50,7.50,16.00,4000,0.99,0.3,0.00
Dee Eskridge,WR,SEA,LAR,-109,46.50,0.00,23.25,3000,0.79,0.3,0.00
DeAndre Carter,WR,LV,MIA,565,46.50,13.50,16.50,3000,0.94,0.3,0.00
Ben Skowronek,WR,LAR,SEA,-109,46.50,0.00,23.25,3000,0.50,0.2,0.00
Craig Reynolds,RB,DET,CHI,-411,48.00,-7.50,27.75,4600,1.05,0.2,0.00
Emanuel Wilson,RB,GB,LAC,134,44.00,3.00,20.50,4000,0.71,0.2,0.00
Samori Toure,WR,GB,LAC,134,44.00,3.00,20.50,3000,0.60,0.2,0.00
Parris Campbell,WR,NYG,WAS,347,37.50,9.00,14.25,3000,0.45,0.2,0.00
Isaiah Spiller,RB,LAC,GB,-160,44.00,-3.00,23.50,4000,0.41,0.1,0.00
Elijah Dotson,RB,LAC,GB,-160,44.00,-3.00,23.50,4000,0.18,0.1,0.00
Eric Saubert,TE,HOU,ARI,-253,48.00,-6.00,27.00,2500,0.27,0.1,0.00
Kenny McIntosh,RB,SEA,LAR,-109,46.50,0.00,23.25,4000,0.27,0.1,0.00
Malik Heath,WR,GB,LAC,134,44.00,3.00,20.50,3000,0.31,0.1,0.00
Ronnie Bell,WR,SF,TB,-648,41.50,-12.00,26.75,3000,0.29,0.1,0.00
Sean Tucker,RB,TB,SF,465,41.50,12.00,14.75,4000,0.20,0.1,0.00
Miles Boykin,WR,PIT,CLE,103,33.00,1.50,15.75,3000,0.18,0.1,0.00
Sterling Shepard,WR,NYG,WAS,347,37.50,9.00,14.25,3000,0.28,0.1,0.00
Tyrion Davis-Price,RB,SF,TB,-648,41.50,-12.00,26.75,4000,0.21,0.1,0.00
Deon Jackson,RB,NYG,WAS,347,37.50,9.00,14.25,4000,0.18,0.1,0.00
Anthony McFarland,RB,PIT,CLE,103,33.00,1.50,15.75,4000,0.28,0.1,0.00
Brandon Bolden,RB,LV,MIA,565,46.50,13.50,16.50,4000,0.27,0.1,0.00
Demarcus Robinson,WR,LAR,SEA,-109,46.50,0.00,23.25,3000,0.17,0.1,0.00
Trent Taylor,WR,CHI,DET,320,48.00,7.50,20.25,3000,0.27,0.1,0.00
Raheem Blackshear,RB,CAR,DAL,422,42.00,10.50,15.75,4000,0.27,0.1,0.00
Zach Evans,RB,LAR,SEA,-109,46.50,0.00,23.25,4000,0.18,0.1,0.00
Antoine Green,WR,DET,CHI,-411,48.00,-7.50,27.75,3000,0.37,0.1,0.00
Deuce Vaughn,RB,DAL,CAR,-572,42.00,-10.50,26.25,4000,0.48,0.1,0.00
Xavier Hutchinson,WR,HOU,ARI,-253,48.00,-6.00,27.00,3000,0.34,0.1,0.00
Ronnie Rivers,RB,LAR,SEA,-109,46.50,0.00,23.25,4000,0.00,0.0,0
Alfonzo Graham,RB,PIT,CLE,103,33.00,1.50,15.75,4000,0.00,0.0,0
