PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
Tyler Lockett,WR,SEA,ARI,-151,48.00,-3.00,25.50,5600,12.13,2.2,8.60
Jacksonville Jaguars,D,JAX,TEN,-195,41.00,-4.00,22.50,3200,7.47,2.3,8.50
Travis Etienne,RB,JAX,TEN,-195,41.00,-4.00,22.50,7300,15.06,2.1,8.16
A.J. Brown,WR,PHI,NYG,-243,42.00,-5.50,23.75,8700,16.31,1.9,8.08
Joe Mixon,RB,CIN,CLE,-338,37.50,-7.00,22.25,6300,13.07,2.1,7.53
Dak Prescott,QB,DAL,WAS,-949,47.00,-13.00,30.00,8000,20.48,2.6,7.52
DJ Moore,WR,CHI,GB,135,45.00,3.00,21.00,7000,14.83,2.1,7.47
Javonte Williams,RB,DEN,LV,132,37.00,3.00,17.00,5300,11.83,2.2,7.41
D'Andre Swift,RB,PHI,NYG,-243,42.00,-5.50,23.75,6800,13.38,2.0,7.38
Alvin Kamara,RB,NO,ATL,-165,42.00,-3.00,22.50,7500,15.20,2.0,7.36
DeAndre Hopkins,WR,TEN,JAX,162,41.00,4.00,18.50,6100,12.48,2.1,7.31
Kansas City Chiefs,D,KC,LAC,154,35.50,3.50,16.00,3300,7.21,2.2,7.17
Jaxon Smith-Njigba,WR,SEA,ARI,-151,48.00,-3.00,25.50,4800,11.15,2.3,7.13
Arizona Cardinals,D,ARI,SEA,126,48.00,3.00,22.50,2400,5.40,2.3,6.76
Trey McBride,TE,ARI,SEA,126,48.00,3.00,22.50,6000,12.71,2.1,6.75
Carolina Panthers,D,CAR,TB,192,37.00,4.50,16.25,2500,5.43,2.2,6.67
Christian Kirk,WR,JAX,TEN,-195,41.00,-4.00,22.50,3000,12.16,4.1,6.61
Terry McLaurin,WR,WAS,DAL,578,47.00,13.00,17.00,5500,12.17,2.2,6.61
Calvin Ridley,WR,JAX,TEN,-195,41.00,-4.00,22.50,6500,12.76,2.0,6.46
Jake Ferguson,TE,DAL,WAS,-949,47.00,-13.00,30.00,4900,11.31,2.3,6.45
Evan Engram,TE,JAX,TEN,-195,41.00,-4.00,22.50,5400,12.52,2.3,6.45
DK Metcalf,WR,SEA,ARI,-151,48.00,-3.00,25.50,7200,14.09,2.0,6.41
Justin Fields,QB,CHI,GB,135,45.00,3.00,21.00,7200,20.36,2.8,6.35
Derrick Henry,RB,TEN,JAX,162,41.00,4.00,18.50,6400,12.53,2.0,6.35
Jayden Reed,WR,GB,CHI,-162,45.00,-3.00,24.00,5700,11.33,2.0,6.30
Gerald Everett,TE,LAC,KC,-185,35.50,-3.50,19.50,3900,9.07,2.3,6.18
Geno Smith,QB,SEA,ARI,-151,48.00,-3.00,25.50,6100,16.70,2.7,6.14
Drake London,WR,ATL,NO,139,42.00,3.00,19.50,5000,11.26,2.3,6.03
Chris Godwin,WR,TB,CAR,-238,37.00,-4.50,20.75,6300,11.42,1.8,6.01
Nick Mullens,QB,MIN,DET,152,45.50,3.50,21.00,5100,14.23,2.8,5.95
Amon-Ra St. Brown,WR,DET,MIN,-183,45.50,-3.50,24.50,8600,13.34,1.6,5.91
Kalif Raymond,WR,DET,MIN,-183,45.50,-3.50,24.50,3000,8.44,2.8,5.83
Jordan Addison,WR,MIN,DET,152,45.50,3.50,21.00,5300,11.22,2.1,5.77
Las Vegas Raiders,D,LV,DEN,-159,37.00,-3.00,20.00,3300,7.36,2.2,5.70
Garrett Wilson,WR,NYJ,NE,109,30.50,2.00,14.25,5900,11.84,2.0,5.69
Khalil Herbert,RB,CHI,GB,135,45.00,3.00,21.00,5700,11.41,2.0,5.66
Wan'Dale Robinson,WR,NYG,PHI,197,42.00,5.50,18.25,4200,9.00,2.1,5.65
Alex Erickson,WR,LAC,KC,-185,35.50,-3.50,19.50,3700,8.88,2.4,5.57
Juwan Johnson,TE,NO,ATL,-165,42.00,-3.00,22.50,3600,8.64,2.4,5.57
Tyrod Taylor,QB,NYG,PHI,197,42.00,5.50,18.25,5300,15.67,3.0,5.53
Rashid Shaheed,WR,NO,ATL,-165,42.00,-3.00,22.50,4700,10.23,2.2,5.49
Mike Evans,WR,TB,CAR,-238,37.00,-4.50,20.75,7400,13.35,1.8,5.43
Brandin Cooks,WR,DAL,WAS,-949,47.00,-13.00,30.00,5200,10.15,2.0,5.37
Tyler Boyd,WR,CIN,CLE,-338,37.50,-7.00,22.25,4300,9.90,2.3,5.16
David Montgomery,RB,DET,MIN,-183,45.50,-3.50,24.50,6400,12.01,1.9,5.15
Jared Goff,QB,DET,MIN,-183,45.50,-3.50,24.50,6700,17.61,2.6,5.10
Zay Jones,WR,JAX,TEN,-195,41.00,-4.00,22.50,3800,9.24,2.4,5.07
Chigoziem Okonkwo,TE,TEN,JAX,162,41.00,4.00,18.50,3500,7.82,2.2,5.01
Quentin Johnston,WR,LAC,KC,-185,35.50,-3.50,19.50,4000,7.29,1.8,5.01
K.J. Osborn,WR,MIN,DET,152,45.50,3.50,21.00,4100,9.14,2.2,4.99
Curtis Samuel,WR,WAS,DAL,578,47.00,13.00,17.00,4300,9.37,2.2,4.95
Ty Chandler,RB,MIN,DET,152,45.50,3.50,21.00,5600,10.19,1.8,4.95
Adam Thielen,WR,CAR,TB,192,37.00,4.50,16.25,6000,11.02,1.8,4.84
Dallas Goedert,TE,PHI,NYG,-243,42.00,-5.50,23.75,5100,10.10,2.0,4.82
Jarrett Stidham,QB,DEN,LV,132,37.00,3.00,17.00,4900,14.29,2.9,4.77
Jordan Mason,RB,SF,LAR,-207,41.00,-4.50,22.75,4600,9.36,2.0,4.72
DJ Chark,WR,CAR,TB,192,37.00,4.50,16.25,3700,7.90,2.1,4.70
Kyler Murray,QB,ARI,SEA,126,48.00,3.00,22.50,6400,17.09,2.7,4.65
Ihmir Smith-Marsette,WR,CAR,TB,192,37.00,4.50,16.25,3000,7.49,2.5,4.63
Darren Waller,TE,NYG,PHI,197,42.00,5.50,18.25,4700,9.72,2.1,4.59
Green Bay Packers,D,GB,CHI,-162,45.00,-3.00,24.00,3100,6.00,1.9,4.58
Los Angeles Chargers,D,LAC,KC,-185,35.50,-3.50,19.50,2800,7.22,2.6,4.53
Derek Carr,QB,NO,ATL,-165,42.00,-3.00,22.50,5600,15.37,2.7,4.51
Trevor Lawrence,QB,JAX,TEN,-195,41.00,-4.00,22.50,6800,18.22,2.7,4.45
Darius Slayton,WR,NYG,PHI,197,42.00,5.50,18.25,4000,8.83,2.2,4.44
New England Patriots,D,NE,NYJ,-129,30.50,-2.00,16.25,3600,7.89,2.2,4.38
Blaine Gabbert,QB,KC,LAC,154,35.50,3.50,16.00,4800,11.82,2.5,4.27
Demarcus Robinson,WR,LAR,SF,172,41.00,4.50,18.25,4500,9.23,2.1,4.23
Christian Watson,WR,GB,CHI,-162,45.00,-3.00,24.00,4700,9.97,2.1,4.20
DeVante Parker,WR,NE,NYJ,-129,30.50,-2.00,16.25,3500,7.94,2.3,4.14
Brian Robinson,RB,WAS,DAL,578,47.00,13.00,17.00,5400,9.70,1.8,4.10
Denver Broncos,D,DEN,LV,132,37.00,3.00,17.00,2800,5.99,2.1,4.08
Taylor Heinicke,QB,ATL,NO,139,42.00,3.00,19.50,4900,15.55,3.2,4.07
New Orleans Saints,D,NO,ATL,-165,42.00,-3.00,22.50,3400,7.41,2.2,4.04
Tyler Conklin,TE,NYJ,NE,109,30.50,2.00,14.25,3300,6.87,2.1,4.04
Jordan Love,QB,GB,CHI,-162,45.00,-3.00,24.00,6600,16.94,2.6,3.96
Parker Washington,WR,JAX,TEN,-195,41.00,-4.00,22.50,3400,6.90,2.0,3.96
Tanner Hudson,TE,CIN,CLE,-338,37.50,-7.00,22.25,3100,7.02,2.3,3.90
Pierre Strong,RB,CLE,CIN,261,37.50,7.00,15.25,4000,8.49,2.1,3.90
Demario Douglas,WR,NE,NYJ,-129,30.50,-2.00,16.25,4400,9.01,2.1,3.77
Logan Thomas,TE,WAS,DAL,578,47.00,13.00,17.00,3200,6.40,2.0,3.77
Tyjae Spears,RB,TEN,JAX,162,41.00,4.00,18.50,4600,8.11,1.8,3.77
Kyle Pitts,TE,ATL,NO,139,42.00,3.00,19.50,4000,7.86,2.0,3.71
Tucker Kraft,TE,GB,CHI,-162,45.00,-3.00,24.00,3700,6.36,1.7,3.70
Richie James,WR,KC,LAC,154,35.50,3.50,16.00,3000,6.99,2.3,3.64
Cedric Tillman,WR,CLE,CIN,261,37.50,7.00,15.25,3900,6.69,1.7,3.57
Bryce Young,QB,CAR,TB,192,37.00,4.50,16.25,4800,14.24,3.0,3.53
Joshua Palmer,WR,LAC,KC,-185,35.50,-3.50,19.50,4900,11.25,2.3,3.51
Sam Darnold,QB,SF,LAR,-207,41.00,-4.50,22.75,5200,14.39,2.8,3.46
Jakobi Meyers,WR,LV,DEN,-159,37.00,-3.00,20.00,5400,9.06,1.7,3.42
Cole Kmet,TE,CHI,GB,135,45.00,3.00,21.00,4500,8.00,1.8,3.30
Antonio Gibson,RB,WAS,DAL,578,47.00,13.00,17.00,4800,8.99,1.9,3.23
Greg Dortch,WR,ARI,SEA,126,48.00,3.00,22.50,4600,8.09,1.8,3.23
Chicago Bears,D,CHI,GB,135,45.00,3.00,21.00,2900,5.82,2.0,3.12
Tutu Atwell,WR,LAR,SF,172,41.00,4.50,18.25,3300,8.09,2.5,3.10
Courtland Sutton,WR,DEN,LV,132,37.00,3.00,17.00,6400,11.77,1.8,3.10
Jeff Driskel,QB,CLE,CIN,261,37.50,7.00,15.25,4000,13.32,3.3,3.09
Cade Otton,TE,TB,CAR,-238,37.00,-4.50,20.75,3100,5.95,1.9,3.09
Mecole Hardman,WR,KC,LAC,154,35.50,3.50,16.00,3000,6.82,2.3,2.96
Dallas Cowboys,D,DAL,WAS,-949,47.00,-13.00,30.00,4100,8.25,2.0,2.96
Baker Mayfield,QB,TB,CAR,-238,37.00,-4.50,20.75,6200,15.71,2.5,2.94
Romeo Doubs,WR,GB,CHI,-162,45.00,-3.00,24.00,5800,9.76,1.7,2.92
Elijah Mitchell,RB,SF,LAR,-207,41.00,-4.50,22.75,5800,9.18,1.6,2.92
Sam LaPorta,TE,DET,MIN,-183,45.50,-3.50,24.50,6200,8.24,1.3,2.90
Austin Hooper,TE,LV,DEN,-159,37.00,-3.00,20.00,2700,5.04,1.9,2.83
Noah Gray,TE,KC,LAC,154,35.50,3.50,16.00,2500,3.58,1.4,2.73
Easton Stick,QB,LAC,KC,-185,35.50,-3.50,19.50,5000,11.31,2.3,2.72
Mike Gesicki,TE,NE,NYJ,-129,30.50,-2.00,16.25,2900,5.48,1.9,2.61
Detroit Lions,D,DET,MIN,-183,45.50,-3.50,24.50,3100,6.39,2.1,2.58
Ronnie Rivers,RB,LAR,SF,172,41.00,4.50,18.25,4000,8.05,2.0,2.54
Noah Fant,TE,SEA,ARI,-151,48.00,-3.00,25.50,2900,4.95,1.7,2.54
New York Jets,D,NYJ,NE,109,30.50,2.00,14.25,3700,7.56,2.0,2.53
Justin Watson,WR,KC,LAC,154,35.50,3.50,16.00,3400,6.62,2.0,2.47
Johnny Mundt,TE,MIN,DET,152,45.50,3.50,21.00,3000,4.76,1.6,2.45
Ronnie Bell,WR,SF,LAR,-207,41.00,-4.50,22.75,3200,7.41,2.3,2.43
Michael Wilson,WR,ARI,SEA,126,48.00,3.00,22.50,4400,7.32,1.7,2.41
Minnesota Vikings,D,MIN,DET,152,45.50,3.50,21.00,2700,5.59,2.1,2.39
Treylon Burks,WR,TEN,JAX,162,41.00,4.00,18.50,3400,6.16,1.8,2.37
David Bell,WR,CLE,CIN,261,37.50,7.00,15.25,3400,5.40,1.6,2.31
Trey Palmer,WR,TB,CAR,-238,37.00,-4.50,20.75,3600,6.53,1.8,2.28
Jonnu Smith,TE,ATL,NO,139,42.00,3.00,19.50,2900,4.72,1.6,2.28
Marquez Valdes-Scantling,WR,KC,LAC,154,35.50,3.50,16.00,3000,5.11,1.7,2.20
Josh Reynolds,WR,DET,MIN,-183,45.50,-3.50,24.50,3300,4.58,1.4,2.19
Jahan Dotson,WR,WAS,DAL,578,47.00,13.00,17.00,3800,6.50,1.7,2.10
Dontayvion Wicks,WR,GB,CHI,-162,45.00,-3.00,24.00,4600,8.29,1.8,2.09
Carson Wentz,QB,LAR,SF,172,41.00,4.50,18.25,4500,16.18,3.6,2.07
Hunter Renfrow,WR,LV,DEN,-159,37.00,-3.00,20.00,3000,6.36,2.1,2.04
Clyde Edwards-Helaire,RB,KC,LAC,154,35.50,3.50,16.00,4900,8.68,1.8,2.04
Jake Browning,QB,CIN,CLE,-338,37.50,-7.00,22.25,5700,13.00,2.3,2.01
Brandon Powell,WR,MIN,DET,152,45.50,3.50,21.00,3000,6.48,2.2,2.00
Jerry Jeudy,WR,DEN,LV,132,37.00,3.00,17.00,5100,7.91,1.6,1.94
Elijah Moore,WR,CLE,CIN,261,37.50,7.00,15.25,4200,7.45,1.8,1.91
Rondale Moore,WR,ARI,SEA,126,48.00,3.00,22.50,3900,6.04,1.6,1.91
New York Giants,D,NYG,PHI,197,42.00,5.50,18.25,2300,5.49,2.4,1.88
Chris Conley,WR,SF,LAR,-207,41.00,-4.50,22.75,3000,4.40,1.5,1.88
Puka Nacua,WR,LAR,SF,172,41.00,4.50,18.25,7800,8.69,1.1,1.87
Tampa Bay Buccaneers,D,TB,CAR,-238,37.00,-4.50,20.75,3900,7.92,2.0,1.77
Davis Allen,TE,LAR,SF,172,41.00,4.50,18.25,2500,4.09,1.6,1.75
Kyle Juszczyk,RB,SF,LAR,-207,41.00,-4.50,22.75,4000,2.14,0.5,1.73
Adam Prentice,RB,NO,ATL,-165,42.00,-3.00,22.50,4000,0.61,0.2,1.73
Ben Skowronek,WR,LAR,SF,172,41.00,4.50,18.25,3000,5.91,2.0,1.65
Xavier Gipson,WR,NYJ,NE,109,30.50,2.00,14.25,3500,5.70,1.6,1.61
Elijah Higgins,TE,ARI,SEA,126,48.00,3.00,22.50,2600,4.48,1.7,1.60
Chase Brown,RB,CIN,CLE,-338,37.50,-7.00,22.25,4600,7.28,1.6,1.60
Tommy Tremble,TE,CAR,TB,192,37.00,4.50,16.25,2500,3.70,1.5,1.54
Tyler Scott,WR,CHI,GB,135,45.00,3.00,21.00,3400,5.79,1.7,1.53
Lucas Krull,TE,DEN,LV,132,37.00,3.00,17.00,2700,4.07,1.5,1.52
Andrei Iosivas,WR,CIN,CLE,-338,37.50,-7.00,22.25,3000,5.48,1.8,1.46
Los Angeles Rams,D,LAR,SF,172,41.00,4.50,18.25,2600,5.77,2.2,1.44
Tennessee Titans,D,TEN,JAX,162,41.00,4.00,18.50,2900,5.70,2.0,1.43
Travis Kelce,TE,KC,LAC,154,35.50,3.50,16.00,6600,7.09,1.1,1.37
Cleveland Browns,D,CLE,CIN,261,37.50,7.00,15.25,3200,6.11,1.9,1.33
Philadelphia Eagles,D,PHI,NYG,-243,42.00,-5.50,23.75,4000,7.06,1.8,1.27
Adam Trautman,TE,DEN,LV,132,37.00,3.00,17.00,2800,4.10,1.5,1.27
Roschon Johnson,RB,CHI,GB,135,45.00,3.00,21.00,5100,7.63,1.5,1.26
Sam Howell,QB,WAS,DAL,578,47.00,13.00,17.00,5200,13.74,2.6,1.25
Michael Gallup,WR,DAL,WAS,-949,47.00,-13.00,30.00,3200,4.12,1.3,1.25
Olamide Zaccheaus,WR,PHI,NYG,-243,42.00,-5.50,23.75,3000,5.61,1.9,1.22
Colby Parkinson,TE,SEA,ARI,-151,48.00,-3.00,25.50,2600,3.73,1.4,1.22
Daniel Bellinger,TE,NYG,PHI,197,42.00,5.50,18.25,2800,4.33,1.6,1.15
Jalen Guyton,WR,LAC,KC,-185,35.50,-3.50,19.50,3000,3.91,1.3,1.15
San Francisco 49ers,D,SF,LAR,-207,41.00,-4.50,22.75,3800,7.15,1.9,1.14
David Njoku,TE,CLE,CIN,261,37.50,7.00,15.25,6400,6.15,1.0,1.07
Atlanta Falcons,D,ATL,NO,139,42.00,3.00,19.50,3000,5.86,2.0,1.05
Julio Jones,WR,PHI,NYG,-243,42.00,-5.50,23.75,3900,5.64,1.5,1.05
Josh Oliver,TE,MIN,DET,152,45.50,3.50,21.00,2900,3.48,1.2,1.00
Aidan O'Connell,QB,LV,DEN,-159,37.00,-3.00,20.00,5400,9.97,1.9,0.97
Jalin Hyatt,WR,NYG,PHI,197,42.00,5.50,18.25,3300,4.37,1.3,0.90
Jaleel McLaughlin,RB,DEN,LV,132,37.00,3.00,17.00,4400,6.17,1.4,0.89
Jalen Tolbert,WR,DAL,WAS,-949,47.00,-13.00,30.00,3000,3.99,1.3,0.89
Bo Melton,WR,GB,CHI,-162,45.00,-3.00,24.00,3600,4.40,1.2,0.88
Tyler Allgeier,RB,ATL,NO,139,42.00,3.00,19.50,4800,6.00,1.3,0.81
Kenneth Gainwell,RB,PHI,NYG,-243,42.00,-5.50,23.75,4800,6.16,1.3,0.79
Foster Moreau,TE,NO,ATL,-165,42.00,-3.00,22.50,2500,3.02,1.2,0.79
Zach Charbonnet,RB,SEA,ARI,-151,48.00,-3.00,25.50,5000,5.79,1.2,0.77
Ryan Tannehill,QB,TEN,JAX,162,41.00,4.00,18.50,4800,11.85,2.5,0.71
John Bates,TE,WAS,DAL,578,47.00,13.00,17.00,2500,2.82,1.1,0.71
Deebo Samuel,WR,SF,LAR,-207,41.00,-4.50,22.75,7600,6.20,0.8,0.71
Stephen Sullivan,TE,CAR,TB,192,37.00,4.50,16.25,2500,2.78,1.1,0.70
Chris Moore,WR,TEN,JAX,162,41.00,4.00,18.50,3000,3.07,1.0,0.70
Bailey Zappe,QB,NE,NYJ,-129,30.50,-2.00,16.25,4700,8.18,1.7,0.69
Trenton Irwin,WR,CIN,CLE,-338,37.50,-7.00,22.25,3200,5.04,1.6,0.69
Isiah Pacheco,RB,KC,LAC,154,35.50,3.50,16.00,7000,6.67,0.9,0.69
Brandon Aiyuk,WR,SF,LAR,-207,41.00,-4.50,22.75,7100,6.13,0.9,0.68
Miles Sanders,RB,CAR,TB,192,37.00,4.50,16.25,4300,5.19,1.2,0.61
George Kittle,TE,SF,LAR,-207,41.00,-4.50,22.75,5200,4.03,0.8,0.60
Quez Watkins,WR,PHI,NYG,-243,42.00,-5.50,23.75,3400,4.52,1.3,0.59
Royce Freeman,RB,LAR,SF,172,41.00,4.50,18.25,4400,5.32,1.2,0.59
Malik Heath,WR,GB,CHI,-162,45.00,-3.00,24.00,3400,4.15,1.2,0.52
Marvin Mims,WR,DEN,LV,132,37.00,3.00,17.00,3500,3.96,1.1,0.52
Tim Jones,WR,JAX,TEN,-195,41.00,-4.00,22.50,3000,2.99,1.0,0.52
Pharaoh Brown,TE,NE,NYJ,-129,30.50,-2.00,16.25,2500,2.56,1.0,0.49
Luke Musgrave,TE,GB,CHI,-162,45.00,-3.00,24.00,3800,4.40,1.2,0.48
A.T. Perry,WR,NO,ATL,-165,42.00,-3.00,22.50,3300,3.07,0.9,0.47
Trevor Siemian,QB,NYJ,NE,109,30.50,2.00,14.25,4900,12.95,2.6,0.40
Jamaal Williams,RB,NO,ATL,-165,42.00,-3.00,22.50,5200,4.97,1.0,0.40
Seattle Seahawks,D,SEA,ARI,-151,48.00,-3.00,25.50,3500,5.71,1.6,0.36
Jordan Akins,TE,CLE,CIN,261,37.50,7.00,15.25,2500,2.15,0.9,0.35
Drew Sample,TE,CIN,CLE,-338,37.50,-7.00,22.25,2500,2.05,0.8,0.35
Marquise Goodwin,WR,CLE,CIN,261,37.50,7.00,15.25,3000,3.18,1.1,0.33
Brycen Hopkins,TE,LAR,SF,172,41.00,4.50,18.25,2500,1.80,0.7,0.31
Michael Carter,RB,ARI,SEA,126,48.00,3.00,22.50,4400,5.41,1.2,0.30
Harrison Bryant,TE,CLE,CIN,261,37.50,7.00,15.25,2500,1.88,0.8,0.29
Derius Davis,WR,LAC,KC,-185,35.50,-3.50,19.50,3000,3.26,1.1,0.28
Peyton Hendershot,TE,DAL,WAS,-949,47.00,-13.00,30.00,2500,2.15,0.9,0.28
Tre Tucker,WR,LV,DEN,-159,37.00,-3.00,20.00,3400,2.69,0.8,0.27
Tyquan Thornton,WR,NE,NYJ,-129,30.50,-2.00,16.25,3000,2.71,0.9,0.26
Luke Farrell,TE,JAX,TEN,-195,41.00,-4.00,22.50,2500,2.10,0.8,0.26
Jerome Ford,RB,CLE,CIN,261,37.50,7.00,15.25,5600,4.00,0.7,0.26
Rico Dowdle,RB,DAL,WAS,-949,47.00,-13.00,30.00,4600,4.86,1.1,0.24
Will Dissly,TE,SEA,ARI,-151,48.00,-3.00,25.50,2500,1.77,0.7,0.24
Ameer Abdullah,RB,LV,DEN,-159,37.00,-3.00,20.00,4600,3.89,0.9,0.21
Alexander Mattison,RB,MIN,DET,152,45.50,3.50,21.00,5000,4.08,0.8,0.20
Mitchell Wilcox,TE,CIN,CLE,-338,37.50,-7.00,22.25,2500,2.03,0.8,0.18
Israel Abanikanda,RB,NYJ,NE,109,30.50,2.00,14.25,4400,3.37,0.8,0.18
Kareem Hunt,RB,CLE,CIN,261,37.50,7.00,15.25,4700,3.60,0.8,0.17
Kevin Harris,RB,NE,NYJ,-129,30.50,-2.00,16.25,4500,3.10,0.7,0.17
Brandon Johnson,WR,DEN,LV,132,37.00,3.00,17.00,3400,1.97,0.6,0.17
Allen Lazard,WR,NYJ,NE,109,30.50,2.00,14.25,3000,3.04,1.0,0.15
Samaje Perine,RB,DEN,LV,132,37.00,3.00,17.00,4500,3.16,0.7,0.15
Patrick Taylor,RB,GB,CHI,-162,45.00,-3.00,24.00,4100,3.95,1.0,0.14
Van Jefferson,WR,ATL,NO,139,42.00,3.00,19.50,3100,2.47,0.8,0.14
Jauan Jennings,WR,SF,LAR,-207,41.00,-4.50,22.75,3800,3.16,0.8,0.14
Isaiah Hodgins,WR,NYG,PHI,197,42.00,5.50,18.25,3000,2.35,0.8,0.14
MyCole Pruitt,TE,ATL,NO,139,42.00,3.00,19.50,2500,1.70,0.7,0.14
Donovan Peoples-Jones,WR,DET,MIN,-183,45.50,-3.50,24.50,3000,2.09,0.7,0.14
Donald Parham,TE,LAC,KC,-185,35.50,-3.50,19.50,2700,1.73,0.6,0.13
KaVontae Turpin,WR,DAL,WAS,-949,47.00,-13.00,30.00,3000,1.58,0.5,0.13
Cordarrelle Patterson,RB,ATL,NO,139,42.00,3.00,19.50,4200,4.14,1.0,0.12
David Moore,WR,TB,CAR,-238,37.00,-4.50,20.75,3000,2.36,0.8,0.12
Jason Brownlee,WR,NYJ,NE,109,30.50,2.00,14.25,3200,2.66,0.8,0.12
Elijah Cooks,WR,JAX,TEN,-195,41.00,-4.00,22.50,3000,1.94,0.6,0.12
Stone Smartt,TE,LAC,KC,-185,35.50,-3.50,19.50,2500,1.18,0.5,0.12
Jake Bobo,WR,SEA,ARI,-151,48.00,-3.00,25.50,3000,1.87,0.6,0.10
Chase Edmonds,RB,TB,CAR,-238,37.00,-4.50,20.75,4500,2.81,0.6,0.10
Keaontay Ingram,RB,KC,LAC,154,35.50,3.50,16.00,4000,3.52,0.9,0.09
Lil'Jordan Humphrey,WR,DEN,LV,132,37.00,3.00,17.00,3300,1.72,0.5,0.09
Jimmy Graham,TE,NO,ATL,-165,42.00,-3.00,22.50,2500,1.33,0.5,0.09
James Proche,WR,CLE,CIN,261,37.50,7.00,15.25,3000,2.01,0.7,0.08
KhaDarel Hodge,WR,ATL,NO,139,42.00,3.00,19.50,3000,2.14,0.7,0.08
Emari Demercado,RB,ARI,SEA,126,48.00,3.00,22.50,4600,2.37,0.5,0.08
Kenny Yeboah,TE,NYJ,NE,109,30.50,2.00,14.25,2500,0.99,0.4,0.08
Equanimeous St. Brown,WR,CHI,GB,135,45.00,3.00,21.00,3000,2.01,0.7,0.07
D'Onta Foreman,RB,CHI,GB,135,45.00,3.00,21.00,4800,3.17,0.7,0.07
Zach Pascal,WR,ARI,SEA,126,48.00,3.00,22.50,3000,1.63,0.5,0.07
Lynn Bowden,WR,NO,ATL,-165,42.00,-3.00,22.50,3000,1.48,0.5,0.07
Deven Thompkins,WR,TB,CAR,-238,37.00,-4.50,20.75,3000,2.39,0.8,0.06
Jalen Reagor,WR,NE,NYJ,-129,30.50,-2.00,16.25,3300,1.54,0.5,0.06
Robert Tonyan,TE,CHI,GB,135,45.00,3.00,21.00,2800,1.13,0.4,0.06
Kayshon Boutte,WR,NE,NYJ,-129,30.50,-2.00,16.25,3000,1.55,0.5,0.04
Brenton Strange,TE,JAX,TEN,-195,41.00,-4.00,22.50,2500,1.02,0.4,0.04
Trent Taylor,WR,CHI,GB,135,45.00,3.00,21.00,3000,1.79,0.6,0.03
D'Ernest Johnson,RB,JAX,TEN,-195,41.00,-4.00,22.50,4500,2.50,0.6,0.03
Irv Smith,TE,CIN,CLE,-338,37.50,-7.00,22.25,2500,1.02,0.4,0.03
Luke Schoonmaker,TE,DAL,WAS,-949,47.00,-13.00,30.00,2500,0.97,0.4,0.03
Cole Turner,TE,WAS,DAL,578,47.00,13.00,17.00,2500,0.70,0.3,0.03
Velus Jones,WR,CHI,GB,135,45.00,3.00,21.00,3000,0.54,0.2,0.03
Antoine Green,WR,DET,MIN,-183,45.50,-3.50,24.50,3000,2.27,0.8,0.02
Zach Evans,RB,LAR,SF,172,41.00,4.50,18.25,4000,2.97,0.7,0.02
Charlie Jones,WR,CIN,CLE,-338,37.50,-7.00,22.25,3000,1.47,0.5,0.02
Ian Thomas,TE,CAR,TB,192,37.00,4.50,16.25,2500,0.71,0.3,0.02
Blake Bell,TE,KC,LAC,154,35.50,3.50,16.00,2500,0.33,0.1,0.02
