ID,Player,Team,Opp,Pos,Salary,Own %
30500591,Breece Hall,NYJ,NYG,RB,"$5,900",23.90%
30500903,Zay Flowers,BAL,ARI,WR,"$5,600",22.10%
30500901,Jordan Addison,MIN,GB,WR,"$5,700",20.90%
30500587,Isiah Pacheco,KC,DEN,RB,"$6,100",19.90%
30500933,Josh Downs,IND,NO,WR,"$4,800",19.60%
30500593,Joe Mixon,CIN,SF,RB,"$5,800",17.90%
30500905,George Pickens,PIT,JAC,WR,"$5,600",17.20%
30500929,Tank Dell,HOU,CAR,WR,"$4,900",16.00%
30500861,Tyreek Hill,MIA,NE,WR,"$9,500",15.60%
30501659,Cincinnati Bengals,CIN,SF,D,"$2,200",13.50%
30500865,Ja'Marr Chase,CIN,SF,WR,"$8,100",13.50%
30500881,Adam Thielen,CAR,HOU,WR,"$6,600",13.50%
30500486,Patrick Mahomes,KC,DEN,QB,"$8,400",13.10%
30500873,Jaylen Waddle,MIA,NE,WR,"$7,500",12.50%
30500573,Tony Pollard,DAL,LAR,RB,"$7,500",12.20%
30501367,Dalton Schultz,HOU,CAR,TE,"$3,900",11.90%
30501646,Seattle Seahawks,SEA,CLE,D,"$3,400",11.30%
30500875,Brandon Aiyuk,SF,CIN,WR,"$7,000",11.30%
30500487,Jalen Hurts,PHI,WAS,QB,"$8,200",10.90%
30500867,A.J. Brown,PHI,WAS,WR,"$8,000",10.50%
30500489,Tua Tagovailoa,MIA,NE,QB,"$7,700",10.00%
30500585,Jonathan Taylor,IND,NO,RB,"$6,200",9.50%
30500565,Christian McCaffrey,SF,CIN,RB,"$9,200",9.10%
30500575,Alvin Kamara,NO,IND,RB,"$7,300",9.10%
30500589,Bijan Robinson,ATL,TEN,RB,"$6,000",9.10%
30500583,D'Andre Swift,PHI,WAS,RB,"$6,300",8.70%
30501351,Travis Kelce,KC,DEN,TE,"$8,400",8.60%
30500488,Lamar Jackson,BAL,ARI,QB,"$8,100",7.80%
30501652,Atlanta Falcons,ATL,TEN,D,"$2,900",7.30%
30501353,Mark Andrews,BAL,ARI,TE,"$6,400",7.10%
30501355,T.J. Hockenson,MIN,GB,TE,"$6,200",7.10%
30500599,Gus Edwards,BAL,ARI,RB,"$5,500",7.00%
30500494,Dak Prescott,DAL,LAR,QB,"$6,100",7.00%
30500567,Saquon Barkley,NYG,NYJ,RB,"$8,000",6.80%
30500577,Travis Etienne Jr.,JAC,PIT,RB,"$7,200",6.80%
30500579,Kenneth Walker III,SEA,CLE,RB,"$7,000",6.80%
30500581,Aaron Jones,GB,MIN,RB,"$6,400",6.80%
30500601,Rhamondre Stevenson,NE,MIA,RB,"$5,400",6.80%
30500611,Kareem Hunt,CLE,SEA,RB,"$5,200",6.80%
30500609,Javonte Williams,DEN,KC,RB,"$5,200",6.80%
30500615,Najee Harris,PIT,JAC,RB,"$5,100",6.80%
30500625,Miles Sanders,CAR,HOU,RB,"$4,900",6.80%
30500629,Emari Demercado,ARI,BAL,RB,"$4,800",6.80%
30500633,Darrell Henderson Jr.,LAR,DAL,RB,"$4,800",6.80%
30500863,Cooper Kupp,LAR,DAL,WR,"$9,000",6.80%
30500869,Puka Nacua,LAR,DAL,WR,"$7,900",6.80%
30501656,Minnesota Vikings,MIN,GB,D,"$2,500",6.40%
30500925,Rashee Rice,KC,DEN,WR,"$5,000",6.40%
30500871,CeeDee Lamb,DAL,LAR,WR,"$7,600",6.10%
30501361,Dallas Goedert,PHI,WAS,TE,"$4,600",5.90%
30501357,George Kittle,SF,CIN,TE,"$5,400",5.70%
30500879,DeVonta Smith,PHI,WAS,WR,"$6,700",5.60%
30500607,Dameon Pierce,HOU,CAR,RB,"$5,300",5.60%
30500909,Nico Collins,HOU,CAR,WR,"$5,500",5.30%
30501653,Jacksonville Jaguars,JAC,PIT,D,"$2,800",5.20%
30500571,Derrick Henry,TEN,ATL,RB,"$7,600",5.10%
