ID,Player,Team,Opp,Pos,Salary,Own %
30754896,Marquise Brown,ARI,ATL,WR,"$5,200",23.30%
30754638,Rachaad White,TB,TEN,RB,"$5,800",22.80%
30754890,Tank Dell,HOU,CIN,WR,"$5,500",19.40%
30754636,James Conner,ARI,ATL,RB,"$5,900",17.70%
30754618,Tony Pollard,DAL,NYG,RB,"$7,300",17.20%
30754630,Joe Mixon,CIN,HOU,RB,"$6,200",16.00%
30755246,Trey McBride,ARI,ATL,TE,"$3,500",15.50%
30754876,DeAndre Hopkins,TEN,TB,WR,"$6,000",15.50%
30754850,Ja'Marr Chase,CIN,HOU,WR,"$8,600",15.40%
30754608,Christian McCaffrey,SF,JAC,RB,"$9,200",15.20%
30754547,Joe Burrow,CIN,HOU,QB,"$6,800",13.90%
30755226,T.J. Hockenson,MIN,NO,TE,"$5,000",13.60%
30754892,Diontae Johnson,PIT,GB,WR,"$5,400",13.60%
30754852,CeeDee Lamb,DAL,NYG,WR,"$8,500",13.30%
30754548,Dak Prescott,DAL,NYG,QB,"$6,700",12.10%
30754634,Bijan Robinson,ATL,ARI,RB,"$6,000",12.00%
30754854,Amon-Ra St. Brown,DET,LAC,WR,"$8,300",12.00%
30755176,Rondale Moore,ARI,ATL,WR,"$3,000",11.70%
30754620,Travis Etienne Jr.,JAC,SF,RB,"$7,100",11.50%
30754664,Devin Singletary,HOU,CIN,RB,"$4,700",11.50%
30754904,Tyler Boyd,CIN,HOU,WR,"$4,600",11.40%
30754626,Kenneth Walker III,SEA,WAS,RB,"$6,800",11.30%
30754874,Tyler Lockett,SEA,WAS,WR,"$6,100",11.30%
30755455,Arizona Cardinals,ARI,ATL,D,"$2,500",11.00%
30754553,Geno Smith,SEA,WAS,QB,"$5,800",10.80%
30755438,Dallas Cowboys,DAL,NYG,D,"$4,400",10.20%
30754858,Brandon Aiyuk,SF,JAC,WR,"$7,100",10.20%
30755457,New York Giants,NYG,DAL,D,"$2,100",9.90%
30755230,Jake Ferguson,DAL,NYG,TE,"$4,600",9.70%
30755450,Cleveland Browns,CLE,BAL,D,"$3,000",9.60%
30754916,Jaxon Smith-Njigba,SEA,WAS,WR,"$4,100",9.40%
30754610,Austin Ekeler,LAC,DET,RB,"$8,400",9.30%
30755452,Cincinnati Bengals,CIN,HOU,D,"$2,800",9.00%
30754860,DK Metcalf,SEA,WAS,WR,"$6,800",9.00%
30754616,Derrick Henry,TEN,TB,RB,"$7,400",8.60%
30754628,Aaron Jones,GB,PIT,RB,"$6,500",8.60%
30754640,Alexander Mattison,MIN,NO,RB,"$5,500",8.60%
30754642,Brian Robinson Jr.,WAS,SEA,RB,"$5,400",8.60%
30754644,Jerome Ford,CLE,BAL,RB,"$5,300",8.60%
30754650,Jaylen Warren,PIT,GB,RB,"$5,000",8.60%
30754652,Najee Harris,PIT,GB,RB,"$4,900",8.60%
30754549,Jared Goff,DET,LAC,QB,"$6,400",8.50%
30755446,Green Bay Packers,GB,PIT,D,"$3,400",8.20%
30754848,Keenan Allen,LAC,DET,WR,"$8,800",8.20%
30754872,Deebo Samuel,SF,JAC,WR,"$6,200",8.10%
30754555,Brock Purdy,SF,JAC,QB,"$5,700",7.40%
30755445,Tampa Bay Buccaneers,TB,TEN,D,"$3,500",7.30%
30755440,Baltimore Ravens,BAL,CLE,D,"$4,000",7.20%
30754868,Chris Olave,NO,MIN,WR,"$6,400",7.10%
30754878,Christian Kirk,JAC,SF,WR,"$6,000",7.10%
30754880,Jordan Addison,MIN,NO,WR,"$5,900",7.10%
30754882,Terry McLaurin,WAS,SEA,WR,"$5,800",7.10%
30754886,Calvin Ridley,JAC,SF,WR,"$5,600",7.10%
30754900,Jahan Dotson,WAS,SEA,WR,"$5,000",7.10%
30754884,Zay Flowers,BAL,CLE,WR,"$5,700",6.20%
30754888,Drake London,ATL,ARI,WR,"$5,500",6.20%
30754944,Michael Wilson,ARI,ATL,WR,"$3,500",6.00%
30754622,Jahmyr Gibbs,DET,LAC,RB,"$7,000",5.80%
30754862,Chris Godwin,TB,TEN,WR,"$6,700",5.70%
30754870,Amari Cooper,CLE,BAL,WR,"$6,300",5.70%
30754898,George Pickens,PIT,GB,WR,"$5,100",5.70%
30755222,Sam LaPorta,DET,LAC,TE,"$5,700",5.60%
30755449,Detroit Lions,DET,LAC,D,"$3,100",5.50%
30755439,Seattle Seahawks,SEA,WAS,D,"$4,100",5.40%
30754552,Sam Howell,WAS,SEA,QB,"$5,900",4.80%
30754906,Michael Thomas,NO,MIN,WR,"$4,500",4.80%
30754932,Noah Brown,HOU,CIN,WR,"$3,700",4.80%
30754938,Elijah Moore,CLE,BAL,WR,"$3,600",4.80%
30755232,Evan Engram,JAC,SF,TE,"$4,500",4.70%
30754545,Justin Herbert,LAC,DET,QB,"$7,700",4.60%
30754550,Trevor Lawrence,JAC,SF,QB,"$6,000",4.60%
30755218,Mark Andrews,BAL,CLE,TE,"$6,900",4.50%
30755220,George Kittle,SF,JAC,TE,"$6,100",4.50%
30754624,David Montgomery,DET,LAC,RB,"$6,900",4.40%
30754914,Quentin Johnston,LAC,DET,WR,"$4,100",4.40%
30754546,C.J. Stroud,HOU,CIN,QB,"$6,900",4.40%
30754551,Kyler Murray,ARI,ATL,QB,"$5,900",4.30%
30754612,Alvin Kamara,NO,MIN,RB,"$8,300",4.30%
30754614,Saquon Barkley,NYG,DAL,RB,"$7,700",4.30%
30755444,San Francisco 49ers,SF,JAC,D,"$3,600",4.10%
30755074,Trenton Irwin,CIN,HOU,WR,"$3,000",4.10%
30754557,Joshua Dobbs,MIN,NO,QB,"$5,500",4.00%
30754561,Taylor Heinicke,ATL,ARI,QB,"$5,100",3.90%
30754922,Curtis Samuel,WAS,SEA,WR,"$3,900",3.80%
30754934,Wan'Dale Robinson,NYG,DAL,WR,"$3,700",3.80%
30755456,Jacksonville Jaguars,JAC,SF,D,"$2,400",3.80%
30755228,Dalton Schultz,HOU,CIN,TE,"$4,900",3.70%
30755236,David Njoku,CLE,BAL,TE,"$4,000",3.70%
30755252,Juwan Johnson,NO,MIN,TE,"$3,100",3.70%
30755254,Chig Okonkwo,TEN,TB,TE,"$3,000",3.70%
30754910,Brandin Cooks,DAL,NYG,WR,"$4,200",3.50%
30754544,Lamar Jackson,BAL,CLE,QB,"$8,000",3.40%
30754632,Gus Edwards,BAL,CLE,RB,"$6,100",3.40%
30755234,Kyle Pitts,ATL,ARI,TE,"$4,100",3.00%
30755240,Logan Thomas,WAS,SEA,TE,"$3,800",3.00%
30755242,Luke Musgrave,GB,PIT,TE,"$3,700",3.00%
30755244,Jonnu Smith,ATL,ARI,TE,"$3,600",3.00%
30755248,Cade Otton,TB,TEN,TE,"$3,400",3.00%
30755258,Connor Heyward,PIT,GB,TE,"$2,900",3.00%
30754554,Derek Carr,NO,MIN,QB,"$5,800",2.90%
30754856,Mike Evans,TB,TEN,WR,"$7,200",2.90%
30754864,Nico Collins,HOU,CIN,WR,"$6,600",2.90%
