Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4003295328,yaopete (20/20),0,249.6,DST Browns  FLEX Josh Jacobs QB C.J. Stroud RB Rachaad White RB Rhamondre Stevenson TE Dalton Schultz WR CeeDee Lamb WR Tank Dell WR Wan'Dale Robinson,,Alvin Kamara,RB,39.89%,11
2,4006641584,MojaveWolf (11/20),0,244.09999,DST Browns  FLEX A.J. Brown QB C.J. Stroud RB Rachaad White RB Kareem Hunt TE Cade Otton WR CeeDee Lamb WR Tank Dell WR Noah Brown,,CeeDee Lamb,WR,29.92%,32.1
3,3998372826,DoorCountyDen (8/20),0,238.4,DST Browns  FLEX Jonathan Taylor QB C.J. Stroud RB Aaron Jones RB Rachaad White TE Dalton Schultz WR Amari Cooper WR Nico Collins WR Tank Dell,,Jonathan Taylor,RB,29.41%,17.9
4,4006040906,mikebelcher85 (9/20),0,235.50002,DST Browns  FLEX Rhamondre Stevenson QB C.J. Stroud RB Bijan Robinson RB Rachaad White TE Dalton Schultz WR CeeDee Lamb WR Chris Olave WR Noah Brown,,Giants ,DST,28.54%,-1
5,3997840134,vertabrae (12/20),0,235.1,DST Browns  FLEX Terry McLaurin QB C.J. Stroud RB Rachaad White RB Rhamondre Stevenson TE Dalton Schultz WR Mike Evans WR Amari Cooper WR Tank Dell,,Demario Douglas,WR,28.49%,10.5
6,4008156335,aaron91378 (4/20),0,232.9,DST Packers  FLEX CeeDee Lamb QB C.J. Stroud RB Rachaad White RB Rhamondre Stevenson TE Dalton Schultz WR A.J. Brown WR Terry McLaurin WR Noah Brown,,A.J. Brown,WR,24.94%,19.6
7,3997705342,Cyrano6970 (2/20),0,232.8,DST Colts  FLEX CeeDee Lamb QB C.J. Stroud RB Bijan Robinson RB Rachaad White TE David Njoku WR A.J. Brown WR Tank Dell WR Noah Brown,,Adam Thielen,WR,23.06%,7.9
7,3998477640,hammers868 (2/20),0,232.79999,DST Colts  FLEX Jonnu Smith QB C.J. Stroud RB Gus Edwards RB Darrell Henderson Jr. TE Dalton Schultz WR A.J. Brown WR CeeDee Lamb WR Tank Dell,,Terry McLaurin,WR,20.52%,12.3
9,4007953341,tarheels178 (7/20),0,231.99998,DST Browns  FLEX Rachaad White QB C.J. Stroud RB Rhamondre Stevenson RB Darrell Henderson Jr. TE Dalton Schultz WR CeeDee Lamb WR Amari Cooper WR Jahan Dotson,,Saquon Barkley,RB,19.78%,14.3
10,4006667460,brandoneault (14/20),0,231.59999,DST Browns  FLEX Amari Cooper QB C.J. Stroud RB Saquon Barkley RB Jerome Ford TE Hunter Henry WR CeeDee Lamb WR Tank Dell WR Noah Brown,,Josh Jacobs,RB,18.45%,21.8
11,4008117583,DOLPHINSLAYER69 (13/20),0,231.39998,DST Colts  FLEX A.J. Brown QB C.J. Stroud RB Rachaad White RB Rhamondre Stevenson TE Dalton Schultz WR Amari Cooper WR Nico Collins WR Jahan Dotson,,Nico Collins,FLEX,18.21%,14.4
12,4005010416,Shwuck (19/20),0,231.2,DST Browns  FLEX Noah Brown QB C.J. Stroud RB Saquon Barkley RB Jonathan Taylor TE Dalton Schultz WR CeeDee Lamb WR Tank Dell WR Rashid Shaheed,,Bijan Robinson,RB,15.55%,6.9
13,4002497446,SDOD1 (4/20),0,230.1,DST Ravens  FLEX Tank Dell QB C.J. Stroud RB Josh Jacobs RB Rachaad White TE Dalton Schultz WR CeeDee Lamb WR Nico Collins WR Demario Douglas,,Devin Singletary,RB,15.36%,4.6
13,4002497453,SDOD1 (11/20),0,230.1,DST Ravens  FLEX Tank Dell QB C.J. Stroud RB Josh Jacobs RB Rachaad White TE Dalton Schultz WR CeeDee Lamb WR Nico Collins WR Demario Douglas,,Chris Olave,WR,15.17%,16.6
13,4002497461,SDOD1 (19/20),0,230.1,DST Ravens  FLEX Tank Dell QB C.J. Stroud RB Josh Jacobs RB Rachaad White TE Dalton Schultz WR CeeDee Lamb WR Nico Collins WR Demario Douglas,,Dak Prescott,QB,14.68%,31.36
16,4006137230,samirnj (19/20),0,229.7,DST Packers  FLEX Rhamondre Stevenson QB C.J. Stroud RB Josh Jacobs RB Bijan Robinson TE Dalton Schultz WR CeeDee Lamb WR Amari Cooper WR Noah Brown,,Zay Flowers,WR,14.56%,2.1
