full_name,posteam,position,week,carries,carries_pg,pct_team_carries,rush_yards_pg,rush_yards_pc,rush_tds,exp_rush_yards_pc,ryoe_pc,rush_epa_pp,broken_tackles,broken_tackles_rate,ybc_pc,yac_pc,rz_carries,pct_team_rz_carries,i10_carries,pct_team_i10_carries,i5_carries,pct_team_i5_carries,opps,opps_pg,hvts,hvts_pg,hvt_pct
Raheem Mostert,MIA,RB,9,12,12,0.5714285714,85,7.083333333,1,5.064120843,2.01921249,0.2776216716,1,0.08333333333,4.666666667,2.416666667,3,0.75,0,0,0,0,13,13,1,1,0.07692307692
Royce Freeman,LA,RB,9,12,12,0.4615384615,32,2.666666667,0,3.06280606,-0.3961393937,-0.502933373,0,0,1.416666667,1.25,2,0.25,2,0.6666666667,0,0,13,13,3,3,0.2307692308
Tony Pollard,DAL,RB,9,12,12,0.5454545455,51,4.25,0,6.123901427,-1.873901427,-0.1638657126,1,0.08333333333,2.083333333,2.166666667,0,0,0,0,0,0,17,17,5,5,0.2941176471
Tyler Allgeier,ATL,RB,9,12,12,0.4285714286,39,3.25,1,2.540224134,0.7097758657,-0.1318599222,0,0,0.8333333333,2.416666667,0,0,0,0,0,0,15,15,3,3,0.2
Bijan Robinson,ATL,RB,9,11,11,0.3928571429,51,4.636363636,0,4.313317123,0.3230465133,-0.4917794379,0,0,3,1.636363636,1,1,0,0,0,0,15,15,4,4,0.2666666667
Jaylen Warren,PIT,RB,9,11,11,0.3666666667,88,8,0,4.246085461,3.753914539,0.2288019667,1,0.09090909091,4.181818182,3.818181818,0,0,0,0,0,0,14,14,3,3,0.2142857143
Taysom Hill,NO,QB,9,11,11,0.4074074074,52,4.727272727,0,0,4.727272727,0.0398592786,3,0.2727272727,3.727272727,1,0,0,0,0,0,0,16,16,5,5,0.3125
Darrell Henderson,LA,RB,9,10,10,0.3846153846,19,1.9,0,6.120497815,-4.220497815,-0.2954764659,0,0,0.7,1.2,4,0.5,1,0.3333333333,0,0,12,12,3,3,0.25
Jalen Hurts,PHI,QB,9,10,10,0.303030303,36,3.6,1,0,3.6,0.5263588858,0,0,3.6,0,1,0.5,1,1,1,1,10,10,1,1,0.1
Lamar Jackson,BAL,QB,9,10,10,0.243902439,60,6,0,0,6,0.3343922184,0,0,2.8,3.2,2,0.5,1,0.5,1,0.5,10,10,1,1,0.1
A.J. Dillon,GB,RB,9,9,9,0.2368421053,40,4.444444444,0,0,4.444444444,-0.1518302898,1,0.1111111111,2.666666667,1.777777778,1,0.5,0,0,0,0,10,10,1,1,0.1
Alvin Kamara,NO,RB,9,9,9,0.3333333333,26,2.888888889,0,0,2.888888889,-0.1624623677,2,0.2222222222,2.222222222,0.6666666667,0,0,0,0,0,0,14,14,5,5,0.3571428571
Keaontay Ingram,ARI,RB,9,9,9,0.4285714286,8,0.8888888889,0,0,0.8888888889,-0.3387916469,0,0,0.1111111111,0.7777777778,2,0.5,1,1,1,1,9,9,1,1,0.1111111111
Kenneth Walker,SEA,RB,9,9,9,0.6,16,1.777777778,0,0,1.777777778,-0.4490919513,0,0,1.222222222,0.5555555556,0,0,0,0,0,0,11,11,2,2,0.1818181818
Rhamondre Stevenson,NE,RB,9,9,9,0.4736842105,87,9.666666667,1,0,9.666666667,0.3278361878,2,0.2222222222,1.888888889,7.777777778,2,0.6666666667,1,1,1,1,15,15,7,7,0.4666666667
Cam Akers,MIN,RB,9,8,8,0.2424242424,25,3.125,0,0,3.125,-0.3354210561,0,0,1.625,1.5,1,0.25,1,0.3333333333,0,0,11,11,4,4,0.3636363636
Josh Allen,BUF,QB,9,8,8,0.5,44,5.5,1,0,5.5,0.4016898609,1,0.125,3.875,1.625,1,0.3333333333,0,0,0,0,8,8,0,0,0
Dak Prescott,DAL,QB,9,7,7,0.3181818182,14,2,0,0,2,0.2419929787,0,0,0,0,1,1,0,0,0,0,7,7,0,0,0
Joshua Dobbs,MIN,QB,9,7,7,0.2121212121,66,9.428571429,1,0,9.428571429,1.032369156,3,0.4285714286,2.142857143,7.285714286,0,0,0,0,0,0,7,7,0,0,0
Zack Moss,IND,RB,9,7,7,0.2333333333,26,3.714285714,0,0,3.714285714,-0.1193484344,0,0,1.428571429,2.285714286,0,0,0,0,0,0,7,7,0,0,0
Antonio Gibson,WAS,RB,9,6,6,0.2068965517,34,5.666666667,0,0,5.666666667,0.1850249003,0,0,3.166666667,2.5,1,0.1428571429,0,0,0,0,11,11,5,5,0.4545454545
Ezekiel Elliott,NE,RB,9,6,6,0.3157894737,17,2.833333333,0,0,2.833333333,-0.2509751435,0,0,1.666666667,1.166666667,0,0,0,0,0,0,11,11,5,5,0.4545454545
James Cook,BUF,RB,9,6,6,0.375,20,3.333333333,0,0,3.333333333,-0.1889907518,0,0,2.166666667,1.166666667,2,0.6666666667,1,1,0,0,10,10,5,5,0.5
Miles Sanders,CAR,RB,9,6,6,0.2142857143,39,6.5,0,0,6.5,0.3278506473,1,0.1666666667,2,4.5,1,0.25,1,1,0,0,11,11,6,6,0.5454545455
Patrick Mahomes,KC,QB,9,6,6,0.25,24,4,0,0,4,0.1837392552,0,0,3.166666667,0.8333333333,1,0.1428571429,0,0,0,0,6,6,0,0,0
Bryce Young,CAR,QB,9,5,5,0.1785714286,41,8.2,0,0,8.2,0.7301154315,0,0,5,3.2,1,0.25,0,0,0,0,5,5,0,0,0
Clayton Tune,ARI,QB,9,5,5,0.2380952381,28,5.6,0,0,5.6,0.08332510171,0,0,5.6,0,2,0.5,0,0,0,0,5,5,0,0,0
Gardner Minshew,IND,QB,9,5,5,0.1666666667,5,1,0,0,1,0.1565920689,0,0,0.8,0.2,0,0,0,0,0,0,5,5,0,0,0
Gus Edwards,BAL,RB,9,5,5,0.1219512195,52,10.4,2,0,10.4,0.7014997766,1,0.2,2.8,7.6,1,0.25,1,0.5,1,0.5,5,5,1,1,0.2
Joe Burrow,CIN,QB,9,5,5,0.2272727273,4,0.8,0,0,0.8,-0.274553575,0,0,0.8,0,1,0.5,0,0,0,0,5,5,0,0,0
Sam Howell,WAS,QB,9,5,5,0.1724137931,27,5.4,0,0,5.4,0.1075301167,2,0.4,3.2,2.2,0,0,0,0,0,0,5,5,0,0,0
Tyjae Spears,TEN,RB,9,5,5,0.2,18,3.6,0,0,3.6,-0.1016069227,0,0,1.6,2,0,0,0,0,0,0,11,11,6,6,0.5454545455
Devin Singletary,HOU,RB,10,30,30,0.8823529412,150,5,1,4.474702775,0.5252972247,0.08087217967,0,0,3.9,1.1,2,1,0,0,0,0,32,32,2,2,0.0625
Josh Jacobs,LV,RB,10,27,27,0.84375,116,4.296296296,0,4.449332448,-0.153036152,-0.1723453956,5,0.1851851852,3.296296296,1,2,1,0,0,0,0,29,29,2,2,0.06896551724
Jonathan Taylor,IND,RB,10,23,23,0.8846153846,69,3,1,3.805941017,-0.8059410169,-0.07385666636,1,0.04347826087,1.608695652,1.391304348,3,1,2,1,1,1,24,24,3,3,0.125
Bijan Robinson,ATL,RB,10,22,22,0.5365853659,95,4.318181818,1,4.5408855,-0.2227036814,0.03821792486,1,0.04545454545,2.363636364,1.954545455,0,0,0,0,0,0,24,24,2,2,0.08333333333
D'Onta Foreman,CHI,RB,10,21,21,0.5675675676,80,3.80952381,1,4.372469785,-0.5629459758,-0.07245097887,0,0,1.952380952,1.857142857,5,0.7142857143,1,0.5,1,0.5,23,23,3,3,0.1304347826
Javonte Williams,DEN,RB,10,21,21,0.5384615385,79,3.761904762,0,3.989937338,-0.2280325764,-0.07800794203,0,0,2,1.761904762,1,0.5,0,0,0,0,25,25,4,4,0.16
Rachaad White,TB,RB,10,20,20,0.6896551724,51,2.55,0,2.927082543,-0.377082543,-0.3533314261,0,0,1.15,1.4,3,1,1,1,0,0,23,23,4,4,0.1739130435
Rhamondre Stevenson,NE,RB,10,20,20,0.5555555556,88,4.4,0,3.983296354,0.4167036458,0.1746881412,2,0.1,2.05,2.35,4,0.8,1,1,0,0,25,25,6,6,0.24
Austin Ekeler,LAC,RB,10,19,19,0.6785714286,67,3.526315789,1,3.47297466,0.05334112994,-0.04800618024,0,0,2.894736842,0.6315789474,0,0,0,0,0,0,26,26,7,7,0.2692307692
Kenneth Walker,SEA,RB,10,19,19,0.7307692308,63,3.315789474,0,4.896209392,-1.580419919,-0.1277950204,0,0,3.105263158,0.2105263158,1,1,0,0,0,0,21,21,2,2,0.09523809524
Jerome Ford,CLE,RB,10,17,17,0.4594594595,107,6.294117647,0,3.916392127,2.37772552,0.2000686979,0,0,3.058823529,3.235294118,1,1,0,0,0,0,18,18,1,1,0.05555555556
Christian McCaffrey,SF,RB,10,16,16,0.5333333333,95,5.9375,0,4.648512634,1.288987366,0.209792729,0,0,4.25,1.6875,1,1,1,1,0,0,26,26,11,11,0.4230769231
James Conner,ARI,RB,10,16,16,0.6153846154,73,4.5625,0,4.419205406,0.1432945936,0.1222007433,5,0.3125,1.875,2.6875,2,0.6666666667,1,1,0,0,17,17,2,2,0.1176470588
Najee Harris,PIT,RB,10,16,16,0.4444444444,82,5.125,1,4.215456132,0.9095438675,0.1820405161,1,0.0625,3.5,1.625,1,1,0,0,0,0,20,20,4,4,0.2
Jaylen Warren,PIT,RB,10,15,15,0.4166666667,101,6.733333333,1,4.247823562,2.485509771,0.3436861681,4,0.2666666667,3.466666667,3.266666667,0,0,0,0,0,0,19,19,4,4,0.2105263158
Tony Pollard,DAL,RB,10,15,15,0.4545454545,55,3.666666667,0,3.482041784,0.1846248824,-0.2979869669,2,0.1333333333,2.266666667,1.4,2,0.6666666667,0,0,0,0,15,15,0,0,0
Ty Chandler,MIN,RB,10,15,15,0.4545454545,45,3,1,2.969145318,0.03085468165,-0.2475314669,0,0,1.666666667,1.333333333,5,0.8333333333,0,0,0,0,15,15,0,0,0
Jahmyr Gibbs,DET,RB,10,14,14,0.4516129032,77,5.5,2,3.746634365,1.753365635,0.3000103475,0,0,2.142857143,3.357142857,0,0,0,0,0,0,19,19,5,5,0.2631578947
Aaron Jones,GB,RB,10,13,13,0.5416666667,35,2.692307692,0,5.190679821,-2.498372129,-0.2553483535,1,0.07692307692,1.615384615,1.076923077,1,0.25,1,0.5,0,0,19,19,7,7,0.3684210526
Breece Hall,NYJ,RB,10,13,13,0.619047619,28,2.153846154,0,2.848399715,-0.6945535608,-0.5671988335,3,0.2307692308,1.384615385,0.7692307692,2,0.5,0,0,0,0,16,16,3,3,0.1875
Ezekiel Elliott,NE,RB,10,13,13,0.3611111111,54,4.153846154,0,4.234141245,-0.08029509141,-0.01935059232,1,0.07692307692,2.384615385,1.769230769,1,0.2,0,0,0,0,15,15,2,2,0.1333333333
Saquon Barkley,NYG,RB,10,13,13,0.5652173913,66,5.076923077,0,2.695056945,2.381866132,-0.2579459563,0,0,3.846153846,1.230769231,5,1,5,1,2,1,16,16,8,8,0.5
David Montgomery,DET,RB,10,12,12,0.3870967742,116,9.666666667,1,3.96782731,5.698839357,0.5350315203,0,0,4,5.666666667,0,0,0,0,0,0,12,12,0,0,0
James Cook,BUF,RB,10,12,12,0.4615384615,109,9.083333333,0,5.500752618,3.582580715,0.3372974632,0,0,4.166666667,4.916666667,1,0.3333333333,0,0,0,0,14,14,2,2,0.1428571429
Alvin Kamara,NO,RB,10,11,11,0.6470588235,46,4.181818182,0,0,4.181818182,0.5243562622,0,0,0,0,0,0,0,0,0,0,18,18,7,7,0.3888888889
Derrick Henry,TEN,RB,10,11,11,0.6875,24,2.181818182,0,3.188967725,-1.007149544,-0.2797920983,0,0,1.454545455,0.7272727273,1,0.3333333333,0,0,0,0,12,12,1,1,0.08333333333
Gus Edwards,BAL,RB,10,11,11,0.4583333333,24,2.181818182,1,3.127003784,-0.9451856025,-0.2006576453,0,0,1.181818182,1,0,0,0,0,0,0,12,12,1,1,0.08333333333
Joe Mixon,CIN,RB,10,11,11,0.6875,46,4.181818182,1,4.711839765,-0.5300215829,-0.1677651677,3,0.2727272727,1.727272727,2.454545455,1,0.5,0,0,0,0,14,14,3,3,0.2142857143
Kareem Hunt,CLE,RB,10,10,10,0.2702702703,32,3.2,1,3.181247305,0.01875269457,-0.1644290825,0,0,1.4,1.8,0,0,0,0,0,0,10,10,0,0,0
A.J. Dillon,GB,RB,10,9,9,0.375,70,7.777777778,0,0,7.777777778,0.2261501233,1,0.1111111111,4.777777778,3,2,0.5,1,0.5,0,0,12,12,4,4,0.3333333333
Chuba Hubbard,CAR,RB,10,9,9,0.5625,23,2.555555556,0,0,2.555555556,-0.331457116,0,0,0.7777777778,1.777777778,3,0.6,1,0.5,0,0,11,11,3,3,0.2727272727
Deshaun Watson,CLE,QB,10,9,9,0.2432432432,39,4.333333333,0,0,4.333333333,0.3201313072,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Latavius Murray,BUF,RB,10,9,9,0.3461538462,68,7.555555556,1,0,7.555555556,0.6338463974,0,0,4.333333333,3.222222222,2,0.6666666667,0,0,0,0,12,12,3,3,0.25
Russell Wilson,DEN,QB,10,9,9,0.2307692308,30,3.333333333,0,0,3.333333333,0.1475060125,0,0,2.666666667,0.6666666667,1,0.5,0,0,0,0,9,9,0,0,0
Travis Etienne,JAX,RB,10,9,9,0.5294117647,35,3.888888889,0,0,3.888888889,-0.006376003129,0,0,3.888888889,0,1,0.3333333333,1,0.5,1,0.5,13,13,5,5,0.3846153846
Tyler Allgeier,ATL,RB,10,9,9,0.2195121951,31,3.444444444,0,0,3.444444444,-0.2025712909,1,0.1111111111,1.555555556,1.888888889,1,1,0,0,0,0,10,10,1,1,0.1
Alexander Mattison,MIN,RB,10,8,8,0.2424242424,27,3.375,0,0,3.375,-0.2622035403,0,0,1,2.375,1,0.1666666667,0,0,0,0,10,10,2,2,0.2
Brian Robinson,WAS,RB,10,8,8,0.5714285714,38,4.75,0,0,4.75,-0.06761803928,4,0.5,1.625,3.125,0,0,0,0,0,0,14,14,6,6,0.4285714286
Elijah Mitchell,SF,RB,10,8,8,0.2666666667,23,2.875,0,0,2.875,-0.2518782387,0,0,1.5,1.375,0,0,0,0,0,0,8,8,0,0,0
Joshua Dobbs,MIN,QB,10,8,8,0.2424242424,44,5.5,1,0,5.5,0.4346176786,0,0,4.25,1.25,0,0,0,0,0,0,8,8,0,0,0
Lamar Jackson,BAL,QB,10,8,8,0.3333333333,41,5.125,0,0,5.125,-0.1461593267,1,0.125,4.625,0.5,0,0,0,0,0,0,8,8,0,0,0
Jaleel McLaughlin,DEN,RB,10,6,6,0.1538461538,8,1.333333333,0,0,1.333333333,-0.4727267426,0,0,1,0.3333333333,0,0,0,0,0,0,8,8,2,2,0.25
Kyler Murray,ARI,QB,10,6,6,0.2307692308,33,5.5,1,0,5.5,0.5895044675,0,0,5.166666667,0.3333333333,0,0,0,0,0,0,6,6,0,0,0
Zach Charbonnet,SEA,RB,10,6,6,0.2307692308,44,7.333333333,0,0,7.333333333,0.5292209875,0,0,6,1.333333333,0,0,0,0,0,0,11,11,5,5,0.4545454545
Joe Burrow,CIN,QB,10,5,5,0.3125,20,4,0,0,4,-0.2638388484,0,0,2.8,1.2,1,0.5,1,1,0,0,5,5,1,1,0.2
Joshua Kelley,LAC,RB,10,5,5,0.1785714286,16,3.2,0,0,3.2,-0.3337440292,0,0,2.2,1,0,0,0,0,0,0,5,5,0,0,0
Roschon Johnson,CHI,RB,10,5,5,0.1351351351,18,3.6,0,0,3.6,-0.1747152885,0,0,2.2,1.4,1,0.1428571429,0,0,0,0,11,11,6,6,0.5454545455
Tyjae Spears,TEN,RB,10,5,5,0.3125,18,3.6,0,0,3.6,-0.2530854164,0,0,2,1.6,2,0.6666666667,1,1,0,0,10,10,6,6,0.6
Devin Singletary,HOU,RB,11,22,22,0.88,112,5.090909091,1,4.299390552,0.7915185392,-0.02081410542,0,0,0,0,0,0,0,0,0,0,24,24,2,2,0.08333333333
Raheem Mostert,MIA,RB,11,22,22,0.7857142857,86,3.909090909,0,4.676672327,-0.7675814181,-0.1701333609,0,0,0,0,3,0.5,1,1,0,0,24,24,3,3,0.125
Christian McCaffrey,SF,RB,11,21,21,0.7,78,3.714285714,0,3.993148321,-0.2788626069,-0.2588762469,0,0,0,0,4,0.6666666667,2,1,2,1,26,26,7,7,0.2692307692
Isiah Pacheco,KC,RB,11,19,19,0.6333333333,89,4.684210526,0,3.837403166,0.8468073604,0.03997566789,0,0,0,0,1,1,0,0,0,0,20,20,1,1,0.05
Alexander Mattison,MIN,RB,11,18,18,0.5,81,4.5,0,4.079695149,0.4203048511,-0.2752889835,0,0,0,0,0,0,0,0,0,0,20,20,2,2,0.1
Justin Fields,CHI,QB,11,18,18,0.3913043478,104,5.777777778,0,0,5.777777778,0.2193061463,0,0,0,0,1,0.25,0,0,0,0,18,18,0,0,0
Brian Robinson,WAS,RB,11,17,17,0.6071428571,73,4.294117647,0,3.435769121,0.8583485258,-0.1516749226,0,0,0,0,1,0.5,1,1,0,0,26,26,10,10,0.3846153846
James Cook,BUF,RB,11,17,17,0.4473684211,73,4.294117647,0,4.442847595,-0.1487299482,-0.09996730251,0,0,0,0,1,1,0,0,0,0,21,21,4,4,0.1904761905
Royce Freeman,LA,RB,11,17,17,0.6296296296,73,4.294117647,0,2.99795491,1.296162737,-0.1301324293,0,0,0,0,4,0.6666666667,2,1,1,1,17,17,2,2,0.1176470588
Joe Mixon,CIN,RB,11,16,16,0.6956521739,69,4.3125,0,4.414008628,-0.1015086279,0.07455783573,0,0,3.6875,0.625,2,0.5,0,0,0,0,21,21,5,5,0.2380952381
Khalil Herbert,CHI,RB,11,16,16,0.347826087,35,2.1875,0,2.574925473,-0.387425473,-0.3107763299,0,0,0,0,2,0.5,1,1,0,0,19,19,4,4,0.2105263158
Zach Charbonnet,SEA,RB,11,15,15,0.7142857143,47,3.133333333,0,3.982774498,-0.8494411649,-0.004563964389,0,0,0,0,3,0.75,1,1,1,1,21,21,7,7,0.3333333333
A.J. Dillon,GB,RB,11,14,14,0.5,29,2.071428571,0,3.209676839,-1.138248267,-0.311802981,0,0,0,0,1,1,1,1,0,0,18,18,5,5,0.2777777778
James Conner,ARI,RB,11,14,14,0.5384615385,62,4.428571429,0,3.507696642,0.9208747861,0.009787449879,0,0,0,0,2,0.6666666667,0,0,0,0,17,17,3,3,0.1764705882
Josh Jacobs,LV,RB,11,14,14,0.875,39,2.785714286,0,4.489750573,-1.704036287,-0.2862797486,0,0,0,0,1,1,1,1,0,0,15,15,2,2,0.1333333333
Saquon Barkley,NYG,RB,11,14,14,0.7368421053,83,5.928571429,0,2.494053983,3.434517445,-0.06761643201,0,0,0,0,2,1,0,0,0,0,19,19,5,5,0.2631578947
Travis Etienne,JAX,RB,11,14,14,0.3888888889,52,3.714285714,0,4.521242563,-0.8069568484,-0.1904772371,0,0,0,0,4,1,0,0,0,0,17,17,3,3,0.1764705882
D'Andre Swift,PHI,RB,11,12,12,0.4444444444,76,6.333333333,1,3.610435704,2.722897629,0.02572485996,0,0,0,0,1,0.5,0,0,0,0,15,15,3,3,0.2
David Montgomery,DET,RB,11,12,12,0.5454545455,76,6.333333333,1,4.99816663,1.335166703,0.2333052361,0,0,0,0,0,0,0,0,0,0,14,14,2,2,0.1428571429
Gus Edwards,BAL,RB,11,12,12,0.3870967742,62,5.166666667,2,3.13615748,2.030509187,0.1984668902,0,0,4.833333333,0.3333333333,0,0,0,0,0,0,14,14,2,2,0.1428571429
Jalen Hurts,PHI,QB,11,12,12,0.4444444444,29,2.416666667,2,0,2.416666667,0.04820630335,0,0,0,0,1,0.5,1,1,0,0,12,12,1,1,0.08333333333
Javonte Williams,DEN,RB,11,12,12,0.75,37,3.083333333,0,3.706099406,-0.6227660728,-0.278458832,0,0,0,0,1,1,0,0,0,0,14,14,2,2,0.1428571429
Jerome Ford,CLE,RB,11,12,12,0.4137931034,31,2.583333333,1,3.55797781,-0.9746444771,-0.09264035229,0,0,0,0,1,0.25,0,0,0,0,17,17,5,5,0.2941176471
Kareem Hunt,CLE,RB,11,12,12,0.4137931034,36,3,0,3.795680022,-0.7956800219,-0.0718182969,0,0,0,0,2,0.5,0,0,0,0,15,15,3,3,0.2
Najee Harris,PIT,RB,11,12,12,0.4615384615,35,2.916666667,0,1.881492946,1.035173721,-0.3589260991,0,0,0,0,3,0.75,1,0.5,1,1,14,14,3,3,0.2142857143
Tony Pollard,DAL,RB,11,12,12,0.4444444444,61,5.083333333,1,3.590018187,1.493315146,0.2500081052,0,0,0,0,2,1,0,0,0,0,17,17,5,5,0.2941176471
Miles Sanders,CAR,RB,11,11,11,0.4782608696,50,4.545454545,0,3.321557815,1.223896731,0.1735182885,0,0,0,0,0,0,0,0,0,0,12,12,1,1,0.08333333333
Austin Ekeler,LAC,RB,11,10,10,0.4166666667,64,6.4,0,3.476153203,2.923846797,-0.4398372455,0,0,0,0,2,0.5,0,0,0,0,13,13,3,3,0.2307692308
Breece Hall,NYJ,RB,11,10,10,0.5555555556,23,2.3,0,2.951258634,-0.6512586336,-0.1851460733,0,0,0,0,1,0.5,0,0,0,0,16,16,6,6,0.375
Chuba Hubbard,CAR,RB,11,10,10,0.4347826087,57,5.7,0,3.95138417,1.74861583,-0.02079223566,0,0,0,0,1,0.5,0,0,0,0,12,12,2,2,0.1666666667
Derrick Henry,TEN,RB,11,10,10,0.5263157895,38,3.8,0,4.291800805,-0.4918008052,0.05852885631,0,0,0,0,2,1,0,0,0,0,12,12,2,2,0.1666666667
Latavius Murray,BUF,RB,11,10,10,0.2631578947,35,3.5,0,2.989291045,0.5107089549,-0.224571076,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
Ty Chandler,MIN,RB,11,10,10,0.2777777778,73,7.3,0,0,7.3,0.4290749193,0,0,0,0,1,1,0,0,0,0,14,14,4,4,0.2857142857
Jaylen Warren,PIT,RB,11,9,9,0.3461538462,129,14.33333333,1,0,14.33333333,0.9446241891,0,0,0,0,1,0.25,1,0.5,0,0,12,12,4,4,0.3333333333
Lamar Jackson,BAL,QB,11,9,9,0.2903225806,54,6,0,0,6,0.0785571968,0,0,5.777777778,0.2222222222,0,0,0,0,0,0,9,9,0,0,0
Rachaad White,TB,RB,11,9,9,0.5,30,3.333333333,1,0,3.333333333,0.042850188,0,0,0,0,2,0.6666666667,1,1,0,0,16,16,8,8,0.5
Tank Bigsby,JAX,RB,11,9,9,0.25,21,2.333333333,0,0,2.333333333,-0.1140734532,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Jahmyr Gibbs,DET,RB,11,8,8,0.3636363636,36,4.5,1,0,4.5,0.3447260444,0,0,0,0,1,1,0,0,0,0,14,14,6,6,0.4285714286
Joshua Dobbs,MIN,QB,11,8,8,0.2222222222,21,2.625,1,0,2.625,-0.2267787328,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0
Justin Herbert,LAC,QB,11,8,8,0.3333333333,73,9.125,0,0,9.125,0.7338201634,0,0,0,0,1,0.25,0,0,0,0,8,8,0,0,0
Kyler Murray,ARI,QB,11,8,8,0.3076923077,51,6.375,1,0,6.375,0.601563398,0,0,0,0,1,0.3333333333,0,0,0,0,8,8,0,0,0
D'Ernest Johnson,JAX,RB,11,7,7,0.1944444444,20,2.857142857,0,0,2.857142857,-0.3863087419,0,0,0,0,0,0,0,0,0,0,8,8,1,1,0.125
Chris Rodriguez,WAS,RB,11,6,6,0.2142857143,43,7.166666667,0,0,7.166666667,-0.3889188799,0,0,0,0,0,0,0,0,0,0,7,7,1,1,0.1428571429
D'Onta Foreman,CHI,RB,11,6,6,0.1304347826,14,2.333333333,1,0,2.333333333,-0.07363709378,0,0,0,0,1,0.25,0,0,0,0,6,6,0,0,0
Darrell Henderson,LA,RB,11,6,6,0.2222222222,1,0.1666666667,1,0,0.1666666667,-0.369370323,0,0,0,0,0,0,0,0,0,0,13,13,7,7,0.5384615385
Joshua Kelley,LAC,RB,11,6,6,0.25,13,2.166666667,0,0,2.166666667,-0.4247492933,0,0,0,0,1,0.25,0,0,0,0,6,6,0,0,0
Patrick Mahomes,KC,QB,11,6,6,0.2,38,6.333333333,0,0,6.333333333,0.0755799302,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Roschon Johnson,CHI,RB,11,6,6,0.1304347826,30,5,0,0,5,0.353224287,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Josh Allen,BUF,QB,11,5,5,0.1315789474,15,3,0,0,3,0.156006334,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Trevor Lawrence,JAX,QB,11,5,5,0.1388888889,17,3.4,2,0,3.4,0.4670073886,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Rhamondre Stevenson,NE,RB,12,21,21,0.6774193548,98,4.666666667,1,3.726385793,0.9402808734,0.2427533162,0,0,0,0,2,0.3333333333,0,0,0,0,26,26,5,5,0.1923076923
Josh Jacobs,LV,RB,12,20,20,0.8695652174,110,5.5,1,3.621238378,1.878761622,-0.2349452747,0,0,0,0,2,1,0,0,0,0,26,26,6,6,0.2307692308
Raheem Mostert,MIA,RB,12,20,20,0.5405405405,94,4.7,2,4.360156586,0.3398434141,0.1945037624,0,0,4.7,0,4,0.8,1,1,0,0,21,21,2,2,0.09523809524
Travis Etienne,JAX,RB,12,20,20,0.6666666667,56,2.8,0,2.937823549,-0.1378235495,-0.5040421993,0,0,0,0,2,1,0,0,0,0,26,26,6,6,0.2307692308
Christian McCaffrey,SF,RB,12,19,19,0.5757575758,114,6,2,3.541987573,2.458012427,0.2547706591,0,0,6,0,1,1,0,0,0,0,25,25,6,6,0.24
Derrick Henry,TEN,RB,12,18,18,0.75,76,4.222222222,2,2.967106491,1.255115731,0.202356792,0,0,0,0,2,1,1,1,0,0,20,20,3,3,0.15
Javonte Williams,DEN,RB,12,18,18,0.4615384615,65,3.611111111,0,2.628815042,0.9822960686,-0.3578818513,0,0,0,0,1,0.25,0,0,0,0,24,24,6,6,0.25
Bijan Robinson,ATL,RB,12,16,16,0.3902439024,91,5.6875,1,4.518698875,1.168801125,0.2275564701,0,0,0,0,1,0.3333333333,1,0.5,1,1,22,22,7,7,0.3181818182
David Montgomery,DET,RB,12,16,16,0.5,73,4.5625,1,3.792842853,0.7696571467,0.2229379253,0,0,0,0,5,0.7142857143,1,0.5,1,1,17,17,2,2,0.1176470588
James Cook,BUF,RB,12,16,16,0.4,43,2.6875,0,4.358310629,-1.670810629,-0.261992802,0,0,0,0,1,1,1,1,1,1,23,23,8,8,0.347826087
Kyren Williams,LA,RB,12,16,16,0.4848484848,143,8.9375,0,4.510897549,4.426602451,0.556376923,0,0,0,0,0,0,0,0,0,0,22,22,6,6,0.2727272727
Alvin Kamara,NO,RB,12,15,15,0.5357142857,69,4.6,0,5.33519464,-0.7351946402,0.06302095073,0,0,0,0,1,0.25,0,0,0,0,20,20,5,5,0.25
Brian Robinson,WAS,RB,12,15,15,0.5555555556,53,3.533333333,0,5.121572382,-1.588239049,-0.3854534246,0,0,3.533333333,0,4,1,1,1,0,0,18,18,4,4,0.2222222222
Isiah Pacheco,KC,RB,12,15,15,0.652173913,55,3.666666667,2,3.911882327,-0.2452156605,0.1810756846,0,0,0,0,0,0,0,0,0,0,20,20,5,5,0.25
Jonathan Taylor,IND,RB,12,15,15,0.5555555556,91,6.066666667,2,3.633302054,2.433364612,0.2208084648,0,0,0,0,2,0.5,0,0,0,0,15,15,0,0,0
Miles Sanders,CAR,RB,12,15,15,0.46875,28,1.866666667,0,3.264933183,-1.398266516,-0.4418980821,0,0,0,0,4,0.5,1,0.3333333333,0,0,16,16,2,2,0.125
Najee Harris,PIT,RB,12,15,15,0.4545454545,99,6.6,1,4.420599168,2.179400832,0.1534907186,0,0,0,0,1,1,0,0,0,0,15,15,0,0,0
