PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,RST%
DeVante Parker,WR,NE,LV,130,41.50,3.00,19.25,3500,10.04,2.9,9.86
Michael Pittman,WR,IND,JAX,169,44.00,4.50,19.75,6300,13.31,2.1,9.74
Drake London,WR,ATL,WAS,-135,42.50,-2.50,22.50,4800,13.29,2.8,9.63
Davante Adams,WR,LV,NE,-155,41.50,-3.00,22.25,8100,17.32,2.1,9.37
David Montgomery,RB,DET,TB,-162,42.50,-3.00,22.75,7300,13.05,1.8,8.95
Rhamondre Stevenson,RB,NE,LV,130,41.50,3.00,19.25,5400,11.05,2.1,8.59
Robert Woods,WR,HOU,NO,108,42.50,1.50,20.50,3800,9.87,2.6,8.37
Matthew Stafford,QB,LAR,ARI,-330,48.50,-7.00,27.75,6100,18.10,3.0,8.27
A.J. Brown,WR,PHI,NYJ,-298,41.50,-6.50,24.00,7800,16.24,2.1,8.26
Evan Engram,TE,JAX,IND,-204,44.00,-4.50,24.25,4500,12.10,2.7,8.18
Kendrick Bourne,WR,NE,LV,130,41.50,3.00,19.25,4200,10.53,2.5,8.13
K.J. Osborn,WR,MIN,CHI,-157,43.50,-3.00,23.25,4400,10.59,2.4,7.78
Jalen Hurts,QB,PHI,NYJ,-298,41.50,-6.50,24.00,8200,22.89,2.8,7.69
New England Patriots,D,NE,LV,130,41.50,3.00,19.25,2600,5.67,2.2,7.64
Philadelphia Eagles,D,PHI,NYJ,-298,41.50,-6.50,24.00,3800,8.11,2.1,7.54
Garrett Wilson,WR,NYJ,PHI,240,41.50,6.50,17.50,6000,13.07,2.2,7.28
Trevor Lawrence,QB,JAX,IND,-204,44.00,-4.50,24.25,6500,20.33,3.1,7.27
Adam Thielen,WR,CAR,MIA,662,47.50,14.00,16.75,5900,13.12,2.2,7.11
DJ Moore,WR,CHI,MIN,131,43.50,3.00,20.25,6500,13.88,2.1,7.07
Zach Ertz,TE,ARI,LAR,257,48.50,7.00,20.75,3600,8.93,2.5,7.01
Josh Downs,WR,IND,JAX,169,44.00,4.50,19.75,4100,9.67,2.4,6.83
T.J. Hockenson,TE,MIN,CHI,-157,43.50,-3.00,23.25,6600,14.60,2.2,6.78
Nico Collins,WR,HOU,NO,108,42.50,1.50,20.50,5600,12.56,2.2,6.77
Cleveland Browns,D,CLE,SF,373,36.00,9.50,13.25,2200,5.22,2.4,6.72
Michael Thomas,WR,NO,HOU,-127,42.50,-1.50,22.00,4900,11.25,2.3,6.68
Tua Tagovailoa,QB,MIA,CAR,-1037,47.50,-14.00,30.75,7600,20.41,2.7,6.44
San Francisco 49ers,D,SF,CLE,-490,36.00,-9.50,22.75,4000,8.16,2.0,6.27
Tampa Bay Buccaneers,D,TB,DET,136,42.50,3.00,19.75,2300,5.37,2.3,6.15
Tyler Lockett,WR,SEA,CIN,129,45.50,3.00,21.25,5700,12.39,2.2,6.12
Chris Olave,WR,NO,HOU,-127,42.50,-1.50,22.00,6600,13.79,2.1,6.04
Terry McLaurin,WR,WAS,ATL,113,42.50,2.50,20.00,5500,12.56,2.3,6.01
Jaylen Waddle,WR,MIA,CAR,-1037,47.50,-14.00,30.75,7600,15.23,2.0,5.98
Deebo Samuel,WR,SF,CLE,-490,36.00,-9.50,22.75,6100,12.43,2.0,5.94
Jaxon Smith-Njigba,WR,SEA,CIN,129,45.50,3.00,21.25,3600,8.76,2.4,5.89
Elijah Moore,WR,CLE,SF,373,36.00,9.50,13.25,4300,10.60,2.5,5.88
Justin Fields,QB,CHI,MIN,131,43.50,3.00,20.25,7300,20.59,2.8,5.86
Curtis Samuel,WR,WAS,ATL,113,42.50,2.50,20.00,3700,8.75,2.4,5.84
Logan Thomas,TE,WAS,ATL,113,42.50,2.50,20.00,3500,8.48,2.4,5.84
Calvin Ridley,WR,JAX,IND,-204,44.00,-4.50,24.25,6700,14.08,2.1,5.84
Kenneth Walker,RB,SEA,CIN,129,45.50,3.00,21.25,6700,12.88,1.9,5.83
Amon-Ra St. Brown,WR,DET,TB,-162,42.50,-3.00,22.75,7700,15.73,2.0,5.64
Baker Mayfield,QB,TB,DET,136,42.50,3.00,19.75,5400,15.85,2.9,5.55
Tyler Boyd,WR,CIN,SEA,-154,45.50,-3.00,24.25,4600,10.32,2.2,5.46
Puka Nacua,WR,LAR,ARI,-330,48.50,-7.00,27.75,8000,14.64,1.8,5.43
Jakobi Meyers,WR,LV,NE,-155,41.50,-3.00,22.25,5800,12.15,2.1,5.41
Sam Howell,QB,WAS,ATL,113,42.50,2.50,20.00,5500,16.44,3.0,5.36
Brian Robinson,RB,WAS,ATL,113,42.50,2.50,20.00,5700,11.13,2.0,5.31
Dallas Goedert,TE,PHI,NYJ,-298,41.50,-6.50,24.00,4800,10.06,2.1,5.28
Chris Godwin,WR,TB,DET,136,42.50,3.00,19.75,6900,13.78,2.0,5.28
Houston Texans,D,HOU,NO,108,42.50,1.50,20.50,2900,5.76,2.0,5.21
Brandon Aiyuk,WR,SF,CLE,-490,36.00,-9.50,22.75,6200,12.74,2.1,5.08
Brandon Powell,WR,MIN,CHI,-157,43.50,-3.00,23.25,3000,7.14,2.4,4.97
Tee Higgins,WR,CIN,SEA,-154,45.50,-3.00,24.25,6400,13.43,2.1,4.95
Dalton Schultz,TE,HOU,NO,108,42.50,1.50,20.50,3600,7.59,2.1,4.92
George Kittle,TE,SF,CLE,-490,36.00,-9.50,22.75,5000,10.47,2.1,4.83
Jonnu Smith,TE,ATL,WAS,-135,42.50,-2.50,22.50,3400,7.17,2.1,4.73
Braxton Berrios,WR,MIA,CAR,-1037,47.50,-14.00,30.75,3400,8.49,2.5,4.67
Tyler Conklin,TE,NYJ,PHI,240,41.50,6.50,17.50,3300,7.26,2.2,4.57
Cincinnati Bengals,D,CIN,SEA,-154,45.50,-3.00,24.25,2900,5.52,1.9,4.57
Mike Evans,WR,TB,DET,136,42.50,3.00,19.75,7100,12.23,1.7,4.46
Jimmy Garoppolo,QB,LV,NE,-155,41.50,-3.00,22.25,5300,14.67,2.8,4.32
Atlanta Falcons,D,ATL,WAS,-135,42.50,-2.50,22.50,3600,7.59,2.1,4.30
Rondale Moore,WR,ARI,LAR,257,48.50,7.00,20.75,3500,7.78,2.2,4.20
Rashid Shaheed,WR,NO,HOU,-127,42.50,-1.50,22.00,3700,8.52,2.3,4.17
New Orleans Saints,D,NO,HOU,-127,42.50,-1.50,22.00,3300,6.09,1.9,4.16
DeVonta Smith,WR,PHI,NYJ,-298,41.50,-6.50,24.00,7000,13.21,1.9,4.16
Tyler Higbee,TE,LAR,ARI,-330,48.50,-7.00,27.75,4000,7.69,1.9,4.14
DK Metcalf,WR,SEA,CIN,129,45.50,3.00,21.25,6800,13.12,1.9,4.01
Cole Kmet,TE,CHI,MIN,131,43.50,3.00,20.25,4600,8.39,1.8,3.99
Sam LaPorta,TE,DET,TB,-162,42.50,-3.00,22.75,5600,10.28,1.8,3.90
Jerome Ford,RB,CLE,SF,373,36.00,9.50,13.25,5200,9.35,1.8,3.89
Geno Smith,QB,SEA,CIN,129,45.50,3.00,21.25,5700,16.53,2.9,3.88
Mike Gesicki,TE,NE,LV,130,41.50,3.00,19.25,2600,6.01,2.3,3.85
David Njoku,TE,CLE,SF,373,36.00,9.50,13.25,3700,7.77,2.1,3.85
Brock Purdy,QB,SF,CLE,-490,36.00,-9.50,22.75,5600,16.60,3.0,3.84
Amari Cooper,WR,CLE,SF,373,36.00,9.50,13.25,5800,11.21,1.9,3.73
Joshua Dobbs,QB,ARI,LAR,257,48.50,7.00,20.75,5200,14.16,2.7,3.70
Tutu Atwell,WR,LAR,ARI,-330,48.50,-7.00,27.75,5100,9.18,1.8,3.62
Jahan Dotson,WR,WAS,ATL,113,42.50,2.50,20.00,4700,9.49,2.0,3.59
Gardner Minshew,QB,IND,JAX,169,44.00,4.50,19.75,5000,14.04,2.8,3.53
DJ Chark,WR,CAR,MIA,662,47.50,14.00,16.75,4000,8.34,2.1,3.48
Jonathan Mingo,WR,CAR,MIA,662,47.50,14.00,16.75,3500,7.26,2.1,3.43
Jonathan Taylor,RB,IND,JAX,169,44.00,4.50,19.75,6600,10.03,1.5,3.18
Hunter Henry,TE,NE,LV,130,41.50,3.00,19.25,4400,7.67,1.7,3.12
C.J. Stroud,QB,HOU,NO,108,42.50,1.50,20.50,6000,16.71,2.8,2.96
Irv Smith,TE,CIN,SEA,-154,45.50,-3.00,24.25,3000,6.05,2.0,2.94
Emari Demercado,RB,ARI,LAR,257,48.50,7.00,20.75,4900,9.23,1.9,2.93
Cade Otton,TE,TB,DET,136,42.50,3.00,19.75,3200,5.78,1.8,2.93
Desmond Ridder,QB,ATL,WAS,-135,42.50,-2.50,22.50,5000,13.14,2.6,2.91
Kirk Cousins,QB,MIN,CHI,-157,43.50,-3.00,23.25,7100,17.76,2.5,2.90
Kylen Granson,TE,IND,JAX,169,44.00,4.50,19.75,2900,5.74,2.0,2.85
Jared Goff,QB,DET,TB,-162,42.50,-3.00,22.75,6400,16.76,2.6,2.84
Bryce Young,QB,CAR,MIA,662,47.50,14.00,16.75,5100,13.74,2.7,2.82
Noah Brown,WR,HOU,NO,108,42.50,1.50,20.50,3000,7.07,2.4,2.74
Derek Carr,QB,NO,HOU,-127,42.50,-1.50,22.00,5300,14.03,2.7,2.73
Mac Jones,QB,NE,LV,130,41.50,3.00,19.25,5000,12.95,2.6,2.70
Durham Smythe,TE,MIA,CAR,-1037,47.50,-14.00,30.75,2900,5.83,2.0,2.68
Michael Wilson,WR,ARI,LAR,257,48.50,7.00,20.75,3800,7.16,1.9,2.50
Antonio Gibson,RB,WAS,ATL,113,42.50,2.50,20.00,4500,9.04,2.0,2.45
Noah Fant,TE,SEA,CIN,129,45.50,3.00,21.25,3000,5.32,1.8,2.34
Josh Reynolds,WR,DET,TB,-162,42.50,-3.00,22.75,4500,8.38,1.9,2.28
Hayden Hurst,TE,CAR,MIA,662,47.50,14.00,16.75,3100,5.24,1.7,2.27
Zach Wilson,QB,NYJ,PHI,240,41.50,6.50,17.50,4900,12.63,2.6,2.21
Chicago Bears,D,CHI,MIN,131,43.50,3.00,20.25,2500,5.07,2.0,2.06
Tyler Allgeier,RB,ATL,WAS,-135,42.50,-2.50,22.50,4600,6.76,1.5,2.03
Allen Lazard,WR,NYJ,PHI,240,41.50,6.50,17.50,3700,6.50,1.8,1.90
Los Angeles Rams,D,LAR,ARI,-330,48.50,-7.00,27.75,3700,6.30,1.7,1.86
Tank Dell,WR,HOU,NO,108,42.50,1.50,20.50,5000,8.35,1.7,1.76
Jacksonville Jaguars,D,JAX,IND,-204,44.00,-4.50,24.25,3400,5.92,1.7,1.60
Ezekiel Elliott,RB,NE,LV,130,41.50,3.00,19.25,4700,7.07,1.5,1.59
Jamal Agnew,WR,JAX,IND,-204,44.00,-4.50,24.25,3000,5.54,1.9,1.58
Jameson Williams,WR,DET,TB,-162,42.50,-3.00,22.75,3600,6.50,1.8,1.58
Darnell Mooney,WR,CHI,MIN,131,43.50,3.00,20.25,3700,6.02,1.6,1.57
Washington Commanders,D,WAS,ATL,113,42.50,2.50,20.00,3100,5.55,1.8,1.55
PJ Walker,QB,CLE,SF,373,36.00,9.50,13.25,4000,11.19,2.8,1.52
Austin Hooper,TE,LV,NE,-155,41.50,-3.00,22.25,2500,4.06,1.6,1.47
Keaontay Ingram,RB,ARI,LAR,257,48.50,7.00,20.75,4500,6.18,1.4,1.45
Zach Charbonnet,RB,SEA,CIN,129,45.50,3.00,21.25,4200,6.84,1.6,1.43
Donovan Peoples-Jones,WR,CLE,SF,373,36.00,9.50,13.25,3600,6.61,1.8,1.37
Arizona Cardinals,D,ARI,LAR,257,48.50,7.00,20.75,2400,4.58,1.9,1.22
Colby Parkinson,TE,SEA,CIN,129,45.50,3.00,21.25,2500,3.46,1.4,1.21
Drew Ogletree,TE,IND,JAX,169,44.00,4.50,19.75,2600,3.97,1.5,1.14
Zack Moss,RB,IND,JAX,169,44.00,4.50,19.75,6200,9.41,1.5,1.09
Indianapolis Colts,D,IND,JAX,169,44.00,4.50,19.75,3200,5.33,1.7,1.04
Kyle Juszczyk,RB,SF,CLE,-490,36.00,-9.50,22.75,4000,3.13,0.8,1.04
John Bates,TE,WAS,ATL,113,42.50,2.50,20.00,2500,3.12,1.3,0.86
Kenneth Gainwell,RB,PHI,NYJ,-298,41.50,-6.50,24.00,4600,6.24,1.4,0.85
Mack Hollins,WR,ATL,WAS,-135,42.50,-2.50,22.50,3300,4.98,1.5,0.81
Trey McBride,TE,ARI,LAR,257,48.50,7.00,20.75,2500,2.49,1.0,0.81
Salvon Ahmed,RB,MIA,CAR,-1037,47.50,-14.00,30.75,4500,5.80,1.3,0.78
Las Vegas Raiders,D,LV,NE,-155,41.50,-3.00,22.25,3900,6.98,1.8,0.71
Alec Pierce,WR,IND,JAX,169,44.00,4.50,19.75,3300,4.08,1.2,0.69
Michael Mayer,TE,LV,NE,-155,41.50,-3.00,22.25,2500,2.62,1.1,0.65
Robert Tonyan,TE,CHI,MIN,131,43.50,3.00,20.25,2500,2.71,1.1,0.55
Josh Oliver,TE,MIN,CHI,-157,43.50,-3.00,23.25,2500,2.40,1.0,0.54
Seattle Seahawks,D,SEA,CIN,129,45.50,3.00,21.25,3000,5.21,1.7,0.53
Olamide Zaccheaus,WR,PHI,NYJ,-298,41.50,-6.50,24.00,3000,4.48,1.5,0.52
Kendre Miller,RB,NO,HOU,-127,42.50,-1.50,22.00,4500,4.53,1.0,0.52
Deven Thompkins,WR,TB,DET,136,42.50,3.00,19.75,3400,4.26,1.3,0.51
Cole Turner,TE,WAS,ATL,113,42.50,2.50,20.00,2500,2.65,1.1,0.50
Kareem Hunt,RB,CLE,SF,373,36.00,9.50,13.25,4700,5.85,1.2,0.46
Laviska Shenault,WR,CAR,MIA,662,47.50,14.00,16.75,3000,3.83,1.3,0.45
Hunter Renfrow,WR,LV,NE,-155,41.50,-3.00,22.25,3600,4.49,1.3,0.43
Raheem Blackshear,RB,CAR,MIA,662,47.50,14.00,16.75,4000,4.99,1.3,0.42
Kalif Raymond,WR,DET,TB,-162,42.50,-3.00,22.75,3800,4.68,1.2,0.41
New York Jets,D,NYJ,PHI,240,41.50,6.50,17.50,2800,5.32,1.9,0.40
Mo Alie-Cox,TE,IND,JAX,169,44.00,4.50,19.75,2500,1.67,0.7,0.39
Cedrick Wilson,WR,MIA,CAR,-1037,47.50,-14.00,30.75,3000,3.36,1.1,0.37
Trey Palmer,WR,TB,DET,136,42.50,3.00,19.75,3900,3.88,1.0,0.31
Devin Singletary,RB,HOU,NO,108,42.50,1.50,20.50,4300,4.49,1.0,0.31
Carolina Panthers,D,CAR,MIA,662,47.50,14.00,16.75,2000,3.05,1.5,0.30
Will Dissly,TE,SEA,CIN,129,45.50,3.00,21.25,2800,1.95,0.7,0.30
Tyler Scott,WR,CHI,MIN,131,43.50,3.00,20.25,3000,3.37,1.1,0.29
Cam Akers,RB,MIN,CHI,-157,43.50,-3.00,23.25,4800,4.72,1.0,0.29
Terrace Marshall,WR,CAR,MIA,662,47.50,14.00,16.75,3100,2.72,0.9,0.28
John Metchie,WR,HOU,NO,108,42.50,1.50,20.50,3100,2.87,0.9,0.28
Harrison Bryant,TE,CLE,SF,373,36.00,9.50,13.25,2500,1.79,0.7,0.28
Randall Cobb,WR,NYJ,PHI,240,41.50,6.50,17.50,3000,3.10,1.0,0.24
Dalvin Cook,RB,NYJ,PHI,240,41.50,6.50,17.50,4800,4.79,1.0,0.24
C.J. Uzomah,TE,NYJ,PHI,240,41.50,6.50,17.50,2500,1.59,0.6,0.23
Brock Wright,TE,DET,TB,-162,42.50,-3.00,22.75,2500,1.24,0.5,0.23
Dyami Brown,WR,WAS,ATL,113,42.50,2.50,20.00,3000,3.41,1.1,0.22
Kayshon Boutte,WR,NE,LV,130,41.50,3.00,19.25,3000,3.48,1.2,0.20
Jordan Akins,TE,CLE,SF,373,36.00,9.50,13.25,2500,1.90,0.8,0.20
Craig Reynolds,RB,DET,TB,-162,42.50,-3.00,22.75,4300,2.63,0.6,0.19
Foster Moreau,TE,NO,HOU,-127,42.50,-1.50,22.00,2700,1.30,0.5,0.18
Brevin Jordan,TE,HOU,NO,108,42.50,1.50,20.50,2500,1.44,0.6,0.16
Pharaoh Brown,TE,NE,LV,130,41.50,3.00,19.25,2500,1.16,0.5,0.16
Tim Jones,WR,JAX,IND,-204,44.00,-4.50,24.25,3000,2.00,0.7,0.15
Drew Sample,TE,CIN,SEA,-154,45.50,-3.00,24.25,2500,1.54,0.6,0.15
Trenton Irwin,WR,CIN,SEA,-154,45.50,-3.00,24.25,3300,2.22,0.7,0.13
Ke'Shawn Vaughn,RB,TB,DET,136,42.50,3.00,19.75,4200,4.24,1.0,0.12
Brenton Strange,TE,JAX,IND,-204,44.00,-4.50,24.25,2500,1.93,0.8,0.12
Chris Brooks,RB,MIA,CAR,-1037,47.50,-14.00,30.75,4000,3.02,0.8,0.10
Ronnie Rivers,RB,LAR,ARI,-330,48.50,-7.00,27.75,4300,3.35,0.8,0.10
Ian Thomas,TE,CAR,MIA,662,47.50,14.00,16.75,2500,1.29,0.5,0.09
Brycen Hopkins,TE,LAR,ARI,-330,48.50,-7.00,27.75,2500,0.91,0.4,0.09
Ross Dwelley,TE,SF,CLE,-490,36.00,-9.50,22.75,2500,0.55,0.2,0.09
Michael Carter,RB,NYJ,PHI,240,41.50,6.50,17.50,4000,3.35,0.8,0.08
Marvin Jones,WR,DET,TB,-162,42.50,-3.00,22.75,3000,2.05,0.7,0.08
Jimmy Graham,TE,NO,HOU,-127,42.50,-1.50,22.00,2500,1.02,0.4,0.08
Will Mallory,TE,IND,JAX,169,44.00,4.50,19.75,2500,0.53,0.2,0.08
Davis Allen,TE,LAR,ARI,-330,48.50,-7.00,27.75,2500,0.29,0.1,0.08
Tyquan Thornton,WR,NE,LV,130,41.50,3.00,19.25,3000,2.02,0.7,0.07
Jauan Jennings,WR,SF,CLE,-490,36.00,-9.50,22.75,3600,2.24,0.6,0.06
Teagan Quitoriano,TE,HOU,NO,108,42.50,1.50,20.50,2500,1.07,0.4,0.06
Payne Durham,TE,TB,DET,136,42.50,3.00,19.75,2500,0.26,0.1,0.06
Elijah Mitchell,RB,SF,CLE,-490,36.00,-9.50,22.75,4700,3.88,0.8,0.05
Mitchell Wilcox,TE,CIN,SEA,-154,45.50,-3.00,24.25,2500,0.70,0.3,0.05
Isaiah McKenzie,WR,IND,JAX,169,44.00,4.50,19.75,3000,2.35,0.8,0.04
Van Jefferson,WR,ATL,WAS,-135,42.50,-2.50,22.50,3200,1.75,0.6,0.04
Tank Bigsby,RB,JAX,IND,-204,44.00,-4.50,24.25,4100,2.45,0.6,0.04
Jake Bobo,WR,SEA,CIN,129,45.50,3.00,21.25,3000,2.09,0.7,0.03
Andrei Iosivas,WR,CIN,SEA,-154,45.50,-3.00,24.25,3000,1.86,0.6,0.03
Ty Montgomery,WR,NE,LV,130,41.50,3.00,19.25,3000,1.89,0.6,0.03
Zach Pascal,WR,ARI,LAR,257,48.50,7.00,20.75,3000,1.45,0.5,0.03
Chase Claypool,WR,MIA,CAR,-1037,47.50,-14.00,30.75,3000,1.26,0.4,0.03
Johnny Mundt,TE,MIN,CHI,-157,43.50,-3.00,23.25,2500,0.53,0.2,0.03
Ko Kieft,TE,TB,DET,136,42.50,3.00,19.75,2500,0.41,0.2,0.03
Jack Stoll,TE,PHI,NYJ,-298,41.50,-6.50,24.00,2500,0.53,0.2,0.03
Ameer Abdullah,RB,LV,NE,-155,41.50,-3.00,22.25,4000,2.19,0.6,0.02
KhaDarel Hodge,WR,ATL,WAS,-135,42.50,-2.50,22.50,3000,1.66,0.6,0.02
Trayveon Williams,RB,CIN,SEA,-154,45.50,-3.00,24.25,4400,1.79,0.4,0.02
Robbie Chosen,WR,MIA,CAR,-1037,47.50,-14.00,30.75,3000,1.12,0.4,0.02
Sean Tucker,RB,TB,DET,136,42.50,3.00,19.75,4500,1.77,0.4,0.02
Tommy Tremble,TE,CAR,MIA,662,47.50,14.00,16.75,2600,0.66,0.3,0.02
Jeremy Ruckert,TE,NYJ,PHI,240,41.50,6.50,17.50,2500,0.35,0.1,0.02
Ray-Ray McCloud,WR,SF,CLE,-490,36.00,-9.50,22.75,3000,1.83,0.6,0.01
DeAndre Carter,WR,LV,NE,-155,41.50,-3.00,22.25,3000,1.72,0.6,0.01
DeeJay Dallas,RB,SEA,CIN,129,45.50,3.00,21.25,4000,2.35,0.6,0.01
Cordarrelle Patterson,RB,ATL,WAS,-135,42.50,-2.50,22.50,4000,2.56,0.6,0.01
Chase Brown,RB,CIN,SEA,-154,45.50,-3.00,24.25,4000,2.15,0.5,0.01
Jordan Mason,RB,SF,CLE,-490,36.00,-9.50,22.75,4000,1.66,0.4,0.01
Zamir White,RB,LV,NE,-155,41.50,-3.00,22.25,4900,1.78,0.4,0.01
Ronnie Bell,WR,SF,CLE,-490,36.00,-9.50,22.75,3100,1.37,0.4,0.01
Ben Skowronek,WR,LAR,ARI,-330,48.50,-7.00,27.75,3000,1.29,0.4,0.01
Ty Chandler,RB,MIN,CHI,-157,43.50,-3.00,23.25,4000,1.28,0.3,0.01
Trent Taylor,WR,CHI,MIN,131,43.50,3.00,20.25,3000,0.70,0.2,0.01
Demarcus Robinson,WR,LAR,ARI,-330,48.50,-7.00,27.75,3000,0.21,0.1,0.01
Taysom Hill,TE,NO,HOU,-127,42.50,-1.50,22.00,3800,2.72,0.7,0.00
David Bell,WR,CLE,SF,373,36.00,9.50,13.25,3000,1.10,0.4,0.00
Marquise Goodwin,WR,CLE,SF,373,36.00,9.50,13.25,3000,1.13,0.4,0.00
Byron Pringle,WR,WAS,ATL,113,42.50,2.50,20.00,3000,1.18,0.4,0.00
Xavier Gipson,WR,NYJ,PHI,240,41.50,6.50,17.50,3000,1.29,0.4,0.00
D'Ernest Johnson,RB,JAX,IND,-204,44.00,-4.50,24.25,4000,1.46,0.4,0.00
Rakim Jarrett,WR,TB,DET,136,42.50,3.00,19.75,3000,1.19,0.4,0.00
Mecole Hardman,WR,NYJ,PHI,240,41.50,6.50,17.50,3000,1.10,0.4,0.00
Tony Jones,RB,ARI,LAR,257,48.50,7.00,20.75,4600,1.26,0.3,0.00
Pierre Strong,RB,CLE,SF,373,36.00,9.50,13.25,4300,1.10,0.3,0.00
Chris Evans,RB,CIN,SEA,-154,45.50,-3.00,24.25,4000,1.33,0.3,0.00
Tre Tucker,WR,LV,NE,-155,41.50,-3.00,22.25,3000,0.53,0.2,0.00
Boston Scott,RB,PHI,NYJ,-298,41.50,-6.50,24.00,4000,0.62,0.2,0.00
Zach Evans,RB,LAR,ARI,-330,48.50,-7.00,27.75,4000,0.63,0.2,0.00
Chris Rodriguez,RB,WAS,ATL,113,42.50,2.50,20.00,4000,0.75,0.2,0.00
Scotty Miller,WR,ATL,WAS,-135,42.50,-2.50,22.50,3000,0.45,0.2,0.00
Khari Blasingame,RB,CHI,MIN,131,43.50,3.00,20.25,4500,0.80,0.2,0.00
Rashaad Penny,RB,PHI,NYJ,-298,41.50,-6.50,24.00,4000,0.63,0.2,0.00
Jason Brownlee,WR,NYJ,PHI,240,41.50,6.50,17.50,3000,0.25,0.1,0.00
Xavier Hutchinson,WR,HOU,NO,108,42.50,1.50,20.50,3000,0.31,0.1,0.00
Albert Okwuegbunam,TE,PHI,NYJ,-298,41.50,-6.50,24.00,2500,0.21,0.1,0.00
Velus Jones,WR,CHI,MIN,131,43.50,3.00,20.25,3000,0.40,0.1,0.00
Brandon Bolden,RB,LV,NE,-155,41.50,-3.00,22.25,4000,0.33,0.1,0.00
Israel Abanikanda,RB,NYJ,PHI,240,41.50,6.50,17.50,4000,0.30,0.1,0.00
JaMycal Hasty,RB,JAX,IND,-204,44.00,-4.50,24.25,4000,0.49,0.1,0.00
Tyrion Davis-Price,RB,SF,CLE,-490,36.00,-9.50,22.75,4000,0.40,0.1,0.00
Greg Dortch,WR,ARI,LAR,257,48.50,7.00,20.75,3000,0.33,0.1,0.00
Mike Boone,RB,HOU,NO,108,42.50,1.50,20.50,4000,0.56,0.1,0.00
Erik Ezukanma,WR,MIA,CAR,-1037,47.50,-14.00,30.75,3000,0.00,0.0,0
Taylor Heinicke,QB,ATL,WAS,-135,42.50,-2.50,22.50,4600,0.00,0.0,0
James Mitchell,TE,DET,TB,-162,42.50,-3.00,22.75,2500,0.00,0.0,0
Michael Woods,WR,CLE,SF,373,36.00,9.50,13.25,3000,0.00,0.0,0
Danny Gray,WR,SF,CLE,-490,36.00,-9.50,22.75,3000,0.00,0.0,0
Skylar Thompson,QB,MIA,CAR,-1037,47.50,-14.00,30.75,4000,0.00,0.0,0
Grant Calcaterra,TE,PHI,NYJ,-298,41.50,-6.50,24.00,2500,0.00,0.0,0
Elijah Cooks,WR,JAX,IND,-204,44.00,-4.50,24.25,3000,0.00,0.0,0
Zonovan Knight,RB,DET,TB,-162,42.50,-3.00,22.75,4000,0.00,0.0,0
