ID,Name,Position,Roster Position,TeamAbbrev,Salary
35660557,Elijah Cooks,WR,WR/FLEX,JAX,3000
35660559,Joshua Cephus,WR,WR/FLEX,JAX,3000
35660561,Braxton Berrios,WR,WR/FLEX,MIA,3000
35660563,Malik Washington,WR,WR/FLEX,MIA,3000
35660565,Grant DuBose,WR,WR/FLEX,MIA,3000
35660567,River Cracraft,WR,WR/FLEX,MIA,3000
35660569,Tahj Washington,WR,WR/FLEX,MIA,3000
35660571,Anthony Schwartz,WR,WR/FLEX,MIA,3000
35660573,Braylon Sanders,WR,WR/FLEX,MIA,3000
35703348,Louis Rees-Zammit,WR,WR/FLEX,JAX,3000
35703350,Erik Ezukanma,WR,WR/FLEX,MIA,3000
35703352,Robbie Chosen,WR,WR/FLEX,MIA,3000
35703354,Dee Eskridge,WR,WR/FLEX,MIA,3000
35660539,David Moore,WR,WR/FLEX,CAR,3000
35660541,Devin Carter,WR,WR/FLEX,CAR,3000
35660543,Bub Means,WR,WR/FLEX,NO,3000
35660545,Mason Tipton,WR,WR/FLEX,NO,3000
35660547,Kevin Austin Jr.,WR,WR/FLEX,NO,3000
35703344,Jalen Coker,WR,WR/FLEX,CAR,3000
35703346,Equanimeous St. Brown,WR,WR/FLEX,NO,3000
35660517,Gunner Olszewski,WR,WR/FLEX,NYG,3000
35660519,Bryce Ford-Wheaton,WR,WR/FLEX,NYG,3000
35660521,Isaiah McKenzie,WR,WR/FLEX,NYG,3000
35660523,Chase Cota,WR,WR/FLEX,NYG,3000
35660525,Dennis Houston,WR,WR/FLEX,NYG,3000
35660527,Jalen Nailor,WR,WR/FLEX,MIN,3000
35660529,Trishton Jackson,WR,WR/FLEX,MIN,3000
35660531,Malik Knowles,WR,WR/FLEX,MIN,3000
35660533,Jeshaun Jones,WR,WR/FLEX,MIN,3000
35660535,Thayer Thomas,WR,WR/FLEX,MIN,3000
35660537,Lucky Jackson,WR,WR/FLEX,MIN,3000
35660805,Daniel Bellinger,TE,TE/FLEX,NYG,3000
35703340,Miles Boykin,WR,WR/FLEX,NYG,3000
35703342,Isaiah Hodgins,WR,WR/FLEX,NYG,3000
35660499,Derius Davis,WR,WR/FLEX,LAC,3000
35660501,Brenden Rice,WR,WR/FLEX,LAC,3000
35660503,Simi Fehoko,WR,WR/FLEX,LAC,3000
35660505,DJ Turner,WR,WR/FLEX,LV,3000
35660507,Ramel Keyton,WR,WR/FLEX,LV,3000
35660509,Jeff Foreman,WR,WR/FLEX,LV,3000
35660511,Alex Bachman,WR,WR/FLEX,LV,3000
35660513,Jalen Guyton,WR,WR/FLEX,LV,3000
35660515,Kristian Wilkerson,WR,WR/FLEX,LV,3000
35660803,Hayden Hurst,TE,TE/FLEX,LAC,3000
35703334,Cornelius Johnson,WR,WR/FLEX,LAC,3000
35703336,Jaylen Johnson,WR,WR/FLEX,LAC,3000
35703338,Justin Shorter,WR,WR/FLEX,LV,3000
35660485,Jake Bobo,WR,WR/FLEX,SEA,3000
35660487,Dareke Young,WR,WR/FLEX,SEA,3000
35660489,Troy Franklin,WR,WR/FLEX,DEN,3000
35660491,Devaughn Vele,WR,WR/FLEX,DEN,3000
35660493,Lil'Jordan Humphrey,WR,WR/FLEX,DEN,3000
35660495,David Sills V,WR,WR/FLEX,DEN,3000
35660497,Michael Bandy,WR,WR/FLEX,DEN,3000
35660801,Greg Dulcich,TE,TE/FLEX,DEN,3000
35703330,Cody White,WR,WR/FLEX,SEA,3000
35703332,Easop Winston Jr.,WR,WR/FLEX,SEA,3000
35660469,Olamide Zaccheaus,WR,WR/FLEX,WAS,3000
35660471,Dyami Brown,WR,WR/FLEX,WAS,3000
35660473,Jamison Crowder,WR,WR/FLEX,WAS,3000
35660475,Byron Pringle,WR,WR/FLEX,WAS,3000
35660477,Kazmeir Allen,WR,WR/FLEX,WAS,3000
35660479,Mitchell Tinsley,WR,WR/FLEX,WAS,3000
35660481,Rakim Jarrett,WR,WR/FLEX,TB,3000
35660483,Kameron Johnson,WR,WR/FLEX,TB,3000
35703320,Noah Brown,WR,WR/FLEX,WAS,3000
35703322,Brycen Tremayne,WR,WR/FLEX,WAS,3000
35703324,Ryan Miller,WR,WR/FLEX,TB,3000
35703326,Cody Thompson,WR,WR/FLEX,TB,3000
35703328,Sterling Shepard,WR,WR/FLEX,TB,3000
35660455,Jordan Whittington,WR,WR/FLEX,LAR,3000
35660457,Tyler Johnson,WR,WR/FLEX,LAR,3000
35660459,Isaiah Williams,WR,WR/FLEX,DET,3000
35660461,Tre'Quan Smith,WR,WR/FLEX,DET,3000
35660463,Antoine Green,WR,WR/FLEX,DET,3000
35660465,Tom Kennedy,WR,WR/FLEX,DET,3000
35660467,Allen Robinson II,WR,WR/FLEX,DET,3000
35703312,Drake Stoops,WR,WR/FLEX,LAR,3000
35703314,Sam Wiglusz,WR,WR/FLEX,LAR,3000
35703316,Xavier Smith,WR,WR/FLEX,LAR,3000
35703318,Donovan Peoples-Jones,WR,WR/FLEX,DET,3000
35661042,Eagles,DST,DST,PHI,2900
35661041,Steelers,DST,DST,PIT,2900
35660817,Tanner Hudson,TE,TE/FLEX,CIN,2900
35660815,Kylen Granson,TE,TE/FLEX,IND,2900
35660813,Johnny Mundt,TE,TE/FLEX,MIN,2900
35661040,Chargers,DST,DST,LAC,2900
35660811,Davis Allen,TE,TE/FLEX,LAR,2900
35660823,Elijah Higgins,TE,TE/FLEX,ARI,2800
35661044,Titans,DST,DST,TEN,2800
35660821,Brevin Jordan,TE,TE/FLEX,HOU,2800
35660819,N'Keal Harry,TE,TE/FLEX,MIN,2800
35661043,Raiders,DST,DST,LV,2800
35661045,Lions,DST,DST,DET,2800
35661048,Ravens,DST,DST,BAL,2700
35660827,Drew Sample,TE,TE/FLEX,CIN,2700
35661047,Texans,DST,DST,HOU,2700
35661046,Jaguars,DST,DST,JAX,2700
35660825,Ben Sinnott,TE,TE/FLEX,WAS,2700
35660835,Noah Gray,TE,TE/FLEX,KC,2600
35661049,Packers,DST,DST,GB,2600
35661051,Patriots,DST,DST,NE,2600
35661050,Colts,DST,DST,IND,2600
35660831,Robert Tonyan,TE,TE/FLEX,MIN,2600
35660829,Lucas Krull,TE,TE/FLEX,DEN,2600
35660833,Brock Wright,TE,TE/FLEX,DET,2600
35661017,Charlie Kolar,TE,TE/FLEX,BAL,2500
35661019,Jared Wiley,TE,TE/FLEX,KC,2500
35661021,Peyton Hendershot,TE,TE/FLEX,KC,2500
35661023,James Winchester,TE,TE/FLEX,KC,2500
35703460,Qadir Ismail,TE,TE/FLEX,BAL,2500
35703462,Baylor Cupp,TE,TE/FLEX,KC,2500
35661009,Luke Schoonmaker,TE,TE/FLEX,DAL,2500
35661011,Brevyn Spann-Ford,TE,TE/FLEX,DAL,2500
35661013,Princeton Fant,TE,TE/FLEX,DAL,2500
35661015,Jordan Akins,TE,TE/FLEX,CLE,2500
35703456,Blake Whiteheart,TE,TE/FLEX,CLE,2500
35703458,Cameron Latu,TE,TE/FLEX,CLE,2500
35660997,Jake Tonges,TE,TE/FLEX,SF,2500
35660999,Brayden Willis,TE,TE/FLEX,SF,2500
35661001,Mason Pline,TE,TE/FLEX,SF,2500
35661003,Jeremy Ruckert,TE,TE/FLEX,NYJ,2500
35661005,Brenden Bates,TE,TE/FLEX,NYJ,2500
35661007,Kenny Yeboah,TE,TE/FLEX,NYJ,2500
35703450,Eric Saubert,TE,TE/FLEX,SF,2500
35703452,Anthony Firkser,TE,TE/FLEX,NYJ,2500
35703454,Zack Kuntz,TE,TE/FLEX,NYJ,2500
35660981,Grant Calcaterra,TE,TE/FLEX,PHI,2500
35660983,Albert Okwuegbunam Jr.,TE,TE/FLEX,PHI,2500
35660985,McCallan Castles,TE,TE/FLEX,PHI,2500
35660987,E.J. Jenkins,TE,TE/FLEX,PHI,2500
35660989,Jack Stoll,TE,TE/FLEX,PHI,2500
35660991,Ben Sims,TE,TE/FLEX,GB,2500
35660993,Tyler Davis,TE,TE/FLEX,GB,2500
35660995,Messiah Swinson,TE,TE/FLEX,GB,2500
35703448,Kevin Foelsch,TE,TE/FLEX,PHI,2500
35660971,Darnell Washington,TE,TE/FLEX,PIT,2500
35660973,Connor Heyward,TE,TE/FLEX,PIT,2500
35660975,MyCole Pruitt,TE,TE/FLEX,PIT,2500
35660977,Charlie Woerner,TE,TE/FLEX,ATL,2500
35660979,Ross Dwelley,TE,TE/FLEX,ATL,2500
35703444,Rodney Williams,TE,TE/FLEX,PIT,2500
35703446,John FitzPatrick,TE,TE/FLEX,ATL,2500
35660961,Tip Reiman,TE,TE/FLEX,ARI,2500
35660963,Travis Vokolek,TE,TE/FLEX,ARI,2500
35660965,Sage Surratt,TE,TE/FLEX,ARI,2500
35660967,Quintin Morris,TE,TE/FLEX,BUF,2500
35660969,Zach Davidson,TE,TE/FLEX,BUF,2500
35703440,Bernhard Seikovits,TE,TE/FLEX,ARI,2500
35703442,Jordan Murray,TE,TE/FLEX,ARI,2500
35660947,Josh Whyle,TE,TE/FLEX,TEN,2500
35660949,Thomas Odukoya,TE,TE/FLEX,TEN,2500
35660951,David Martin-Robinson,TE,TE/FLEX,TEN,2500
35660953,Nick Vannett,TE,TE/FLEX,TEN,2500
35660955,Marcedes Lewis,TE,TE/FLEX,CHI,2500
35660957,Patrick Scales,TE,TE/FLEX,CHI,2500
35660959,Stephen Carlson,TE,TE/FLEX,CHI,2500
35660935,Jaheim Bell,TE,TE/FLEX,NE,2500
35660937,Mitchell Wilcox,TE,TE/FLEX,NE,2500
35660939,Erick All Jr.,TE,TE/FLEX,CIN,2500
35660941,Tanner McLachlan,TE,TE/FLEX,CIN,2500
35660943,Cam Grandy,TE,TE/FLEX,CIN,2500
35660945,Cal Adomitis,TE,TE/FLEX,CIN,2500
35660923,Mo Alie-Cox,TE,TE/FLEX,IND,2500
35660925,Drew Ogletree,TE,TE/FLEX,IND,2500
35660927,Will Mallory,TE,TE/FLEX,IND,2500
35660929,Cade Stover,TE,TE/FLEX,HOU,2500
35660931,Dalton Keene,TE,TE/FLEX,HOU,2500
35660933,Teagan Quitoriano,TE,TE/FLEX,HOU,2500
35703436,Sean McKeon,TE,TE/FLEX,IND,2500
35703438,Cole Fotheringham,TE,TE/FLEX,HOU,2500
35660909,Luke Farrell,TE,TE/FLEX,JAX,2500
35660911,Brenton Strange,TE,TE/FLEX,JAX,2500
35660913,Patrick Murtagh,TE,TE/FLEX,JAX,2500
35660915,Josiah Deguara,TE,TE/FLEX,JAX,2500
35660917,Shawn Bowman,TE,TE/FLEX,JAX,2500
35660919,Julian Hill,TE,TE/FLEX,MIA,2500
35660921,Tanner Conner,TE,TE/FLEX,MIA,2500
35703434,Hayden Rucci,TE,TE/FLEX,MIA,2500
35660889,Tommy Tremble,TE,TE/FLEX,CAR,2500
35660891,Ian Thomas,TE,TE/FLEX,CAR,2500
35660893,Ja'Tavion Sanders,TE,TE/FLEX,CAR,2500
35660895,Jordan Matthews,TE,TE/FLEX,CAR,2500
35660897,Foster Moreau,TE,TE/FLEX,NO,2500
35660899,Dallin Holker,TE,TE/FLEX,NO,2500
35660901,Kevin Rader,TE,TE/FLEX,NO,2500
35660903,Mason Fairchild,TE,TE/FLEX,NO,2500
35660905,Zach Wood,TE,TE/FLEX,NO,2500
35660907,Michael Jacobson,TE,TE/FLEX,NO,2500
35703430,Feleipe Franks,TE,TE/FLEX,CAR,2500
35703432,Treyton Welch,TE,TE/FLEX,NO,2500
35660879,Theo Johnson,TE,TE/FLEX,NYG,2500
35660881,Chris Manhertz,TE,TE/FLEX,NYG,2500
35660883,Nick Muse,TE,TE/FLEX,MIN,2500
35660885,Andrew DePaola,TE,TE/FLEX,MIN,2500
35660887,Sammis Reyes,TE,TE/FLEX,MIN,2500
35703428,Lawrence Cager,TE,TE/FLEX,NYG,2500
35660873,Stone Smartt,TE,TE/FLEX,LAC,2500
35660875,Harrison Bryant,TE,TE/FLEX,LV,2500
35660877,John Samuel Shenker,TE,TE/FLEX,LV,2500
35703422,Tucker Fisk,TE,TE/FLEX,LAC,2500
35703424,Luke Benson,TE,TE/FLEX,LAC,2500
35703426,Eric Tomlinson,TE,TE/FLEX,LAC,2500
35660859,Pharaoh Brown,TE,TE/FLEX,SEA,2500
35660861,Brady Russell,TE,TE/FLEX,SEA,2500
35660863,AJ Barner,TE,TE/FLEX,SEA,2500
35660865,Jack Westover,TE,TE/FLEX,SEA,2500
35660867,Nate Adkins,TE,TE/FLEX,DEN,2500
35660869,Thomas Yassmin,TE,TE/FLEX,DEN,2500
35660871,Mitchell Fraboni,TE,TE/FLEX,DEN,2500
35661053,Broncos,DST,DST,DEN,2500
35703418,Tyler Mabry,TE,TE/FLEX,SEA,2500
35703420,Donald Parham Jr.,TE,TE/FLEX,DEN,2500
35660845,John Bates,TE,TE/FLEX,WAS,2500
35660847,Colson Yankoff,TE,TE/FLEX,WAS,2500
35660849,Tyler Ott,TE,TE/FLEX,WAS,2500
35660851,Payne Durham,TE,TE/FLEX,TB,2500
35660853,Ko Kieft,TE,TE/FLEX,TB,2500
35660855,Devin Culp,TE,TE/FLEX,TB,2500
35660857,Evan Deckers,TE,TE/FLEX,TB,2500
35661052,Commanders,DST,DST,WAS,2500
35703414,Cole Turner,TE,TE/FLEX,WAS,2500
35703416,Tanner Taula,TE,TE/FLEX,TB,2500
35660837,Hunter Long,TE,TE/FLEX,LAR,2500
35660839,Parker Hesse,TE,TE/FLEX,DET,2500
35660841,James Mitchell,TE,TE/FLEX,DET,2500
35660843,Shane Zylstra,TE,TE/FLEX,DET,2500
35661054,Rams,DST,DST,LAR,2500
35703410,Nikola Kalinic,TE,TE/FLEX,LAR,2500
35703412,Miller Forristall,TE,TE/FLEX,LAR,2500
35661056,Cardinals,DST,DST,ARI,2400
35661055,Panthers,DST,DST,CAR,2400
