Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Ja'Marr Chase (36788686),Ja'Marr Chase,36788686,WR/FLEX,8600,PIT@CIN 12/01/2024 01:00PM ET,CIN,23.7
RB,Saquon Barkley (36788408),Saquon Barkley,36788408,RB/FLEX,8500,PHI@BAL 12/01/2024 04:25PM ET,PHI,26.17
WR,A.J. Brown (36788688),A.J. Brown,36788688,WR/FLEX,8300,PHI@BAL 12/01/2024 04:25PM ET,PHI,18.46
RB,Christian McCaffrey (36788410),Christian McCaffrey,36788410,RB/FLEX,8200,SF@BUF 12/01/2024 08:20PM ET,SF,13.37
WR,Justin Jefferson (36788690),Justin Jefferson,36788690,WR/FLEX,8100,ARI@MIN 12/01/2024 01:00PM ET,MIN,17.74
RB,Joe Mixon (36788412),Joe Mixon,36788412,RB/FLEX,8000,HOU@JAX 12/01/2024 01:00PM ET,HOU,23.13
QB,Lamar Jackson (36788320),Lamar Jackson,36788320,QB,8000,PHI@BAL 12/01/2024 04:25PM ET,BAL,26.00
WR,Nico Collins (36788692),Nico Collins,36788692,WR/FLEX,7900,HOU@JAX 12/01/2024 01:00PM ET,HOU,20.76
RB,Derrick Henry (36788414),Derrick Henry,36788414,RB/FLEX,7800,PHI@BAL 12/01/2024 04:25PM ET,BAL,21.59
QB,Josh Allen (36788321),Josh Allen,36788321,QB,7800,SF@BUF 12/01/2024 08:20PM ET,BUF,21.21
RB,Alvin Kamara (36788416),Alvin Kamara,36788416,RB/FLEX,7700,LAR@NO 12/01/2024 04:05PM ET,NO,20.5
QB,Jalen Hurts (36788322),Jalen Hurts,36788322,QB,7700,PHI@BAL 12/01/2024 04:25PM ET,PHI,22.97
WR,Puka Nacua (36788694),Puka Nacua,36788694,WR/FLEX,7600,LAR@NO 12/01/2024 04:05PM ET,LAR,17.03
RB,Breece Hall (36788418),Breece Hall,36788418,RB/FLEX,7500,SEA@NYJ 12/01/2024 01:00PM ET,NYJ,17.3
WR,Cooper Kupp (36788696),Cooper Kupp,36788696,WR/FLEX,7400,LAR@NO 12/01/2024 04:05PM ET,LAR,21.4
RB,Bijan Robinson (36788420),Bijan Robinson,36788420,RB/FLEX,7300,LAC@ATL 12/01/2024 01:00PM ET,ATL,18.84
QB,Jayden Daniels (36788323),Jayden Daniels,36788323,QB,7200,TEN@WAS 12/01/2024 01:00PM ET,WAS,20.18
RB,Kyren Williams (36788422),Kyren Williams,36788422,RB/FLEX,7200,LAR@NO 12/01/2024 04:05PM ET,LAR,16.98
WR,Terry McLaurin (36788698),Terry McLaurin,36788698,WR/FLEX,7100,TEN@WAS 12/01/2024 01:00PM ET,WAS,15.96
RB,James Cook (36788424),James Cook,36788424,RB/FLEX,7100,SF@BUF 12/01/2024 08:20PM ET,BUF,17.18
QB,Joe Burrow (36788324),Joe Burrow,36788324,QB,7000,PIT@CIN 12/01/2024 01:00PM ET,CIN,23.38
RB,Kenneth Walker III (36788426),Kenneth Walker III,36788426,RB/FLEX,7000,SEA@NYJ 12/01/2024 01:00PM ET,SEA,18.19
WR,Davante Adams (36788700),Davante Adams,36788700,WR/FLEX,7000,SEA@NYJ 12/01/2024 01:00PM ET,NYJ,13.46
RB,Jonathan Taylor (36788428),Jonathan Taylor,36788428,RB/FLEX,6900,IND@NE 12/01/2024 01:00PM ET,IND,15.21
WR,Garrett Wilson (36788702),Garrett Wilson,36788702,WR/FLEX,6900,SEA@NYJ 12/01/2024 01:00PM ET,NYJ,16.52
QB,Patrick Mahomes (36788325),Patrick Mahomes,36788325,QB,6800,LV@KC 11/29/2024 03:00PM ET,KC,18.26
RB,J.K. Dobbins (36788430),J.K. Dobbins,36788430,RB/FLEX,6800,LAC@ATL 12/01/2024 01:00PM ET,LAC,15.64
