Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4490083067,cwthrow24 (110/150),0,244.90001,DST Titans  FLEX Saquon Barkley QB Geno Smith RB Tony Pollard RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Courtland Sutton WR Jakobi Meyers,,Chase Brown,RB,42.03%,29.7
2,4492761103,jclehmann11 (57/150),0,244.2,DST Eagles  FLEX Saquon Barkley QB Bo Nix RB De'Von Achane RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Courtland Sutton WR Jakobi Meyers,,Alvin Kamara,RB,29.83%,30.5
3,4490318443,NikeFukijamas (94/150),0,244,DST Bills  FLEX Saquon Barkley QB Geno Smith RB Alvin Kamara RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Courtland Sutton WR Cedric Tillman,,Mike Gesicki,TE,27.88%,30
4,4492139911,go-sports (143/150),0,240.78,DST Cardinals  FLEX Saquon Barkley QB Justin Herbert RB Derrick Henry RB De'Von Achane TE Mike Gesicki WR Jaxon Smith-Njigba WR Jakobi Meyers WR Cedric Tillman,,Chris Olave,WR,23.76%,2.3
5,4491111824,bnance82 (51/150),0,239.62001,DST Eagles  FLEX Saquon Barkley QB Geno Smith RB De'Von Achane RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Calvin Ridley WR Jakobi Meyers,,Cedric Tillman,WR,23.15%,19.5
6,4485978328,CuradoKev (33/150),0,239.3,DST Chargers  FLEX Chase Brown QB Geno Smith RB Alvin Kamara RB Tony Pollard TE Mike Gesicki WR Jaxon Smith-Njigba WR Tyler Lockett WR Courtland Sutton,,Drake London,WR,19.32%,10.7
7,4491802093,pippinainteasy0813 (6/150),0,239.02,DST Eagles  FLEX Saquon Barkley QB Geno Smith RB Alvin Kamara RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Tyler Lockett WR Cedric Tillman,,CeeDee Lamb,WR,18.84%,16.2
8,4491472902,laggeler (30/150),0,238.5,DST Eagles  FLEX Saquon Barkley QB Geno Smith RB Alvin Kamara RB De'Von Achane TE Mike Gesicki WR Jaxon Smith-Njigba WR Courtland Sutton WR Jalen Coker,,Bijan Robinson,RB,17.14%,21.5
9,4492835609,chicalipete (49/150),0,238.1,DST Chargers  FLEX Kyren Williams QB Geno Smith RB Alvin Kamara RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Courtland Sutton WR Quentin Johnston,,Jalen Coker,WR,16.76%,5.6
10,4490395232,AverageTuesday (60/150),0,238,DST Eagles  FLEX De'Von Achane QB Geno Smith RB Alvin Kamara RB Chase Brown TE Mike Gesicki WR Jaxon Smith-Njigba WR Calvin Ridley WR Courtland Sutton,,Austin Ekeler,RB,16.58%,17.3
