Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4389386966,jpsettles,0,180.48001,DST Cardinals  FLEX Saquon Barkley QB Josh Allen RB James Cook RB Rachaad White TE Kylen Granson WR Cooper Kupp WR Jayden Reed WR Rome Odunze,,Amon-Ra St. Brown,WR,15.00%,4.3
2,4392772162,gettings1515,0,172.86002,DST 49ers  FLEX Brian Robinson Jr. QB Jayden Daniels RB Joe Mixon RB Tony Pollard TE Kyle Pitts WR Cooper Kupp WR Chris Godwin WR Terry McLaurin,,Kenneth Walker III,RB,14.00%,21.9
3,4392723270,cliff1371,0,169.08002,DST Cardinals  FLEX Isaiah Likely QB Anthony Richardson RB Kenneth Walker III RB Jerome Ford TE Noah Fant WR Amon-Ra St. Brown WR Cooper Kupp WR Nico Collins,,Derrick Henry,RB,12.50%,10.6
4,4392190246,dfaile,0,167.88,DST Chargers  FLEX Brian Thomas Jr. QB Josh Allen RB Aaron Jones RB Jerome Ford TE Kyle Pitts WR Mike Evans WR DJ Moore WR Alec Pierce,,Terry McLaurin,WR,12.00%,3.7
5,4392819255,Houseofowls,0,164.34,DST Bears  FLEX Tony Pollard QB Daniel Jones RB Saquon Barkley RB Derrick Henry TE Kyle Pitts WR Malik Nabers WR Tank Dell WR Jayden Reed,,Saquon Barkley,RB,11.50%,36.2
6,4391405790,Bradfor,0,160.16,DST Saints  FLEX Tony Pollard QB Baker Mayfield RB Rachaad White RB Jerome Ford TE Mark Andrews WR Mike Evans WR Cooper Kupp WR Van Jefferson,,Chris Godwin,WR,11.50%,22.3
7,4392579497,hstone39,0,157.02,DST Bills  FLEX Kyle Pitts QB Lamar Jackson RB Saquon Barkley RB Devin Singletary TE Hunter Henry WR Cooper Kupp WR Rashee Rice WR Quentin Johnston,,Mike Evans,WR,11.00%,23.1
8,4389271908,21211dufflebagboy,0,154.90001,DST Cowboys  FLEX Tank Dell QB Jordan Love RB Josh Jacobs RB Brian Robinson Jr. TE Zach Ertz WR A.J. Brown WR George Pickens WR Jayden Reed,,De'Von Achane,RB,11.00%,23
9,4392292663,jonbgood,0,154.66,DST Panthers  FLEX Joe Mixon QB Jayden Daniels RB Saquon Barkley RB Kenneth Walker III TE Kyle Pitts WR Rashee Rice WR Terry McLaurin WR Christian Kirk,,Alvin Kamara,RB,11.00%,22
10,4393033579,dwglissendorf,0,153.95999,DST Bills  FLEX Jayden Reed QB Jayden Daniels RB Zamir White RB Javonte Williams TE Jake Ferguson WR Mike Evans WR Cooper Kupp WR Khalil Shakir,,Tank Dell,FLEX,11.00%,8.9
11,4391007361,tcast14,0,152.86002,DST Seahawks  FLEX De'Von Achane QB Jayden Daniels RB James Cook RB Brian Robinson Jr. TE Taysom Hill WR Cooper Kupp WR Malik Nabers WR Christian Watson,,Kyle Pitts,TE,11.00%,11.6
12,4392615221,vern07462,0,152.48,DST Colts  FLEX Saquon Barkley QB Matthew Stafford RB James Cook RB Derrick Henry TE Evan Engram WR Cooper Kupp WR Jameson Williams WR Luke McCaffrey,,Cooper Kupp,WR,10.50%,35
13,4390504257,Zmanbamafan,0,149.22,DST 49ers  FLEX Xavier Worthy QB Jalen Hurts RB Saquon Barkley RB Rachaad White TE Dalton Kincaid WR DeVonta Smith WR Alec Pierce WR Demarcus Robinson,,Josh Allen,QB,10.50%,32.18
