Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4590652083,emacarena (4/5),0,220.8,DST Cowboys  FLEX T.J. Hockenson QB Justin Herbert RB Jahmyr Gibbs RB Bijan Robinson TE Tucker Kraft WR Drake London WR Jakobi Meyers WR Jalen Coker,,Bijan Robinson,RB,25.04%,34.3
2,4592719147,getlow14 (14/20),0,215.84,DST Texans  FLEX Ryan Miller QB Justin Herbert RB Jahmyr Gibbs RB Jonathan Taylor TE Zach Ertz WR Ladd McConkey WR Jakobi Meyers WR Quentin Johnston,,Mike Evans,WR,23.10%,17.9
3,4594352604,capc2001 (1/4),0,215.34001,DST Broncos  FLEX Jakobi Meyers QB Joshua Dobbs RB Bijan Robinson RB Michael Carter TE Noah Fant WR Mike Evans WR Drake London WR Jauan Jennings,,Michael Carter,RB,22.57%,15.9
4,4591669751,terryf20,0,212.64,DST Texans  FLEX Jahmyr Gibbs QB Joshua Dobbs RB Bijan Robinson RB Rico Dowdle TE Sam LaPorta WR Courtland Sutton WR Jakobi Meyers WR KaVontae Turpin,,Jordan Addison,WR,22.34%,1
5,4594439411,LetEmKnow (13/20),0,212.14,DST Broncos  FLEX Jauan Jennings QB Joshua Dobbs RB Jahmyr Gibbs RB Ray Davis TE Trey McBride WR Drake London WR Courtland Sutton WR Tutu Atwell,,Jalen McMillan,WR,21.31%,19
6,4594020448,table4one (9/9),0,210.24,DST Broncos  FLEX Jahmyr Gibbs QB Justin Herbert RB Bijan Robinson RB Jonathan Taylor TE Pat Freiermuth WR Olamide Zaccheaus WR Devaughn Vele WR Jalen Nailor,,Bucky Irving,RB,20.91%,16.4
7,4594403064,HakeemTheDream (20/20),0,209.23999,DST Broncos  FLEX Jauan Jennings QB Joshua Dobbs RB Jahmyr Gibbs RB Michael Carter TE Trey McBride WR Ladd McConkey WR Drake London WR Tutu Atwell,,Jahmyr Gibbs,FLEX,18.78%,49
8,4593347236,Anttwonn20 (4/20),0,208.65999,DST Bills  FLEX Bijan Robinson QB Aaron Rodgers RB Jahmyr Gibbs RB Jonathan Taylor TE Pat Freiermuth WR Dontayvion Wicks WR Kayshon Boutte WR Jalen Nailor,,Sam LaPorta,TE,18.00%,13.3
9,4591452896,itsberndawg,0,207.14,DST Broncos  FLEX Brock Bowers QB Joshua Dobbs RB Jahmyr Gibbs RB Bijan Robinson TE Trey McBride WR Jalen McMillan WR Jalen Tolbert WR Jordan Whittington,,Broncos ,DST,17.21%,15
10,4591977844,Munch110 (2/2),0,207.04001,DST Broncos  FLEX Rico Dowdle QB Bryce Young RB Jahmyr Gibbs RB Michael Carter TE Pat Freiermuth WR Brian Thomas Jr. WR Adam Thielen WR Marvin Mims Jr.,,Justin Jefferson,WR,16.74%,8.4
11,4593443844,wtf0727 (5/7),0,206.74,DST Bills  FLEX Jahmyr Gibbs QB Bo Nix RB Najee Harris RB Ray Davis TE Pat Freiermuth WR DJ Moore WR Jauan Jennings WR Jakobi Meyers,,Jameson Williams,WR,16.74%,9.4
12,4590687650,josewil1988ar (6/8),0,206.14001,DST Broncos  FLEX Bijan Robinson QB Bryce Young RB Jahmyr Gibbs RB Bucky Irving TE Devin Culp WR Jalen McMillan WR Marvin Mims Jr. WR Jalen Nailor,,Sam Darnold,QB,16.18%,7.64
13,4589750411,ryvillain,0,206.04001,DST Chargers  FLEX Jahmyr Gibbs QB Joshua Dobbs RB Bijan Robinson RB Michael Carter TE Sam LaPorta WR Drake London WR Jaxon Smith-Njigba WR Jordan Whittington,,Ja'Marr Chase,FLEX,15.73%,25.6
14,4593787994,bigbabyperm (10/20),0,205.08,DST Texans  FLEX Jahmyr Gibbs QB Michael Penix Jr. RB Tyrone Tracy Jr. RB Will Shipley TE Sam LaPorta WR Drake London WR Courtland Sutton WR Jalen McMillan,,Baker Mayfield,QB,14.47%,22.64
15,4593284065,Wteeter (3/4),0,204.94002,DST Broncos  FLEX Jalen Nailor QB Baker Mayfield RB Jahmyr Gibbs RB Bijan Robinson TE Jonnu Smith WR Jalen McMillan WR Marvin Mims Jr. WR Devaughn Vele,,Amon-Ra St. Brown,FLEX,13.48%,13.7
16,4590923836,atong126 (11/20),0,204.83998,DST Titans  FLEX Ladd McConkey QB Joshua Dobbs RB Jahmyr Gibbs RB Miles Sanders TE Austin Hooper WR Malik Nabers WR Drake London WR Jauan Jennings,,Pat Freiermuth,TE,12.95%,22.5
17,4591802849,MaxSuitovsky39,0,204.54,DST Broncos  FLEX Jahmyr Gibbs QB Joshua Dobbs RB Michael Carter RB Julius Chestnut TE Sam LaPorta WR Ja'Marr Chase WR Drake London WR Jauan Jennings,,Mike Gesicki,TE,11.91%,14.8
18,4593660952,pat_the_hat2 (8/20),0,203.73999,DST Broncos  FLEX Jauan Jennings QB Joshua Dobbs RB Michael Carter RB Miles Sanders TE Trey McBride WR Ja'Marr Chase WR Ladd McConkey WR Drake London,,Courtland Sutton,WR,10.88%,20.8
19,4594163824,deanc911 (3/3),0,203.04,DST Broncos  FLEX Rico Dowdle QB Bryce Young RB Bijan Robinson RB Michael Carter TE Kyle Pitts WR Ja'Marr Chase WR Drake London WR Curtis Samuel,,J.K. Dobbins,RB,10.46%,10.5
20,4591155830,halfpint57,0,202.74,DST Cardinals  FLEX Payne Durham QB Bo Nix RB Jahmyr Gibbs RB Bijan Robinson TE Kyle Pitts WR Jameson Williams WR Jakobi Meyers WR Marvin Mims Jr.,,Brian Thomas Jr.,WR,10.37%,20.3
20,4590415994,TJOZWIZ (3/20),0,202.73999,DST Buccaneers  FLEX De'Von Achane QB Baker Mayfield RB Jahmyr Gibbs RB Michael Carter TE Zach Ertz WR Jalen McMillan WR Quentin Johnston WR Marvin Mims Jr.,,T.J. Hockenson,TE,10.26%,2.9
22,4591293467,townee (2/10),0,202.54001,DST Saints  FLEX Rico Dowdle QB Bo Nix RB Jahmyr Gibbs RB Bucky Irving TE Sam LaPorta WR Jalen McMillan WR Quentin Johnston WR Wan'Dale Robinson,,Michael Pittman Jr.,WR,10.09%,13.2
23,4593453707,browns1234 (5/20),0,202.14,DST Broncos  FLEX Alec Pierce QB Baker Mayfield RB Jahmyr Gibbs RB Bijan Robinson TE Pat Freiermuth WR Jalen McMillan WR Olamide Zaccheaus WR Ricky Pearsall,,Joe Burrow,QB,10.04%,13.98
23,4593453718,browns1234 (16/20),0,202.14,DST Broncos  FLEX Alec Pierce QB Baker Mayfield RB Jahmyr Gibbs RB Bijan Robinson TE Pat Freiermuth WR Jalen McMillan WR Olamide Zaccheaus WR Ricky Pearsall,,Olamide Zaccheaus,WR,9.67%,7.1
25,4592573868,asavi4 (3/3),0,201.78,DST Giants  FLEX Greg Dortch QB Michael Penix Jr. RB Bijan Robinson RB Jonathan Taylor TE Chig Okonkwo WR Brian Thomas Jr. WR Drake London WR Marvin Mims Jr.,,Marvin Mims Jr.,WR,9.53%,22.1
26,4594365753,capc2001 (4/4),0,201.24,DST Texans  FLEX Jahmyr Gibbs QB Joshua Dobbs RB Bijan Robinson RB Michael Carter TE Sam LaPorta WR Drake London WR Jaxon Smith-Njigba WR Darius Slayton,,Joshua Dobbs,QB,9.45%,28.74
27,4591360113,statechamp87 (2/2),0,199.94,DST Panthers  FLEX Jakobi Meyers QB Bo Nix RB Jahmyr Gibbs RB Rico Dowdle TE Pat Freiermuth WR Adam Thielen WR DJ Moore WR Alec Pierce,,Adam Thielen,WR,9.22%,9.4
28,4592040349,quickmaster,0,198.90001,DST Bills  FLEX Tucker Kraft QB Bryce Young RB Bijan Robinson RB Jonathan Taylor TE Pat Freiermuth WR Drake London WR Adam Thielen WR Jalen Coker,,Buccaneers ,DST,9.00%,3
29,4591074240,dustersq (2/10),0,198.64001,DST Raiders  FLEX Michael Carter QB Baker Mayfield RB Jahmyr Gibbs RB Bijan Robinson TE Pat Freiermuth WR Michael Pittman Jr. WR Jalen McMillan WR Marvin Mims Jr.,,Rico Dowdle,RB,8.97%,16.4
30,4592672089,007KurtisBlow (3/7),0,197.01999,DST Bears  FLEX Michael Carter QB Caleb Williams RB Jahmyr Gibbs RB Jonathan Taylor TE Pat Freiermuth WR DeVonta Smith WR DJ Moore WR Quentin Johnston,,Jared Goff,QB,8.86%,11.24
31,4590904582,jcr1117 (17/20),0,196.98001,DST Broncos  FLEX Bijan Robinson QB Michael Penix Jr. RB Jonathan Taylor RB Bucky Irving TE Mike Gesicki WR Quentin Johnston WR Wan'Dale Robinson WR Ray-Ray McCloud III,,Jonathan Taylor,RB,8.83%,28
32,4590919239,seapaw25 (3/4),0,196.68,DST Cowboys  FLEX Khalil Herbert QB Michael Penix Jr. RB Jahmyr Gibbs RB Jonathan Taylor TE Kylen Granson WR Amon-Ra St. Brown WR Drake London WR Jalen Nailor,,Zach Ertz,TE,8.75%,15.4
33,4590726482,thegeneral391 (4/5),0,196.43999,DST Broncos  FLEX Zach Ertz QB Bo Nix RB Bijan Robinson RB Rico Dowdle TE Pat Freiermuth WR Ladd McConkey WR Courtland Sutton WR Jalen McMillan,,Isaac Guerendo,RB,8.72%,0.5
33,4594439413,LetEmKnow (15/20),0,196.43999,DST Titans  FLEX Trey McBride QB Joshua Dobbs RB Jahmyr Gibbs RB Bijan Robinson TE Pat Freiermuth WR Courtland Sutton WR Jauan Jennings WR Johnny Wilson,,Jaxon Smith-Njigba,WR,8.27%,5.3
35,4593541201,jimmyb01938 (2/2),0,195.44,DST Broncos  FLEX Jahmyr Gibbs QB Bo Nix RB Rico Dowdle RB Michael Carter TE Jonnu Smith WR Calvin Ridley WR Jalen McMillan WR Alec Pierce,,Giants ,DST,7.96%,3
36,4594335502,adam_oj2020 (8/8),0,194.97998,DST Jets  FLEX Ricky Pearsall QB Michael Penix Jr. RB Jahmyr Gibbs RB Jonathan Taylor TE Grant Calcaterra WR Brian Thomas Jr. WR Malik Nabers WR Jahan Dotson,,Blake Corum,FLEX,7.82%,3.2
37,4592719149,getlow14 (16/20),0,194.73999,DST Broncos  FLEX Zach Ertz QB Justin Herbert RB Jonathan Taylor RB Tyler Allgeier TE Brock Bowers WR Ladd McConkey WR Jakobi Meyers WR Quentin Johnston,,Jauan Jennings,WR,7.46%,12.2
