Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4500141140,CoryBradley (12/20),0,224.92001,DST Jaguars  FLEX Mike Gesicki QB Joe Burrow RB Bijan Robinson RB Chuba Hubbard TE Mark Andrews WR Ja'Marr Chase WR Calvin Ridley WR Noah Brown,,Mike Gesicki,TE,38.30%,7
2,4500238965,gregr1224 (4/20),0,221.02,DST Patriots  FLEX Aaron Jones QB Joe Burrow RB Chuba Hubbard RB Chase Brown TE Mike Gesicki WR Ja'Marr Chase WR Calvin Ridley WR Adonai Mitchell,,Tyrone Tracy Jr.,RB,27.17%,19.4
3,4498789162,jenniehonda (19/20),0,217.42,DST Patriots  FLEX Bijan Robinson QB Joe Burrow RB Aaron Jones RB Tyrone Tracy Jr. TE Theo Johnson WR Ja'Marr Chase WR Ricky Pearsall WR Rashod Bateman,,DeAndre Hopkins,WR,25.16%,9.6
4,4499131299,mcvey1995,0,210.31999,DST Giants  FLEX Tyrone Tracy Jr. QB Joe Burrow RB Derrick Henry RB Chase Brown TE Mike Gesicki WR Ja'Marr Chase WR John Metchie III WR Marquez Valdes-Scantling,,Bears ,DST,21.83%,4
5,4500372897,GoonieStreyle (2/2),0,209.62001,DST Lions  FLEX Cade Otton QB Joe Burrow RB Chase Brown RB Tyrone Tracy Jr. TE Mark Andrews WR Ja'Marr Chase WR Courtland Sutton WR Rashod Bateman,,Chase Brown,RB,21.41%,23.4
6,4500009602,elgovna (2/20),0,206.52,DST Patriots  FLEX Mike Gesicki QB Joe Burrow RB Bijan Robinson RB De'Von Achane TE Mark Andrews WR Ja'Marr Chase WR DeAndre Hopkins WR Rashod Bateman,,Ja'Marr Chase,WR,20.40%,58.4
7,4500009616,elgovna (16/20),0,204.42,DST Cardinals  FLEX Mike Gesicki QB Joe Burrow RB Bijan Robinson RB Aaron Jones TE Mark Andrews WR Ja'Marr Chase WR DeAndre Hopkins WR Rashod Bateman,,Aaron Jones,RB,18.70%,12.1
8,4499701417,Anttwonn20 (6/20),0,203.82,DST Dolphins  FLEX Mark Andrews QB Joe Burrow RB James Conner RB Chase Brown TE Mike Gesicki WR Ja'Marr Chase WR Malik Nabers WR Rashod Bateman,,Mark Andrews,FLEX,17.44%,18.8
9,4500348853,aclimbingnerd (8/20),0,203.6,DST Dolphins  FLEX Travis Kelce QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Mark Andrews WR Ja'Marr Chase WR Rashod Bateman WR Adonai Mitchell,,De'Von Achane,RB,15.27%,10.2
10,4500309257,bossman4lyfe,0,203.12,DST Bears  FLEX Mike Gesicki QB Joe Burrow RB Bijan Robinson RB Aaron Jones TE Mark Andrews WR Ja'Marr Chase WR Jauan Jennings WR Rashod Bateman,,Derrick Henry,RB,15.11%,14.1
11,4498499196,bbehnke20 (5/20),0,201.12001,DST Bears  FLEX Mark Andrews QB Joe Burrow RB Bijan Robinson RB James Conner TE Mike Gesicki WR Ja'Marr Chase WR Drake London WR David Moore,,Lamar Jackson,QB,13.46%,32.9
12,4500009605,elgovna (5/20),0,199.52,DST Dolphins  FLEX Mike Gesicki QB Joe Burrow RB Bijan Robinson RB De'Von Achane TE Mark Andrews WR Ja'Marr Chase WR DeAndre Hopkins WR Rashod Bateman,,Joe Burrow,QB,13.44%,36.72
13,4498270694,Escheu1 (1/2),0,199.42001,DST Patriots  FLEX Chuba Hubbard QB Joe Burrow RB James Cook RB Tyrone Tracy Jr. TE Mike Gesicki WR Ja'Marr Chase WR Quentin Johnston WR Jalen Coker,,Giants ,DST,13.25%,4
14,4498623305,classicmitchup (2/20),0,199.12001,DST Bears  FLEX T.J. Hockenson QB Joe Burrow RB Chase Brown RB Tyrone Tracy Jr. TE Mike Gesicki WR Ja'Marr Chase WR Calvin Ridley WR DeAndre Hopkins,,Zay Flowers,WR,12.80%,7.4
14,4500208159,FRUITYMUNCH,0,199.12,DST Patriots  FLEX T.J. Hockenson QB Joe Burrow RB Jonathan Taylor RB Tyrone Tracy Jr. TE Mike Gesicki WR Ja'Marr Chase WR Khalil Shakir WR Rashod Bateman,,D'Andre Swift,RB,12.67%,7.5
16,4498282149,Poindexter52 (1/2),0,198.62001,DST Rams  FLEX Keenan Allen QB Joe Burrow RB Chase Brown RB Rachaad White TE Mark Andrews WR Ja'Marr Chase WR DeAndre Hopkins WR Jauan Jennings,,Khalil Shakir,WR,11.76%,11.8
17,4500647974,pgk8 (9/20),0,198.52002,DST Jaguars  FLEX Travis Kelce QB Joe Burrow RB Chase Brown RB Tyrone Tracy Jr. TE Mike Gesicki WR Ja'Marr Chase WR Davante Adams WR Adonai Mitchell,,Josh Downs,WR,11.32%,14.2
