Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4473522615,Nbunk,0,204.36,DST Steelers  FLEX D'Andre Swift QB Justin Herbert RB Joe Mixon RB James Cook TE Kyle Pitts WR Justin Jefferson WR Jalen McMillan WR Cedric Tillman,,Cade Otton,TE,30.49%,29.1
2,4475965899,stock2mail (17/20),0,202.06001,DST Texans  FLEX David Njoku QB Jameis Winston RB Joe Mixon RB Josh Jacobs TE Cade Otton WR Ja'Marr Chase WR Malik Nabers WR Cedric Tillman,,Breece Hall,RB,23.82%,9.9
3,4475820898,elgovna (1/20),0,201.54001,DST Steelers  FLEX De'Von Achane QB Jalen Hurts RB Breece Hall RB Aaron Jones TE Cade Otton WR Tyreek Hill WR Ladd McConkey WR Cedric Tillman,,Javonte Williams,RB,22.94%,9.2
3,4476214595,bairkurt77 (5/5),0,201.54001,DST Steelers  FLEX De'Von Achane QB Jalen Hurts RB Breece Hall RB Aaron Jones TE Cade Otton WR Tyreek Hill WR Ladd McConkey WR Cedric Tillman,,Aaron Jones,RB,20.51%,11.5
5,4474773755,d00dy (14/20),0,200.76001,DST Lions  FLEX Breece Hall QB Justin Herbert RB Aaron Jones RB De'Von Achane TE Cade Otton WR Justin Jefferson WR Ladd McConkey WR Cedric Tillman,,Kareem Hunt,RB,16.89%,13.3
6,4476251882,georgescooter (1/2),0,200.56,DST Lions  FLEX D'Andre Swift QB Justin Herbert RB Joe Mixon RB De'Von Achane TE David Njoku WR Drake London WR Ladd McConkey WR Cedric Tillman,,Tyreek Hill,WR,16.50%,13.2
7,4476012368,deskman11 (14/20),0,195.34,DST Chargers  FLEX Breece Hall QB Jalen Hurts RB Bijan Robinson RB Chase Brown TE Cade Otton WR Tyreek Hill WR Ladd McConkey WR Cedric Tillman,,Rashod Bateman,WR,16.41%,3.8
8,4475716093,Sammy.Boy (18/20),0,193.06,DST Broncos  FLEX J.K. Dobbins QB Jameis Winston RB Breece Hall RB De'Von Achane TE David Njoku WR CeeDee Lamb WR Elijah Moore WR Cedric Tillman,,Broncos ,DST,16.24%,7
9,4476596711,whoisjohngalt420 (12/20),0,192.76,DST Rams  FLEX CeeDee Lamb QB Jameis Winston RB D'Andre Swift RB Rhamondre Stevenson TE Tucker Kraft WR Malik Nabers WR George Pickens WR Cedric Tillman,,Jalen McMillan,WR,15.92%,9.2
10,4474691552,CashMoneyClassic (17/20),0,192.2,DST 49ers  FLEX George Kittle QB Sam Darnold RB Jahmyr Gibbs RB De'Von Achane TE Cade Otton WR Cooper Kupp WR Ladd McConkey WR Jerry Jeudy,,Joe Mixon,RB,15.09%,26.4
11,4475773820,deante890 (3/4),0,190.76001,DST Ravens  FLEX Jonnu Smith QB Justin Herbert RB Rhamondre Stevenson RB Jaylen Warren TE Cade Otton WR Justin Jefferson WR CeeDee Lamb WR Ladd McConkey,,Justin Jefferson,WR,14.34%,22.5
12,4473850167,lorenl (1/5),0,190.08,DST Ravens  FLEX Najee Harris QB Bo Nix RB D'Andre Swift RB De'Von Achane TE David Njoku WR Justin Jefferson WR Courtland Sutton WR Cedric Tillman,,Cooper Kupp,WR,12.55%,16.1
12,4473850189,lorenl (2/5),0,190.08,DST Ravens  FLEX Najee Harris QB Bo Nix RB D'Andre Swift RB De'Von Achane TE David Njoku WR Justin Jefferson WR Courtland Sutton WR Cedric Tillman,,David Njoku,TE,12.03%,17.1
14,4475820912,elgovna (15/20),0,190.04001,DST Chargers  FLEX D'Andre Swift QB Jalen Hurts RB Breece Hall RB De'Von Achane TE Cade Otton WR Brian Thomas Jr. WR George Pickens WR Cedric Tillman,,George Pickens,WR,11.94%,11.4
15,4477055385,owsleyj (13/20),0,189.76,DST Lions  FLEX Darnell Mooney QB Jameis Winston RB J.K. Dobbins RB Javonte Williams TE Cade Otton WR Justin Jefferson WR Puka Nacua WR Cedric Tillman,,Romeo Doubs,WR,10.63%,10.2
16,4475970644,mlief (8/20),0,189.66,DST Seahawks  FLEX Cade Otton QB Matthew Stafford RB Bijan Robinson RB De'Von Achane TE David Njoku WR Ja'Marr Chase WR Cooper Kupp WR Cedric Tillman,,Cedric Tillman,WR,10.50%,28.9
17,4475323835,Biasfan (4/6),0,188.95999,DST Commanders  FLEX Alexander Mattison QB Jameis Winston RB Josh Jacobs RB Rachaad White TE David Njoku WR CeeDee Lamb WR Tyreek Hill WR Cedric Tillman,,Derrick Henry,RB,10.36%,14.7
17,4475794606,rsumrall (4/20),0,188.95999,DST Broncos  FLEX Ricky Pearsall QB Matthew Stafford RB Jahmyr Gibbs RB De'Von Achane TE Cade Otton WR Ja'Marr Chase WR Cooper Kupp WR Cedric Tillman,,J.K. Dobbins,RB,10.16%,16.8
19,4475887688,mld2010 (15/20),0,188.78,DST Texans  FLEX D'Andre Swift QB Bo Nix RB Josh Jacobs RB De'Von Achane TE Travis Kelce WR Malik Nabers WR Courtland Sutton WR Ricky Pearsall,,Steelers ,DST,10.05%,15
20,4475718981,bjwiley (3/3),0,188.76,DST Chargers  FLEX De'Von Achane QB Bo Nix RB Joe Mixon RB Breece Hall TE Cade Otton WR Drake London WR Darnell Mooney WR Cedric Tillman,,Ricky Pearsall,WR,9.78%,11.7
21,4475564902,Damadbowler (14/20),0,188.16,DST Ravens  FLEX Will Dissly QB Justin Herbert RB Breece Hall RB J.K. Dobbins TE Cade Otton WR CeeDee Lamb WR Zay Flowers WR Ladd McConkey,,Bo Nix,QB,9.72%,29.76
22,4473645697,ehab (3/3),0,187.86002,DST Steelers  FLEX David Njoku QB Jameis Winston RB James Conner RB Rachaad White TE Cade Otton WR Justin Jefferson WR Cooper Kupp WR Cedric Tillman,,De'Von Achane,FLEX,9.54%,26.7
23,4472754239,Dboldone (9/20),0,187.74,DST Broncos  FLEX George Kittle QB Kirk Cousins RB Joe Mixon RB Breece Hall TE Cade Otton WR George Pickens WR Darnell Mooney WR Cedric Tillman,,Jordan Love,QB,9.17%,6.74
24,4474353546,taxman1228 (2/20),0,187.22002,DST Chargers  FLEX Cade Otton QB Trevor Lawrence RB Alvin Kamara RB Rhamondre Stevenson TE Evan Engram WR CeeDee Lamb WR Malik Nabers WR Devaughn Vele,,Sam Darnold,QB,8.97%,18.2
25,4473502244,npickel87 (2/2),0,187.16,DST Chargers  FLEX David Njoku QB Jameis Winston RB Joe Mixon RB J.K. Dobbins TE Cade Otton WR Cooper Kupp WR Tyreek Hill WR Cedric Tillman,,Drake London,WR,8.87%,7.4
26,4474353561,taxman1228 (17/20),0,185.22002,DST Texans  FLEX Cade Otton QB Trevor Lawrence RB Alvin Kamara RB Rhamondre Stevenson TE Evan Engram WR CeeDee Lamb WR Malik Nabers WR Devaughn Vele,,D'Andre Swift,FLEX,8.71%,21.9
27,4476155488,Mr.McGibblet,0,185.16,DST Steelers  FLEX Cade Otton QB Matthew Stafford RB Joe Mixon RB James Conner TE Kyle Pitts WR Cooper Kupp WR Puka Nacua WR Ricky Pearsall,,Najee Harris,FLEX,8.50%,19.1
28,4474275574,rorysr (3/4),0,184.98,DST Broncos  FLEX CeeDee Lamb QB Bo Nix RB D'Andre Swift RB Javonte Williams TE Cade Otton WR George Pickens WR Courtland Sutton WR Jerry Jeudy,,Ja'Marr Chase,WR,8.29%,20.4
29,4474599705,LatinaKitten (5/20),0,184.72,DST Steelers  FLEX Cade Otton QB Trevor Lawrence RB Breece Hall RB Josh Jacobs TE Evan Engram WR Tyreek Hill WR Brian Thomas Jr. WR Ladd McConkey,,Russell Wilson,QB,7.97%,14.82
30,4476012363,deskman11 (9/20),0,184.56,DST Bills  FLEX De'Von Achane QB Lamar Jackson RB Breece Hall RB Aaron Jones TE Cade Otton WR Tyreek Hill WR Ladd McConkey WR Cedric Tillman,,Amari Cooper,WR,7.70%,1.3
31,4474516411,aoibydesign (7/11),0,184.27998,DST Saints  FLEX CeeDee Lamb QB Bo Nix RB Najee Harris RB Tyrone Tracy Jr. TE Zach Ertz WR Deebo Samuel Sr. WR Courtland Sutton WR Xavier Legette,,Chargers ,DST,7.49%,12
32,4476032197,Tampashabbychic (2/20),0,184.04001,DST Steelers  FLEX De'Von Achane QB Jalen Hurts RB Breece Hall RB Aaron Jones TE Cade Otton WR Garrett Wilson WR Jaylen Waddle WR Cedric Tillman,,Tucker Kraft,TE,7.49%,16.8
33,4476584973,kman3636 (12/20),0,183.98,DST Steelers  FLEX De'Von Achane QB Kyler Murray RB Breece Hall RB Bijan Robinson TE Cade Otton WR Tyreek Hill WR Ladd McConkey WR Jalen McMillan,,Darnell Mooney,WR,7.44%,18.6
34,4475393577,SamLammert,0,183.96,DST Texans  FLEX J.K. Dobbins QB Jameis Winston RB Bijan Robinson RB De'Von Achane TE Brock Bowers WR Jayden Reed WR Ladd McConkey WR Cedric Tillman,,Bears ,DST,7.23%,3
