Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4585825617,ponyboynd32 (54/80),0,237.85999,DST Eagles  FLEX Mack Hollins QB Baker Mayfield RB Jonathan Taylor RB Bucky Irving TE Tyler Conklin WR Mike Evans WR Malik Nabers WR Michael Pittman Jr.,,Tyjae Spears,RB,45.30%,13.3
2,4586158437,fatherofthree51 (118/150),0,237.36,DST Eagles  FLEX Mike Evans QB Baker Mayfield RB Jonathan Taylor RB Bucky Irving TE Payne Durham WR Adam Thielen WR Michael Pittman Jr. WR Jalen McMillan,,Bucky Irving,RB,43.82%,26
3,4586764075,blackjackvip21 (6/32),0,236.66,DST Eagles  FLEX Wan'Dale Robinson QB Drew Lock RB Jonathan Taylor RB Bucky Irving TE Brock Bowers WR Malik Nabers WR Michael Pittman Jr. WR Jalen McMillan,,Josh Downs,WR,41.84%,5.2
4,4585787121,chrisplk21 (42/145),0,235.86,DST Dolphins  FLEX Justin Jefferson QB Drew Lock RB Jonathan Taylor RB Bucky Irving TE Tyler Conklin WR Malik Nabers WR Michael Pittman Jr. WR Jalen McMillan,,Saquon Barkley,RB,35.81%,21.9
5,4582651661,Keystones9 (3/33),0,233.08,DST Raiders  FLEX DeVonta Smith QB Sam Darnold RB Jonathan Taylor RB Bucky Irving TE Tyler Conklin WR Malik Nabers WR Jordan Addison WR Jalen McMillan,,Mike Evans,WR,30.14%,29.7
6,4586820382,DFS2WIN521 (104/150),0,232.85999,DST Eagles  FLEX Bucky Irving QB Drew Lock RB Saquon Barkley RB Jonathan Taylor TE Chig Okonkwo WR Malik Nabers WR Michael Pittman Jr. WR Jalen Nailor,,Justin Jefferson,WR,25.86%,17.2
7,4586186244,mjrlaw23 (75/150),0,232.66,DST Eagles  FLEX Wan'Dale Robinson QB Drew Lock RB Saquon Barkley RB Bucky Irving TE Juwan Johnson WR Mike Evans WR Malik Nabers WR Michael Pittman Jr.,,Brian Thomas Jr.,WR,25.60%,23.9
7,4586962979,Slater2248 (118/150),0,232.65999,DST Raiders  FLEX Malik Nabers QB Drew Lock RB Jonathan Taylor RB Bucky Irving TE Jake Ferguson WR Brian Thomas Jr. WR Adam Thielen WR Michael Pittman Jr.,,Aaron Jones Sr.,RB,24.35%,11.7
9,4583446525,dcnats34 (1/20),0,231.76,DST Eagles  FLEX Jonathan Taylor QB Baker Mayfield RB Bucky Irving RB Ameer Abdullah TE Chig Okonkwo WR DeVonta Smith WR Adam Thielen WR Jalen McMillan,,Dontayvion Wicks,WR,24.28%,8.3
10,4586735185,bearakkuda (2/3),0,229.76,DST Eagles  FLEX Jonathan Taylor QB Baker Mayfield RB Bucky Irving RB Tyjae Spears TE Tyler Conklin WR Mike Evans WR Michael Pittman Jr. WR Jalen McMillan,,Jonathan Taylor,FLEX,23.54%,30.6
11,4585825615,ponyboynd32 (52/80),0,229.56,DST Eagles  FLEX Jalen McMillan QB Baker Mayfield RB Jonathan Taylor RB Bucky Irving TE Tyler Conklin WR Brian Thomas Jr. WR Jordan Addison WR Michael Pittman Jr.,,Jake Ferguson,TE,23.05%,3.8
12,4583886354,therealspecialK (7/7),0,228.95999,DST Dolphins  FLEX Brian Thomas Jr. QB Drew Lock RB Jonathan Taylor RB Bucky Irving TE Chig Okonkwo WR Malik Nabers WR Adam Thielen WR Wan'Dale Robinson,,Brock Bowers,TE,19.66%,14.6
13,4586143840,RemyJDH (76/150),0,227.5,DST Eagles  FLEX Mike Evans QB Joe Flacco RB Jonathan Taylor RB Tyjae Spears TE Tyler Conklin WR Brian Thomas Jr. WR Malik Nabers WR Michael Pittman Jr.,,Michael Pittman Jr.,WR,19.15%,28.9
14,4587057806,SamGarvs8 (21/150),0,226.16,DST Dolphins  FLEX Bucky Irving QB Baker Mayfield RB Jonathan Taylor RB Tyjae Spears TE Payne Durham WR Malik Nabers WR DeVonta Smith WR Jalen McMillan,,Chig Okonkwo,TE,18.60%,10.9
14,4586002719,S.Tee (3/12),0,226.15999,DST Dolphins  FLEX Michael Pittman Jr. QB Baker Mayfield RB Jonathan Taylor RB Aaron Jones Sr. TE Tyler Conklin WR Mike Evans WR Adam Thielen WR Jalen McMillan,,Calvin Ridley,WR,18.24%,14.1
16,4586496298,ThunderTriad (92/150),0,226.06,DST Eagles  FLEX Wan'Dale Robinson QB Drew Lock RB Bucky Irving RB Tyjae Spears TE Brock Bowers WR Mike Evans WR Malik Nabers WR Michael Pittman Jr.,,Adam Thielen,WR,17.44%,31
17,4586687017,Deushbagalow (43/150),0,225.86,DST Eagles  FLEX Mike Evans QB Baker Mayfield RB Tyjae Spears RB Ameer Abdullah TE Payne Durham WR Brian Thomas Jr. WR Malik Nabers WR Adam Thielen,,Sam Darnold,QB,17.43%,28.78
