Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
QB,Josh Allen (37041390),Josh Allen,37041390,QB,8700,NE@BUF 12/22/2024 04:25PM ET,BUF,25.78
WR,Ja'Marr Chase (37041864),Ja'Marr Chase,37041864,WR/FLEX,8500,CLE@CIN 12/22/2024 01:00PM ET,CIN,24.84
RB,Saquon Barkley (37041500),Saquon Barkley,37041500,RB/FLEX,8300,PHI@WAS 12/22/2024 01:00PM ET,PHI,24.1
QB,Lamar Jackson (37041391),Lamar Jackson,37041391,QB,8200,PIT@BAL 12/21/2024 04:30PM ET,BAL,26.75
WR,Justin Jefferson (37041866),Justin Jefferson,37041866,WR/FLEX,8200,MIN@SEA 12/22/2024 04:05PM ET,MIN,19.11
WR,Nico Collins (37041868),Nico Collins,37041868,WR/FLEX,8100,HOU@KC 12/21/2024 01:00PM ET,HOU,20.66
RB,Bijan Robinson (37041502),Bijan Robinson,37041502,RB/FLEX,8100,NYG@ATL 12/22/2024 01:00PM ET,ATL,19.52
RB,Derrick Henry (37041504),Derrick Henry,37041504,RB/FLEX,8000,PIT@BAL 12/21/2024 04:30PM ET,BAL,19.99
WR,Puka Nacua (37041870),Puka Nacua,37041870,WR/FLEX,8000,LAR@NYJ 12/22/2024 01:00PM ET,LAR,20.23
WR,Amon-Ra St. Brown (37041872),Amon-Ra St. Brown,37041872,WR/FLEX,7900,DET@CHI 12/22/2024 01:00PM ET,DET,19.75
RB,Joe Mixon (37041506),Joe Mixon,37041506,RB/FLEX,7800,HOU@KC 12/21/2024 01:00PM ET,HOU,22.16
QB,Jalen Hurts (37041392),Jalen Hurts,37041392,QB,7800,PHI@WAS 12/22/2024 01:00PM ET,PHI,23.11
WR,A.J. Brown (37041874),A.J. Brown,37041874,WR/FLEX,7800,PHI@WAS 12/22/2024 01:00PM ET,PHI,17.78
RB,Chase Brown (37041508),Chase Brown,37041508,RB/FLEX,7700,CLE@CIN 12/22/2024 01:00PM ET,CIN,16.57
WR,Mike Evans (37041876),Mike Evans,37041876,WR/FLEX,7600,TB@DAL 12/22/2024 08:20PM ET,TB,16.99
RB,Josh Jacobs (37041510),Josh Jacobs,37041510,RB/FLEX,7600,NO@GB 12/23/2024 08:15PM ET,GB,18.64
QB,Joe Burrow (37041393),Joe Burrow,37041393,QB,7500,CLE@CIN 12/22/2024 01:00PM ET,CIN,23.63
RB,Jahmyr Gibbs (37041512),Jahmyr Gibbs,37041512,RB/FLEX,7500,DET@CHI 12/22/2024 01:00PM ET,DET,19.44
WR,CeeDee Lamb (37041878),CeeDee Lamb,37041878,WR/FLEX,7500,TB@DAL 12/22/2024 08:20PM ET,DAL,18.06
RB,De'Von Achane (37041514),De'Von Achane,37041514,RB/FLEX,7400,SF@MIA 12/22/2024 04:25PM ET,MIA,17.5
QB,Jayden Daniels (37041394),Jayden Daniels,37041394,QB,7300,PHI@WAS 12/22/2024 01:00PM ET,WAS,21.03
