Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4416922447,ajtruck (139/150),0,253.54001,DST Vikings  FLEX Chuba Hubbard QB Jalen Hurts RB Saquon Barkley RB Aaron Jones TE Dallas Goedert WR Malik Nabers WR Chris Olave WR Jauan Jennings,,Jordan Mason,RB,52.11%,10.8
2,4418244629,MICKLES (27/150),0,243.24,DST Vikings  FLEX Derrick Henry QB Jalen Hurts RB Kyren Williams RB Zach Charbonnet TE Dallas Goedert WR DeVonta Smith WR Diontae Johnson WR Jauan Jennings,,Alvin Kamara,RB,34.84%,15.7
3,4423532458,djrizy41,0,242.98,DST Buccaneers  FLEX Diontae Johnson QB Brock Purdy RB Saquon Barkley RB Derrick Henry TE Dallas Goedert WR DeVonta Smith WR Chris Olave WR Jauan Jennings,,Brandon Aiyuk,WR,31.74%,9.8
4,4423389629,NomadicOG (129/150),0,242.15999,DST Steelers  FLEX Jauan Jennings QB Andy Dalton RB Saquon Barkley RB Kyren Williams TE Brock Bowers WR Malik Nabers WR DK Metcalf WR Diontae Johnson,,Zach Charbonnet,FLEX,31.01%,25.7
5,4421541877,sports_nerd (23/30),0,239.09999,DST Vikings  FLEX Amon-Ra St. Brown QB Justin Fields RB Saquon Barkley RB Zach Charbonnet TE Dallas Goedert WR DJ Moore WR Diontae Johnson WR Jauan Jennings,,Cam Akers,FLEX,23.24%,9.9
6,4420766971,JoJoBAH (115/150),0,238.54001,DST Vikings  FLEX Kyren Williams QB Jalen Hurts RB Zach Charbonnet RB Aaron Jones TE Dallas Goedert WR Chris Olave WR DK Metcalf WR Jauan Jennings,,De'Von Achane,RB,22.70%,8.8
7,4422680466,shakenbakeog (93/150),0,238.42,DST Titans  FLEX Chuba Hubbard QB Baker Mayfield RB Saquon Barkley RB Derrick Henry TE Dallas Goedert WR Chris Godwin WR Malik Nabers WR Jauan Jennings,,DeVonta Smith,WR,20.76%,14.9
8,4421179105,Wydad37 (133/150),0,237.26,DST Vikings  FLEX Jauan Jennings QB Dak Prescott RB Saquon Barkley RB Chuba Hubbard TE Jake Ferguson WR DeVonta Smith WR Chris Olave WR DK Metcalf,,Chris Olave,FLEX,20.25%,20.6
9,4421698664,ElusiveSmoke (86/150),0,236.94,DST Seahawks  FLEX Derrick Henry QB Daniel Jones RB Kyren Williams RB Zach Charbonnet TE Jake Ferguson WR Malik Nabers WR Chris Olave WR Jauan Jennings,,Rashid Shaheed,WR,20.24%,0
10,4417550584,aznbeerman (125/150),0,235.35999,DST Vikings  FLEX CeeDee Lamb QB Dak Prescott RB Derrick Henry RB Aaron Jones TE Jake Ferguson WR DK Metcalf WR Diontae Johnson WR Jauan Jennings,,Brock Bowers,TE,19.47%,7.1
11,4421765551,sliderss (104/150),0,234.06,DST Vikings  FLEX Jauan Jennings QB Dak Prescott RB Saquon Barkley RB Aaron Jones TE Jake Ferguson WR Davante Adams WR Chris Olave WR Diontae Johnson,,Buccaneers ,DST,18.31%,2
12,4422043507,Sackreligious9 (8/150),0,232.82,DST Vikings  FLEX Kyren Williams QB Caleb Williams RB Alvin Kamara RB Zach Charbonnet TE Dallas Goedert WR Chris Olave WR DK Metcalf WR Jauan Jennings,,Tank Dell,WR,15.45%,11.2
13,4415761795,adam2761 (148/150),0,232.27998,DST Colts  FLEX Jahmyr Gibbs QB Lamar Jackson RB Saquon Barkley RB Derrick Henry TE Jordan Akins WR DK Metcalf WR Diontae Johnson WR Jauan Jennings,,Jauan Jennings,WR,14.36%,49.5
14,4423596120,benjam75 (101/150),0,231.86,DST Steelers  FLEX Kyren Williams QB Andy Dalton RB De'Von Achane RB Zach Charbonnet TE Dallas Goedert WR Amon-Ra St. Brown WR Diontae Johnson WR Jauan Jennings,,Titans ,DST,13.41%,3
15,4421889696,diveglia24 (88/150),0,231.84,DST Vikings  FLEX Derrick Henry QB Jalen Hurts RB Zach Charbonnet RB Aaron Jones TE Dallas Goedert WR DeVonta Smith WR Chris Olave WR Jauan Jennings,,Jameson Williams,WR,13.36%,1.2
16,4422356955,PTeezy (134/150),0,231.43999,DST Dolphins  FLEX Jauan Jennings QB Sam Darnold RB Kyren Williams RB Chuba Hubbard TE Cole Kmet WR Justin Jefferson WR DJ Moore WR Malik Nabers,,Jaxon Smith-Njigba,WR,13.18%,6.9
17,4422664111,m4ch1n3m4n (75/150),0,231.24,DST Broncos  FLEX Jauan Jennings QB Jalen Hurts RB Saquon Barkley RB Kyren Williams TE Dallas Goedert WR DK Metcalf WR Rashid Shaheed WR Diontae Johnson,,Chris Godwin,WR,13.16%,17.3
18,4422134736,prettyricky714 (23/150),0,230.06,DST Vikings  FLEX Jauan Jennings QB Dak Prescott RB Saquon Barkley RB Zach Charbonnet TE Dallas Goedert WR DeVonta Smith WR Chris Olave WR Jaxon Smith-Njigba,,Derek Carr,QB,12.94%,8.98
19,4423439803,YeaaaBoiiiii (127/150),0,229.63998,DST Bears  FLEX Kyren Williams QB Jalen Hurts RB Saquon Barkley RB Zach Charbonnet TE Jake Ferguson WR DK Metcalf WR Rome Odunze WR Jauan Jennings,,Tony Pollard,RB,12.42%,5.9
20,4423069398,smccarty (120/150),0,229.36,DST Steelers  FLEX Jauan Jennings QB Dak Prescott RB Saquon Barkley RB Derrick Henry TE Jake Ferguson WR Malik Nabers WR Chris Olave WR Elijah Moore,,Jake Ferguson,TE,11.57%,15.5
21,4423974671,epills08 (2/2),0,228.87999,DST Buccaneers  FLEX Jonathan Taylor QB Lamar Jackson RB Saquon Barkley RB Alvin Kamara TE Dallas Goedert WR Rome Odunze WR Jauan Jennings WR Jalen Tolbert,,CeeDee Lamb,WR,10.90%,9.7
22,4420437021,lp305 (50/150),0,228.36,DST Titans  FLEX Kyren Williams QB Andy Dalton RB Aaron Jones RB Chuba Hubbard TE Dallas Goedert WR CeeDee Lamb WR Chris Godwin WR Jauan Jennings,,Nico Collins,WR,10.52%,12.6
23,4420949157,Surock13 (91/150),0,228.15999,DST Vikings  FLEX Jauan Jennings QB Dak Prescott RB Saquon Barkley RB Alvin Kamara TE Dallas Goedert WR CeeDee Lamb WR Rome Odunze WR Michael Wilson,,Kyler Murray,QB,10.50%,15.78
24,4423389634,NomadicOG (134/150),0,228.06,DST Seahawks  FLEX Jauan Jennings QB Andy Dalton RB Saquon Barkley RB Jahmyr Gibbs TE Brock Bowers WR Malik Nabers WR Chris Olave WR Diontae Johnson,,Bears ,DST,9.64%,5
25,4423530262,vince076 (56/150),0,228.04,DST Vikings  FLEX Zach Charbonnet QB Jalen Hurts RB Saquon Barkley RB Aaron Jones TE Dallas Goedert WR Chris Godwin WR Tank Dell WR Jauan Jennings,,Geno Smith,QB,9.37%,13.36
26,4419523259,Pointguard2 (72/150),0,227.88,DST Packers  FLEX Zach Charbonnet QB Brock Purdy RB Alvin Kamara RB Cam Akers TE Dallas Goedert WR Justin Jefferson WR Diontae Johnson WR Jauan Jennings,,Diontae Johnson,FLEX,9.20%,29.2
27,4423007079,scottism84 (24/150),0,227.5,DST Bears  FLEX Zach Charbonnet QB Justin Fields RB Saquon Barkley RB Aaron Jones TE Dallas Goedert WR DJ Moore WR Chris Godwin WR Jauan Jennings,,DK Metcalf,WR,8.98%,23.4
28,4422517871,Brovahkiin (59/150),0,227.04,DST Steelers  FLEX Jauan Jennings QB Deshaun Watson RB Saquon Barkley RB Derrick Henry TE Trey McBride WR Chris Olave WR Amari Cooper WR Rome Odunze,,Trey McBride,TE,8.51%,5.5
29,4416746586,dontefierro5 (73/150),0,226.76,DST Titans  FLEX Kyren Williams QB Dak Prescott RB Saquon Barkley RB Cam Akers TE Dallas Goedert WR Justin Jefferson WR Jauan Jennings WR Jalen Tolbert,,Vikings ,DST,8.45%,13
30,4422182146,Dubbzz (149/150),0,226.26,DST Browns  FLEX Jauan Jennings QB Andy Dalton RB Alvin Kamara RB Chuba Hubbard TE Dallas Goedert WR Justin Jefferson WR Chris Godwin WR Diontae Johnson,,Zamir White,RB,8.35%,3.4
30,4422766029,39681 (85/150),0,226.26,DST Bears  FLEX CeeDee Lamb QB Dak Prescott RB Derrick Henry RB Zach Charbonnet TE Jake Ferguson WR Malik Nabers WR Rome Odunze WR Jauan Jennings,,Jalen Hurts,QB,8.26%,15.94
32,4420217043,Poedaddy (34/146),0,226.08,DST Buccaneers  FLEX Kyren Williams QB Brock Purdy RB Derrick Henry RB Zach Charbonnet TE Dallas Goedert WR Chris Godwin WR Brandon Aiyuk WR Jauan Jennings,,Malik Nabers,FLEX,8.02%,28.2
33,4420644654,xmalachi (68/150),0,225.85999,DST Buccaneers  FLEX Kyren Williams QB Dak Prescott RB Saquon Barkley RB Zach Charbonnet TE Chig Okonkwo WR DeVonta Smith WR Diontae Johnson WR Jauan Jennings,,Justin Jefferson,WR,7.99%,20.1
