Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4558014645,Garrettot13 (15/20),0,220.16,DST Packers  FLEX Josh Jacobs QB Mac Jones RB James Conner RB Brian Robinson Jr. TE Brenton Strange WR Davante Adams WR Ladd McConkey WR Brian Thomas Jr.,,Chuba Hubbard,RB,20.61%,8.9
2,4559447132,pgk8 (3/20),0,216.08,DST Cowboys  FLEX Bijan Robinson QB Kirk Cousins RB James Conner RB Rico Dowdle TE Brenton Strange WR Davante Adams WR Jerry Jeudy WR Brian Thomas Jr.,,Zach Charbonnet,FLEX,18.00%,13.6
3,4557520873,DraftKingsEAD (13/20),0,205.76,DST Cardinals  FLEX James Conner QB Aaron Rodgers RB Joe Mixon RB Brian Robinson Jr. TE Brenton Strange WR Davante Adams WR DJ Moore WR Brian Thomas Jr.,,Rico Dowdle,FLEX,16.13%,17.9
4,4559124374,FootballFoolery (3/6),0,205.06,DST Titans  FLEX Trey McBride QB Mac Jones RB Bijan Robinson RB Zach Charbonnet TE Brenton Strange WR A.J. Brown WR Davante Adams WR Brian Thomas Jr.,,Jauan Jennings,WR,15.61%,5.1
5,4559439058,RoobK19 (7/20),0,203.95999,DST Cardinals  FLEX Bijan Robinson QB Aaron Rodgers RB James Conner RB Breece Hall TE Brenton Strange WR Davante Adams WR Brian Thomas Jr. WR Deebo Samuel Sr.,,Ravens ,DST,15.14%,6
6,4557608286,bl3rf (10/20),0,203.76,DST Cardinals  FLEX Zach Ertz QB Mac Jones RB Chase Brown RB James Conner TE Brenton Strange WR Ja'Marr Chase WR Amon-Ra St. Brown WR Brian Thomas Jr.,,Derrick Henry,RB,14.63%,6.7
7,4557731488,bbehnke20 (9/20),0,197.66002,DST Cardinals  FLEX Bijan Robinson QB Jared Goff RB Chase Brown RB James Conner TE Sam LaPorta WR Amon-Ra St. Brown WR Sterling Shepard WR Dyami Brown,,Adam Thielen,WR,12.73%,10.1
8,4559810932,atong126 (15/20),0,197.46,DST Cardinals  FLEX Trey McBride QB Aaron Rodgers RB James Conner RB Brian Robinson Jr. TE Brenton Strange WR Davante Adams WR Jaxon Smith-Njigba WR Ladd McConkey,,Brian Robinson Jr.,RB,12.65%,11.7
9,4558570560,d00dy (15/20),0,197.06001,DST Ravens  FLEX Zach Charbonnet QB Aaron Rodgers RB James Conner RB Chuba Hubbard TE Brenton Strange WR Davante Adams WR Jauan Jennings WR Brian Thomas Jr.,,Stone Smartt,TE,11.93%,9
10,4557520879,DraftKingsEAD (19/20),0,196.26,DST Cardinals  FLEX Trey McBride QB Kyler Murray RB James Conner RB Rico Dowdle TE Brenton Strange WR Davante Adams WR Courtland Sutton WR Brian Thomas Jr.,,Puka Nacua,WR,11.17%,17.8
11,4559678769,LTskelter (12/20),0,195.86,DST Cardinals  FLEX Bijan Robinson QB Aaron Rodgers RB Rico Dowdle RB Zach Charbonnet TE Brenton Strange WR Davante Adams WR Courtland Sutton WR Brian Thomas Jr.,,Courtland Sutton,WR,11.07%,12.2
12,4557510555,Peytonmanics (3/20),0,195.66,DST Broncos  FLEX Kyren Williams QB Aaron Rodgers RB Chase Brown RB Tyrone Tracy Jr. TE Stone Smartt WR Puka Nacua WR Davante Adams WR Jalen Coker,,Vikings ,DST,10.28%,8
12,4559439063,RoobK19 (12/20),0,195.66,DST Cardinals  FLEX Bijan Robinson QB Aaron Rodgers RB Breece Hall RB Zach Charbonnet TE Brenton Strange WR Davante Adams WR Ladd McConkey WR Brian Thomas Jr.,,Bijan Robinson,RB,10.23%,17.5
14,4557712740,pizzatelly (15/20),0,194.96,DST Broncos  FLEX Bijan Robinson QB Jared Goff RB Jahmyr Gibbs RB Sincere McCormick TE Sam LaPorta WR Amon-Ra St. Brown WR Adam Thielen WR Dyami Brown,,Jordan Addison,WR,10.21%,13.3
15,4558233891,deliverance (3/6),0,193.86,DST Vikings  FLEX Quentin Johnston QB Jared Goff RB Jahmyr Gibbs RB James Conner TE Sam LaPorta WR Amon-Ra St. Brown WR Amari Cooper WR Mack Hollins,,Jakobi Meyers,WR,10.16%,10.9
16,4557608293,bl3rf (17/20),0,191.86,DST Panthers  FLEX James Conner QB Aaron Rodgers RB Derrick Henry RB Chuba Hubbard TE Brenton Strange WR Davante Adams WR Brian Thomas Jr. WR Michael Pittman Jr.,,Brock Purdy,QB,9.82%,4.98
17,4557766554,emichel1989 (5/20),0,191.16002,DST Bengals  FLEX Michael Pittman Jr. QB Jared Goff RB Bijan Robinson RB Chase Brown TE Sam LaPorta WR Amon-Ra St. Brown WR DeMario Douglas WR Van Jefferson,,DJ Moore,FLEX,9.79%,15
18,4559425539,pat_the_hat2 (18/20),0,190.56,DST Saints  FLEX Jakobi Meyers QB Aaron Rodgers RB Rico Dowdle RB Zach Charbonnet TE Trey McBride WR Davante Adams WR Brian Thomas Jr. WR Adam Thielen,,George Kittle,TE,9.44%,10.1
19,4559415130,YoungRema (5/20),0,189.56,DST Cardinals  FLEX Zach Charbonnet QB Geno Smith RB Chase Brown RB James Conner TE Brenton Strange WR Davante Adams WR DK Metcalf WR Brian Thomas Jr.,,Ja'Marr Chase,WR,9.23%,18.4
20,4558304664,Brayden1107 (16/20),0,189.36,DST Jets  FLEX Justice Hill QB Aaron Rodgers RB James Conner RB Chuba Hubbard TE Tucker Kraft WR Davante Adams WR Ladd McConkey WR Jerry Jeudy,,Broncos ,DST,8.07%,22
21,4559293747,Smokem_14 (6/11),0,189.06,DST Broncos  FLEX Adam Thielen QB Jared Goff RB Jahmyr Gibbs RB Sincere McCormick TE Noah Gray WR Amon-Ra St. Brown WR Khalil Shakir WR Jameson Williams,,Drake London,FLEX,7.74%,14.3
22,4558594884,bad_r1ver,0,188.76,DST Packers  FLEX Romeo Doubs QB Aaron Rodgers RB Josh Jacobs RB Isiah Pacheco TE Pat Freiermuth WR Davante Adams WR Garrett Wilson WR Jerry Jeudy,,James Conner,RB,7.54%,33.8
23,4557719939,sicilykid (5/9),0,188.26,DST Ravens  FLEX Davante Adams QB Mac Jones RB Alvin Kamara RB Zach Charbonnet TE Tyler Conklin WR Amon-Ra St. Brown WR Brian Thomas Jr. WR Parker Washington,,Browns ,DST,7.43%,0
24,4559415142,YoungRema (17/20),0,188.15999,DST Panthers  FLEX Zach Charbonnet QB Aaron Rodgers RB Josh Jacobs RB Chuba Hubbard TE Brenton Strange WR Amon-Ra St. Brown WR Khalil Shakir WR Brian Thomas Jr.,,Joe Mixon,RB,7.40%,10.6
25,4559490996,Philliplinker1978 (13/15),0,187.96,DST Buccaneers  FLEX Davante Adams QB Aaron Rodgers RB Josh Jacobs RB Rico Dowdle TE Stone Smartt WR Terry McLaurin WR DJ Moore WR Jordan Addison,,Mark Andrews,TE,7.25%,10.4
26,4558874723,Rivercat621 (3/10),0,187.6,DST Vikings  FLEX Isaiah Davis QB Lamar Jackson RB Travis Etienne Jr. RB Braelon Allen TE Brenton Strange WR Terry McLaurin WR Davante Adams WR Brian Thomas Jr.,,Terry McLaurin,WR,7.05%,26.3
27,4557696267,Quivalier (11/20),0,186.86,DST Packers  FLEX Joe Mixon QB Mac Jones RB Travis Etienne Jr. RB Braelon Allen TE Brenton Strange WR A.J. Brown WR Davante Adams WR Brian Thomas Jr.,,Lamar Jackson,QB,6.93%,37.1
28,4557523744,emacarena (6/20),0,186.56,DST Cowboys  FLEX Sam LaPorta QB Geno Smith RB Bijan Robinson RB Zach Charbonnet TE Foster Moreau WR Mike Evans WR Davante Adams WR Drake London,,Chase Brown,RB,6.86%,26.3
29,4558754074,andyhermida32,0,185.9,DST Raiders  FLEX Mike Gesicki QB Lamar Jackson RB James Conner RB Sincere McCormick TE Cade Otton WR Davante Adams WR Tee Higgins WR Jerry Jeudy,,Khalil Shakir,WR,6.80%,15.9
30,4559810930,atong126 (13/20),0,184.85999,DST Ravens  FLEX Zach Charbonnet QB Mac Jones RB Jonathan Taylor RB James Conner TE Stone Smartt WR Amon-Ra St. Brown WR Brian Thomas Jr. WR Jakobi Meyers,,Josh Jacobs,RB,6.78%,22.6
