Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jahmyr Gibbs (37183064),Jahmyr Gibbs,37183064,RB/FLEX,8700,MIN@DET 01/05/2025 08:20PM ET,DET,20.62
RB,Saquon Barkley (37183066),Saquon Barkley,37183066,RB/FLEX,8600,NYG@PHI 01/05/2025 01:00PM ET,PHI,24.33
WR,Ja'Marr Chase (37183410),Ja'Marr Chase,37183410,WR/FLEX,8600,CIN@PIT 01/04/2025 08:00PM ET,CIN,24.52
RB,Bijan Robinson (37183068),Bijan Robinson,37183068,RB/FLEX,8500,CAR@ATL 01/05/2025 01:00PM ET,ATL,20.15
QB,Josh Allen (37182957),Josh Allen,37182957,QB,8500,BUF@NE 01/05/2025 01:00PM ET,BUF,24.75
WR,Justin Jefferson (37183412),Justin Jefferson,37183412,WR/FLEX,8400,MIN@DET 01/05/2025 08:20PM ET,MIN,20.26
WR,Puka Nacua (37183414),Puka Nacua,37183414,WR/FLEX,8300,SEA@LAR 01/05/2025 04:25PM ET,LAR,20.14
RB,Jonathan Taylor (37183070),Jonathan Taylor,37183070,RB/FLEX,8200,JAX@IND 01/05/2025 01:00PM ET,IND,18.59
RB,Josh Jacobs (37183072),Josh Jacobs,37183072,RB/FLEX,8100,CHI@GB 01/05/2025 01:00PM ET,GB,18.34
WR,Mike Evans (37183416),Mike Evans,37183416,WR/FLEX,8000,NO@TB 01/05/2025 01:00PM ET,TB,17.58
QB,Jayden Daniels (37182958),Jayden Daniels,37182958,QB,7800,WAS@DAL 01/05/2025 01:00PM ET,WAS,22.91
WR,Nico Collins (37183418),Nico Collins,37183418,WR/FLEX,7800,HOU@TEN 01/05/2025 01:00PM ET,HOU,18.89
WR,Amon-Ra St. Brown (37183420),Amon-Ra St. Brown,37183420,WR/FLEX,7700,MIN@DET 01/05/2025 08:20PM ET,DET,19.72
RB,Bucky Irving (37183074),Bucky Irving,37183074,RB/FLEX,7700,NO@TB 01/05/2025 01:00PM ET,TB,14.87
RB,Kyren Williams (37183078),Kyren Williams,37183078,RB/FLEX,7600,SEA@LAR 01/05/2025 04:25PM ET,LAR,17.94
RB,Chase Brown (37183076),Chase Brown,37183076,RB/FLEX,7600,CIN@PIT 01/04/2025 08:00PM ET,CIN,16.19
QB,Jalen Hurts (37182960),Jalen Hurts,37182960,QB,7500,NYG@PHI 01/05/2025 01:00PM ET,PHI,21.88
WR,A.J. Brown (37183422),A.J. Brown,37183422,WR/FLEX,7500,NYG@PHI 01/05/2025 01:00PM ET,PHI,17.84
QB,Joe Burrow (37182959),Joe Burrow,37182959,QB,7500,CIN@PIT 01/04/2025 08:00PM ET,CIN,24.62
RB,Joe Mixon (37183080),Joe Mixon,37183080,RB/FLEX,7400,HOU@TEN 01/05/2025 01:00PM ET,HOU,19.82
WR,Brian Thomas Jr. (37183424),Brian Thomas Jr.,37183424,WR/FLEX,7300,JAX@IND 01/05/2025 01:00PM ET,JAX,17.23
RB,Alvin Kamara (37183082),Alvin Kamara,37183082,RB/FLEX,7300,NO@TB 01/05/2025 01:00PM ET,NO,19.59
RB,De'Von Achane (37183084),De'Von Achane,37183084,RB/FLEX,7200,MIA@NYJ 01/05/2025 04:25PM ET,MIA,17.8
