Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4406730100,sohailking,0,188.70001,DST Chargers  FLEX Nico Collins QB Baker Mayfield RB Alvin Kamara RB J.K. Dobbins TE Brock Bowers WR Cooper Kupp WR Chris Godwin WR Allen Lazard,,Cooper Kupp,WR,36.50%,7.7
2,4407607491,mikeperez2295,0,174.84001,DST Chargers  FLEX Chris Godwin QB Jayden Daniels RB J.K. Dobbins RB Jordan Mason TE Mark Andrews WR Deebo Samuel Sr. WR Drake London WR Malik Nabers,,Isaiah Likely,TE,30.50%,4.6
3,4407226648,spears83,0,160.74,DST Chargers  FLEX Chris Godwin QB Matthew Stafford RB James Cook RB J.K. Dobbins TE Dallas Goedert WR Cooper Kupp WR Malik Nabers WR Alec Pierce,,J.K. Dobbins,RB,23.50%,23.1
4,4406984471,TVRaisedMe,0,157.54,DST Steelers  FLEX Joe Mixon QB Jayden Daniels RB James Conner RB Jordan Mason TE Brock Bowers WR Nico Collins WR Jameson Williams WR Alec Pierce,,Saquon Barkley,RB,22.00%,17.6
5,4406370424,pistas7,0,156.82,DST Cowboys  FLEX J.K. Dobbins QB Dak Prescott RB Alvin Kamara RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Ladd McConkey WR Alec Pierce,,Jordan Mason,RB,19.50%,20.4
6,4407049057,CD2414,0,155.54001,DST Steelers  FLEX Brian Robinson Jr. QB Patrick Mahomes RB Josh Jacobs RB Jerome Ford TE Brock Bowers WR Marvin Harrison Jr. WR Chris Godwin WR Demarcus Robinson,,Chris Godwin,WR,18.50%,27.7
7,4406090110,jburlin72,0,153.36,DST Packers  FLEX James Cook QB Brock Purdy RB Josh Jacobs RB Brian Robinson Jr. TE Dallas Goedert WR Zay Flowers WR Chris Godwin WR Brandin Cooks,,Chargers ,DST,18.00%,11
8,4407734140,jimbo_raley,0,153.34001,DST Bears  FLEX Alec Pierce QB Patrick Mahomes RB Saquon Barkley RB J.K. Dobbins TE Brock Bowers WR Cooper Kupp WR Chris Godwin WR Rashid Shaheed,,Alec Pierce,WR,14.00%,16.6
9,4406674874,dibhotman,0,151.16,DST Cardinals  FLEX J.K. Dobbins QB Anthony Richardson RB Jonathan Taylor RB James Conner TE Jonnu Smith WR Cooper Kupp WR Chris Godwin WR Alec Pierce,,Allen Lazard,WR,14.00%,3.1
10,4405869817,cjanderson05,0,150.78,DST Texans  FLEX James Conner QB Jared Goff RB J.K. Dobbins RB Jordan Mason TE Colby Parkinson WR Cooper Kupp WR Rashee Rice WR Chris Godwin,,Xavier Worthy,WR,13.50%,4.2
11,4405956563,elantzer123,0,150.3,DST Vikings  FLEX J.K. Dobbins QB Tua Tagovailoa RB Saquon Barkley RB Jordan Mason TE Isaiah Likely WR Deebo Samuel Sr. WR Chris Godwin WR Jameson Williams,,Joe Mixon,FLEX,13.00%,8
12,4406430326,Indytodd3,0,148.42001,DST Commanders  FLEX Isaiah Likely QB Dak Prescott RB Isiah Pacheco RB James Cook TE Hayden Hurst WR Marvin Harrison Jr. WR Zay Flowers WR Calvin Ridley,,Tyreek Hill,WR,12.00%,6.6
13,4406620598,skillwood,0,148.14,DST Jets  FLEX James Conner QB Matthew Stafford RB Jonathan Taylor RB Gus Edwards TE Will Dissly WR Drake London WR Chris Godwin WR Malik Nabers,,David Montgomery,RB,12.00%,17
14,4406923306,nflFDK4412,0,147.66,DST Cardinals  FLEX J.K. Dobbins QB Anthony Richardson RB Joe Mixon RB James Conner TE Jordan Akins WR Rashee Rice WR Zay Flowers WR Chris Godwin,,Deebo Samuel Sr.,FLEX,11.50%,21
