Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Saquon Barkley (36953837),Saquon Barkley,36953837,RB/FLEX,8600,PIT@PHI 12/15/2024 04:25PM ET,PHI,25.23
QB,Josh Allen (36953729),Josh Allen,36953729,QB,8500,BUF@DET 12/15/2024 04:25PM ET,BUF,24.36
WR,Ja'Marr Chase (36954193),Ja'Marr Chase,36954193,WR/FLEX,8400,CIN@TEN 12/15/2024 01:00PM ET,CIN,25.34
QB,Lamar Jackson (36953730),Lamar Jackson,36953730,QB,8300,BAL@NYG 12/15/2024 01:00PM ET,BAL,25.95
RB,Derrick Henry (36953839),Derrick Henry,36953839,RB/FLEX,8300,BAL@NYG 12/15/2024 01:00PM ET,BAL,21.02
WR,Justin Jefferson (36954195),Justin Jefferson,36954195,WR/FLEX,8200,CHI@MIN 12/16/2024 08:00PM ET,MIN,19.01
WR,Nico Collins (36954197),Nico Collins,36954197,WR/FLEX,8100,MIA@HOU 12/15/2024 01:00PM ET,HOU,21.02
WR,Puka Nacua (36954201),Puka Nacua,36954201,WR/FLEX,8000,LAR@SF 12/12/2024 08:15PM ET,LAR,20.54
QB,Jalen Hurts (36953731),Jalen Hurts,36953731,QB,8000,PIT@PHI 12/15/2024 04:25PM ET,PHI,22.65
WR,A.J. Brown (36954199),A.J. Brown,36954199,WR/FLEX,8000,PIT@PHI 12/15/2024 04:25PM ET,PHI,16.76
RB,De'Von Achane (36953841),De'Von Achane,36953841,RB/FLEX,7900,MIA@HOU 12/15/2024 01:00PM ET,MIA,17.72
RB,Joe Mixon (36953843),Joe Mixon,36953843,RB/FLEX,7800,MIA@HOU 12/15/2024 01:00PM ET,HOU,23.31
RB,Alvin Kamara (36953845),Alvin Kamara,36953845,RB/FLEX,7700,WAS@NO 12/15/2024 01:00PM ET,NO,19.79
WR,Amon-Ra St. Brown (36954203),Amon-Ra St. Brown,36954203,WR/FLEX,7600,BUF@DET 12/15/2024 04:25PM ET,DET,18.09
RB,Bijan Robinson (36953847),Bijan Robinson,36953847,RB/FLEX,7600,ATL@LV 12/16/2024 08:30PM ET,ATL,19.68
QB,Jayden Daniels (36953732),Jayden Daniels,36953732,QB,7500,WAS@NO 12/15/2024 01:00PM ET,WAS,20.83
RB,Jahmyr Gibbs (36953849),Jahmyr Gibbs,36953849,RB/FLEX,7500,BUF@DET 12/15/2024 04:25PM ET,DET,18.75
WR,Tyreek Hill (36954205),Tyreek Hill,36954205,WR/FLEX,7400,MIA@HOU 12/15/2024 01:00PM ET,MIA,14.09
RB,Josh Jacobs (36953851),Josh Jacobs,36953851,RB/FLEX,7400,GB@SEA 12/15/2024 08:20PM ET,GB,18.33
RB,Kyren Williams (36953853),Kyren Williams,36953853,RB/FLEX,7300,LAR@SF 12/12/2024 08:15PM ET,LAR,17.83
WR,CeeDee Lamb (36954207),CeeDee Lamb,36954207,WR/FLEX,7300,DAL@CAR 12/15/2024 01:00PM ET,DAL,17.18
QB,Joe Burrow (36953733),Joe Burrow,36953733,QB,7300,CIN@TEN 12/15/2024 01:00PM ET,CIN,23.93
WR,Terry McLaurin (36954209),Terry McLaurin,36954209,WR/FLEX,7200,WAS@NO 12/15/2024 01:00PM ET,WAS,16.83
RB,Chase Brown (36953855),Chase Brown,36953855,RB/FLEX,7200,CIN@TEN 12/15/2024 01:00PM ET,CIN,15.82
WR,Mike Evans (36954211),Mike Evans,36954211,WR/FLEX,7100,TB@LAC 12/15/2024 04:25PM ET,TB,14.7
WR,Cooper Kupp (36954213),Cooper Kupp,36954213,WR/FLEX,7000,LAR@SF 12/12/2024 08:15PM ET,LAR,19.41
RB,David Montgomery (36953857),David Montgomery,36953857,RB/FLEX,7000,BUF@DET 12/15/2024 04:25PM ET,DET,16.79
WR,Davante Adams (36954215),Davante Adams,36954215,WR/FLEX,6900,NYJ@JAX 12/15/2024 01:00PM ET,NYJ,15.42
RB,Jonathan Taylor (36953859),Jonathan Taylor,36953859,RB/FLEX,6900,IND@DEN 12/15/2024 04:25PM ET,IND,15.42
WR,Tee Higgins (36954217),Tee Higgins,36954217,WR/FLEX,6800,CIN@TEN 12/15/2024 01:00PM ET,CIN,17.01
RB,James Cook (36953861),James Cook,36953861,RB/FLEX,6800,BUF@DET 12/15/2024 04:25PM ET,BUF,16.56
QB,Patrick Mahomes (36953734),Patrick Mahomes,36953734,QB,6700,KC@CLE 12/15/2024 01:00PM ET,KC,18.04
RB,Tony Pollard (36953863),Tony Pollard,36953863,RB/FLEX,6700,CIN@TEN 12/15/2024 01:00PM ET,TEN,14.46
WR,George Pickens (36954219),George Pickens,36954219,WR/FLEX,6700,PIT@PHI 12/15/2024 04:25PM ET,PIT,13.53
RB,James Conner (36953865),James Conner,36953865,RB/FLEX,6600,NE@ARI 12/15/2024 04:25PM ET,ARI,15.89
WR,Courtland Sutton (36954221),Courtland Sutton,36954221,WR/FLEX,6600,IND@DEN 12/15/2024 04:25PM ET,DEN,14.68
QB,Sam Darnold (36953735),Sam Darnold,36953735,QB,6600,CHI@MIN 12/16/2024 08:00PM ET,MIN,20.10
TE,Brock Bowers (36954815),Brock Bowers,36954815,TE/FLEX,6600,ATL@LV 12/16/2024 08:30PM ET,LV,16.28
RB,Chuba Hubbard (36953867),Chuba Hubbard,36953867,RB/FLEX,6500,DAL@CAR 12/15/2024 01:00PM ET,CAR,16.32
WR,Garrett Wilson (36954223),Garrett Wilson,36954223,WR/FLEX,6500,NYJ@JAX 12/15/2024 01:00PM ET,NYJ,16.32
QB,Jared Goff (36953736),Jared Goff,36953736,QB,6500,BUF@DET 12/15/2024 04:25PM ET,DET,18.62
RB,Aaron Jones Sr. (36953869),Aaron Jones Sr.,36953869,RB/FLEX,6500,CHI@MIN 12/16/2024 08:00PM ET,MIN,15.04
RB,Isaac Guerendo (36953873),Isaac Guerendo,36953873,RB/FLEX,6400,LAR@SF 12/12/2024 08:15PM ET,SF,5.33
RB,Breece Hall (36953871),Breece Hall,36953871,RB/FLEX,6400,NYJ@JAX 12/15/2024 01:00PM ET,NYJ,16.44
WR,Malik Nabers (36954225),Malik Nabers,36954225,WR/FLEX,6400,BAL@NYG 12/15/2024 01:00PM ET,NYG,17.1
QB,Baker Mayfield (36953737),Baker Mayfield,36953737,QB,6400,TB@LAC 12/15/2024 04:25PM ET,TB,22.02
WR,Drake London (36954227),Drake London,36954227,WR/FLEX,6400,ATL@LV 12/16/2024 08:30PM ET,ATL,15.41
QB,Brock Purdy (36953739),Brock Purdy,36953739,QB,6300,LAR@SF 12/12/2024 08:15PM ET,SF,19.29
QB,Bo Nix (36953738),Bo Nix,36953738,QB,6300,IND@DEN 12/15/2024 04:25PM ET,DEN,18.33
RB,Bucky Irving (36953877),Bucky Irving,36953877,RB/FLEX,6300,TB@LAC 12/15/2024 04:25PM ET,TB,13.65
WR,Ladd McConkey (36954231),Ladd McConkey,36954231,WR/FLEX,6300,TB@LAC 12/15/2024 04:25PM ET,LAC,14.38
RB,Kenneth Walker III (36953875),Kenneth Walker III,36953875,RB/FLEX,6300,GB@SEA 12/15/2024 08:20PM ET,SEA,17.03
WR,Jaxon Smith-Njigba (36954229),Jaxon Smith-Njigba,36954229,WR/FLEX,6300,GB@SEA 12/15/2024 08:20PM ET,SEA,16.02
WR,Jauan Jennings (36954235),Jauan Jennings,36954235,WR/FLEX,6200,LAR@SF 12/12/2024 08:15PM ET,SF,15.76
WR,Jerry Jeudy (36954233),Jerry Jeudy,36954233,WR/FLEX,6200,KC@CLE 12/15/2024 01:00PM ET,CLE,14.42
QB,C.J. Stroud (36953740),C.J. Stroud,36953740,QB,6200,MIA@HOU 12/15/2024 01:00PM ET,HOU,15.28
RB,Brian Robinson Jr. (36953879),Brian Robinson Jr.,36953879,RB/FLEX,6200,WAS@NO 12/15/2024 01:00PM ET,WAS,14.35
