Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4579195057,packedown (2/8),0,228.43999,DST Eagles  FLEX Tee Higgins QB Justin Herbert RB Jonathan Taylor RB Bucky Irving TE Zach Ertz WR Ladd McConkey WR Jalen McMillan WR Nick Westbrook-Ikhine,,Zach Charbonnet,RB,31.86%,10.6
2,4581440518,warcat13 (2/5),0,221.16,DST Rams  FLEX Marvin Mims Jr. QB Baker Mayfield RB Kyren Williams RB Bucky Irving TE Zach Ertz WR Brian Thomas Jr. WR Adam Thielen WR Calvin Ridley,,Bucky Irving,RB,26.46%,26
3,4578897019,Vikingjeff14 (1/3),0,219.08,DST Chargers  FLEX Zach Ertz QB Jayden Daniels RB Bijan Robinson RB Jonathan Taylor TE Trey McBride WR Wan'Dale Robinson WR Joshua Palmer WR Marvin Mims Jr.,,Jaxon Smith-Njigba,WR,25.00%,6.2
4,4581569746,jtmartin3 (8/20),0,218.48,DST Giants  FLEX George Kittle QB Brock Purdy RB Bucky Irving RB Zach Charbonnet TE Payne Durham WR Mike Evans WR Malik Nabers WR Adam Thielen,,Jahmyr Gibbs,FLEX,21.70%,29.3
5,4582363784,Albino_Zebra (16/20),0,216.84,DST Eagles  FLEX Zach Ertz QB Kyler Murray RB Jahmyr Gibbs RB Bucky Irving TE Trey McBride WR Malik Nabers WR Marvin Harrison Jr. WR Dontayvion Wicks,,Jalen McMillan,WR,19.56%,23
6,4578576133,seapaw25 (1/5),0,214.26001,DST Raiders  FLEX Brock Bowers QB Baker Mayfield RB Jahmyr Gibbs RB Ameer Abdullah TE Zach Ertz WR Drake London WR Adam Thielen WR Olamide Zaccheaus,,Chig Okonkwo,FLEX,19.24%,10.9
7,4580297681,TwitterQueen (2/20),0,213.98001,DST Raiders  FLEX Dontayvion Wicks QB Joe Burrow RB Jahmyr Gibbs RB Tyjae Spears TE Payne Durham WR Ja'Marr Chase WR Tee Higgins WR Marvin Mims Jr.,,Keenan Allen,WR,17.59%,7.5
8,4579067262,bl3rf (20/20),0,213.95999,DST Buccaneers  FLEX Zach Ertz QB Drew Lock RB Jonathan Taylor RB Zach Charbonnet TE Jake Ferguson WR Brian Thomas Jr. WR Malik Nabers WR Ladd McConkey,,Jonathan Taylor,RB,16.05%,30.6
9,4579095567,royer99 (1/8),0,212.16,DST Buccaneers  FLEX Michael Pittman Jr. QB Baker Mayfield RB Bucky Irving RB Brian Robinson Jr. TE Zach Ertz WR Mike Evans WR Jordan Addison WR Jalen McMillan,,Josh Downs,FLEX,15.91%,5.2
10,4578660311,Dboldone (15/20),0,210.36,DST Seahawks  FLEX Zach Ertz QB Baker Mayfield RB Jahmyr Gibbs RB Bucky Irving TE Juwan Johnson WR Davante Adams WR Adam Thielen WR Jalen McMillan,,Saquon Barkley,RB,15.44%,21.9
