Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (40061165),Christian McCaffrey,40061165,RB/FLEX,8200,ARI@SF 09/21/2025 04:25PM ET,SF,22.95
WR,Ja'Marr Chase (40061529),Ja'Marr Chase,40061529,WR/FLEX,8100,CIN@MIN 09/21/2025 01:00PM ET,CIN,22.05
WR,CeeDee Lamb (40061531),CeeDee Lamb,40061531,WR/FLEX,8000,DAL@CHI 09/21/2025 04:25PM ET,DAL,22.1
RB,Bijan Robinson (40061167),Bijan Robinson,40061167,RB/FLEX,7900,ATL@CAR 09/21/2025 01:00PM ET,ATL,25.1
RB,Saquon Barkley (40061169),Saquon Barkley,40061169,RB/FLEX,7800,LAR@PHI 09/21/2025 01:00PM ET,PHI,17.9
WR,Puka Nacua (40061533),Puka Nacua,40061533,WR/FLEX,7700,LAR@PHI 09/21/2025 01:00PM ET,LAR,26.85
RB,Jahmyr Gibbs (40061171),Jahmyr Gibbs,40061171,RB/FLEX,7600,DET@BAL 09/22/2025 08:15PM ET,DET,17.2
WR,Justin Jefferson (40061535),Justin Jefferson,40061535,WR/FLEX,7500,CIN@MIN 09/21/2025 01:00PM ET,MIN,12.95
RB,Derrick Henry (40061173),Derrick Henry,40061173,RB/FLEX,7500,DET@BAL 09/22/2025 08:15PM ET,BAL,17.75
QB,Josh Allen (40061057),Josh Allen,40061057,QB,7400,MIA@BUF 09/18/2025 08:15PM ET,BUF,26.79
WR,Amon-Ra St. Brown (40061537),Amon-Ra St. Brown,40061537,WR/FLEX,7400,DET@BAL 09/22/2025 08:15PM ET,DET,25.35
WR,Nico Collins (40061539),Nico Collins,40061539,WR/FLEX,7300,HOU@JAX 09/21/2025 01:00PM ET,HOU,9.85
QB,Lamar Jackson (40061058),Lamar Jackson,40061058,QB,7300,DET@BAL 09/22/2025 08:15PM ET,BAL,27.83
RB,Jonathan Taylor (40061175),Jonathan Taylor,40061175,RB/FLEX,7200,IND@TEN 09/21/2025 01:00PM ET,IND,22.65
WR,Malik Nabers (40061541),Malik Nabers,40061541,WR/FLEX,7200,KC@NYG 09/21/2025 08:20PM ET,NYG,26.4
RB,Bucky Irving (40061177),Bucky Irving,40061177,RB/FLEX,7100,NYJ@TB 09/21/2025 01:00PM ET,TB,16.3
RB,Josh Jacobs (40061179),Josh Jacobs,40061179,RB/FLEX,7000,GB@CLE 09/21/2025 01:00PM ET,GB,14.2
QB,Jayden Daniels (40061059),Jayden Daniels,40061059,QB,7000,LV@WAS 09/21/2025 01:00PM ET,WAS,19.91
RB,Chase Brown (40061181),Chase Brown,40061181,RB/FLEX,6900,CIN@MIN 09/21/2025 01:00PM ET,CIN,10.8
RB,De'Von Achane (40061183),De'Von Achane,40061183,RB/FLEX,6800,MIA@BUF 09/18/2025 08:15PM ET,MIA,21.35
