Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Puka Nacua (40323451),Puka Nacua,40323451,WR/FLEX,8700,LAR@BAL 10/12/2025 01:00PM ET,LAR,28.6
RB,Jonathan Taylor (40323109),Jonathan Taylor,40323109,RB/FLEX,8500,ARI@IND 10/12/2025 01:00PM ET,IND,25.46
RB,Christian McCaffrey (40323111),Christian McCaffrey,40323111,RB/FLEX,8400,SF@TB 10/12/2025 04:25PM ET,SF,24.78
RB,Bijan Robinson (40323113),Bijan Robinson,40323113,RB/FLEX,8200,BUF@ATL 10/13/2025 07:15PM ET,ATL,24.35
RB,Jahmyr Gibbs (40323115),Jahmyr Gibbs,40323115,RB/FLEX,8000,DET@KC 10/12/2025 08:20PM ET,DET,19.14
WR,Amon-Ra St. Brown (40323453),Amon-Ra St. Brown,40323453,WR/FLEX,7900,DET@KC 10/12/2025 08:20PM ET,DET,23.68
RB,De'Von Achane (40323117),De'Von Achane,40323117,RB/FLEX,7800,LAC@MIA 10/12/2025 01:00PM ET,MIA,18.5
WR,Ja'Marr Chase (40323455),Ja'Marr Chase,40323455,WR/FLEX,7700,CIN@GB 10/12/2025 04:25PM ET,CIN,18.66
QB,Josh Allen (40323006),Josh Allen,40323006,QB,7700,BUF@ATL 10/13/2025 07:15PM ET,BUF,24.78
RB,Saquon Barkley (40323119),Saquon Barkley,40323119,RB/FLEX,7600,PHI@NYG 10/09/2025 08:15PM ET,PHI,16.1
WR,Jaxon Smith-Njigba (40323457),Jaxon Smith-Njigba,40323457,WR/FLEX,7600,SEA@JAX 10/12/2025 01:00PM ET,SEA,21.7
WR,CeeDee Lamb (40323459),CeeDee Lamb,40323459,WR/FLEX,7500,DAL@CAR 10/12/2025 01:00PM ET,DAL,14.73
RB,Josh Jacobs (40323121),Josh Jacobs,40323121,RB/FLEX,7300,CIN@GB 10/12/2025 04:25PM ET,GB,18.12
WR,Emeka Egbuka (40323461),Emeka Egbuka,40323461,WR/FLEX,7200,SF@TB 10/12/2025 04:25PM ET,TB,21.68
RB,James Cook III (40323123),James Cook III,40323123,RB/FLEX,7100,BUF@ATL 10/13/2025 07:15PM ET,BUF,20.98
QB,Lamar Jackson (40323007),Lamar Jackson,40323007,QB,7000,LAR@BAL 10/12/2025 01:00PM ET,BAL,23.84
RB,Bucky Irving (40323125),Bucky Irving,40323125,RB/FLEX,7000,SF@TB 10/12/2025 04:25PM ET,TB,19
RB,Ashton Jeanty (40323127),Ashton Jeanty,40323127,RB/FLEX,6900,TEN@LV 10/12/2025 04:05PM ET,LV,15.82
QB,Jayden Daniels (40323008),Jayden Daniels,40323008,QB,6900,CHI@WAS 10/13/2025 08:15PM ET,WAS,18.99
WR,George Pickens (40323463),George Pickens,40323463,WR/FLEX,6800,DAL@CAR 10/12/2025 01:00PM ET,DAL,18.34
QB,Jalen Hurts (40323009),Jalen Hurts,40323009,QB,6700,PHI@NYG 10/09/2025 08:15PM ET,PHI,20.95
WR,Davante Adams (40323465),Davante Adams,40323465,WR/FLEX,6700,LAR@BAL 10/12/2025 01:00PM ET,LAR,15.74
QB,Baker Mayfield (40323010),Baker Mayfield,40323010,QB,6600,SF@TB 10/12/2025 04:25PM ET,TB,21.94
WR,Mike Evans (40323467),Mike Evans,40323467,WR/FLEX,6600,SF@TB 10/12/2025 04:25PM ET,TB,11.33
QB,Dak Prescott (40323011),Dak Prescott,40323011,QB,6500,DAL@CAR 10/12/2025 01:00PM ET,DAL,22.05
RB,Omarion Hampton (40323129),Omarion Hampton,40323129,RB/FLEX,6500,LAC@MIA 10/12/2025 01:00PM ET,LAC,16
QB,Patrick Mahomes (40323012),Patrick Mahomes,40323012,QB,6500,DET@KC 10/12/2025 08:20PM ET,KC,22.39
WR,Rome Odunze (40323469),Rome Odunze,40323469,WR/FLEX,6500,CHI@WAS 10/13/2025 08:15PM ET,CHI,20.65
QB,Matthew Stafford (40323013),Matthew Stafford,40323013,QB,6400,LAR@BAL 10/12/2025 01:00PM ET,LAR,21.34
RB,Javonte Williams (40323131),Javonte Williams,40323131,RB/FLEX,6400,DAL@CAR 10/12/2025 01:00PM ET,DAL,21.5
WR,Deebo Samuel Sr. (40323471),Deebo Samuel Sr.,40323471,WR/FLEX,6400,CHI@WAS 10/13/2025 08:15PM ET,WAS,17.72
WR,Garrett Wilson (40323473),Garrett Wilson,40323473,WR/FLEX,6300,DEN@NYJ 10/12/2025 09:30AM ET,NYJ,19.04
RB,Cam Skattebo (40323135),Cam Skattebo,40323135,RB/FLEX,6300,PHI@NYG 10/09/2025 08:15PM ET,NYG,13.86
RB,Kyren Williams (40323133),Kyren Williams,40323133,RB/FLEX,6300,LAR@BAL 10/12/2025 01:00PM ET,LAR,17.32
QB,Justin Herbert (40323015),Justin Herbert,40323015,QB,6300,LAC@MIA 10/12/2025 01:00PM ET,LAC,19.89
QB,Jared Goff (40323014),Jared Goff,40323014,QB,6300,DET@KC 10/12/2025 08:20PM ET,DET,19.28
RB,Derrick Henry (40323137),Derrick Henry,40323137,RB/FLEX,6200,LAR@BAL 10/12/2025 01:00PM ET,BAL,12.86
WR,Brian Thomas Jr. (40323477),Brian Thomas Jr.,40323477,WR/FLEX,6200,SEA@JAX 10/12/2025 01:00PM ET,JAX,9
QB,Jordan Love (40323016),Jordan Love,40323016,QB,6200,CIN@GB 10/12/2025 04:25PM ET,GB,19.8
WR,Drake London (40323475),Drake London,40323475,WR/FLEX,6200,BUF@ATL 10/13/2025 07:15PM ET,ATL,14.72
WR,Courtland Sutton (40323479),Courtland Sutton,40323479,WR/FLEX,6100,DEN@NYJ 10/12/2025 09:30AM ET,DEN,16.7
RB,Kenneth Walker III (40323139),Kenneth Walker III,40323139,RB/FLEX,6100,SEA@JAX 10/12/2025 01:00PM ET,SEA,13.36
WR,Jaylen Waddle (40323481),Jaylen Waddle,40323481,WR/FLEX,6100,LAC@MIA 10/12/2025 01:00PM ET,MIA,14.7
QB,Brock Purdy (40323017),Brock Purdy,40323017,QB,6100,SF@TB 10/12/2025 04:25PM ET,SF,21.22
RB,Breece Hall (40323143),Breece Hall,40323143,RB/FLEX,6000,DEN@NYJ 10/12/2025 09:30AM ET,NYJ,14.42
WR,Tetairoa McMillan (40323483),Tetairoa McMillan,40323483,WR/FLEX,6000,DAL@CAR 10/12/2025 01:00PM ET,CAR,12.42
QB,Daniel Jones (40323018),Daniel Jones,40323018,QB,6000,ARI@IND 10/12/2025 01:00PM ET,IND,20.04
RB,Rachaad White (40323141),Rachaad White,40323141,RB/FLEX,6000,SF@TB 10/12/2025 04:25PM ET,TB,10.26
WR,Xavier Worthy (40323485),Xavier Worthy,40323485,WR/FLEX,6000,DET@KC 10/12/2025 08:20PM ET,KC,8.55
