Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Derrick Henry (39976299),Derrick Henry,39976299,RB/FLEX,8200,CLE@BAL 09/14/2025 01:00PM ET,BAL,33.2
WR,Ja'Marr Chase (39976665),Ja'Marr Chase,39976665,WR/FLEX,8100,JAX@CIN 09/14/2025 01:00PM ET,CIN,4.6
RB,Saquon Barkley (39976301),Saquon Barkley,39976301,RB/FLEX,8000,PHI@KC 09/14/2025 04:25PM ET,PHI,18.4
RB,Bijan Robinson (39976303),Bijan Robinson,39976303,RB/FLEX,7900,ATL@MIN 09/14/2025 08:20PM ET,ATL,27.4
WR,CeeDee Lamb (39976667),CeeDee Lamb,39976667,WR/FLEX,7800,NYG@DAL 09/14/2025 01:00PM ET,DAL,21
WR,Justin Jefferson (39976669),Justin Jefferson,39976669,WR/FLEX,7700,ATL@MIN 09/14/2025 08:20PM ET,MIN,14.8
WR,Puka Nacua (39976671),Puka Nacua,39976671,WR/FLEX,7600,LAR@TEN 09/14/2025 01:00PM ET,LAR,26.1
RB,Christian McCaffrey (39976305),Christian McCaffrey,39976305,RB/FLEX,7500,SF@NO 09/14/2025 01:00PM ET,SF,23.2
RB,Jahmyr Gibbs (39976307),Jahmyr Gibbs,39976307,RB/FLEX,7400,CHI@DET 09/14/2025 01:00PM ET,DET,15
WR,Nico Collins (39976673),Nico Collins,39976673,WR/FLEX,7300,TB@HOU 09/15/2025 07:00PM ET,HOU,5.5
RB,Bucky Irving (39976309),Bucky Irving,39976309,RB/FLEX,7200,TB@HOU 09/15/2025 07:00PM ET,TB,14.5
WR,Malik Nabers (39976675),Malik Nabers,39976675,WR/FLEX,7100,NYG@DAL 09/14/2025 01:00PM ET,NYG,12.1
QB,Josh Allen (39976194),Josh Allen,39976194,QB,7100,BUF@NYJ 09/14/2025 01:00PM ET,BUF,41.76
QB,Lamar Jackson (39976195),Lamar Jackson,39976195,QB,7000,CLE@BAL 09/14/2025 01:00PM ET,BAL,29.36
WR,Amon-Ra St. Brown (39976677),Amon-Ra St. Brown,39976677,WR/FLEX,7000,CHI@DET 09/14/2025 01:00PM ET,DET,8.5
RB,Ashton Jeanty (39976311),Ashton Jeanty,39976311,RB/FLEX,7000,LAC@LV 09/15/2025 10:00PM ET,LV,12
RB,De'Von Achane (39976313),De'Von Achane,39976313,RB/FLEX,6900,NE@MIA 09/14/2025 01:00PM ET,MIA,16.5
WR,Ladd McConkey (39976679),Ladd McConkey,39976679,WR/FLEX,6900,LAC@LV 09/15/2025 10:00PM ET,LAC,13.4
RB,Chase Brown (39976315),Chase Brown,39976315,RB/FLEX,6800,JAX@CIN 09/14/2025 01:00PM ET,CIN,13.1
QB,Jalen Hurts (39976196),Jalen Hurts,39976196,QB,6800,PHI@KC 09/14/2025 04:25PM ET,PHI,24.28
WR,Mike Evans (39976681),Mike Evans,39976681,WR/FLEX,6800,TB@HOU 09/15/2025 07:00PM ET,TB,10.1
QB,Jayden Daniels (39976197),Jayden Daniels,39976197,QB,6700,WAS@GB 09/11/2025 08:15PM ET,WAS,20.12
WR,Brian Thomas Jr. (39976683),Brian Thomas Jr.,39976683,WR/FLEX,6700,JAX@CIN 09/14/2025 01:00PM ET,JAX,9
RB,Jonathan Taylor (39976317),Jonathan Taylor,39976317,RB/FLEX,6700,DEN@IND 09/14/2025 04:05PM ET,IND,12.8
QB,Joe Burrow (39976198),Joe Burrow,39976198,QB,6600,JAX@CIN 09/14/2025 01:00PM ET,CIN,8.82
RB,James Conner (39976319),James Conner,39976319,RB/FLEX,6600,CAR@ARI 09/14/2025 04:05PM ET,ARI,14.4
WR,A.J. Brown (39976685),A.J. Brown,39976685,WR/FLEX,6600,PHI@KC 09/14/2025 04:25PM ET,PHI,1.8
RB,Josh Jacobs (39976321),Josh Jacobs,39976321,RB/FLEX,6500,WAS@GB 09/11/2025 08:15PM ET,GB,14
WR,Garrett Wilson (39976687),Garrett Wilson,39976687,WR/FLEX,6500,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,22.5
WR,Drake London (39976689),Drake London,39976689,WR/FLEX,6500,ATL@MIN 09/14/2025 08:20PM ET,ATL,13.5
QB,Baker Mayfield (39976199),Baker Mayfield,39976199,QB,6500,TB@HOU 09/15/2025 07:00PM ET,TB,22.58
WR,Tyreek Hill (39976691),Tyreek Hill,39976691,WR/FLEX,6400,NE@MIA 09/14/2025 01:00PM ET,MIA,8
RB,James Cook (39976323),James Cook,39976323,RB/FLEX,6400,BUF@NYJ 09/14/2025 01:00PM ET,BUF,21.2
QB,Kyler Murray (39976200),Kyler Murray,39976200,QB,6400,CAR@ARI 09/14/2025 04:05PM ET,ARI,18.32
QB,Brock Purdy (39976201),Brock Purdy,39976201,QB,6300,SF@NO 09/14/2025 01:00PM ET,SF,18.78
RB,Kyren Williams (39976325),Kyren Williams,39976325,RB/FLEX,6300,LAR@TEN 09/14/2025 01:00PM ET,LAR,13.9
WR,Courtland Sutton (39976693),Courtland Sutton,39976693,WR/FLEX,6300,DEN@IND 09/14/2025 04:05PM ET,DEN,18.1
TE,Brock Bowers (39977259),Brock Bowers,39977259,TE/FLEX,6300,LAC@LV 09/15/2025 10:00PM ET,LV,18.3
WR,Zay Flowers (39976695),Zay Flowers,39976695,WR/FLEX,6200,CLE@BAL 09/14/2025 01:00PM ET,BAL,31.1
RB,Breece Hall (39976327),Breece Hall,39976327,RB/FLEX,6200,BUF@NYJ 09/14/2025 01:00PM ET,NYJ,19.5
QB,Patrick Mahomes (39976202),Patrick Mahomes,39976202,QB,6200,PHI@KC 09/14/2025 04:25PM ET,KC,26.02
WR,Tee Higgins (39976697),Tee Higgins,39976697,WR/FLEX,6100,JAX@CIN 09/14/2025 01:00PM ET,CIN,6.3
