week,Player,Salary,Roster Position,%Drafted,FPTS
11,Jaylen Warren,6100,RB,46.61%,8.7
11,Trey McBride,6300,TE,43.11%,30.5
11,Michael Wilson,3800,WR,30.66%,36.5
11,Ja'Marr Chase,8500,WR,30.57%,6.0
11,Chase Brown,5700,RB,29.17%,18.7
11,Titans,2300,DST,26.29%,5.0
11,Christian McCaffrey,9000,RB,26.24%,35.1
11,Josh Jacobs,7800,RB,22.97%,4.0
11,Jacoby Brissett,4900,QB,20.23%,26.88
11,Rico Dowdle,6800,RB,19.12%,15.0
11,Jaxon Smith-Njigba,8900,WR,18.71%,23.6
11,Oronde Gadsden II,4600,TE,16.99%,6.1
11,Woody Marks,5400,RB,16.08%,6.1
11,Wan'Dale Robinson,5500,WR,15.62%,7.6
11,Tee Higgins,6000,WR,15.51%,15.3
11,Justin Jefferson,7500,WR,15.37%,11.1
11,Greg Dortch,3300,WR,15.28%,18.6
11,Aaron Jones Sr.,5500,FLEX,14.51%,11.1
11,Texans,3700,DST,13.99%,9.0
11,J.J. McCarthy,5200,QB,12.54%,8.0
11,Puka Nacua,8700,WR,12.14%,15.3
11,Ladd McConkey,6500,FLEX,11.87%,4.3
11,Bijan Robinson,8300,FLEX,11.86%,33.3
11,Joe Flacco,5500,QB,11.21%,10.86
11,Nico Collins,6700,WR,11.10%,24.2
11,Justin Herbert,6300,QB,10.95%,4.34
11,Khalil Shakir,5300,WR,10.33%,0.7
11,James Cook III,7300,FLEX,9.83%,20.4
11,RJ Harvey,5400,RB,9.77%,8.0
11,Travis Etienne Jr.,5600,RB,9.73%,19.3
11,George Kittle,5000,FLEX,9.64%,24.7
11,Chargers,2800,DST,9.40%,-2.0
11,DK Metcalf,5700,WR,8.93%,9.9
11,Jauan Jennings,5100,WR,8.70%,9.4
11,Rashee Rice,7900,WR,8.16%,9.8
11,Jordan Addison,5500,WR,7.88%,10.0
11,Packers,3600,DST,7.10%,7.0
11,Parker Washington,5100,WR,7.00%,4.0
11,Josh Allen,7000,QB,6.90%,47.68
11,Emeka Egbuka,7200,WR,6.60%,9.0
11,Browns,2400,DST,6.57%,17.0
11,Joshua Palmer,3300,WR,6.39%,3.7
11,Pat Freiermuth,3200,TE,6.37%,2.9
11,Theo Johnson,4100,FLEX,6.08%,6.6
11,Rome Odunze,6200,WR,6.07%,6.1
11,Kyle Pitts Sr.,4000,TE,6.01%,3.4
11,Romeo Doubs,5000,WR,5.94%,9.3
11,Drake London,7400,WR,5.76%,21.9
11,Ricky Pearsall,5400,WR,5.33%,1.0
11,Christian Watson,4400,WR,5.26%,20.6
11,Brock Purdy,5800,QB,5.09%,19.3
11,Broncos,2600,DST,4.88%,8.0
11,Kimani Vidal,5900,RB,4.87%,3.2
11,Xavier Worthy,4900,WR,4.59%,5.5
11,Jonnu Smith,2900,FLEX,4.49%,0.0
11,Quentin Johnston,5000,WR,4.47%,0.0
11,D'Andre Swift,5800,RB,4.36%,9.0
11,Calvin Austin III,4000,WR,4.35%,1.5
11,Tez Johnson,4700,WR,4.22%,1.6
11,Sam Darnold,5700,QB,4.21%,8.26
11,Aaron Rodgers,5400,QB,4.19%,9.44
11,Patrick Mahomes,6800,QB,4.10%,14.34
11,Dalton Schultz,3900,TE,4.00%,11.1
11,T.J. Hockenson,3000,TE,3.83%,6.9
11,Mark Andrews,3500,TE,3.82%,15.7
11,Davis Mills,4500,QB,3.82%,16.36
11,Dawson Knox,3300,TE,3.63%,3.3
11,Jerry Jeudy,4400,WR,3.56%,5.1
11,Matthew Stafford,6600,QB,3.52%,13.2
11,Travis Kelce,4800,FLEX,3.51%,24.1
11,Bears,2800,DST,3.47%,5.0
11,Vikings,3000,DST,3.39%,3.0
11,Emari Demercado,4500,RB,3.35%,4.0
11,Jakobi Meyers,4600,WR,3.28%,11.4
11,Caleb Williams,5900,QB,3.09%,10.32
11,Jameis Winston,4600,QB,3.05%,13.04
11,Rashid Shaheed,4900,WR,3.04%,4.9
11,Cooper Kupp,4100,WR,2.93%,5.3
11,Zay Flowers,6400,FLEX,2.84%,11.3
11,Colston Loveland,3600,TE,2.78%,7.0
11,Jaguars,2700,DST,2.69%,12.0
11,Falcons,3500,DST,2.68%,4.0
11,Ravens,3800,DST,2.62%,9.0
11,Steelers,3300,DST,2.61%,21.0
11,Cade Otton,4200,TE,2.56%,4.8
11,Chiefs,3100,DST,2.31%,2.0
11,Rachaad White,6200,RB,2.31%,8.2
11,Derrick Henry,6600,RB,2.29%,23.2
11,Tyler Higbee,2700,TE,2.28%,3.3
11,Keenan Allen,5300,WR,2.26%,9.3
11,Quinshon Judkins,6400,FLEX,2.23%,5.9
11,Darnell Mooney,3700,WR,2.20%,6.4
11,Kyren Williams,6900,RB,2.07%,16.6
11,Tetairoa McMillan,5600,WR,2.05%,36.0
11,Rams,2900,DST,1.98%,9.0
11,Michael Penix Jr.,4700,QB,1.98%,7.9
11,Jalen Nailor,3500,WR,1.97%,2.6
11,Cardinals,2500,DST,1.95%,-1.0
11,Olamide Zaccheaus,3300,WR,1.83%,0.0
11,Harold Fannin Jr.,3800,FLEX,1.78%,4.6
11,Giants,2300,DST,1.72%,2.0
11,Seahawks,2600,DST,1.60%,2.0
11,Panthers,2700,DST,1.60%,2.0
11,Troy Franklin,5400,WR,1.55%,12.4
11,Kareem Hunt,5200,RB,1.50%,13.2
11,Luther Burden III,3700,WR,1.45%,5.7
11,AJ Barner,3100,TE,1.42%,17.1
11,Davante Adams,7700,WR,1.39%,7.1
11,Jordan Love,6000,QB,1.33%,17.66
11,Lamar Jackson,6900,QB,1.30%,6.72
11,David Njoku,3300,TE,1.15%,1.7
11,Noah Fant,3200,TE,1.15%,7.6
11,Bills,3200,DST,1.11%,4.0
11,Isaiah Likely,3000,TE,1.07%,3.5
11,Baker Mayfield,6400,QB,1.06%,18.82
11,Gabe Davis,3500,WR,1.03%,7.0
11,DJ Moore,5200,WR,1.00%,3.1
11,Jayden Higgins,3500,WR,0.93%,9.5
11,49ers,3400,DST,0.87%,6.0
11,Terrance Ferguson,2500,TE,0.87%,0.0
11,Sean Tucker,5000,RB,0.83%,37.0
11,Courtland Sutton,5900,WR,0.76%,9.9
11,Luke Musgrave,3700,TE,0.64%,0.9
11,Buccaneers,2500,DST,0.56%,2.0
11,Andrei Iosivas,3600,WR,0.56%,5.0
11,Bengals,2400,DST,0.55%,1.0
11,Darnell Washington,2700,FLEX,0.49%,10.7
11,Dillon Gabriel,4200,QB,0.48%,2.92
11,Tyler Allgeier,4800,RB,0.47%,9.6
11,Jalen Coker,3100,WR,0.46%,11.2
11,Isaiah Hodgins,3000,WR,0.43%,10.7
11,Elijah Higgins,2500,TE,0.42%,2.1
11,Bo Nix,6100,QB,0.41%,12.6
11,Dontayvion Wicks,4000,WR,0.41%,1.9
11,DeAndre Hopkins,3400,WR,0.40%,2.1
11,Jalin Hyatt,3000,FLEX,0.37%,3.8
11,Hollywood Brown,4300,WR,0.35%,8.0
11,Cedric Tillman,3400,FLEX,0.32%,8.2
11,Roman Wilson,3200,WR,0.29%,2.7
11,Kenneth Walker III,5100,RB,0.28%,20.1
11,Trevor Lawrence,5100,QB,0.26%,16.02
11,Tyrone Tracy Jr.,5600,RB,0.26%,17.9
11,Elic Ayomanor,3900,WR,0.25%,3.1
11,Chimere Dike,4100,FLEX,0.24%,3.4
11,Kenneth Gainwell,4100,RB,0.24%,29.5
11,Keaton Mitchell,4000,FLEX,0.24%,7.4
11,Kendrick Bourne,4300,WR,0.23%,0.0
11,Elijah Arroyo,2600,TE,0.23%,0.0
11,Jackson Hawes,2800,TE,0.23%,0.0
11,Evan Engram,3500,TE,0.22%,7.3
11,Matthew Golden,4200,WR,0.20%,3.4
11,Marvin Mims Jr.,3900,FLEX,0.19%,0.2
11,Christian Kirk,3800,FLEX,0.19%,1.6
11,Nick Chubb,4700,RB,0.19%,1.7
11,Tyjae Spears,4900,RB,0.19%,8.4
11,Zach Charbonnet,5100,RB,0.18%,6.7
11,Keon Coleman,4500,WR,0.17%,0.0
11,Johnny Mundt,2500,TE,0.14%,4.5
11,Calvin Ridley,4700,WR,0.14%,2.3
11,Devin Singletary,4600,RB,0.14%,17.7
11,Gunner Olszewski,3000,WR,0.14%,0.0
11,Jaylin Noel,3400,WR,0.13%,2.2
11,Xavier Weaver,3000,WR,0.13%,3.5
11,Xavier Hutchinson,3100,WR,0.13%,7.2
11,Jordan Mason,6000,RB,0.12%,10.5
11,Zonovan Knight,5000,RB,0.12%,14.5
11,Sterling Shepard,4200,WR,0.12%,10.1
11,Ray-Ray McCloud III,3000,WR,0.11%,0.0
11,Devontez Walker,3000,WR,0.10%,0.0
11,Ja'Tavion Sanders,2700,TE,0.08%,6.2
11,Bryce Young,4800,QB,0.08%,34.82
11,Brashard Smith,4100,RB,0.07%,2.8
11,Cam Ward,4300,QB,0.07%,14.06
11,Kyle Monangai,5300,RB,0.06%,10.7
11,Brian Robinson Jr.,4500,RB,0.06%,2.4
11,Blake Corum,4400,RB,0.06%,1.5
11,Gunnar Helm,2600,TE,0.06%,6.9
11,Tony Pollard,5300,FLEX,0.06%,5.6
11,Colby Parkinson,2500,TE,0.05%,9.4
11,Tre' Harris,3300,WR,0.05%,2.2
11,Elijah Moore,3000,WR,0.05%,0.0
11,Curtis Samuel,3200,WR,0.05%,3.9
11,JuJu Smith-Schuster,3200,WR,0.05%,0.0
11,Xavier Legette,3600,WR,0.04%,18.3
11,Pat Bryant,3100,WR,0.04%,13.2
11,Tyler Badie,4200,RB,0.04%,1.0
11,Noah Gray,2500,TE,0.04%,2.9
11,Cole Kmet,2600,TE,0.04%,9.5
11,Jordan Whittington,3000,WR,0.04%,1.9
11,Chuba Hubbard,4800,RB,0.04%,3.8
11,Dyami Brown,3600,WR,0.04%,0.0
11,Ty Johnson,4300,FLEX,0.02%,15.0
11,Daniel Bellinger,2500,TE,0.02%,0.0
11,Scotty Miller,3000,WR,0.02%,0.0
11,Brian Thomas Jr.,6100,WR,0.02%,0.0
11,Emanuel Wilson,4600,FLEX,0.02%,13.9
11,Bhayshul Tuten,4700,RB,0.02%,13.4
11,Russell Wilson,4600,QB,0.02%,0.0
11,Tyquan Thornton,3400,FLEX,0.02%,7.1
11,Chig Okonkwo,3400,TE,0.02%,8.6
11,Tyler Conklin,3100,FLEX,0.02%,0.0
11,Jayden Reed,4500,WR,0.01%,0.0
11,Michael Carter,4000,FLEX,0.01%,7.8
11,Tahj Brooks,4000,FLEX,0.01%,0.5
11,Xavier Smith,3000,FLEX,0.01%,1.8
11,Isiah Pacheco,5200,RB,0.01%,0.0
11,Kyle Juszczyk,4000,FLEX,0.01%,4.6
11,Tanner Hudson,2500,TE,0.01%,5.2
11,Dalton Kincaid,4300,TE,0.01%,0.0
11,Jaleel McLaughlin,4000,FLEX,0.01%,8.4
11,Tim Patrick,3000,FLEX,0.01%,11.0
11,Jake Tonges,2500,FLEX,0.01%,0.0
11,Samaje Perine,4200,FLEX,0.01%,0.0
11,Tyrell Shavers,3000,WR,0.01%,19.0
11,Casey Washington,3000,WR,0.01%,0.0
11,Andre Baccellia,3000,WR,0.01%,1.5
11,Davis Allen,2500,TE,0.01%,0.0
11,Mac Jones,5300,QB,0.01%,-0.3
11,Adam Thielen,3000,WR,0.01%,1.6
11,Cade Stover,2500,FLEX,0.01%,0.0
11,Kendall Milton,4000,RB,0.01%,0.2
11,Raheim Sanders,4000,RB,0.01%,0.0
