week,Player,Salary,Roster Position,%Drafted,FPTS
13,Ian Thomas,2500,TE,0.03%,1.8
13,Raheem Mostert,4000,RB,0.02%,0.6
13,Dont'e Thornton Jr.,3000,WR,0.02%,2.1
13,Justin Fields,4300,QB,0.02%,0.0
13,Jaret Patterson,4000,FLEX,0.02%,11.4
13,Audric Estime,4000,RB,0.02%,0.0
13,Tyler Johnson,3000,WR,0.01%,0.0
13,Isaiah Davis,4500,FLEX,0.01%,0.0
13,Demarcus Robinson,3000,WR,0.01%,0.6
13,Albert Okwuegbunam Jr.,2500,FLEX,0.01%,0.0
13,Dyami Brown,3000,FLEX,0.01%,0.0
13,Ray Davis,4000,FLEX,0.01%,6.2
13,Tommy Tremble,2500,TE,0.01%,1.2
13,Davis Mills,4500,QB,0.01%,0.0
13,Josh Oliver,2500,TE,0.01%,0.0
13,Allen Lazard,3000,WR,0.01%,2.0
13,Cade Stover,2500,TE,0.01%,3.9
13,Xavier Smith,3000,WR,0.01%,11.2
13,Johnny Mundt,2500,TE,0.01%,0.0
13,Tyler Conklin,2600,FLEX,0.01%,0.0
13,James Proche II,3000,WR,0.01%,2.3
13,Marquez Valdes-Scantling,3000,WR,0.01%,0.0
13,Mo Alie-Cox,2500,TE,0.01%,0.0
13,Teddy Bridgewater,4400,QB,0.01%,0.0
13,Omarion Hampton,5900,RB,0.01%,0.0
13,Mac Jones,5000,QB,0.01%,0.2
13,Isaiah Williams,3000,WR,0.01%,0.0
13,Jimmy Horn Jr.,3000,WR,0.01%,0.0
13,Foster Moreau,2500,TE,0.01%,3.3
13,Xavier Weaver,3000,WR,0.01%,0.0
13,Tutu Atwell,3300,WR,0.01%,0.0
13,LeQuint Allen Jr.,4100,RB,0.01%,0.0
13,Malachi Corley,3000,WR,0.01%,0.9
13,Julian Hill,2500,FLEX,0.01%,0.0
13,Jake Tonges,2500,FLEX,0.01%,0.0
13,Jack Bech,3000,WR,0.00%,4.2
13,Cody White,3000,WR,0.00%,3.1
13,Trevor Etienne,4000,FLEX,0.00%,1.4
13,Konata Mumpfield,3000,WR,0.00%,0.0
13,Will Dissly,2500,FLEX,0.00%,0.0
13,Jeremy Ruckert,2500,FLEX,0.00%,3.2
13,Kyle Juszczyk,4000,RB,0.00%,4.7
13,Ameer Abdullah,4000,RB,0.00%,0.0
13,Charlie Woerner,2500,TE,0.00%,0.0
13,Hunter Long,2500,TE,0.00%,0.0
13,Trey Benson,5400,RB,0.00%,0.0
13,Trayveon Williams,4000,FLEX,0.00%,0.0
13,Drew Ogletree,2500,TE,0.00%,1.8
13,Alvin Kamara,5500,RB,0.00%,0.0
13,Messiah Swinson,2500,TE,0.00%,0.0
13,Mitchell Evans,2500,FLEX,0.00%,5.0
13,Elijah Moore,3000,FLEX,0.00%,0.0
13,Kaleb Johnson,4000,RB,0.00%,0.3
13,Derius Davis,3000,FLEX,0.00%,0.0
13,Carson Wentz,4000,QB,0.00%,0.0
13,Ty Chandler,4000,RB,0.00%,0.0
13,Jalen McMillan,4000,WR,0.00%,0.0
13,Travis Vokolek,2500,TE,0.00%,0.0
13,Riley Leonard,4000,QB,0.00%,0.0
13,Tucker Fisk,2500,TE,0.00%,0.0
13,Adam Thielen,3000,WR,0.00%,0.0
13,Cedrick Wilson Jr.,3000,WR,0.00%,2.6
13,Austin Trammell,3000,WR,0.00%,0.0
13,Connor Heyward,2500,FLEX,0.00%,0.0
13,Dante Pettis,3000,WR,0.00%,0.0
13,Kevin Austin Jr.,3000,WR,0.00%,0.0
13,Jaylen Wright,4000,FLEX,0.00%,1.6
13,Nick Vannett,2500,TE,0.00%,0.0
13,Stone Smartt,2500,TE,0.00%,0.0
13,Jamal Agnew,3000,WR,0.00%,-1.0
13,Deven Thompkins,3000,WR,0.00%,4.8
13,Kameron Johnson,3000,WR,0.00%,0.0
13,Laquon Treadwell,3000,WR,0.00%,0.0
13,Raheim Sanders,4000,RB,0.00%,0.0
13,Brycen Tremayne,3000,WR,0.00%,0.0
13,Jack Stoll,2500,TE,0.00%,0.0
13,Andrew Beck,4000,FLEX,0.00%,0.0
13,Tanner Conner,2500,FLEX,0.00%,0.0
13,Dare Ogunbowale,4000,FLEX,0.00%,0.0
13,Nick Muse,2500,TE,0.00%,0.0
13,Hunter Renfrow,3000,FLEX,0.00%,0.0
13,Keleki Latu,2500,FLEX,0.00%,0.0
13,Jerome Ford,4000,RB,0.00%,4.7
13,Luke Farrell,2500,TE,0.00%,0.0
13,Drake London,7300,WR,0.00%,0.0
13,Spencer Rattler,4000,QB,0.00%,0.0
13,Pharaoh Brown,2500,TE,0.00%,0.0
13,Jermar Jefferson,4000,RB,0.00%,0.0
13,Anthony Richardson Sr.,4000,QB,0.00%,0.0
13,Anthony Tyus III,4000,RB,0.00%,0.0
13,Ronnie Bell,3000,WR,0.00%,0.0
13,Skyy Moore,3000,FLEX,0.00%,0.0
13,Alec Ingold,4000,RB,0.00%,0.0
13,Ben Skowronek,3000,WR,0.00%,0.0
13,Ryan Miller,3000,WR,0.00%,0.0
13,Jake Bobo,3000,WR,0.00%,0.0
13,Zavier Scott,4000,RB,0.00%,3.1
13,Jamari Thrash,3000,WR,0.00%,0.0
13,Julius Chestnut,4000,RB,0.00%,0.0
13,Tyler Goodson,4000,RB,0.00%,0.0
13,Michael Mayer,2800,FLEX,0.00%,0.0
13,Tru Edwards,3000,FLEX,0.00%,0.0
13,Casey Washington,3000,FLEX,0.00%,0.0
13,Cam Akers,0,RB,0.00%,0.0
13,John Wolford,4000,QB,0.00%,0.0
13,Emari Demercado,4400,RB,0.00%,0.0
13,Evan Hull,4000,RB,0.00%,1.5
13,Dillon Gabriel,4200,QB,0.00%,0.0
13,Frank Gore Jr.,4000,FLEX,0.00%,0.0
13,Carter Runyon,2500,TE,0.00%,0.0
13,Drew Lock,4000,QB,0.00%,0.0
13,Mason Rudolph,4600,QB,0.00%,-1.0
13,Kene Nwangwu,4000,FLEX,0.00%,0.0
13,Tyreek Hill,3000,WR,0.00%,0.0
13,Teagan Quitoriano,2500,FLEX,0.00%,0.0
13,Velus Jones Jr.,4000,FLEX,0.00%,0.0
13,Kenny Pickett,4000,QB,0.00%,0.0
13,Curtis Samuel,3100,FLEX,0.00%,0.0
13,Braxton Berrios,3000,WR,0.00%,0.0
13,Khalil Herbert,4000,FLEX,0.00%,0.0
13,Nick Kallerup,2500,FLEX,0.00%,0.0
13,Ja'Quinden Jackson,4000,RB,0.00%,0.0
13,Tim Jones,3000,FLEX,0.00%,0.0
13,Scott Matlock,4000,FLEX,0.00%,0.0
13,C.J. Ham,4000,FLEX,0.00%,0.0
13,James Conner,4000,RB,0.00%,0.0
13,Jimmy Garoppolo,4000,QB,0.00%,0.0
13,John Rhys Plumlee,3000,WR,0.00%,0.0
13,Sean McKeon,2500,FLEX,0.00%,0.0
13,Cody Schrader,4000,RB,0.00%,0.0
13,J.J. McCarthy,4700,QB,0.00%,0.0
13,Ja'seem Reed,3000,WR,0.00%,0.0
13,Dylan Laube,4000,RB,0.00%,0.0
13,KhaDarel Hodge,3000,WR,0.00%,0.0
13,Jakob Johnson,2500,TE,0.00%,0.0
13,Reggie Gilliam,4000,RB,0.00%,0.0
13,Josiah Deguara,2500,FLEX,0.00%,0.0
13,Hal Presley III,3000,FLEX,0.00%,0.0
13,Dee Eskridge,3000,WR,0.00%,0.0
13,Robbie Ouzts,4000,RB,0.00%,0.0
13,Isaac Guerendo,4000,RB,0.00%,0.0
13,Junior Bergen,3000,FLEX,0.00%,0.0
13,Corey Kiner,4000,RB,0.00%,0.0
13,Andre Baccellia,3000,WR,0.00%,0.0
13,Ronnie Rivers,4000,RB,0.00%,0.0
13,Trey Sermon,4000,RB,0.00%,0.0
13,Ben Sims,2500,FLEX,0.00%,0.0
13,Jared Wayne,3000,FLEX,0.00%,0.0
13,Garrett Wilson,3000,WR,0.00%,0.0
13,Ke'Shawn Williams,3000,WR,0.00%,0.0
13,Dalevon Campbell,3000,WR,0.00%,0.0
13,Blake Whiteheart,2500,FLEX,0.00%,0.0
13,Matt Sokol,2500,TE,0.00%,0.0
13,Feleipe Franks,2500,TE,0.00%,0.0
13,Owen Wright,4000,RB,0.00%,0.0
13,David Martin-Robinson,2500,TE,0.00%,0.0
13,Amar Johnson,4000,RB,0.00%,0.0
13,Arian Smith,3000,WR,0.00%,0.0
13,Brennan Presley,3000,WR,0.00%,0.0
13,Tory Horton,3000,WR,0.00%,0.0
13,Bryce Pierre,2500,TE,0.00%,0.0
13,Payne Durham,2500,TE,0.00%,2.1
13,Nathan Carter,4000,RB,0.00%,0.0
13,Kalel Mullings,4000,FLEX,0.00%,0.0
13,Phillip Dorsett II,3000,WR,0.00%,0.0
