week,Player,Salary,Roster Position,%Drafted,FPTS
9,Aaron Jones Sr.,5200,RB,0.29%,11.8
9,Cole Kmet,3100,TE,0.28%,2.0
9,Xavier Hutchinson,3900,FLEX,0.28%,6.0
9,Christian Kirk,4200,FLEX,0.28%,6.6
9,Ja'Tavion Sanders,2800,FLEX,0.27%,1.5
9,Tyjae Spears,5100,FLEX,0.27%,9.2
9,Xavier Legette,3900,WR,0.26%,3.2
9,Jordan Whittington,3400,WR,0.25%,0.0
9,Taysom Hill,2700,TE,0.24%,3.0
9,Cam Ward,4500,QB,0.24%,6.4
9,Pat Bryant,3100,WR,0.23%,4.0
9,Elijah Moore,3100,WR,0.23%,3.8
9,Chig Okonkwo,3200,TE,0.22%,3.0
9,Jalen Nailor,3300,WR,0.21%,2.6
9,Noah Gray,2600,TE,0.20%,0.0
9,Gunnar Helm,2900,TE,0.20%,2.5
9,Bryce Young,5300,QB,0.17%,3.98
9,Andrei Iosivas,3400,WR,0.16%,18.0
9,Jaylin Noel,4000,WR,0.16%,-0.3
9,Dawson Knox,2500,TE,0.15%,4.0
9,Kenneth Gainwell,4500,FLEX,0.15%,7.4
9,Tyquan Thornton,3600,FLEX,0.15%,0.0
9,Jordan Mason,5700,RB,0.15%,4.7
9,DeMario Douglas,3500,WR,0.15%,23.0
9,Samaje Perine,4400,RB,0.14%,0.5
9,Jayden Higgins,3700,WR,0.14%,1.4
9,Lil'Jordan Humphrey,3000,WR,0.13%,0.0
9,Emanuel Wilson,4200,RB,0.12%,2.7
9,Jake Tonges,3000,FLEX,0.12%,0.0
9,Demarcus Robinson,3100,WR,0.12%,0.0
9,Tre' Harris,3500,WR,0.12%,3.8
9,Chuba Hubbard,5300,RB,0.11%,1.7
9,Nick Chubb,4900,RB,0.10%,3.4
9,Austin Hooper,2700,FLEX,0.09%,3.0
9,Michael Mayer,3500,TE,0.09%,5.6
9,Tyler Lockett,0,WR,0.08%,0.0
9,D'Andre Swift,6100,RB,0.08%,0.0
9,Darnell Washington,2900,FLEX,0.08%,8.3
9,Travis Homer,4000,RB,0.07%,0.0
9,Terrell Jennings,4000,RB,0.07%,11.4
9,Curtis Samuel,3300,FLEX,0.07%,1.6
9,Devin Singletary,4100,FLEX,0.07%,7.1
9,Blake Corum,4800,FLEX,0.06%,5.8
9,Terrance Ferguson,2500,TE,0.06%,7.4
9,Tyler Allgeier,4700,FLEX,0.06%,0.6
9,Tommy Tremble,2500,FLEX,0.05%,0.0
9,Isaac TeSlaa,3000,WR,0.05%,0.0
9,Brian Robinson Jr.,4300,RB,0.05%,11.3
9,Bhayshul Tuten,4600,RB,0.04%,9.6
9,Ray-Ray McCloud III,3300,FLEX,0.04%,1.5
9,Brandin Cooks,3100,WR,0.04%,3.6
9,Tanner Hudson,2500,TE,0.04%,6.2
9,Charlie Woerner,2500,TE,0.03%,0.0
9,Adonai Mitchell,3000,WR,0.03%,1.7
9,Devin Neal,4500,RB,0.03%,2.2
9,Devaughn Vele,3000,FLEX,0.02%,0.0
9,Marquez Valdes-Scantling,0,WR,0.02%,0.0
9,Travis Hunter,4700,FLEX,0.02%,0.0
9,Kalif Raymond,3000,WR,0.02%,0.0
9,Brock Wright,2500,TE,0.02%,2.1
9,Gabe Davis,0,FLEX,0.02%,0.0
9,Adam Thielen,3000,WR,0.02%,0.0
9,Jack Bech,3100,WR,0.02%,0.0
9,Tyrell Shavers,3000,WR,0.02%,1.7
9,Malik Heath,3200,WR,0.02%,2.1
9,Jaret Patterson,4300,RB,0.02%,4.4
9,Davis Allen,2500,TE,0.02%,6.7
9,Savion Williams,3000,WR,0.02%,2.2
9,Ray Davis,4400,RB,0.02%,0.0
9,Dont'e Thornton Jr.,3000,WR,0.01%,0.0
9,Ty Johnson,4000,FLEX,0.01%,10.0
9,Jalin Hyatt,3000,WR,0.01%,0.0
9,Mitchell Evans,2500,TE,0.01%,0.0
9,Albert Okwuegbunam Jr.,2500,TE,0.01%,0.0
9,Johnny Mundt,2500,TE,0.01%,0.0
9,Xavier Smith,3000,WR,0.01%,3.2
9,Ameer Abdullah,4000,RB,0.01%,1.5
9,Spencer Rattler,4400,QB,0.01%,0.0
9,Brock Purdy,5500,QB,0.01%,0.0
9,Drew Sample,2500,TE,0.01%,0.0
9,Clyde Edwards-Helaire,4000,RB,0.01%,0.5
9,Beaux Collins,3000,WR,0.01%,0.0
9,Colby Parkinson,2500,FLEX,0.01%,3.0
9,Raheem Mostert,4200,RB,0.01%,2.4
9,KhaDarel Hodge,3000,WR,0.01%,0.0
9,Devin Duvernay,3000,WR,0.01%,0.0
9,Mo Alie-Cox,2500,TE,0.01%,0.0
9,Jackson Hawes,2500,TE,0.01%,2.8
9,Kyle Juszczyk,4000,RB,0.01%,2.2
9,D'Ernest Johnson,4000,FLEX,0.01%,0.0
9,Adam Trautman,2500,FLEX,0.01%,4.5
9,Jake Browning,4000,QB,0.01%,0.0
9,Rhamondre Stevenson,5400,RB,0.01%,0.0
9,David Sills V,3000,WR,0.01%,0.0
9,Ashton Dulin,3000,WR,0.00%,0.0
9,Kaleb Johnson,4000,RB,0.00%,2.3
9,Chris Manhertz,2500,FLEX,0.00%,0.0
9,Brittain Brown,4000,RB,0.00%,9.7
9,Konata Mumpfield,3000,WR,0.00%,0.0
9,LeQuint Allen Jr.,4100,RB,0.00%,2.1
9,Marcedes Lewis,0,FLEX,0.00%,0.0
9,Braxton Berrios,3000,WR,0.00%,0.0
9,Harrison Bryant,2500,TE,0.00%,1.2
9,Ricky Pearsall,5400,WR,0.00%,0.0
9,Kirk Cousins,4700,QB,0.00%,0.0
9,Zavier Scott,4400,RB,0.00%,0.0
9,Chris Brooks,4000,FLEX,0.00%,4.4
9,Luke Musgrave,2500,TE,0.00%,6.4
9,Tyler Conklin,2500,TE,0.00%,0.0
9,Robert Tonyan,2500,TE,0.00%,0.0
9,Thomas Fidone II,2500,TE,0.00%,0.0
9,Foster Moreau,2500,TE,0.00%,0.0
9,Jimmy Horn Jr.,3000,WR,0.00%,1.8
9,Elijah Mitchell,4000,RB,0.00%,0.0
9,Austin Trammell,3000,FLEX,0.00%,0.0
9,Ben Skowronek,3000,WR,0.00%,0.0
9,Nikko Remigio,3000,WR,0.00%,0.0
9,Ben Sims,0,TE,0.00%,0.0
9,Durham Smythe,2500,FLEX,0.00%,0.0
9,Hunter Renfrow,3000,WR,0.00%,0.0
9,John FitzPatrick,2500,TE,0.00%,0.0
9,Drew Ogletree,2500,TE,0.00%,0.0
9,Isiah Pacheco,5200,RB,0.00%,0.0
9,Stephen Carlson,2500,TE,0.00%,0.0
9,Jordan Watkins,3000,WR,0.00%,2.9
9,Russell Gage Jr.,3000,WR,0.00%,0.0
9,Ben Yurosek,2500,TE,0.00%,0.0
9,Trevor Etienne,4000,RB,0.00%,0.0
9,Derius Davis,3000,WR,0.00%,0.0
9,Connor Heyward,2500,TE,0.00%,0.4
9,Alex Bachman,3000,WR,0.00%,0.0
9,Zaire Mitchell-Paden,2500,TE,0.00%,0.0
9,Nick Vannett,2500,TE,0.00%,0.0
9,Ronnie Rivers,4000,RB,0.00%,0.0
9,Andy Dalton,4300,QB,0.00%,0.0
9,Gunner Olszewski,3000,WR,0.00%,9.4
9,Ke'Shawn Williams,3000,WR,0.00%,0.0
9,Trayveon Williams,4000,RB,0.00%,0.0
9,Luther Burden III,3800,WR,0.00%,0.0
9,Daniel Bellinger,2600,FLEX,0.00%,0.0
9,Ross Dwelley,2500,FLEX,0.00%,0.0
9,Zamir White,4000,RB,0.00%,0.0
9,KeAndre Lambert-Smith,3000,FLEX,0.00%,0.0
9,Calvin Ridley,4600,WR,0.00%,0.0
9,Mitch Tinsley,3000,WR,0.00%,3.7
9,Tucker Fisk,2500,TE,0.00%,2.2
9,Kenny Pickett,4100,QB,0.00%,0.0
9,Frank Gore Jr.,4000,FLEX,0.00%,0.0
9,Ja'Quinden Jackson,4000,RB,0.00%,0.0
9,Carson Steele,4000,RB,0.00%,0.0
9,Tyler Badie,4000,FLEX,0.00%,2.6
9,Joshua Palmer,3400,WR,0.00%,0.0
9,Kyle Williams,3000,WR,0.00%,0.0
9,Ian Thomas,2500,TE,0.00%,1.9
9,Brenton Strange,2500,TE,0.00%,0.0
9,Omarion Hampton,4000,RB,0.00%,0.0
9,Luke Farrell,2500,FLEX,0.00%,1.9
9,Jamal Agnew,3000,WR,0.00%,0.0
9,Amar Johnson,4000,RB,0.00%,0.0
9,Jared Wayne,3000,WR,0.00%,0.0
9,Corey Kiner,4000,RB,0.00%,0.0
9,Marvin Mims Jr.,4100,WR,0.00%,0.0
9,Skyy Moore,3000,WR,0.00%,3.1
9,Tyson Bagent,4000,QB,0.00%,0.8
9,Nate Adkins,2500,TE,0.00%,0.0
9,Mason Tipton,3000,FLEX,0.00%,0.0
9,Mason Rudolph,4000,QB,0.00%,0.0
9,DJ Giddens,4000,RB,0.00%,0.0
9,Tyler Goodson,4000,RB,0.00%,1.8
9,Dylan Laube,4000,RB,0.00%,0.0
9,Jake Briningstool,2500,FLEX,0.00%,0.0
9,James Winchester,2500,FLEX,0.00%,0.0
9,Dameon Pierce,4000,RB,0.00%,0.0
9,Jordan Akins,2500,FLEX,0.00%,0.0
9,Trent Sherfield Sr.,3000,WR,0.00%,0.0
9,Kendall Milton,4000,FLEX,0.00%,0.0
9,Malik Nabers,3000,WR,0.00%,0.0
9,Malik Cunningham,3000,WR,0.00%,0.0
9,Thomas Odukoya,2500,TE,0.00%,0.0
9,Dontae Fleming,3000,WR,0.00%,0.0
9,Reggie Gilliam,4000,RB,0.00%,0.0
9,Josh Oliver,2500,TE,0.00%,0.0
9,Brycen Tremayne,3000,FLEX,0.00%,1.8
9,Scott Matlock,4000,RB,0.00%,7.2
9,Dante Miller,4000,RB,0.00%,0.0
9,British Brooks,4000,RB,0.00%,0.0
9,Casey Washington,3200,FLEX,0.00%,0.0
9,Max Brosmer,4000,QB,0.00%,0.0
9,Brevin Jordan,2500,TE,0.00%,0.0
9,Brock Lampe,4000,RB,0.00%,0.0
9,Maximilian Mang,2500,TE,0.00%,0.0
9,Tim Patrick,3200,WR,0.00%,0.0
9,Nyheim Miller-Hines,4000,FLEX,0.00%,0.0
9,Kevin Austin Jr.,3000,WR,0.00%,0.0
9,Will Dissly,2500,FLEX,0.00%,0.0
9,Ulysses Bentley IV,4000,RB,0.00%,0.0
9,Stephen Gosnell,3000,WR,0.00%,0.0
9,Quintez Cephus,3000,WR,0.00%,0.0
9,Cam Akers,4000,RB,0.00%,0.0
9,Audric Estime,4000,FLEX,0.00%,0.0
9,William Wagner,2500,TE,0.00%,0.0
9,Chandler Brayboy,3000,WR,0.00%,0.0
9,Jonathon Brooks,4000,RB,0.00%,0.0
9,Justin Shorter,3000,WR,0.00%,0.0
9,Dante Pettis,3000,WR,0.00%,0.0
9,Keleki Latu,2500,TE,0.00%,0.0
9,Phillip Dorsett II,3000,WR,0.00%,0.0
9,Riley Leonard,4000,QB,0.00%,0.0
9,Laquon Treadwell,3000,WR,0.00%,0.0
9,Luke Grimm,3000,WR,0.00%,0.0
9,Efton Chism III,3000,WR,0.00%,0.0
9,Nikola Kalinic,2500,FLEX,0.00%,0.0
9,Jalen Royals,3000,WR,0.00%,0.0
9,Joshua Dobbs,4000,QB,0.00%,0.0
9,Jimmy Holiday,3000,WR,0.00%,0.0
9,Mark Redman,2500,TE,0.00%,0.0
9,Ainias Smith,3000,WR,0.00%,0.0
9,Thomas Yassmin,2500,TE,0.00%,0.0
9,Bryce Ford-Wheaton,3000,FLEX,0.00%,0.0
9,Maurice Alexander,3000,FLEX,0.00%,0.0
9,Luke Lachey,2500,TE,0.00%,0.0
9,A.T. Perry,3000,WR,0.00%,0.0
9,Jordan Moore,3000,WR,0.00%,0.0
9,Brayden Willis,2500,TE,0.00%,0.0
9,Junior Bergen,3000,WR,0.00%,0.0
9,Raheem Blackshear,4000,RB,0.00%,0.0
9,Nick Nash,3000,WR,0.00%,0.0
9,Deneric Prince,4000,FLEX,0.00%,0.0
9,Dalen Cambre,3000,FLEX,0.00%,0.0
9,Charlie Jones,3000,FLEX,0.00%,6.0
9,David Martin-Robinson,2500,TE,0.00%,0.0
9,Hassan Haskins,4300,RB,0.00%,0.0
9,Jason Brownlee,3000,FLEX,0.00%,0.0
9,Jahdae Walker,3000,WR,0.00%,0.0
9,Mason Kinsey,3000,WR,0.00%,0.0
9,Isaac Guerendo,4000,RB,0.00%,0.0
9,Dare Ogunbowale,4000,RB,0.00%,1.2
9,Trey Sermon,4000,RB,0.00%,0.0
9,Tahj Brooks,4000,RB,0.00%,0.1
9,Jack Westover,4000,RB,0.00%,0.0
9,Julius Chestnut,4000,RB,0.00%,0.0
9,Adam Prentice,4000,RB,0.00%,0.2
9,Jarquez Hunter,4000,FLEX,0.00%,0.0
9,Lew Nichols,4000,RB,0.00%,0.0
9,Jacob Saylors,4000,RB,0.00%,0.0
9,Cam Grandy,2500,TE,0.00%,0.0
9,Carter Runyon,2500,TE,0.00%,0.0
9,James Mitchell,2500,TE,0.00%,0.0
9,Dalevon Campbell,3000,WR,0.00%,0.0
9,,0,,,
