Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Puka Nacua (41295754),Puka Nacua,41295754,WR/FLEX,9200,LAR@ATL 12/29/2025 08:15PM ET,LAR,25.16
RB,Christian McCaffrey (41295418),Christian McCaffrey,41295418,RB/FLEX,8800,CHI@SF 12/28/2025 08:20PM ET,SF,25.72
RB,Bijan Robinson (41295420),Bijan Robinson,41295420,RB/FLEX,8700,LAR@ATL 12/29/2025 08:15PM ET,ATL,22.97
WR,Jaxon Smith-Njigba (41295756),Jaxon Smith-Njigba,41295756,WR/FLEX,8600,SEA@CAR 12/28/2025 01:00PM ET,SEA,23.82
RB,De'Von Achane (41295422),De'Von Achane,41295422,RB/FLEX,8500,TB@MIA 12/28/2025 01:00PM ET,MIA,21.37
WR,Ja'Marr Chase (41295758),Ja'Marr Chase,41295758,WR/FLEX,8300,ARI@CIN 12/28/2025 01:00PM ET,CIN,20.5
RB,James Cook III (41295424),James Cook III,41295424,RB/FLEX,8000,PHI@BUF 12/28/2025 04:25PM ET,BUF,21.47
RB,Jonathan Taylor (41295426),Jonathan Taylor,41295426,RB/FLEX,7800,JAX@IND 12/28/2025 01:00PM ET,IND,23.67
RB,Saquon Barkley (41295428),Saquon Barkley,41295428,RB/FLEX,7600,PHI@BUF 12/28/2025 04:25PM ET,PHI,15.7
TE,Trey McBride (41296300),Trey McBride,41296300,TE/FLEX,7500,ARI@CIN 12/28/2025 01:00PM ET,ARI,19.19
RB,Chase Brown (41295430),Chase Brown,41295430,RB/FLEX,7400,ARI@CIN 12/28/2025 01:00PM ET,CIN,16.03
WR,Nico Collins (41295760),Nico Collins,41295760,WR/FLEX,7400,HOU@LAC 12/27/2025 04:30PM ET,HOU,16.25
RB,Derrick Henry (41295432),Derrick Henry,41295432,RB/FLEX,7200,BAL@GB 12/27/2025 08:00PM ET,BAL,16.15
WR,Chris Olave (41295762),Chris Olave,41295762,WR/FLEX,7200,NO@TEN 12/28/2025 01:00PM ET,NO,16.61
RB,Travis Etienne Jr. (41295434),Travis Etienne Jr.,41295434,RB/FLEX,7100,JAX@IND 12/28/2025 01:00PM ET,JAX,16.26
RB,Josh Jacobs (41295436),Josh Jacobs,41295436,RB/FLEX,7000,BAL@GB 12/27/2025 08:00PM ET,GB,16.99
QB,Josh Allen (41295323),Josh Allen,41295323,QB,7000,PHI@BUF 12/28/2025 04:25PM ET,BUF,24.16
WR,A.J. Brown (41295764),A.J. Brown,41295764,WR/FLEX,7000,PHI@BUF 12/28/2025 04:25PM ET,PHI,15.96
WR,Rashee Rice (41295766),Rashee Rice,41295766,WR/FLEX,6900,DEN@KC 12/25/2025 08:15PM ET,KC,19.14
QB,Matthew Stafford (41295324),Matthew Stafford,41295324,QB,6900,LAR@ATL 12/29/2025 08:15PM ET,LAR,22.06
QB,Drake Maye (41295325),Drake Maye,41295325,QB,6800,NE@NYJ 12/28/2025 01:00PM ET,NE,21.18
WR,Drake London (41295768),Drake London,41295768,WR/FLEX,6800,LAR@ATL 12/29/2025 08:15PM ET,ATL,19.87
RB,Kyren Williams (41295438),Kyren Williams,41295438,RB/FLEX,6700,LAR@ATL 12/29/2025 08:15PM ET,LAR,16.08
WR,Davante Adams (41295770),Davante Adams,41295770,WR/FLEX,6700,LAR@ATL 12/29/2025 08:15PM ET,LAR,16.14
RB,Jaylen Warren (41295440),Jaylen Warren,41295440,RB/FLEX,6600,PIT@CLE 12/28/2025 01:00PM ET,PIT,14.41
QB,Jalen Hurts (41295326),Jalen Hurts,41295326,QB,6600,PHI@BUF 12/28/2025 04:25PM ET,PHI,20.21
RB,RJ Harvey (41295442),RJ Harvey,41295442,RB/FLEX,6500,DEN@KC 12/25/2025 08:15PM ET,DEN,12.31
