Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4997738423,nandop0727 (3/8),0,233.49998,DST Packers  FLEX TreVeyon Henderson QB Trevor Lawrence RB D'Andre Swift RB Tyrone Tracy Jr. TE Dalton Schultz WR Puka Nacua WR Jameson Williams WR DJ Moore,,Woody Marks,RB,41.60%,10.8
2,4997984193,Workhorse0912 (86/150),0,233.29999,DST Chiefs  FLEX Amon-Ra St. Brown QB Trevor Lawrence RB James Cook III RB TreVeyon Henderson TE Colston Loveland WR Jameson Williams WR DJ Moore WR Chimere Dike,,Puka Nacua,WR,36.46%,30.9
3,4998639707,jugadormejor (69/150),0,233.2,DST Jaguars  FLEX Colby Parkinson QB Trevor Lawrence RB Travis Etienne Jr. RB Jacory Croskey-Merritt TE Theo Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Nico Collins,,Ja'Marr Chase,WR,29.33%,26.2
4,4997786104,CoachSavDFS (122/150),0,232.99998,DST Bears  FLEX Colby Parkinson QB Trevor Lawrence RB James Cook III RB Travis Etienne Jr. TE Gunnar Helm WR Puka Nacua WR Nico Collins WR Parker Washington,,Travis Etienne Jr.,RB,24.07%,31.5
5,4998265085,NinersFan4ever (79/150),0,232.2,DST Giants  FLEX Colby Parkinson QB Trevor Lawrence RB Travis Etienne Jr. RB Tyrone Tracy Jr. TE Dallas Goedert WR Puka Nacua WR Ja'Marr Chase WR Brian Thomas Jr.,,Harold Fannin Jr.,TE,22.89%,12
6,4996680099,Styles8620 (40/150),0,231.91998,DST Giants  FLEX Colby Parkinson QB Jared Goff RB Travis Etienne Jr. RB Woody Marks TE Trey McBride WR Amon-Ra St. Brown WR Jameson Williams WR Adonai Mitchell,,Christian McCaffrey,RB,19.90%,15.7
7,4998684629,acemiami (143/145),0,231.9,DST Bears  FLEX Colby Parkinson QB Trevor Lawrence RB Travis Etienne Jr. RB Ashton Jeanty TE Trey McBride WR Chris Olave WR Jameson Williams WR Jakobi Meyers,,Jaxon Smith-Njigba,WR,18.69%,21.3
8,4997410536,weatherman172 (145/150),0,231.12,DST Bengals  FLEX Theo Johnson QB Jared Goff RB Travis Etienne Jr. RB Tyrone Tracy Jr. TE Colby Parkinson WR Puka Nacua WR Amon-Ra St. Brown WR Jameson Williams,,Nico Collins,WR,18.07%,23.5
9,4996344203,mikemcd810 (101/150),0,230.7,DST Bears  FLEX George Kittle QB Trevor Lawrence RB Tyrone Tracy Jr. RB Jacory Croskey-Merritt TE Colby Parkinson WR Jaxon Smith-Njigba WR Amon-Ra St. Brown WR Jakobi Meyers,,George Kittle,TE,16.26%,22.8
10,4997094467,Unflappable (58/150),0,230.5,DST Bears  FLEX George Kittle QB Brock Purdy RB TreVeyon Henderson RB Jacory Croskey-Merritt TE Colby Parkinson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Jauan Jennings,,Terry McLaurin,WR,16.20%,15.9
11,4996826589,im_no_good_at_dfs (4/4),0,229.7,DST Saints  FLEX Jameson Williams QB Trevor Lawrence RB Travis Etienne Jr. RB TreVeyon Henderson TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jakobi Meyers WR Terry McLaurin,,Theo Johnson,FLEX,15.29%,10.2
12,4997647840,Longracing84 (4/10),0,229.62,DST Panthers  FLEX Travis Etienne Jr. QB Jared Goff RB Saquon Barkley RB TreVeyon Henderson TE Colby Parkinson WR Amon-Ra St. Brown WR Jameson Williams WR Jalen Coker,,Jahmyr Gibbs,RB,14.74%,9.8
12,4995750442,bmg422 (113/150),0,229.61998,DST Bears  FLEX Luke Musgrave QB Jared Goff RB James Cook III RB Travis Etienne Jr. TE Colby Parkinson WR Amon-Ra St. Brown WR Nico Collins WR Terry McLaurin,,Wan'Dale Robinson,WR,14.45%,16.4
14,4998654547,arsmith8 (93/150),0,229.00002,DST Commanders  FLEX George Kittle QB Trevor Lawrence RB Travis Etienne Jr. RB Woody Marks TE Colby Parkinson WR Jaxon Smith-Njigba WR Amon-Ra St. Brown WR Adonai Mitchell,,Isaiah Likely,TE,14.31%,0
15,4996103308,kramreprah (17/150),0,228.81998,DST Chargers  FLEX Colby Parkinson QB Jared Goff RB James Cook III RB Travis Etienne Jr. TE Juwan Johnson WR Amon-Ra St. Brown WR Jameson Williams WR Wan'Dale Robinson,,Derrick Henry,RB,14.10%,13
16,4997363009,j12forheisman (141/150),0,228.12,DST Saints  FLEX Colby Parkinson QB Jared Goff RB Travis Etienne Jr. RB Tyrone Tracy Jr. TE Theo Johnson WR Puka Nacua WR Amon-Ra St. Brown WR Jameson Williams,,Jaxson Dart,QB,13.86%,23.14
17,4991689118,JayConley34 (48/150),0,228.00002,DST Eagles  FLEX Colby Parkinson QB Trevor Lawrence RB Travis Etienne Jr. RB Woody Marks TE Theo Johnson WR Ja'Marr Chase WR Amon-Ra St. Brown WR Brian Thomas Jr.,,Amon-Ra St. Brown,WR,13.71%,44.4
18,4996271226,danperry (71/150),0,227.52,DST Bears  FLEX Amon-Ra St. Brown QB Jared Goff RB Travis Etienne Jr. RB Jacory Croskey-Merritt TE Colby Parkinson WR Nico Collins WR Jameson Williams WR Jakobi Meyers,,Saquon Barkley,RB,13.59%,17.2
19,4998711420,GrahamGinn (73/150),0,227.08,DST Ravens  FLEX George Kittle QB Bo Nix RB Travis Etienne Jr. RB Tyrone Tracy Jr. TE Colston Loveland WR Ja'Marr Chase WR Jameson Williams WR Courtland Sutton,,Mark Andrews,TE,13.20%,3.8
